"binominal","rates","alpha","sigma.sq","theta","expected_mean","expected_var","tip_state","is_cd","trait"
"Juniperus_phoenicea",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248874,"AM",TRUE,"logRD"
"Cupressus_funebris",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248874,"AM",TRUE,"logRD"
"Platycladus_orientalis",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248874,"AM",TRUE,"logRD"
"Chamaecyparis_obtusa",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248874,"AM",TRUE,"logRD"
"Thuja_occidentalis",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248874,"AM",TRUE,"logRD"
"Cryptomeria_japonica",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248874,"AM",TRUE,"logRD"
"Cunninghamia_lanceolata",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248874,"AM",TRUE,"logRD"
"Pinus_taeda",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_pungens",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_palustris",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_elliottii",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_virginiana",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_sylvestris",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_nigra",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_resinosa",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_massoniana",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_tabuliformis",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_pinea",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_pinaster",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_armandii",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_koraiensis",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_pumila",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_strobus",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pinus_edulis",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Picea_koraiensis",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Picea_meyeri",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Picea_abies",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Picea_wilsonii",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Picea_rubens",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Picea_glauca",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Larix_gmelinii",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Larix_decidua",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Larix_kaempferi",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Pseudotsuga_menziesii",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Abies_fargesii",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Abies_nephrolepis",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Abies_alba",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Tsuga_canadensis",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275857721268,0.234847113469644,"EcM",TRUE,"logRD"
"Ephedra_fragilis",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248861,"AM",TRUE,"logRD"
"Gnetum_gnemon",0.000497672180951703,0.172868238996021,0.0811946926087969,-1.13275861396185,-1.13275861388156,0.234847113469626,"EcM",TRUE,"logRD"
"Ginkgo_biloba",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Dryopteris_sparsa",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Dryopteris_lepidopoda",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248874,"AM",TRUE,"logRD"
"Polystichum_chilense",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Blechnum_procerum",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Blechnum_novae-zelandiae",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Blechnum_fluviatile",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Blechnum_discolor",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Blechnum_chambersii",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Blechnum_orientale",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Onoclea_sensibilis",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Matteuccia_struthiopteris",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Athyrium_spinulosum",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Athyrium_sinense",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Athyrium_multidentatum",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Cystopteris_sudetica",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Asplenium_bulbiferum",0.00108560690150181,0.172868238996021,0.0811772438006209,-1.19006929695294,-1.19001708183667,0.234777936490113,"NMAM",TRUE,"logRD"
"Pteridium_aquilinum",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Adiantum_pedatum",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Cyathea_smithii",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Cyathea_medullaris",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248874,"AM",TRUE,"logRD"
"Cyathea_dealbata",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Dicksonia_squarrosa",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Cibotium_barometz",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Sticherus_cunninghamii",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248874,"AM",TRUE,"logRD"
"Gleichenia_microphylla",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248861,"AM",TRUE,"logRD"
"Dicranopteris_pedata",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248874,"AM",TRUE,"logRD"
"Dicranopteris_linearis",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558759,0.234855054248867,"AM",TRUE,"logRD"
"Osmunda_japonica",0.00144219356824324,0.172868238996021,0.0811966955215729,-1.05922434558759,-1.05922434558899,0.234855054248867,"AM",TRUE,"logRD"
"Equisetum_hyemale",0.00108560690150181,0.172868238996021,0.0811772438006209,-1.19006929695294,-1.19006929361026,0.234777935652563,"NMAM",TRUE,"logRD"
"Equisetum_pratense",0.00108560690150181,0.172868238996021,0.0811772438006209,-1.19006929695294,-1.19006929361026,0.234777935652563,"NMAM",TRUE,"logRD"
"Lycopodium_volubile",0.00108560690150181,0.172868238996021,0.0811772438006209,-1.19006929695294,-1.19006929695293,0.234777935652561,"NMAM",TRUE,"logRD"
"Rudbeckia_hirta",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Ratibida_pinnata",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Heliopsis_helianthoides",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"NM",FALSE,"logRD"
"Liatris_aspera",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Arnica_sororia",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Arnica_fulgens",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Hymenoxys_richardsonii",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"NMAM",FALSE,"logRD"
"Helianthus_agrestis",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_grosseserratus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_giganteus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_maximiliani",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_verticillatus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_salicifolius",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Pappobolus_microphyllus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_occidentalis",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_mollis",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_silphioides",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_atrorubens",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_longifolius",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_angustifolius",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_floridanus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_petiolaris",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_neglectus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_niveus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_praecox",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_debilis",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_argophyllus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_annuus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_cusickii",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_pauciflorus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_radula",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_porteri",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_carnosus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helianthus_heterophyllus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Ambrosia_artemisiifolia",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Echinacea_serotina",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Eclipta_prostrata",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"NMAM",FALSE,"logRD"
"Coreopsis_palmata",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Helichrysum_italicum",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"EcMAM",FALSE,"logRD"
"Helichrysum_stoechas",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"EcMAM",FALSE,"logRD"
"Anaphalis_aureopunctata",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Anaphalis_hancockii",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Antennaria_parvifolia",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Antennaria_neglecta",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Leontopodium_nanum",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Inula_conyza",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Haplopappus_spinulosus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Symphyotrichum_oolentangiense",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Symphyotrichum_falcatum",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Symphyotrichum_ciliolatum",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Symphyotrichum_puniceum",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Symphyotrichum_laeve",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Symphyotrichum_novae-angliae",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Symphyotrichum_ericoides",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Heterotheca_villosa",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Solidago_ptarmicoides",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Solidago_nemoralis",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Solidago_decurrens",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Solidago_speciosa",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Solidago_rigida",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Solidago_missouriensis",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Solidago_canadensis",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Gutierrezia_sarothrae",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Erigeron_glabellus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Erigeron_pumilus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Erigeron_canadensis",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Doellingeria_umbellata",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Aster_lanceolatus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Aster_laevis",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Aster_tataricus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Doellingeria_scabra",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Olearia_avicenniaefolia",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Olearia_rani",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Artemisia_codonocephala",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Artemisia_barrelieri",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Artemisia_igniaria",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Artemisia_halodendron",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Artemisia_frigida",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Artemisia_mongolica",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Artemisia_ludoviciana",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Artemisia_cana",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Achillea_millefolium",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Leucanthemum_vulgare",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Crepis_foetida",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Crepis_tectorum",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Crepis_sancta",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Taraxacum_campylodes",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Picris_hieracioides",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Hypochaeris_radicata",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Nabalus_tatarinowii",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Launaea_arborescens",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Lactuca_tatarica",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Pilosella_peleteriana",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Pilosella_officinarum",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Cichorium_intybus",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Tragopogon_dubius",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Vernonia_fasciculata",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Arctotheca_calendula",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Centaurea_pectinata",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Saussurea_nivea",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Saussurea_mongolica",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Saussurea_amurensis",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
"Atractylis_humilis",0.0013082921161352,0.172946239349867,0.0821826455567977,-1.09006221123726,-1.09006221123726,0.237595931156802,"AM",FALSE,"logRD"
