genus,count
Flagellaria,5
Floscopa,21
Veronicastrum,19
Fosterella,34
Visnea,1
Vallea,2
Fuirena,56
Valerianella,33
Gagnepainia,2
Gahnia,42
Wenzelia,8
Wettsteiniola,3
Willisia,2
Weddellina,1
Winklerella,1
Wissadula,39
Wercklea,13
Wilkiea,12
Wulfenia,4
Wightia,2
Gaimardia,4
Wulfeniopsis,2
Weingartia,20
Weberocereus,6
Warburgia,4
Wellstedia,6
Whitfieldia,13
Wittsteinia,3
Weberbauera,26
Widdringtonia,4
Woollsia,1
Wigandia,5
Williamodendron,5
Whitmorea,1
Walteranthus,1
Wimmeria,17
Wilbrandia,5
Weigela,10
Galbulimima,1
Galeandra,41
Wikstroemia,94
Xerothamnella,2
Xylocarpus,3
Ximenia,10
Garrya,17
Xanthophyllum,109
Xestaea,1
Xylomelum,7
Xerospermum,3
Xylocalyx,5
Gastrochilus,70
Xylopia,190
Xanthosia,20
Xatardia,1
Xysmalobium,42
Xanthogalum,3
Xerosiphon,2
Gavilea,17
Xanthocyparis,1
Xylonymus,1
Xerotia,1
Yeatesia,3
Yabea,1
Zeuktophyllum,2
Zosima,4
Zizia,3
Zeravschania,14
Zieria,66
Zanthoxylum,243
Zygophyllum,118
Zollingeria,4
Genoplesium,61
Zanha,3
Geocharis,7
Zaluzianskya,57
Geogenanthus,3
Geonoma,68
Georgeantha,1
Geostachys,24
Zamia,90
Gibasis,14
Zygogynum,47
Zelkova,6
Gibasoides,1
Globba,141
Zehneria,65
Zanonia,2
Zabelia,13
Zilla,2
Zuvanda,3
Zinowiewia,14
Zeltnera,29
Zonanthus,1
Ziziphus,78
Zygocarpum,6
Zeylanidium,10
Zehnderia,1
Zippelia,1
Glochidion,332
Glomera,155
Glomeropitcairnia,2
Goeppertia,243
Gongora,72
Stapelia,37
Goodyera,104
Gorgonidium,8
Govenia,29
Sicyocarpus,2
Socotrella,1
Solenostemma,1
Secamone,133
Grandidiera,1
Staparesia,1
Stauntonia,28
Greigia,36
Suchtelenia,1
Stephanotis,19
Stelmagonum,1
Stapeliopsis,8
Stoibrax,3
Sarcolobus,21
Stathmostelma,14
Stomatostemma,1
Sarcotheca,12
Steganotaenia,3
Stefanoffia,2
Spiroceratium,1
Stenotaenia,5
Griselinia,7
Stewartiella,1
Grobya,5
Spananthe,2
Guacamaya,1
Smyrnium,5
Guanchezia,1
Guarianthe,5
Spermolepis,11
Sphenostemon,9
Synclinostyles,2
Symphyoloma,1
Sison,3
Bromheadia,29
Sium,11
Smyrniopsis,2
Schizostephanus,2
Schlechterella,2
Schizoglossum,27
Guzmania,218
Streptocaulon,5
Sisymbrium,49
Symphytum,34
Streptanthus,56
Sterigmostemum,13
Subularia,2
Succowia,1
Strigosella,24
Sobolewskia,4
Smelowskia,26
Stenopetalum,12
Sedum,473
Stephanocaryum,4
Schizopetalon,11
Selenia,7
Schouwia,1
Schimpera,1
Sandbergia,2
Savignya,1
Scleronema,5
Sauria,1
Spirotheca,8
Solenanthus,26
Sisymbrella,2
Sibara,13
Sinapis,4
Strobilanthes,458
Sesuvium,19
Scopelogena,2
Schwantesia,11
Saurauia,391
Stoeberia,7
Gymnanthes,26
Gymnoschoenus,2
Strobilanthopsis,1
Gymnosiphon,41
Sanicula,45
Staurogyne,156
Sphinctacanthus,2
Stachyacanthus,1
Spathacanthus,4
Sanchezia,45
Sapphoa,2
Sebastiano-schaueria,1
Salpixantha,1
Samuelssonia,1
Sclerochiton,18
Gynocardia,1
Schaueria,15
Satanocrater,4
Spergularia,52
Spiraeanthemum,19
Stenostephanus,95
Stenothyrsus,1
Stenandrium,50
Stenandriopsis,22
Broughtonia,8
Selinum,11
Semenovia,31
Seseli,142
Silaum,1
Haemodorum,27
Schrenkia,13
Schoenolaena,1
Scandix,12
Sclerochorton,1
Sclerosciadium,1
Sclerotiaria,1
Schulzia,5
Selinopsis,2
Halopegia,3
Siler,4
Similisinocarum,2
Sinocarum,19
Seselopsis,2
Hanguana,23
Haniffia,4
Sphallerocarpus,1
Semecarpus,90
Searsia,110
Sclerocarya,2
Solenocarpus,2
Sorindeia,10
Haplothismia,1
Haumania,3
Sericostachys,1
Sericorema,2
Hechtia,90
Schinus,44
Stelechocarpus,3
Sapranthus,8
Sphaerocoryne,7
Sajanella,1
Scandia,2
Saposhnikovia,1
Scaligeria,6
Swintonia,14
Sageraea,9
Salicornia,26
Stephanopodium,15
Schaefferia,15
Hedera,23
Semialarium,2
Siphonodon,6
Simicratea,1
Salsola,174
Hedychium,103
Salacia,215
Brownleea,8
Salaciopsis,6
Salacighia,2
Sarawakodendron,1
Stellaria,135
Sphaerocoma,1
Heliconia,207
Sempervivum,65
Seidlitzia,2
Sevada,1
Spinacia,2
Sclerolaena,63
Suaeda,73
Brunellia,60
Sequoia,1
Sparattanthelium,12
Strephonema,4
Sarcandra,1
Symphonia,16
Saponaria,16
Sagina,21
Schiedea,22
Selleola,1
Silene,491
Sambucus,23
Selenicereus,34
Stenocereus,24
Seleliocereus,4
Seleniphyllum,1
Soehrensia,28
Setiechinopsis,1
Symphoricarpos,14
Santiria,21
Staavia,11
Sanango,1
Schlumbergera,11
Salmonopuntia,2
Scutinanthe,2
Sarcococca,14
Stixis,10
Strophocactus,3
Stenocactus,22
Stenillocactus,1
Hellenia,16
Hellmuthia,1
Helmholtzia,2
Helonoma,4
Spergula,13
Hemiorchis,3
Heptapleurum,321
Herminium,53
Hetaeria,27
Heteranthera,20
Sicyos,66
Sicydium,9
Selysia,4
Seyrigia,6
Sicana,4
Schizomeria,9
Siolmatra,2
Siraitia,3
Heterospathe,38
Hexapterella,2
Scleranthus,5
Hohenbergia,53
Hohenbergiopsis,1
Hohenmea,1
Holcoglossum,24
Lambertia,11
Lysimachia,284
Lomatia,11
Leucadendron,84
Leucospermum,48
Hopkinsia,2
Lewisia,17
Loeselia,15
Hornstedtia,39
Leptopyrum,1
Lacunaria,7
Lasiodiscus,11
Leionema,28
Lychnodiscus,7
Limonium,662
Lopezia,28
Ludwigia,90
Luxemburgia,20
Lophira,2
Larix,18
Ledenbergia,3
Linariopsis,2
Lophiocarpus,4
Lepionurus,1
Lamprocapnos,1
Lawrencia,12
Hydrophilus,1
Lebronnecia,1
Lansium,3
Lecanophora,7
Hylaeanthe,5
Lophopterys,7
Lasiocarpus,4
Limeum,25
Liparophyllum,8
Loheria,6
Leucaster,1
Labisia,7
Levieria,7
Lauterbachia,1
Laurelia,2
Lovoa,3
Leplaea,7
Lepidotrichilia,4
Legnephora,5
Limaciopsis,1
Leptoterantha,1
Limacia,3
Linanthus,26
Lagarostrobos,1
Lepidothamnus,3
Leptosiphon,33
Hypodiscus,15
Ledermanniella,29
Lathrocasis,1
Leiothylax,4
Letestuella,1
Bucephalandra,32
Limoniopsis,2
Littorella,3
Limoniastrum,2
Hypolaena,7
Leptonychia,39
Lysiosepalum,5
Levenhookia,12
Hypolytrum,63
Lasiopetalum,54
Lozanella,2
Laportea,35
Luehea,20
Lueheopsis,6
Lasiosiphon,50
Lophostoma,4
Leucophyllum,17
Limnophila,46
Lithophragma,10
Lepidozamia,2
Buchtienia,4
Larrea,5
Leucosyke,33
Leonia,24
Loewia,2
Lasiadenia,2
Leucospora,1
Leucocarpus,1
Leptorhabdos,1
Limosella,16
Lagotis,31
Lamourouxia,30
Lathraea,5
Linaria,203
Hypselodelphys,8
Ida,47
Leptomeria,20
Laccodiscus,4
Lecaniodiscus,3
Lunasia,1
Lubaria,2
Luvunga,11
Lepiderema,8
Lafuentea,2
Lepisanthes,32
Lepidopetalum,8
Loxodiscus,1
Llagunoa,3
Litchi,2
Lindernia,69
Lophospermum,8
Lindenbergia,16
Lyperia,6
Ischnosiphon,36
Myristica,172
Myrica,50
Mauloutchia,9
Maesa,185
Myrothamnus,3
Maclura,10
Maquira,4
Mollinedia,56
Montinia,1
Monimia,3
Morus,20
Milicia,2
Isolepis,71
Macropeplus,4
Matthaea,6
Mollugo,18
Myoporum,36
Moringa,13
Morina,15
Marianthus,14
Melientha,1
Minquartia,1
Mirabilis,63
Myrsine,286
Meconopsis,97
Meconella,3
Marathrum,13
Macropodiella,7
Microtea,10
Martynia,2
Macleaya,2
Malva,64
Malope,4
Malvastrum,24
Malvalthaea,3
Malvaviscus,11
Mascagnia,48
Malpighia,110
Malesherbia,25
Malachra,8
Microsteira,27
Mionandra,4
Malacothamnus,22
Mezia,15
Meliosma,126
Munronia,7
Melianthus,6
Melia,3
Macarthuria,9
Menispermum,2
Macrococculus,1
Marcgravia,62
Modiola,1
Megistostegium,3
Malvella,4
Marcgraviastrum,15
Medusagyne,1
Menyanthes,1
Mimulus,11
Melasma,8
Melosperma,1
Melanospermum,6
Melampyrum,42
Microcarpaea,2
Microdon,7
Joinvillea,3
Micranthemum,13
Micrargeria,3
Mansonia,5
Melhania,73
Maxwellia,1
Monttea,3
Misopates,9
Magdalenaea,1
Mannagettaea,3
Manulea,74
Micranthes,86
Mitella,4
Mecardonia,10
Matourea,9
Maurandya,2
Manuleopsis,1
Mazus,40
Juncus,355
Kaempferia,47
Mollia,16
Microcos,78
Mortoniodendron,16
Maoutia,9
Muntingia,1
Mathurina,1
Macrozamia,41
Miltianthus,1
Microcycas,1
Myriocarpa,14
Metatrophis,1
Melicytus,15
Melochia,63
Macgregoria,1
Metasequoia,1
Myricaria,12
Macadamia,4
Montiopsis,18
Mimetes,20
Megahertzia,1
Muehlenbeckia,12
Montia,13
Mona,1
Maesopsis,1
Megaleranthis,1
Mitrastemon,2
Medicosma,25
Megastigma,6
Musgravea,2
Monnina,168
Kingia,1
Manoao,1
Myriolimon,2
Monococcus,1
Microsteris,1
Microgilia,1
Maculigilia,1
Mourera,8
Microcachrys,1
Muraltia,119
Moutabea,10
Melicope,243
Micromelum,8
Monanthocitrus,4
Melicoccus,10
Merope,1
Matayba,49
Mischocarpus,14
Myrtopsis,8
Murraya,9
Majidea,2
Mida,1
Myoschilos,1
Maclurodendron,6
Melocarpum,2
Manekia,6
Malpighiodes,4
Koyamaea,1
Misodendrum,8
Kunhardtia,2
Thalictrum,197
Triplaris,19
Telopea,5
Talinopsis,1
Trymalium,14
Terniopsis,13
Thawatchaia,2
Trigoniastrum,1
Talinum,16
Triunia,4
Turrillia,3
Thesium,334
Turpinia,11
Tripterococcus,1
Talisia,53
Triumfetta,177
Trollius,40
Trautvetteria,2
Ticorea,6
Thamnosma,15
Tetractomia,6
Tetradium,9
Triphasia,3
Trichilia,110
Lachnanthes,1
Toona,6
Tambourissa,47
Tetrapterys,56
Thryallis,5
Triaspis,19
Thespesia,15
Tarasa,30
Tristicha,1
Triplochiton,2
Tapeinosperma,76
Trophis,11
Trymatococcus,2
Tristellateia,21
Tyleria,14
Tetramerista,1
Testulea,1
Tsuga,12
Trichostigma,3
Trapella,1
Tetraclinis,1
Trigonocapnos,2
Triclisia,17
Telephium,5
Tinospora,32
Trimenia,8
Treculia,9
Tiliacora,23
Telitoxicum,8
Lanaria,1
Trilepisium,1
Theophrasta,2
Tilia,37
Trichospermum,38
Thymelaea,34
Trigonia,29
Tetralix,5
Turnera,141
Trema,21
Tribulus,30
Tetradiclis,2
Tasmannia,36
Tribulopis,7
Trapa,8
Tetratheca,53
Tremandra,2
Leiothrix,39
Trochodendron,1
Tricliceras,15
Theobroma,21
Torenia,69
Trieenea,10
Tamarix,57
Thomasia,32
Thouinia,27
Thinouia,10
Toechima,6
Thouinidium,7
Ternstroemia,163
Tepuianthus,6
Tetranema,6
Thunbergianthus,2
Tolmiea,2
Tonella,2
Tristiropsis,6
Tristira,1
Toulicia,15
Trigonachras,6
Tiarella,7
Tellima,1
Lepidobolus,9
Lepidosperma,83
Triaenophora,4
Lepironia,1
Ranunculus,1613
Rafflesia,41
Rhamnus,149
Leptocarpus,16
Rhizophora,11
Leptosolena,1
Lepyrodia,22
Rhizanthes,4
Lindmania,38
Reseda,68
Reynosia,18
Rhamnidium,10
Rhamnella,10
Retanilla,4
Reissekia,2
Loxocarya,5
Lycida,1
Lyginia,3
Lymania,10
Rhamphicarpa,6
Rhaphispermum,1
Raveniopsis,20
Rhinanthus,48
Ruta,11
Rutaneblina,1
Roussea,1
Machaerina,52
Rhabdodendron,3
Rhysotoechia,19
Rodgersia,5
Ruizia,13
Reaumuria,10
Rehderodendron,8
Rhynchocorys,6
Russelia,50
Rhodochiton,5
Reevesia,13
Ravenia,11
Rauia,5
Raulinoa,1
Raputia,14
Rousselia,4
Roepera,60
Rhoicissus,11
Ruizterania,14
Madisonia,9
Paronychia,74
Pteranthus,1
Phyllocosmus,5
Pollichia,1
Phacelia,203
Pyrenacantha,36
Pseudobotrys,2
Pleurisanthes,7
Poraqueiba,3
Platea,8
Persea,110
Pterocarya,6
Philadelphus,45
Phytocrene,12
Pittosporopsis,1
Pennantia,3
Phoebe,76
Pleurothyrium,48
Potameia,23
Pelargonium,288
Plakothira,3
Pinguicula,124
Phyllangium,5
Marahuacaea,1
Maranta,46
Phyllocyclus,4
Prepusa,6
Pycnosphaera,1
Paraboea,153
Paradrymonia,12
Poskea,2
Platystemma,1
Pseudochirita,2
Primulina,247
Parrotia,2
Pearcea,19
Petrocosmea,70
Phinaea,3
Paliavana,6
Marantochloa,18
Phthirusa,22
Psittacanthus,128
Plicosepalus,12
Phragmanthera,35
Pleurophora,8
Pehria,1
Punica,2
Platycapnos,3
Peraxilla,3
Panamanthus,1
Potalia,9
Polypremum,1
Plocosperma,1
Picrophloeus,4
Dendropemon,33
Passovia,20
Podlechiella,1
Marthella,1
Maschalocephalus,1
Phebalium,39
Polyspora,48
Ploiarium,3
Pyrenaria,27
Perryodendron,1
Peltostigma,2
Phellodendron,2
Pilocarpus,19
Philotheca,54
Paramignya,17
Mastersiella,3
Pedicularis,718
Matudanthus,1
Parentucellia,3
Paederota,2
Paulownia,9
Mayaca,5
Pavonia,294
Megaphrynium,5
Paullinia,185
Paranephelium,6
Pappea,1
Plethadenia,2
Pleiospermium,7
Polyaster,1
Pitaviaster,1
Pancovia,13
Phacellaria,7
Melanostachya,1
Ptelea,3
Podonephelium,11
Pometia,2
Phyllotrichum,1
Placodiscus,20
Mesanthemum,16
Phyllopodium,26
Polygonanthus,2
Pottingeria,1
Pterophylla,67
Peltoboykinia,2
Mesomelaena,5
Pseudopancovia,1
Ptaeroxylon,1
Pomaderris,75
Pulsatilla,53
Paliurus,5
Phylica,150
Psychrophila,6
Paraquilegia,8
Pilostyles,12
Paroxygraphis,1
Microdracoides,1
Pellacalyx,8
Microepidendrum,1
Pouzolzia,53
Miersiella,1
Pipturus,29
Procris,24
Pilea,618
Phoradendron,281
Pigea,4
Monocostus,1
Monolophus,16
Patrinia,14
Paypayrola,7
Monophyllanthe,2
Pellionia,28
Monotagma,39
Petelotiella,1
Phenax,28
Parietaria,25
Piriqueta,46
Monotrema,5
Phyllostylon,1
Parsana,1
Morelotia,6
Murdannia,64
Plagianthus,2
Pseudabutilon,19
Periptera,5
Perrierophytum,9
Phymosia,8
Pseudoclausena,1
Pterorhachis,2
Pseudocedrela,1
Prasoxylon,7
Pseudocarapa,5
Pachygone,12
Proboscidea,8
Peltaea,21
Musa,87
Perebea,10
Parartocarpus,2
Pseudolmedia,12
Pleuricospora,1
Prainea,2
Poulsenia,1
Pycnarrhena,11
Peumus,1
Penianthus,3
Parabaena,6
Perichasma,2
Pericampylus,2
Platytinospora,1
Pleogyne,1
Palmeria,17
Psammotropha,11
Parakibara,1
Pseudowintera,4
Parthenocissus,13
Peixotoa,29
Peganum,4
Papuodendron,2
Pterandra,15
Palaua,17
Pseudomisopates,1
Pseudosopubia,3
Pseudostriga,1
Picramnia,45
Picrasma,13
Polycarena,18
Picria,1
Physocalyx,3
Philcoxia,7
Picrorhiza,2
Pierreodendron,2
Picrolemma,2
Penstemon,295
Musella,1
Myrmecolaelia,1
Phelypaea,4
Myrosma,1
Peplidium,4
Nanochilus,2
Passerina,20
Navia,99
Phaleria,26
Pimelea,149
Pentace,30
Pityranthe,2
Petenaea,1
Peddiea,16
Platytheca,3
Planera,1
Pterygota,21
Phyllachne,4
Pterospermum,53
Podocarpus,105
Poeciloneuron,2
Pseudotaxus,1
Pterostyrax,3
Pterocymbium,12
Pentapetes,1
Pentamerista,1
Parathesis,110
Neesenbeckia,1
Nelmesia,1
Pisonia,24
Pycnanthus,4
Phaeoptilum,1
Ptychopetalum,4
Neoglaziovia,3
Phanerodiscus,3
Pentarhopalopilia,4
Neoregelia,119
Polythecanthum,1
Poecilandra,2
Philacra,4
Perissocarpa,3
Picrella,3
Parasopubia,4
Nevillea,3
Peperomia,1427
Piper,2436
Persoonia,101
Nidularium,48
Polygala,667
Platanus,11
Pherosphaera,2
Plantago,249
Petrophile,63
Niduregelia,3
Ochagavia,4
Oestlundia,4
Pseudolarix,1
Passiflora,604
Parnassia,56
Paropsia,12
Paropsiopsis,2
Orchidantha,32
Papaver,64
Paeonia,42
Pteridophyllum,1
Paracryphia,1
Pseudo-fumaria,2
Pittosporum,257
Pinus,133
Orectanthe,2
Oreobolus,17
Phytolacca,24
Peridiscus,1
Petiveria,1
Pentaphragma,31
Phyllocladus,4
Picea,42
Orthophytum,64
Pedalium,1
Penaea,27
Phelline,10
Pterodiscus,16
Orthothylax,1
Oxygyne,6
Primula,575
Paepalanthus,487
Protea,109
Placospermum,1
Panopsis,24
Persicaria,66
Polemonium,41
Portulaca,109
Polygonum,217
Phlox,71
Parasitaxus,2
Pterostemon,3
Pycnonia,1
Podostemum,12
Polypleurum,19
Acrocomia,8
Prumnopitys,3
Psylliostachys,9
Plumbago,19
Polygaloides,6
Podopterus,3
Palisota,31
Parakaempferia,1
Paralamium,1
Paramapania,7
Phelpsiella,1
Phenakospermum,1
Philydrella,2
Philydrum,1
Phlebocarya,3
Symplocos,408
Phrynium,38
Styrax,129
Sterculia,189
Scaphopetalum,20
Seringia,19
Stylidium,289
Stackhousia,17
Samadera,4
Stachyurus,10
Scaphium,8
Stangeria,1
Simaba,8
Soulamea,14
Spathelia,11
Suriana,1
Simarouba,6
Sabia,26
Saccifolium,1
Salvadora,5
Scleropyrum,4
Santalum,18
Serjania,248
Sarcopteryx,12
Sarcotoechia,10
Phylloscirpus,3
Staphylea,24
Storthocalyx,5
Smelophyllum,1
Sisyrolepis,1
Sapindus,14
Synima,3
Pitcairnia,417
Sarracenia,33
Saururus,2
Saxifraga,565
Sullivantia,4
Schisandra,26
Scoparia,12
Schweinfurthia,6
Scolophyllum,3
Sopubia,30
Sibthorpia,5
Stemodia,46
Selago,197
Striga,53
Seymeriopsis,1
Schizotorenia,2
Scrophulariverbascum,1
Schistophragma,6
Seymeria,20
Strobilopsis,1
Siphonostegia,3
Stemodiopsis,7
Cassytha,20
Sesamum,31
Securidaca,58
Shorea,52
Scabiosa,65
Sequoiadendron,1
Sciadopitys,1
Sida,282
Sonneratia,10
Sabatia,22
Stauranthera,8
Siparuna,58
Sesamothamnus,5
Stylophorum,4
Spelaeanthus,2
Smithiantha,8
Sinningia,89
Solenophora,16
Sarcocaulon,13
Swertia,170
Symbolanthus,31
Symphyllophyton,7
Seemannia,4
Sepikea,1
Scaevola,117
Sacoglottis,11
Plagiostachys,30
Schultesia,16
Schinziella,1
Sebaea,50
Sphyrospermum,31
Sulla,7
Senaea,2
Sipapoantha,2
Platycaulos,12
Platychorda,2
Pleiostachya,3
Pleuranthodium,24
Stemonurus,13
Stachyanthus,5
Schistostemon,10
Sarcostigma,2
Sextonia,2
Shortia,6
Schizocodon,3
Sloanea,187
Sphenotoma,6
Sprengelia,6
Stenanthera,4
Stemonoporus,27
Sericolea,18
Shepherdia,3
Styphelia,204
Satyria,30
Semiramisia,4
Plowmanianthus,5
Schumacheria,3
Pollia,21
Succisa,4
Succisella,5
Polyspatha,3
Stewartia,22
Pommereschea,2
Symplococarpon,2
Schoenobiblus,11
Pontederia,27
Strychnos,205
Schima,16
Schoutenia,10
Synaptolepis,5
Synandrodaphne,1
Stapfiella,6
Sparrmannia,3
Streptopetalum,6
Sogerianthe,6
Scurrula,26
Struthanthus,95
Portea,8
Potarophytum,1
Schweiggeria,2
Seetzenia,2
Schwannia,13
Sisyndite,1
Soleirolia,1
Scepocarpus,14
Stigmaphyllon,120
Spachea,12
Sphedamnocarpus,10
Principina,1
Prionium,1
Spigelia,96
Pseudoparis,3
Pseudoschoenus,1
Scyphanthus,2
Schizacme,5
Sundacarpus,1
Sphaerothylax,4
Saxicolella,8
Saxegothaea,1
Symmeria,1
Samolus,14
Soldanella,27
Ptilothrix,1
Salomonia,5
Stonesia,5
Puya,234
Saharanthus,1
Spyridium,44
Scutia,5
Sarcomphalus,32
Schistocarpaea,1
Siegfriedia,1
Smythea,11
Sesamoides,6
Sageretia,35
Skimmia,7
Swinglea,1
Stauranthus,2
Spiranthera,6
Stenanthemum,28
Sarcomelicope,10
Sterigmapetalum,9
Serruria,70
Stirlingia,7
Strangea,3
Synaphea,56
Stenocarpus,22
Sapria,4
Sorocephalus,11
Sandoricum,7
Schmardaea,1
Sphaerosacme,1
Sphaeralcea,49
Souroubea,19
Soyauxia,7
Sarcopera,8
Schwartzia,20
Stephania,71
Syrrheonema,3
Syntriandrium,1
Synclisia,1
Sciadotenia,19
Sarcopetalum,1
Swietenia,5
Sphenocentrum,1
Sinomenium,1
Sidastrum,8
Sidasodes,2
Sidalcea,29
Schoepfia,28
Strombosiopsis,3
Strombosia,11
Sauvagesia,51
Schuurmansia,3
Seguieria,6
Schindleria,6
Stylomecon,2
Sarcocapnos,4
Sanguinaria,1
Sloetiopsis,1
Sorocea,22
Streblus,27
Steganthera,28
Scyphosyce,3
Sparattosyce,2
Stylogyne,35
Solonia,1
Salpianthus,4
Systellantha,3
Staudtia,2
Scyphocephalium,2
Sadiria,7
Acantholimon,310
Acanthus,30
Aconitum,327
Acronychia,51
Acropogon,27
Acrotrema,11
Actaea,31
Aeschynanthus,182
Alcea,83
Alphitonia,15
Alyssum,128
Amaranthus,105
Anacampseros,43
Androsace,180
Anemone,78
Annickia,8
Annona,179
Aphanamixis,3
Aphelandra,207
Aphragmus,16
Apodytes,8
Arabidopsis,11
Arabis,96
Aristolochia,555
Artabotrys,112
Asarum,135
Aspidostemon,31
Asystasia,59
Atraphaxis,32
Atriplex,258
Aylostera,9
Banksia,179
Barleria,304
Basananthe,37
Bassia,22
Beilschmiedia,269
Boechera,102
Boronia,135
Boswellia,23
Brachyloma,15
Buddleja,118
Buxus,102
Calandrinia,105
Calciphila,2
Callianthemum,15
Callothlaspi,5
Calyptranthera,11
Camellia,236
Campylospermum,59
Caralluma,31
Cardamine,297
Cayratia,40
Cerastium,203
Ceratozamia,40
Ceropegia,397
Chaerophyllum,70
Cipoia,2
Cistus,68
Claytonia,29
Clematicissus,6
Clematis,388
Codia,16
Cola,134
Combretum,286
Commersonia,25
Commiphora,181
Connarus,106
Copiapoa,36
Corchorus,74
Corydalis,528
Crabbea,13
Crassula,212
Cremastosperma,34
Cryptandra,59
Cryptolepis,41
Cucumis,60
Cupaniopsis,63
Curtia,10
Cussetia,2
Cyathocalyx,8
Cycas,120
Cymopterus,44
Cynoglossum,79
Cyrtandra,716
Cytinus,8
Dacrydium,24
Dalzellia,10
Daphnandra,7
Daphne,109
Dasymaschalon,31
Davilla,35
Desmopsis,46
Desmos,18
Dianthus,409
Dichapetalum,159
Dicliptera,223
Dictyophragmus,3
Dionysia,66
Diplolophium,7
Diplopterys,31
Doliocarpus,58
Dorstenia,120
Draba,469
Dryadodaphne,3
Drymonia,91
Duosperma,26
Dyschoriste,98
Dysphania,36
Echeveria,185
Elaeocarpus,488
Elvasia,14
Emmotum,13
Epacris,91
Eremophila,249
Erica,850
Eriocoelum,11
Eriogonum,255
Eriosyce,56
Erodium,124
Erysimum,288
Euonymus,143
Euploca,66
Eutrema,46
Exhalimolobos,10
Ferula,227
Ficus,873
Frailea,17
Garcinia,407
Gaultheria,309
Geissois,19
Gentiana,356
Geranium,360
Glycocystis,1
Glyptopetalum,34
Gnidia,109
Gomphrena,133
Goniothalamus,137
Goodenia,236
Grusonia,21
Guarea,69
Guatteria,187
Gymnocalycium,68
Halenia,68
Haloragis,29
Hamamelis,5
Heckeldora,7
Hemmantia,1
Hermannia,176
Hibiscus,443
Hirania,1
Hoya,488
Huernia,79
Hylotelephium,28
Ilex,593
Impatiens,1129
Isolona,20
Kalmiopsis,2
Lagunaria,2
Leschenaultia,32
Melanortocarya,1
Mischarytera,4
Operculicarya,9
Paracladopus,2
Pyrgophyllum,1
Pennellia,11
Pyrrorhiza,1
Physospermopsis,8
Polianthion,4
Polyclathra,1
Scopellaria,2
Sphenoclea,2
Quesnelia,25
Suessenguthia,8
Tirpitzia,3
Xyloselinum,3
Racinaea,83
Acaulimalva,21
Acrotriche,18
Actinidia,57
Adenia,106
Adinandra,106
Aeonium,85
Aethionema,74
Afroligusticum,14
Afrosciadium,18
Agalmyla,96
Agapetes,147
Aglaia,125
Ailanthus,6
Akrosida,2
Alepidea,31
Allocasuarina,61
Allophylus,211
Ampelocissus,94
Ampelozizyphus,3
Amphipterygium,5
Amyris,57
Anchusa,41
Andersonia,30
Arabidella,7
Arenaria,248
Arthrocnemum,3
Asclepias,208
Attilaea,1
Austrobryonia,4
Averrhoa,5
Banisteriopsis,65
Baroniella,9
Batesimalva,5
Bathiorhamnus,7
Berberis,640
Besleria,175
Biscutella,60
Bisgoeppertia,3
Blackallia,1
Blumenbachia,12
Boerhavia,105
Bourreria,50
Brillantaisia,14
Bronwenia,13
Bursera,120
Byrsonima,164
Caiophora,39
Calceolaria,272
Calcicola,2
Calocedrus,4
Camissoniopsis,14
Cantua,18
Cassipourea,74
Castelnavia,12
Castilleja,223
Cephalaria,93
Chamaecyparis,7
Cheiranthera,10
Chilocardamum,4
Chlorocyathus,2
Christisonia,23
Chylismia,16
Chylismiella,1
Cinnamomum,256
Cissus,293
Cistanthe,38
Cleyera,24
Climacoptera,43
Clusia,321
Codonanthe,8
Cottsia,4
Crambe,41
Crucihimalaya,13
Cuphea,250
Cynorhiza,3
Dactylicapnos,15
Dehaasia,43
Dendroarabis,1
Descurainia,42
Dewinteria,1
Dichoropetalum,36
Diogoa,2
Dipsacus,23
Disocactus,24
Disophyllum,3
Disoselenicereus,4
Disterigma,42
Dodonaea,72
Drummondita,11
Dryopetalon,9
Dysoxylum,38
Echidnopsis,37
Echinocereus,89
Elatostema,662
Englerina,26
Epilobium,266
Epimedium,67
Episcia,11
Eremogone,71
Eremothera,7
Eriastrum,18
Eryngium,253
Euclea,16
Eulobus,4
Eurya,155
Fagopyrum,26
Ferulago,48
Fibraurea,3
Fittingia,9
Frangula,56
Fuchsia,111
Funastrum,23
Galipea,14
Galphimia,26
Gastrolepis,2
Gaya,39
Gaylussacia,65
Gentianella,315
Girgensohnia,5
Glandora,8
Glaucosciadium,2
Glischrocaryon,11
Gomphogyne,6
Gonolobus,116
Gratiola,29
Grazielanthus,1
Grevillea,376
Gymnosporia,116
Gynostemma,17
Hakea,152
Halogeton,4
Hansenia,8
Heliotropium,341
Helixanthera,44
Heracleum,104
Hermas,9
Heteropterys,167
Hygrophila,79
Hypserpa,10
Illigera,28
Isoglossa,79
Rapatea,22
Lichtensteinia,7
Maasia,6
Microula,35
Mostacillastrum,31
Notobubon,13
Papistylus,2
Ravenala,6
Pentapeltis,2
Reedia,1
Polypsecadium,15
