source, https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2745.13412
phylo.name,photosynthetic.pathway,avg.RGR,leaf.N,leaf.C,SLA,LDMC,leaf.PC1,leaf.PC2,root.N,root.C,SRL,SRA,root.avg.diam.mm,root.PC1,root.PC2
Vulpia_myuros,C3,0.079202714,1.076842515,3.759605832,5.390718704,3.014628736,0.157412638,-0.335630909,0.174510065,3.767411384,9.851393682,7.227237515,-1.464255903,-0.432164466,0.388268093
Zea_mays,C4,0.12845794,0.438761623,3.760817575,5.707625875,2.842780142,-0.190125338,0.263250281,-0.424026124,3.804787611,8.642981233,6.554481417,-0.917227435,0.913732074,-0.500257902
Zoysia_japonica,C4,0.032505843,0.871971064,3.794118302,5.426433056,3.451374251,0.666369039,-0.397651235,-0.012391357,3.796586727,9.953759879,7.242437223,-1.553175733,-0.571093497,0.036312274
Aristida_adscensionis,C4,0.084923826,NA,NA,NA,NA,NA,NA,-0.144705394,3.806369054,9.207077558,6.950040306,-1.084709383,0.289783937,-0.169122208
Bothriochloa_springfieldii,C4,0.105301294,NA,NA,NA,NA,NA,NA,0.096038765,3.773657494,9.813335431,7.420578302,-1.208734121,-0.303672288,0.33059118
Cymbopogon_citratus,C4,0.138597648,NA,NA,NA,NA,NA,NA,-0.014652505,3.826796617,9.823593065,7.272353154,-1.387394967,-0.435143591,-0.115207112
Cymbopogon_jwarancusa,C4,0.044138134,NA,NA,NA,NA,NA,NA,0.102632446,3.808913889,9.251981493,7.055950731,-0.921052049,0.315687707,0.10049369
Digitaria_brownii,C4,0.076985035,NA,NA,NA,NA,NA,NA,-0.12622024,3.82815673,10.01791327,7.445334602,-1.416238237,-0.618717666,-0.204907301
Digitaria_debilis,C4,0.040766559,NA,NA,NA,NA,NA,NA,0.26511979,3.740496895,9.978436524,7.489417424,-1.311001377,-0.472190378,0.687962468
Eragrostis_tef,C4,0.07580837,NA,NA,NA,NA,NA,NA,0.084510785,3.805027234,9.675508089,7.320674863,-1.186172832,-0.21549835,0.128070705
Iseilema_membranaceum,C4,0.162137336,NA,NA,NA,NA,NA,NA,0.153858344,3.802353654,9.976449465,7.398560135,-1.419334215,-0.582123581,0.209075379
Lolium_perenne,C3,0.022743819,NA,NA,NA,NA,NA,NA,0.260588635,3.795060694,9.512723214,7.058036276,-1.242627011,-0.065134576,0.308942141
Melinis_ambigua,C4,0.200649566,NA,NA,NA,NA,NA,NA,0.048367532,3.711481639,9.658808152,7.15233673,-1.340365429,-0.116487534,0.567029853
Panicum_virgatum,C4,0.07276355,NA,NA,NA,NA,NA,NA,0.062322809,3.78924451,9.640370401,7.338100695,-1.180093531,-0.181343419,0.194536712
Paspalidium_desertorum,C4,0.08467783,NA,NA,NA,NA,NA,NA,0.342026141,3.755024073,9.15884939,6.939788806,-1.001576326,0.388780091,0.607815128
Pennisetum_clandestinum,C4,0.033703761,NA,NA,NA,NA,NA,NA,-0.301257919,3.744648449,9.285570099,6.99624647,-1.126780308,0.301880161,0.020701212
Pennisetum_glaucum,C4,0.119983459,NA,NA,NA,NA,NA,NA,-0.074340939,3.740560858,9.05506159,6.923743033,-0.954314552,0.555018155,0.270058409
Pennisetum_lanatum,C4,0.029416553,NA,NA,NA,NA,NA,NA,0.375119603,3.759130765,9.353250106,6.987205551,-1.193692495,0.112140402,0.610726819
Trichoneura_grandiglumis,C4,0.052040911,NA,NA,NA,NA,NA,NA,-0.24095263,3.734703998,9.217741678,6.96166308,-1.007104784,0.454509628,0.142580857
Vaseyochloa_multinervosa,C4,0.064196745,NA,NA,NA,NA,NA,NA,0.15473166,3.826533256,9.550049405,7.056114582,-1.327553866,-0.179168223,0.020274978
