F00679,F00727,F00261,F00709,F00043,F00056,F00645,F00004,F01286,F01287,F01289,F01290
0.63375,16.1321561,9.46875,0.22,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Liquidambar,styraciflua,Altingiaceae,Saxifragales
1.07425,3.9362935,6.220125,0.33,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Liquidambar,styraciflua,Altingiaceae,Saxifragales
0.85275,15.188097,20.488125,0.129,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Liriodendron,tulipifera,Magnoliaceae,Magnoliales
0.88925,10.3484184,18.29825,0.14,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Liriodendron,tulipifera,Magnoliaceae,Magnoliales
1.313625,4.24575047,14.540125,0.16,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Liriodendron,tulipifera,Magnoliaceae,Magnoliales
0.98275,12.3825956,20.45075,0.141,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,acuminata,Magnoliaceae,Magnoliales
0.98975,7.85999453,19.653375,0.16,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,acuminata,Magnoliaceae,Magnoliales
1.7006,2.27734762,16.18925,0.21,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,acuminata,Magnoliaceae,Magnoliales
0.8045,20.901448,19.18475,0.111,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,denudata,Magnoliaceae,Magnoliales
0.921,11.3550067,14.742,0.13,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,denudata,Magnoliaceae,Magnoliales
1.7806,2.03887621,9.12225,0.2,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,denudata,Magnoliaceae,Magnoliales
1.224,9.09111363,18.337,0.137,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,grandiflora,Magnoliaceae,Magnoliales
1.427,4.92024736,15.32425,0.16,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,grandiflora,Magnoliaceae,Magnoliales
1.77765,1.91865467,9.99525,0.21,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,grandiflora,Magnoliaceae,Magnoliales
0.6415,27.3247642,36.931,0.122,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,kobus,Magnoliaceae,Magnoliales
0.629,14.3872627,31.843,0.17,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,kobus,Magnoliaceae,Magnoliales
1.33065,3.94876144,17.91625,0.21,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,kobus,Magnoliaceae,Magnoliales
1.099,12.8950057,31.934,0.134,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,macrophylla,Magnoliaceae,Magnoliales
1.377,9.17684348,30.1935,0.15,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,macrophylla,Magnoliaceae,Magnoliales
1.37383291,4.22272527,15.3661057,0.19,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,macrophylla,Magnoliaceae,Magnoliales
0.7315,31.1656067,26.25345,0.096,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,stellata,Magnoliaceae,Magnoliales
0.8025,18.3152215,19.474625,0.11,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,stellata,Magnoliaceae,Magnoliales
1.517475,4.35754198,14.432125,0.14,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,stellata,Magnoliaceae,Magnoliales
0.82925,17.9964774,23.634125,0.135,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,tripetala,Magnoliaceae,Magnoliales
1.1065,10.3074,21.113875,0.14,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,tripetala,Magnoliaceae,Magnoliales
1.659675,2.71287787,17.206,0.19,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,tripetala,Magnoliaceae,Magnoliales
1.07975,20.1308844,24.71325,0.115,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,virginiana,Magnoliaceae,Magnoliales
1.20575,16.2786027,20.913875,0.14,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,virginiana,Magnoliaceae,Magnoliales
1.466525,5.16774582,15.3504375,0.18,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,virginiana,Magnoliaceae,Magnoliales
0.87833333,13.5728051,16.4591667,0.157,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Nyssa,sylvatica,Cornaceae,Cornales
1.00833333,8.73735885,13.4568333,0.2,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Nyssa,sylvatica,Cornaceae,Cornales
1.3338,2.27656233,6.7125,0.34,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Nyssa,sylvatica,Cornaceae,Cornales
0.48675,11.9773904,9.219875,0.149,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Platanus,occidentalis,Platanaceae,Proteales
1.1696,3.21821667,6.5242075,0.3,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Platanus,occidentalis,Platanaceae,Proteales
0.416,23.9296969,13.02125,0.15,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Platanus,occidentalis,Platanaceae,Proteales
0.3375,87.255293,13.853,0.066,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Populus,deltoides,Salicaceae,Malpighiales
0.3515,48.6303719,11.6115,0.11,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Populus,deltoides,Salicaceae,Malpighiales
0.8828,8.11398603,7.795625,0.21,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Populus,deltoides,Salicaceae,Malpighiales
0.275,81.442106,19.3871667,0.103,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Prunus,sargentii,Rosaceae,Rosales
0.38333333,32.0852742,14.7676667,0.18,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Prunus,sargentii,Rosaceae,Rosales
0.92816667,5.20550406,10.6486667,0.31,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Prunus,sargentii,Rosaceae,Rosales
0.89225,20.51455,23.2033333,0.103,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Sassafras,albidum,Lauraceae,Laurales
0.9315,12.2043283,19.60325,0.11,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Sassafras,albidum,Lauraceae,Laurales
1.33563333,4.79415782,15.9911667,0.16,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Sassafras,albidum,Lauraceae,Laurales
0.4815,36.8176184,26.334125,0.154,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Styphnolobium,japonicum,Fabaceae,Fabales
0.742,20.964799,21.859375,0.18,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Styphnolobium,japonicum,Fabaceae,Fabales
1.033125,4.52439,15.092875,0.27,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Styphnolobium,japonicum,Fabaceae,Fabales
0.303,89.918499,23.893875,0.078,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Syringa,reticulata,Oleaceae,Lamiales
0.29525,40.9993643,20.343875,0.1,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Syringa,reticulata,Oleaceae,Lamiales
1.096175,4.42777619,11.510375,0.27,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Syringa,reticulata,Oleaceae,Lamiales
0.243,71.7696306,16.32825,0.077,C3,1.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Ulmus,americana,Ulmaceae,Rosales
0.3765,35.7175125,10.1805,0.17,C3,2.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Ulmus,americana,Ulmaceae,Rosales
0.856525,6.69449182,7.98825,0.31,C3,3.0,AM," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Ulmus,americana,Ulmaceae,Rosales
0.42,20.1,18.2,0.36,C3,1.0,,"Wang J-J, Tharayil N, Chow AT, Suseela V, Zeng H. 2015. Phenolic profile within the fine-root branching orders of an evergreen species highlights a disconnect in root tissue quality predicted by elemental- and molecular-level carbon composition. New Phytologist 206: 1261-1273.",Ardisia,quinquegona,Primulaceae,Ericales
0.53,18.2,17.1,0.24,C3,2.0,,"Wang J-J, Tharayil N, Chow AT, Suseela V, Zeng H. 2015. Phenolic profile within the fine-root branching orders of an evergreen species highlights a disconnect in root tissue quality predicted by elemental- and molecular-level carbon composition. New Phytologist 206: 1261-1273.",Ardisia,quinquegona,Primulaceae,Ericales
0.74,10.7,14.3,0.22,C3,3.0,,"Wang J-J, Tharayil N, Chow AT, Suseela V, Zeng H. 2015. Phenolic profile within the fine-root branching orders of an evergreen species highlights a disconnect in root tissue quality predicted by elemental- and molecular-level carbon composition. New Phytologist 206: 1261-1273.",Ardisia,quinquegona,Primulaceae,Ericales
0.55537,17.04,26.13,0.24,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,macclurei,Magnoliaceae,Magnoliales
0.72074,17.24,18.45,0.21,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,yunnanensis,Magnoliaceae,Magnoliales
0.69685,12.01,21.26,0.24,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,lotungensis,Magnoliaceae,Magnoliales
0.58004,20.16,21.71,0.23,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,balansae,Magnoliaceae,Magnoliales
0.57602,13.82,20.57,0.24,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,odora,Magnoliaceae,Magnoliales
0.66407,19.39,21.11,0.23,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,fulva,Magnoliaceae,Magnoliales
0.74241,15.4,21.1,0.22,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,cavaleriei,Magnoliaceae,Magnoliales
0.50389,21.82,22.15,0.19,,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Manglietia,paruicula,Magnoliaceae,Magnoliales
0.46352,19.9,16.22,0.29,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,champaca,Magnoliaceae,Magnoliales
0.56288,12.67,26.76,0.19,,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,opipara,Magnoliaceae,Magnoliales
0.56276,17.86,17.3,0.29,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,maudiae,Magnoliaceae,Magnoliales
0.53111,19.09,15.52,0.19,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Liriodendron,chinense,Magnoliaceae,Magnoliales
0.66861,17.82,21.83,0.22,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,ernestii,Magnoliaceae,Magnoliales
0.57981,9.74,21.64,0.24,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,grandiflora,Magnoliaceae,Magnoliales
0.575,19.33,18.79,0.27,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,baillonii,Magnoliaceae,Magnoliales
0.6237,17.69,23.33,0.13,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,dandyi,Magnoliaceae,Magnoliales
0.5768,23.43,23.52,0.17,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,chapensis,Magnoliaceae,Magnoliales
0.75796,4.93,21.06,0.31,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Cryptocarya,chinensis,Lauraceae,Laurales
0.45361,21.78,27.5,0.28,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Machilus,velutina,Lauraceae,Laurales
0.42593,32.3,21.25,0.3,,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Machilus,kwangtungensis,Lauraceae,Laurales
0.40593,39.99,25.62,0.42,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Litsea,cubeba,Lauraceae,Laurales
0.41574,35.41,25.86,0.27,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Cinnamomum,camphora,Lauraceae,Laurales
0.52339,15.59,31.63,0.35,,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Litsea,verticillata,Lauraceae,Laurales
0.48475,18.16,22.84,0.37,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Cryptocarya,concinna,Lauraceae,Laurales
0.47895,18.0,19.57,0.25,,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Machilus,robusta,Lauraceae,Laurales
0.3063,18.17,19.64,0.32,,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Cinnamomum,micranthum,Lauraceae,Laurales
0.53449,22.75,29.24,0.13,,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Cinnamomum,cassia,Lauraceae,Laurales
0.70594,13.02,34.54,0.13,,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Litsea,baviensis,Lauraceae,Laurales
0.44185,14.68,20.93,0.28,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Cinnamomum,porrectum,Lauraceae,Laurales
0.35796,30.07,20.82,0.44,,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Ocotea,lancifolia,Lauraceae,Laurales
0.39934,45.31,24.45,0.39,,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Orophea,creaghii,Annonaceae,Magnoliales
0.18426,97.81,13.16,0.72,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Helicia,formosana,Proteaceae,Proteales
0.14568,100.3,12.31,0.34,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Syzygium,hancei,Myrtaceae,Myrtales
0.1187,118.85,15.8,0.29,C3,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Syzygium,levinei,Myrtaceae,Myrtales
0.14444,106.21,5.83,0.63,C3,1.0,AM + EM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Eucalyptus,urophylla,Myrtaceae,Myrtales
0.19611,40.88,11.17,0.37,,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Syzygium,globiflorum,Myrtaceae,Myrtales
0.45889,79.59,22.46,0.33,,1.0,AM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Microtropis,discolor,Celastraceae,Celastrales
0.16803,40.96,19.06,0.49,C3,1.0,EM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Castanea,henryi,Fagaceae,Fagales
0.2037,63.81,17.6,0.54,C3,1.0,EM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Castanopsis,fissa,Fagaceae,Fagales
0.34704,45.18,15.11,0.21,C3,1.0,EM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Quercus,asymmetrica,Fagaceae,Fagales
0.16749,70.61,13.35,0.55,C3,1.0,EM,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Castanopsis,hystrix,Fagaceae,Fagales
