binominal,root_order,RD,SRL,references,genus,species,family,order,state
Populus_alba,,-0.6362943689671625,2.228302173091705,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Populus,alba,Salicaceae,Malpighiales,EcMAM
Populus_grandidentata,,-0.6463017633284405,3.7898378154128265,"<ArrowStringArray>
['Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.', 'Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.']
Length: 2, dtype: str",Populus,grandidentata,Salicaceae,Malpighiales,EcMAM
Potentilla_acaulis,,-1.4271163556401458,4.434559785122148,"<ArrowStringArray>
['Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.']
Length: 1, dtype: str",Potentilla,acaulis,Rosaceae,Rosales,AM
Potentilla_arguta,,-1.0319354308715785,3.876772620209502,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 2, dtype: str",Potentilla,arguta,Rosaceae,Rosales,AM
Potentilla_neumanniana,,-0.9037745874519166,4.122104655280028,"<ArrowStringArray>
[                       'Perez-Ramos IM, Volaire F, Fattet M, Blanchard A, Roumet C. Tradeoffs between functional strategies for resource-use and drought-survival in Mediterranean rangeland species. Environmental and Experimental Botany 87: 126-136.',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 4, dtype: str",Potentilla,neumanniana,Rosaceae,Rosales,AM
Potentilla_tanacetifolia,,-1.3862943611198906,4.235771783916321,"<ArrowStringArray>
['Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.']
Length: 1, dtype: str",Potentilla,tanacetifolia,Rosaceae,Rosales,AM
Prionostemma_aspera,,-0.36564172851786464,2.5234223284853243,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Prionostemma,aspera,Celastraceae,Celastrales,AM
Prumnopitys_ferruginea,,-0.12335913013844098,1.9429713186126407,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Prumnopitys,ferruginea,Podocarpaceae,Pinales,AM
Prumnopitys_taxifolia,,-0.28741544133435,2.3979538000726293,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Prumnopitys,taxifolia,Podocarpaceae,Pinales,AM
Prunella_vulgaris,,-1.4656262104020215,5.566303758415884,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.', 'Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 2, dtype: str",Prunella,vulgaris,Lamiaceae,Lamiales,AM
Prunus_serotina,,-0.4574632348724531,3.0232165875237538,"<ArrowStringArray>
[                                                                                                                                                   'Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.',
                                                     'Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.',
 'Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.']
Length: 3, dtype: str",Prunus,serotina,Rosaceae,Rosales,AM
Prunus_virginiana,,-1.0328245481301066,3.979612123671706,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 1, dtype: str",Prunus,virginiana,Rosaceae,Rosales,AM
Pseudopanax_crassifolius,,-0.4002910168344353,3.1820720849325004,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Pseudopanax,crassifolius,Araliaceae,Apiales,AM
Pseudosclerochloa_rupestris,,-1.8078888511579385,4.960266555333299,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Pseudosclerochloa,rupestris,Poaceae,Poales,NMAM
Pseudotsuga_menziesii,,-0.5621189181535413,3.2068032436339315,"<ArrowStringArray>
['Withington JM, Reich PB, Oleksyn J, Eissenstat DM. 2006. Comparisons of structure and life span in roots and leaves among temperate trees. Ecological Monographs 76: 381-397.']
Length: 1, dtype: str",Pseudotsuga,menziesii,Pinaceae,Pinales,EcM
Pseudowintera_colorata,,-0.17895579874622952,2.608424832700646,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Pseudowintera,colorata,Winteraceae,Canellales,AM
Pterocarpus_indicus,,0.0,1.5260563034950494,"<ArrowStringArray>
['Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.']
Length: 1, dtype: str",Pterocarpus,indicus,Fabaceae,Fabales,AM
Pueraria_stricta,,-0.41703174447962976,1.601405740736836,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Pueraria,stricta,Fabaceae,Fabales,AM
Pycnanthemum_virginianum,,-1.0788096613719298,4.430816798843313,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Pycnanthemum,virginianum,Lamiaceae,Lamiales,AM
Pyrus_bourgaeana,,-0.8459487708179082,2.2300474258504153,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Pyrus,bourgaeana,Rosaceae,Rosales,AM
Quercus_bicolor,,-0.6127744574174347,3.4530200829815474,"<ArrowStringArray>
['Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.']
Length: 1, dtype: str",Quercus,bicolor,Fagaceae,Fagales,EcM
Quercus_canariensis,,-0.8824933522908643,2.552651901209491,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Quercus,canariensis,Fagaceae,Fagales,EcM
Quercus_coccifera,,-0.7487744150182892,2.2988541711526858,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Quercus,coccifera,Fagaceae,Fagales,EcM
Quercus_faginea,,-0.6774214800984629,2.1051146846126847,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Quercus,faginea,Fagaceae,Fagales,EcM
Quercus_glauca,,-1.5141277326297755,4.179145163914566,"<ArrowStringArray>
['Sun L, Kominami Y, Yoshimura K, Kitayama K. 2017. Root-exudate flux variations among four co-existing canopy species in a temperate forest, Japan. Ecological Research 32: 331-339.']
Length: 1, dtype: str",Quercus,glauca,Fagaceae,Fagales,EcM
Quercus_ilex,,-0.597405275780442,1.9956557032249547,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Quercus,ilex,Fagaceae,Fagales,EcM
Quercus_lowii,,-1.0023934309275668,3.4331481428939825,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Quercus,lowii,Fagaceae,Fagales,EcM
Quercus_macrocarpa,,-1.2463237448664664,3.863577169390978,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 1, dtype: str",Quercus,macrocarpa,Fagaceae,Fagales,EcM
Quercus_palustris,,-0.6864695258067048,3.6298774545165577,"<ArrowStringArray>
['Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.']
Length: 1, dtype: str",Quercus,palustris,Fagaceae,Fagales,EcM
Quercus_suber,,-1.0632692763961136,2.9451271123484846,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Quercus,suber,Fagaceae,Fagales,EcM
Quintinia_serrata,,-0.9810959552402707,3.6095164482813833,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Quintinia,serrata,Paracryphiaceae,Paracryphiales,AM
Ranunculus_acris,,-1.171182981502945,1.9358598132018119,"<ArrowStringArray>
['Smith SW, Woodin SJ, Pakeman RJ, Johnson D, van der Wal R. 2014. Root traits predict decomposition across a landscape-scale grazing experiment. New Phytologist 203: 851-862.']
Length: 1, dtype: str",Ranunculus,acris,Ranunculaceae,Ranunculales,AM
Rapanea_australis,,-0.9020796887801914,3.6431529372184897,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Rapanea,australis,Primulaceae,Ericales,AM
Rapanea_divaricata,,-0.9680665988214664,3.6504980557807416,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Rapanea,divaricata,Primulaceae,Ericales,AM
Ratibida_pinnata,,-0.8209805520698302,4.02535169073515,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Ratibida,pinnata,Asteraceae,Asterales,AM
Raukaua_simplex,,-1.0216512475319814,3.459466289786131,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Raukaua,simplex,Araliaceae,Apiales,AM
Rhamnus_alaternus,,-1.0199166417197731,2.7821448194524847,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Rhamnus,alaternus,Rhamnaceae,Rosales,AM
Rhamnus_lycioides,,-1.1427993135577832,3.222429909620088,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Rhamnus,lycioides,Rhamnaceae,Rosales,AM
Rhopalostylis_sapida,,-0.6680644001924823,3.1034160946192193,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Rhopalostylis,sapida,Arecaceae,Arecales,AM
Rhus_chinensis,,-0.35953617621976464,1.6789639750827108,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Rhus,chinensis,Anacardiaceae,Sapindales,AM
Rhus_typhina,,-0.7985076962177716,4.3294166844015844,"<ArrowStringArray>
['Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.']
Length: 1, dtype: str",Rhus,typhina,Anacardiaceae,Sapindales,AM
Rosa_arkansana,,-1.1856418476412125,3.726321455046138,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Rosa,arkansana,Rosaceae,Rosales,AM
Rosa_canina,,-0.6529173613408791,2.540897280645857,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Rosa,canina,Rosaceae,Rosales,AM
Rosmarinus_officinalis,,-0.8572359690928401,2.4673639631261866,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Rosmarinus,officinalis,Lamiaceae,Lamiales,AM
Rubia_peregrina,,-1.0147308046874075,4.645351975620923,"<ArrowStringArray>
['Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ', 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 2, dtype: str",Rubia,peregrina,Rubiaceae,Gentianales,AM
Rubus_allegheniensis,,-1.6349964724737638,3.2664288641140624,"<ArrowStringArray>
['Caplan JS, Stone BWG, Faillace CA, Lafond JJ, Baumgarten JM, Mozdzer TJ, Dighton J, Meiners SJ, Grabosky JC, Ehrenfeld JG. 2017. Nutrient foraging strategies are associated with productivity and population growth in forest shrubs. Annals of Botany 119: 977-988.']
Length: 1, dtype: str",Rubus,allegheniensis,Rosaceae,Rosales,AM
Rubus_corchorifolius,,-1.2039728043259361,6.100094711633431,"<ArrowStringArray>
['Fu X, Wang J, Wang H, Dai X, Yang F, Zhao M. 2016. Response of the fine root production, phenology, and turnover rate of six shrub species from a subtropical forest to a soil moisture gradient and shading. Plant Soil 399: 135-146. ']
Length: 1, dtype: str",Rubus,corchorifolius,Rosaceae,Rosales,AM
Rubus_phoenicolasius,,-1.5050154951529966,3.195567292117267,"<ArrowStringArray>
['Caplan JS, Stone BWG, Faillace CA, Lafond JJ, Baumgarten JM, Mozdzer TJ, Dighton J, Meiners SJ, Grabosky JC, Ehrenfeld JG. 2017. Nutrient foraging strategies are associated with productivity and population growth in forest shrubs. Annals of Botany 119: 977-988.']
Length: 1, dtype: str",Rubus,phoenicolasius,Rosaceae,Rosales,AM
Rubus_ulmifolius,,-1.102742682010621,2.9745224117776665,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Rubus,ulmifolius,Rosaceae,Rosales,AM
Rudbeckia_hirta,,-1.3327915096025842,5.694267568902431,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 1, dtype: str",Rudbeckia,hirta,Asteraceae,Asterales,AM
Rumex_acetosa,,-1.171182981502945,1.5810384379124025,"<ArrowStringArray>
['Smith SW, Woodin SJ, Pakeman RJ, Johnson D, van der Wal R. 2014. Root traits predict decomposition across a landscape-scale grazing experiment. New Phytologist 203: 851-862.']
Length: 1, dtype: str",Rumex,acetosa,Polygonaceae,Caryophyllales,NMAM
Rumex_acetosella,,-1.0788096613719298,4.844187086458591,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Rumex,acetosella,Polygonaceae,Caryophyllales,NMAM
Rungia_pectinata,,-0.8119307165499123,2.9161477942111484,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Rungia,pectinata,Acanthaceae,Lamiales,AM
Rytidosperma_caespitosum,,-1.305636458102436,5.128121989551922,"<ArrowStringArray>
['Mokany K, Ash J. 2008. Are traits measured on pot grown plants representative of those in natural communities? Journal of Vegetation Science 19: 119-126.']
Length: 1, dtype: str",Rytidosperma,caespitosum,Poaceae,Poales,AM
Rytidosperma_carphoides,,-1.1583622930738837,4.672361435528415,"<ArrowStringArray>
['Mokany K, Ash J. 2008. Are traits measured on pot grown plants representative of those in natural communities? Journal of Vegetation Science 19: 119-126.']
Length: 1, dtype: str",Rytidosperma,carphoides,Poaceae,Poales,AM
Rytidosperma_pallidum,,-0.770028224895903,3.728100167267218,"<ArrowStringArray>
['Mokany K, Ash J. 2008. Are traits measured on pot grown plants representative of those in natural communities? Journal of Vegetation Science 19: 119-126.']
Length: 1, dtype: str",Rytidosperma,pallidum,Poaceae,Poales,AM
Rytidosperma_richardsonii,,-1.560945460036738,5.204880305864415,"<ArrowStringArray>
['Hill JO, Simpson RJ, Moore AD, Chapman DF. 2006. Morphology and response of roots of pasture species to phosphorus and nitrogen nutrition. Plant and Soil 286: 7-19.']
Length: 1, dtype: str",Rytidosperma,richardsonii,Poaceae,Poales,AM
Salix_atrocinerea,,-0.9680446586523068,3.163929590823813,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Salix,atrocinerea,Salicaceae,Malpighiales,EcMAM
Sambucus_canadensis,,-0.8934534979713982,5.167856335421548,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 1, dtype: str",Sambucus,canadensis,Adoxaceae,Dipsacales,AM
Sanguisorba_minor,,-0.5253898507700704,4.409100289823117,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.',
                                                                                                                                                                                                                                 'Comas - Pasture species']
Length: 4, dtype: str",Sanguisorba,minor,Rosaceae,Rosales,AM
Schefflera_digitata,,-0.5290320257079781,3.8132561635075457,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Schefflera,digitata,Araliaceae,Apiales,AM
Schizachyrium_scoparium,,-0.9569695074840614,3.986735115817894,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Craine J. Unpublished data.']
Length: 2, dtype: str",Schizachyrium,scoparium,Poaceae,Poales,AM
Serissa_japonica,,-1.1086626245216111,6.228905403123016,"<ArrowStringArray>
['Fu X, Wang J, Wang H, Dai X, Yang F, Zhao M. 2016. Response of the fine root production, phenology, and turnover rate of six shrub species from a subtropical forest to a soil moisture gradient and shading. Plant Soil 399: 135-146. ']
Length: 1, dtype: str",Serissa,japonica,Rubiaceae,Gentianales,AM
Shorea_acuminata,,-0.8721661967494261,3.313569615107139,"<ArrowStringArray>
['Makita N, Kosugi Y, Dannoura M, Takanashi S, Niiyama K, Kassim AR, Nik AR. 2012. Patterns of root respiration rates and morphological traits in 13 tree species in a tropical forest. Tree Physiology 32: 303-312.']
Length: 1, dtype: str",Shorea,acuminata,Dipterocarpaceae,Malvales,EcM
Shorea_leprosula,,-1.0734262544155966,3.218846728444904,"<ArrowStringArray>
['Makita N, Kosugi Y, Dannoura M, Takanashi S, Niiyama K, Kassim AR, Nik AR. 2012. Patterns of root respiration rates and morphological traits in 13 tree species in a tropical forest. Tree Physiology 32: 303-312.']
Length: 1, dtype: str",Shorea,leprosula,Dipterocarpaceae,Malvales,EcM
Shorea_multiflora,,-0.12590341688915566,0.6628897455013167,"<ArrowStringArray>
['Makita N, Kosugi Y, Dannoura M, Takanashi S, Niiyama K, Kassim AR, Nik AR. 2012. Patterns of root respiration rates and morphological traits in 13 tree species in a tropical forest. Tree Physiology 32: 303-312.']
Length: 1, dtype: str",Shorea,multiflora,Dipterocarpaceae,Malvales,EcM
Sibbaldianthe_bifurca,,-1.3280254529959148,3.9446837876676946,"<ArrowStringArray>
['Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.']
Length: 1, dtype: str",Sibbaldianthe,bifurca,Rosaceae,Rosales,AM
Sida_acuta,,-0.8964881045779755,2.949164637737656,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Sida,acuta,Malvaceae,Malvales,AM
Sideritis_pusilla,,-1.1562149188045685,1.9670460126870186,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Sideritis,pusilla,Lamiaceae,Lamiales,AM
Silene_rupestris,,-0.5516476182862459,2.8707357833793057,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Silene,rupestris,Caryophyllaceae,Caryophyllales,NMAM
Smilax_aspera,,-0.7548763183796662,2.3310310236994383,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Smilax,aspera,Smilacaceae,Liliales,AM
Solanum_americanum,,-0.8843076860211043,3.7395725684294545,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Solanum,americanum,Solanaceae,Solanales,AM
