binominal,root_order,RD,SRL,references,genus,species,family,order,state
Juglans_nigra,1.0,-1.3238942246980918,3.203079613447119,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.',
                                                'McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.',
                                                                                                                                                                                           'Valverde et al (unpublished)']
Length: 3, dtype: str",Juglans,nigra,Juglandaceae,Fagales,AM
Juniperus_monosperma,1.0,-0.916290731874155,3.044522437723423,"<ArrowStringArray>
['Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.']
Length: 1, dtype: str",Juniperus,monosperma,Cupressaceae,Pinales,AM
Juniperus_sabina,1.0,-0.9167908569158374,3.6432834618664827,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Juniperus,sabina,Cupressaceae,Pinales,AM
Knema_erratica,1.0,-0.1646799239417102,1.563217773907763,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Knema,erratica,Myristicaceae,Magnoliales,AM
Koelreuteria_paniculata,1.0,-1.3987718016265513,4.580243049886731,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Koelreuteria,paniculata,Sapindaceae,Sapindales,AM
Lamium_album,1.0,-1.9995219185039625,5.792156286415493,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Lamium,album,Lamiaceae,Lamiales,NMAM
Larix_gmelinii,1.0,-1.0788368689315948,3.6194991357190056,"<ArrowStringArray>
[                                                                                                'Wang Z, Guo D, Wang X, Gu J, Mei L. 2006. Fine root architecture, morphology, and biomass of different branch orders of two Chinese temperate tree species. Plant Soil 288:155-171.',
           'Jia SX, Zhao YL, Ding GQ, Sun Y, Xu Y, Wang ZQ. 2010. Relationship among fine-root morphology, anatomy, tissue nitrogen concentration and respiration in different branch root orders in Larix gmelinii and Fraxinus mandshurica. Chinese Bulletin of Botany 45: 174-181.',
                                                                                 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.',
                                                                                                     'Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.',
                                                                            'Salahuddin, Rewald B, Razaq M, Lixue Y, Li J, Khan F, Jie Z. 2018. Root order-based traits of Manchurian walnut & larch and their plasticity under interspecific competition. Scientific Reports 8: 9815',
 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.',
                                                                           'Wang Y, Gao G, Wang N, Wang Z, Gu J. 2019. Effects of morphology and stand structure on root biomass and length differed between absorptive and transport roots in temperate trees. Plant Soil, in press.']
Length: 7, dtype: str",Larix,gmelinii,Pinaceae,Pinales,EcM
Lespedeza_bicolor,1.0,-1.406905315024015,4.931618323063865,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Lespedeza,bicolor,Fabaceae,Fabales,AM
Lespedeza_thunbergii,1.0,-1.474470052023616,4.757488255324351,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Lespedeza,thunbergii,Fabaceae,Fabales,AM
Lindera_communis,1.0,-0.9288695140810151,3.6575779940959783,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Lindera,communis,Lauraceae,Laurales,AM
Lindera_obtusiloba,1.0,-1.3417991212333393,4.527325535091816,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Lindera,obtusiloba,Lauraceae,Laurales,AM
Liquidambar_formosana,1.0,-1.2954181787876518,4.269078494900241,"<ArrowStringArray>
['Liu B, Li H, Zhu B, Koide RT, Eissenstat DM, Guo D. 2015. Complementarity between roots and AM fungi in nutrient foraging strategies. New Phytologist 208: 125-136.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Liquidambar,formosana,Altingiaceae,Saxifragales,AM
Liquidambar_styraciflua,1.0,-1.2045901448413856,3.4570150883595043,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Liquidambar,styraciflua,Altingiaceae,Saxifragales,AM
Liriodendron_chinense,1.0,-0.5832977551499219,3.0536237519697687,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 2, dtype: str",Liriodendron,chinense,Magnoliaceae,Magnoliales,AM
Liriodendron_tulipifera,1.0,-0.5541500314341674,2.4702260315786053,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.',
                                                'McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.',
                                                   'Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.',
                                                                                                                                                                                           'Valverde et al (unpublished)']
Length: 4, dtype: str",Liriodendron,tulipifera,Magnoliaceae,Magnoliales,AM
Lithocarpus_chiungchungensis,1.0,-1.5162208307229665,4.326910252115215,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Lithocarpus,chiungchungensis,Fagaceae,Fagales,EcM
Lithocarpus_cleistocarpus,1.0,-1.2941710722440847,4.231227348294458,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Lithocarpus,cleistocarpus,Fagaceae,Fagales,EcM
Lithocarpus_fenestratus,1.0,-0.5181440045736706,2.6272016132388893,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Lithocarpus,fenestratus,Fagaceae,Fagales,EcM
Litsea_baviensis,1.0,-0.34822503093608975,2.5664866367804233,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Litsea,baviensis,Lauraceae,Laurales,AM
Litsea_cubeba,1.0,-0.9015745480384745,3.688629422858727,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Litsea,cubeba,Lauraceae,Laurales,AM
Litsea_elongata,1.0,-1.1427732889689353,3.875894198777764,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Litsea,elongata,Lauraceae,Laurales,AM
Litsea_ichangensis,1.0,-0.9069903646768557,4.118515873267373,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Litsea,ichangensis,Lauraceae,Laurales,AM
Litsea_verticillata,1.0,-0.6474283949149995,2.7466296830696852,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Litsea,verticillata,Lauraceae,Laurales,AM
Lonicera_chrysantha,1.0,-1.372292841484077,5.141958617938513,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Lonicera,chrysantha,Caprifoliaceae,Dipsacales,AM
Macaranga_sampsonii,1.0,-1.9736662040725328,4.72974804048834,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 2, dtype: str",Macaranga,sampsonii,Euphorbiaceae,Malpighiales,AM
Machilus_breviflora,1.0,-0.5813032827187808,2.9749723561768375,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Machilus,breviflora,Lauraceae,Laurales,AM
Machilus_kwangtungensis,1.0,-0.8534802654634799,3.475067230228611,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Machilus,kwangtungensis,Lauraceae,Laurales,AM
Machilus_nanmu,1.0,-0.7322952643508026,3.344264745685408,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Machilus,nanmu,Lauraceae,Laurales,AM
Machilus_oculodracontis,1.0,-0.7550225842780328,3.3214324131932926,"<ArrowStringArray>
['Liu B, Li H, Zhu B, Koide RT, Eissenstat DM, Guo D. 2015. Complementarity between roots and AM fungi in nutrient foraging strategies. New Phytologist 208: 125-136.']
Length: 1, dtype: str",Machilus,oculodracontis,Lauraceae,Laurales,AM
Machilus_robusta,1.0,-0.7361590711532363,2.8903717578961645,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Machilus,robusta,Lauraceae,Laurales,AM
Machilus_shweliensis,1.0,-0.9159902970092291,3.6154750805305236,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Machilus,shweliensis,Lauraceae,Laurales,AM
Machilus_velutina,1.0,-0.7905174809562218,3.0809921175048145,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Machilus,velutina,Lauraceae,Laurales,AM
Macropanax_undulatus,1.0,-1.3329431856228962,3.3568971227655755,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Macropanax,undulatus,Araliaceae,Apiales,AM
Magnolia_acuminata,1.0,-0.6130406749215425,2.5162880457594996,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Magnolia,acuminata,Magnoliaceae,Magnoliales,AM
Magnolia_baillonii,1.0,-0.5538201153388461,2.9616582932202395,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.']
Length: 2, dtype: str",Magnolia,baillonii,Magnoliaceae,Magnoliales,AM
Magnolia_balansae,1.0,-0.5446582123024426,3.0037004432031678,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,balansae,Magnoliaceae,Magnoliales,AM
Magnolia_cavaleriei,1.0,-0.29785362777327734,2.7343675094195836,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,cavaleriei,Magnoliaceae,Magnoliales,AM
Magnolia_champaca,1.0,-0.7689057449610968,2.990719731730447,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,champaca,Magnoliaceae,Magnoliales,AM
Magnolia_championii,1.0,-0.6106459590482015,3.4469034297516927,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Magnolia,championii,Magnoliaceae,Magnoliales,AM
Magnolia_chapensis,1.0,-0.4996109934663938,3.1461840358843185,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Magnolia,chapensis,Magnoliaceae,Magnoliales,AM
Magnolia_dandyi,1.0,-0.4720857954500601,2.872999508171694,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,dandyi,Magnoliaceae,Magnoliales,AM
Magnolia_denudata,1.0,-0.6998722331194441,3.0397837995191,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Magnolia,denudata,Magnoliaceae,Magnoliales,AM
Magnolia_ernestii,1.0,-0.30001784621290184,2.766256214166572,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 2, dtype: str",Magnolia,ernestii,Magnoliaceae,Magnoliales,AM
Magnolia_fulva,1.0,-0.40936771337543165,2.9647574692545606,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,fulva,Magnoliaceae,Magnoliales,AM
Magnolia_grandiflora,1.0,-1.041747653810314,2.2423041621091158,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Magnolia,grandiflora,Magnoliaceae,Magnoliales,AM
Magnolia_kobus,1.0,-0.8268555031213605,3.3077062234344843,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Magnolia,kobus,Magnoliaceae,Magnoliales,AM
Magnolia_lotungensis,1.0,-0.36118509941661847,2.485739636091892,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,lotungensis,Magnoliaceae,Magnoliales,AM
Magnolia_macclurei,1.0,-0.6534563394725827,3.1094353932159864,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 2, dtype: str",Magnolia,macclurei,Magnoliaceae,Magnoliales,AM
Magnolia_macrophylla,1.0,-1.6124218098313137,2.5572273113676265,"<ArrowStringArray>
['Valverde et al (unpublished)']
Length: 1, dtype: str",Magnolia,macrophylla,Magnoliaceae,Magnoliales,AM
Magnolia_maudiae,1.0,-0.505556198273215,3.0279321607862917,"<ArrowStringArray>
[                                                                                                'Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.',
                                                                                 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.',
 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 3, dtype: str",Magnolia,maudiae,Magnoliaceae,Magnoliales,AM
Magnolia_odora,1.0,-0.5681852001907166,3.013179113823393,"<ArrowStringArray>
[                                                                                    'Xiong D, Huang J, Yang Z, Lu Z, Chen G, Yang Y. 2012. Fine root architecture and morphology among different branch orders of six subtropical tree species. Acta Ecologica Sinica 32: 1888-1897.',
                                                                                                 'Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.',
                                                                                 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.',
 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 4, dtype: str",Magnolia,odora,Magnoliaceae,Magnoliales,AM
Magnolia_opipara,1.0,-0.5746888174329436,2.5392369943330477,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,opipara,Magnoliaceae,Magnoliales,AM
Magnolia_stellata,1.0,-0.836360584381432,3.439265294378326,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Magnolia,stellata,Magnoliaceae,Magnoliales,AM
Magnolia_tripetala,1.0,-0.6780381096103252,2.890204449456444,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Magnolia,tripetala,Magnoliaceae,Magnoliales,AM
Magnolia_virginiana,1.0,-2.2178719549334867,3.0022112396517002,"<ArrowStringArray>
['Valverde et al (unpublished)']
Length: 1, dtype: str",Magnolia,virginiana,Magnoliaceae,Magnoliales,AM
Magnolia_yunnanensis,1.0,-0.3274768169962273,2.847232265235547,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Magnolia,yunnanensis,Magnoliaceae,Magnoliales,AM
Magnolia_yuyuanensis,1.0,-0.6733445532637656,3.5779478934066544,"<ArrowStringArray>
['Liu B, Li H, Zhu B, Koide RT, Eissenstat DM, Guo D. 2015. Complementarity between roots and AM fungi in nutrient foraging strategies. New Phytologist 208: 125-136.']
Length: 1, dtype: str",Magnolia,yuyuanensis,Magnoliaceae,Magnoliales,AM
Mallotus_paniculatus,1.0,-1.4447712908788664,4.575959027819343,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Mallotus,paniculatus,Euphorbiaceae,Malpighiales,AM
Malus_baccata,1.0,-1.4443581616398693,4.268713712142645,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Malus,baccata,Rosaceae,Rosales,AM
Malus_domestica,1.0,-1.6901058155015551,4.032426399670245,"<ArrowStringArray>
['Lavely EL, Chen W, Peterson KA, Klodd AE, Volder E, Marini RP, Eissenstat D. 2020. On characterizing root function in perennial horticultural crops. American Journal of Botany']
Length: 1, dtype: str",Malus,domestica,Rosaceae,Rosales,AM
Manglietia_paruicula,1.0,-0.6853972886998859,3.0828269804049246,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Manglietia,paruicula,Magnoliaceae,Magnoliales,AM
Matteuccia_struthiopteris,1.0,-1.3744473706573066,5.184337650070223,"<ArrowStringArray>
['Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Matteuccia,struthiopteris,Onocleaceae,Polypodiales,AM
Melicope_pteleifolia,1.0,-1.3705391291753843,4.576667825515379,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Melicope,pteleifolia,Rutaceae,Sapindales,AM
Memecylon_nigrescens,1.0,-1.5957335476830126,4.477906235168379,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Memecylon,nigrescens,Melastomataceae,Myrtales,AM
Microcos_paniculata,1.0,-2.1468642179972703,4.7482310288287435,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Microcos,paniculata,Malvaceae,Malvales,AM
