binominal,F01286,F01287,F01289,F01290,F00056,F00004,F00679,F00727
Castanopsis_fargesii,Castanopsis,fargesii,Fagaceae,Fagales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.5960282255241827,4.743054926652544
Castanopsis_fissa,Castanopsis,fissa,Fagaceae,Fagales,1.0,"<StringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",-1.5831003121148188,4.537328196268297
Castanopsis_hystrix,Castanopsis,hystrix,Fagaceae,Fagales,1.0,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.7868316309917582,4.257171777528256
Castanopsis_wattii,Castanopsis,wattii,Fagaceae,Fagales,1.0,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.82504741609423,4.52526080275979
Catalpa_bignonioides,Catalpa,bignonioides,Bignoniaceae,Lamiales,1.0,"<StringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",-1.2548979384226286,3.617987853502602
Catunaregam_spinosa,Catunaregam,spinosa,Rubiaceae,Gentianales,1.0,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.3587181053497872,4.38502214365368
Caulophyllum_robustum,Caulophyllum,robustum,Berberidaceae,Ranunculales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.0277811079075183,4.518592891171162
Ceiba_pentandra,Ceiba,pentandra,Malvaceae,Malvales,,"Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.",0.0,1.9600947840472698
Celtis_australis,Celtis,australis,Cannabaceae,Rosales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-1.2670013549319075,3.1154290151287816
Celtis_sinensis,Celtis,sinensis,Cannabaceae,Rosales,1.0,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.963046135002048,4.727387818712341
Centaurea_pectinata,Centaurea,pectinata,Asteraceae,Asterales,,"<StringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 3, dtype: str",-0.6178281686681016,3.7740270390550457
Cerastium_arvense,Cerastium,arvense,Caryophyllaceae,Caryophyllales,,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-1.667243592764639,4.517229830868229
Cerastium_fontanum,Cerastium,fontanum,Caryophyllaceae,Caryophyllales,,"Smith SW, Woodin SJ, Pakeman RJ, Johnson D, van der Wal R. 2014. Root traits predict decomposition across a landscape-scale grazing experiment. New Phytologist 203: 851-862.",-1.2729656758128873,1.9740810260220096
Cercidiphyllum_japonicum,Cercidiphyllum,japonicum,Cercidiphyllaceae,Saxifragales,1.0,"<StringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",-1.5443634646183895,3.308795169285806
Cercis_canadensis,Cercis,canadensis,Fabaceae,Fabales,,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",-0.5978370007556204,3.299533727885655
Chamaecrista_fasciculata,Chamaecrista,fasciculata,Fabaceae,Fabales,,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-1.0788096613719298,4.248495242049359
Chamaecyparis_obtusa,Chamaecyparis,obtusa,Cupressaceae,Pinales,1.0,"Doi R, Tanikawa T, Miyatani K, Hirano Y. 2017. Intraspecific variation in morphological traits of root branch orders in Chamaecyparis obtusa. Plant Soil 416: 503-513.",-0.9662227829984146,3.3772673323464906
Chamaerhodos_erecta,Chamaerhodos,erecta,Rosaceae,Rosales,,"Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.",-1.448169764837978,4.658710952916121
Chenopodium_album,Chenopodium,album,Amaranthaceae,Caryophyllales,,"<StringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 2, dtype: str",-1.5808504555821878,4.955499329608534
Chenopodium_serotinum,Chenopodium,serotinum,Amaranthaceae,Caryophyllales,1.0,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",-2.0527423348664056,4.593390003903858
Chionanthus_mildbraedii,Chionanthus,mildbraedii,Oleaceae,Lamiales,,"Assefa D, Godbold DL, Belay B, Abiya A, Rewald B. 2018. Fine root morphology, biochemistry and litter quality indices of fast- and slow-growing woody species in Ethiopian highland forest. Ecosystems 21: 482-494.",-0.527632742082372,2.247072383063787
Chionanthus_virginicus,Chionanthus,virginicus,Oleaceae,Lamiales,1.0,"<StringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",-0.8996099946685299,2.6306437235740203
Chloranthus_henryi,Chloranthus,henryi,Chloranthaceae,Chloranthales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.7721903879003982,3.6183868591394077
Chloris_anomala,Chloris,anomala,Poaceae,Poales,,"Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.",-0.5727010274840783,2.9947317732204075
Choerospondias_axillaris,Choerospondias,axillaris,Anacardiaceae,Sapindales,1.0,"<StringArray>
['Liu B, Li H, Zhu B, Koide RT, Eissenstat DM, Guo D. 2015. Complementarity between roots and AM fungi in nutrient foraging strategies. New Phytologist 208: 125-136.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",-1.3309542660867262,4.328852849323624
Chomelia_psilocarpa,Chomelia,psilocarpa,Rubiaceae,Gentianales,,"Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.",-0.6148457794040797,2.942511704428173
Chondrosum_gracile,Chondrosum,gracile,Poaceae,Poales,,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-1.5829988599044778,4.481377676912836
Cibotium_barometz,Cibotium,barometz,Cibotiaceae,Cyatheales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.3933189760568552,4.430282550681985
Cichorium_intybus,Cichorium,intybus,Asteraceae,Asterales,,Comas - Pasture species,-1.0377053528236775,5.937234329179472
Cinnamomum_austrosinense,Cinnamomum,austrosinense,Lauraceae,Laurales,1.0,"<StringArray>
['Liu B, Li H, Zhu B, Koide RT, Eissenstat DM, Guo D. 2015. Complementarity between roots and AM fungi in nutrient foraging strategies. New Phytologist 208: 125-136.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",-0.8884931884766529,3.609875282402276
Cinnamomum_camphora,Cinnamomum,camphora,Lauraceae,Laurales,1.0,"<StringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 2, dtype: str",-0.8834878042983222,3.987099616121477
Cinnamomum_cassia,Cinnamomum,cassia,Lauraceae,Laurales,1.0,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-0.6264422577659549,3.1245651453969594
Cinnamomum_chekiangense,Cinnamomum,chekiangense,Lauraceae,Laurales,1.0,"Xiong D, Huang J, Yang Z, Lu Z, Chen G, Yang Y. 2012. Fine root architecture and morphology among different branch orders of six subtropical tree species. Acta Ecologica Sinica 32: 1888-1897.",-0.694258888278042,3.1433109627963254
Cinnamomum_micranthum,Cinnamomum,micranthum,Lauraceae,Laurales,1.0,"<StringArray>
['Xiong D, Huang J, Yang Z, Lu Z, Chen G, Yang Y. 2012. Fine root architecture and morphology among different branch orders of six subtropical tree species. Acta Ecologica Sinica 32: 1888-1897.', 'Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 2, dtype: str",-0.9052790226506572,3.0521128978690735
Cinnamomum_porrectum,Cinnamomum,porrectum,Lauraceae,Laurales,1.0,"<StringArray>
[                                                                                                                'Liu B, Li H, Zhu B, Koide RT, Eissenstat DM, Guo D. 2015. Complementarity between roots and AM fungi in nutrient foraging strategies. New Phytologist 208: 125-136.',
                                                                                                 'Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.',
 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 3, dtype: str",-0.9567655644398732,3.826317205982951
Cinnamomum_subcuneatum,Cinnamomum,subcuneatum,Lauraceae,Laurales,,"Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.",-0.15969937875767493,2.3134459003267915
Cinnamomum_tenuifolium,Cinnamomum,tenuifolium,Lauraceae,Laurales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.5539941191673694,2.9971382247412675
Cistus_albidus,Cistus,albidus,Cistaceae,Malvales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.8367866307615561,1.9409949168545357
Cistus_crispus,Cistus,crispus,Cistaceae,Malvales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.8227007808152502,2.52003676585818
Cistus_ladanifer,Cistus,ladanifer,Cistaceae,Malvales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.9332461662735686,2.226795782089849
Cistus_libanotis,Cistus,libanotis,Cistaceae,Malvales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.8528172307941627,2.3383594434867416
Cistus_monspeliensis,Cistus,monspeliensis,Cistaceae,Malvales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.6041447309050415,2.2929109689902534
Cistus_salviifolius,Cistus,salviifolius,Cistaceae,Malvales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.8010943721145385,2.2678828720579176
Citrus_aurantium,Citrus,aurantium,Rutaceae,Sapindales,,"Graham JH, Syvertsen JP. 1985. Host determinants of mycorrhizal dependency of citrus rootstock seedlings. New Phytologist 101: 667-676.",-0.4474596648108411,3.0301337002713233
Citrus_trifoliata,Citrus,trifoliata,Rutaceae,Sapindales,,"Graham JH, Syvertsen JP. 1985. Host determinants of mycorrhizal dependency of citrus rootstock seedlings. New Phytologist 101: 667-676.",-0.7236063880446539,3.484312288372662
Cleistogenes_squarrosa,Cleistogenes,squarrosa,Poaceae,Poales,,"Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.",-1.491654876777717,5.365742342862826
Clinopodium_nepeta,Clinopodium,nepeta,Lamiaceae,Lamiales,,"<StringArray>
['Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ', 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 2, dtype: str",-1.311186888633085,4.860587297852597
Clitoria_javitensis,Clitoria,javitensis,Fabaceae,Fabales,,"Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.",-0.3222197900242901,2.520045233152446
Coccoloba_excelsa,Coccoloba,excelsa,Polygonaceae,Caryophyllales,,"Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.",-0.8871032927541169,2.9170122877272475
Coccoloba_manzinellensis,Coccoloba,manzinellensis,Polygonaceae,Caryophyllales,,"Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.",-0.7342801898986285,2.498546556996704
Cocos_nucifera,Cocos,nucifera,Arecaceae,Arecales,,"Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.",-0.5978370007556204,3.0397491589707655
Coffea_arabica,Coffea,arabica,Rubiaceae,Gentianales,,"Prieto I, Roumet C, Cardinael R, Dupraz C, Jourdan C, Kim JH, Maeght JL, Mao Z, Pierret A, Portillo N, Roupsard O, Thammahacksa C, Stokes A. 2015. Root functional parameters along a land-use gradient: evidence of a community-level economics spectrum. Journal of Ecology 103: 361-363.",-0.2744368457017603,2.2063494851132197
Comandra_umbellata,Comandra,umbellata,Santalaceae,Santalales,,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-1.1351132759510045,3.445590362853224
Combretum_collinum,Combretum,collinum,Combretaceae,Myrtales,,"Assefa D, Godbold DL, Belay B, Abiya A, Rewald B. 2018. Fine root morphology, biochemistry and litter quality indices of fast- and slow-growing woody species in Ethiopian highland forest. Ecosystems 21: 482-494.",-0.6348782724359695,2.5249283241374862
Combretum_decandrum,Combretum,decandrum,Combretaceae,Myrtales,,"Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.",-0.4721526131384609,2.3587757453038294
Convallaria_majalis,Convallaria,majalis,Asparagaceae,Asparagales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.8673815271712808,4.235455147957244
Coprosma_ciliata,Coprosma,ciliata,Rubiaceae,Gentianales,,"Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.",-1.6094379124341003,4.516338972281476
Coprosma_foetidissima,Coprosma,foetidissima,Rubiaceae,Gentianales,,"Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.",-0.9942522733438669,3.7954891891721947
Coprosma_linariifolia,Coprosma,linariifolia,Rubiaceae,Gentianales,,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-0.5827820659672622,3.1038419942108035
Coprosma_lucida,Coprosma,lucida,Rubiaceae,Gentianales,,"Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.",-0.7985076962177716,3.258096538021482
Coprosma_rhamnoides,Coprosma,rhamnoides,Rubiaceae,Gentianales,,"Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.",-1.6094379124341003,5.064491966886966
Coreopsis_palmata,Coreopsis,palmata,Asteraceae,Asterales,,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-1.1086626245216111,4.727387818712341
Coriaria_arborea,Coriaria,arborea,Coriariaceae,Cucurbitales,,"Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.",-1.171182981502945,3.3105430133940246
Coriaria_nepalensis,Coriaria,nepalensis,Coriariaceae,Cucurbitales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.8209805520698302,3.4438022240442625
Cornus_bretschneideri,Cornus,bretschneideri,Cornaceae,Cornales,1.0,"<StringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",-1.0965224683645178,4.016434478887856
Cornus_controversa,Cornus,controversa,Cornaceae,Cornales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.4253362377505763,2.6876847819083753
Cornus_florida,Cornus,florida,Cornaceae,Cornales,1.0,"<StringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",-1.329626564279449,3.6647548980239155
Cornus_kousa,Cornus,kousa,Cornaceae,Cornales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.970351008724099,3.943419006364818
Cornus_officinalis,Cornus,officinalis,Cornaceae,Cornales,1.0,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",-0.9043839670766713,3.379880541003345
Cornus_ulotricha,Cornus,ulotricha,Cornaceae,Cornales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.492515122207834,2.5869264582422264
Coronilla_juncea,Coronilla,juncea,Fabaceae,Fabales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-1.2036395265358157,2.056111871040096
Coronilla_minima,Coronilla,minima,Fabaceae,Fabales,,"<StringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 3, dtype: str",-0.6213593853935282,3.6998855391456513
Corylus_ferox,Corylus,ferox,Betulaceae,Fagales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.373575588712116,4.2238506926503625
Corylus_sieboldiana,Corylus,sieboldiana,Betulaceae,Fagales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.5768093122842057,4.889169309200653
Corynocarpus_laevigatus,Corynocarpus,laevigatus,Corynocarpaceae,Cucurbitales,,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-0.5310283310835102,3.1696648970181456
Cotoneaster_acutifolius,Cotoneaster,acutifolius,Rosaceae,Rosales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.5925807953676774,4.631792642548199
Cotoneaster_adpressus,Cotoneaster,adpressus,Rosaceae,Rosales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.4120225096926218,4.483807694240553
Cotoneaster_multiflorus,Cotoneaster,multiflorus,Rosaceae,Rosales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.4711988682103345,4.984803505157494
Crataegus_monogyna,Crataegus,monogyna,Rosaceae,Rosales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.8412412388046728,2.3113937952094306
Crataegus_pinnatifida,Crataegus,pinnatifida,Rosaceae,Rosales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.540145085938151,4.65663128004649
Cratoxylum_cochinchinense,Cratoxylum,cochinchinense,Hypericaceae,Malpighiales,1.0,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-2.1126261090708796,3.48216274048526
Crepis_foetida,Crepis,foetida,Asteraceae,Asterales,,"<StringArray>
['Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ', 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 2, dtype: str",-1.2605431558143303,5.690798547097907
