binominal,F00056,F00679,F00727,F00004,F01286,F01287,F01289,F01290
Blechnum procerum,,0.27,31.1,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Blechnum,procerum,Blechnaceae,Polypodiales
Blumeodendron tokbrai,,0.4535,24.8057927,"<ArrowStringArray>
['Makita N, Kosugi Y, Dannoura M, Takanashi S, Niiyama K, Kassim AR, Nik AR. 2012. Patterns of root respiration rates and morphological traits in 13 tree species in a tropical forest. Tree Physiology 32: 303-312.']
Length: 1, dtype: str",Blumeodendron,tokbrai,Euphorbiaceae,Malpighiales
Bothriochloa macra,,0.365,99.25,"<ArrowStringArray>
['Mokany K, Ash J. 2008. Are traits measured on pot grown plants representative of those in natural communities? Journal of Vegetation Science 19: 119-126.']
Length: 1, dtype: str",Bothriochloa,macra,Poaceae,Poales
Bouteloua curtipendula,,0.32,65.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Bouteloua,curtipendula,Poaceae,Poales
Brachypodium phoenicoides,,0.33866666666666667,132.99333333333334,"<ArrowStringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
                                                                      'Roumet C, Lafont F, Sari M, Warembourg F, Garnier E. 2008. Root traits and taxonomic affiliation of nine herbaceous species grown in glasshouse conditions. Plant Soil 312:69-83. ',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 3, dtype: str",Brachypodium,phoenicoides,Poaceae,Poales
Brachypodium pinnatum,,0.181,236.5,"<ArrowStringArray>
['Ryser P, Lambers H. 1995. Root and leaf attributes accounting for the performance of fast and slow-growing grasses at different nutrient supply. Plant and Soil 170: 251-265, 1995.', 'Fort F, Jouany C, Cruz P. 2013.Root and leaf functional trait relations in Poaceae species: implications of differing resource-acquisition strategies. Journal of Plant Ecology 6:211-219']
Length: 2, dtype: str",Brachypodium,pinnatum,Poaceae,Poales
Brachypodium sylvaticum,,0.13,161.0,"<ArrowStringArray>
['Fort F, Jouany C, Cruz P. 2013.Root and leaf functional trait relations in Poaceae species: implications of differing resource-acquisition strategies. Journal of Plant Ecology 6:211-219']
Length: 1, dtype: str",Brachypodium,sylvaticum,Poaceae,Poales
Bromus catharticus,,0.30525,208.9771407,"<ArrowStringArray>
['Comas - Pasture species']
Length: 1, dtype: str",Bromus,catharticus,Poaceae,Poales
Bromus erectus,,0.2805714285714286,102.82142857142857,"<ArrowStringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
                                                               'Fort F, Jouany C, Cruz P. 2013.Root and leaf functional trait relations in Poaceae species: implications of differing resource-acquisition strategies. Journal of Plant Ecology 6:211-219',
                        'Perez-Ramos IM, Volaire F, Fattet M, Blanchard A, Roumet C. Tradeoffs between functional strategies for resource-use and drought-survival in Mediterranean rangeland species. Environmental and Experimental Botany 87: 126-136.',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 5, dtype: str",Bromus,erectus,Poaceae,Poales
Bromus hordeaceus,,0.18025655891666667,311.71100864166664,"<ArrowStringArray>
['Hill JO, Simpson RJ, Moore AD, Chapman DF. 2006. Morphology and response of roots of pasture species to phosphorus and nitrogen nutrition. Plant and Soil 286: 7-19.']
Length: 1, dtype: str",Bromus,hordeaceus,Poaceae,Poales
Bromus inermis,,0.21300000000000002,168.26606763285713,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090',
                                                                                                                                                                              'Comas - Pasture species',
                                         'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 3, dtype: str",Bromus,inermis,Poaceae,Poales
Bromus madritensis,,0.27499999999999997,341.0566666666667,"<ArrowStringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
                                                                      'Roumet C, Lafont F, Sari M, Warembourg F, Garnier E. 2008. Root traits and taxonomic affiliation of nine herbaceous species grown in glasshouse conditions. Plant Soil 312:69-83. ',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 3, dtype: str",Bromus,madritensis,Poaceae,Poales
Calamagrostis canadensis,,0.22,249.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Calamagrostis,canadensis,Poaceae,Poales
Calamovilfa longifolia,,0.48,33.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Calamovilfa,longifolia,Poaceae,Poales
Caldcluvia rosifolia,,0.3606384615384615,51.988595037692306,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Caldcluvia,rosifolia,Cunoniaceae,Oxalidales
Calluna vulgaris,,0.3166,13.62532988,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Calluna,vulgaris,Ericaceae,Ericales
Calpurnia aurea,,0.53,16.95,"<ArrowStringArray>
['Assefa D, Godbold DL, Belay B, Abiya A, Rewald B. 2018. Fine root morphology, biochemistry and litter quality indices of fast- and slow-growing woody species in Ethiopian highland forest. Ecosystems 21: 482-494.']
Length: 1, dtype: str",Calpurnia,aurea,Fabaceae,Fabales
Campanula rotundifolia,,0.141566667,536.7006127,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Campanula,rotundifolia,Campanulaceae,Asterales
Carex doisutepensis,,0.656,23.05,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Carex,doisutepensis,Cyperaceae,Poales
Carex filifolia,,0.181971429,107.557439,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Carex,filifolia,Cyperaceae,Poales
Carex flacca,,0.41084035199999996,60.76410026,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 3, dtype: str",Carex,flacca,Cyperaceae,Poales
Carex humilis,,0.2735,85.7425,"<ArrowStringArray>
[                       'Perez-Ramos IM, Volaire F, Fattet M, Blanchard A, Roumet C. Tradeoffs between functional strategies for resource-use and drought-survival in Mediterranean rangeland species. Environmental and Experimental Botany 87: 126-136.',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 3, dtype: str",Carex,humilis,Cyperaceae,Poales
Carex korshinskyi,,0.245,252.55,"<ArrowStringArray>
['Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.']
Length: 1, dtype: str",Carex,korshinskyi,Cyperaceae,Poales
Carex lasiocarpa,,0.23,252.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Carex,lasiocarpa,Cyperaceae,Poales
Carex moorcroftii,,0.58,0.32278,"<ArrowStringArray>
['Hong J, Ma X, Yan Y, Zhang X, Wang X. 2017. Which root traits determine nitrogen uptake by alpine plant species on the Tibetan Plateau? Plant Soil, in press. ']
Length: 1, dtype: str",Carex,moorcroftii,Cyperaceae,Poales
Carex nigra,,0.32,9.14,"<ArrowStringArray>
['Smith SW, Woodin SJ, Pakeman RJ, Johnson D, van der Wal R. 2014. Root traits predict decomposition across a landscape-scale grazing experiment. New Phytologist 203: 851-862.']
Length: 1, dtype: str",Carex,nigra,Cyperaceae,Poales
Carex obtusata,,0.165411111,101.4145355,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Carex,obtusata,Cyperaceae,Poales
Carpinus caroliniana,,0.6308812500000001,20.891868058625,"<ArrowStringArray>
['Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.']
Length: 1, dtype: str",Carpinus,caroliniana,Betulaceae,Fagales
Carpodetus serratus,,0.516975,31.33961094875,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Carpodetus,serratus,Rousseaceae,Asterales
Carya cordiformis,,0.6100434782608696,22.689947930695652,"<ArrowStringArray>
['Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.']
Length: 1, dtype: str",Carya,cordiformis,Juglandaceae,Fagales
Carya ovata,,0.5815979797979798,21.495863374545458,"<ArrowStringArray>
['Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.', 'Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.']
Length: 2, dtype: str",Carya,ovata,Juglandaceae,Fagales
Ceiba pentandra,,1.0,7.1,"<ArrowStringArray>
['Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.']
Length: 1, dtype: str",Ceiba,pentandra,Malvaceae,Malvales
Celtis australis,,0.281675,22.54309961,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Celtis,australis,Cannabaceae,Rosales
Centaurea pectinata,,0.5391140318,43.555110272,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 3, dtype: str",Centaurea,pectinata,Asteraceae,Asterales
Cerastium arvense,,0.188766667,91.58154988,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Cerastium,arvense,Caryophyllaceae,Caryophyllales
Cerastium fontanum,,0.28,7.2,"<ArrowStringArray>
['Smith SW, Woodin SJ, Pakeman RJ, Johnson D, van der Wal R. 2014. Root traits predict decomposition across a landscape-scale grazing experiment. New Phytologist 203: 851-862.']
Length: 1, dtype: str",Cerastium,fontanum,Caryophyllaceae,Caryophyllales
Cercis canadensis,,0.55,27.1,"<ArrowStringArray>
['Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.']
Length: 1, dtype: str",Cercis,canadensis,Fabaceae,Fabales
Chamaecrista fasciculata,,0.34,70.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Chamaecrista,fasciculata,Fabaceae,Fabales
Chamaerhodos erecta,,0.235,105.5,"<ArrowStringArray>
['Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.']
Length: 1, dtype: str",Chamaerhodos,erecta,Rosaceae,Rosales
Chenopodium album,,0.20579999999999998,141.95347025,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 2, dtype: str",Chenopodium,album,Amaranthaceae,Caryophyllales
Chionanthus mildbraedii,,0.59,9.46,"<ArrowStringArray>
['Assefa D, Godbold DL, Belay B, Abiya A, Rewald B. 2018. Fine root morphology, biochemistry and litter quality indices of fast- and slow-growing woody species in Ethiopian highland forest. Ecosystems 21: 482-494.']
Length: 1, dtype: str",Chionanthus,mildbraedii,Oleaceae,Lamiales
Chloris anomala,,0.564,19.98,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Chloris,anomala,Poaceae,Poales
Chomelia psilocarpa,,0.5407242797,18.963417044,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Chomelia,psilocarpa,Rubiaceae,Gentianales
Chondrosum gracile,,0.205358333,88.35631532,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Chondrosum,gracile,Poaceae,Poales
Cichorium intybus,,0.354266667,378.8856063,"<ArrowStringArray>
['Comas - Pasture species']
Length: 1, dtype: str",Cichorium,intybus,Asteraceae,Asterales
Cinnamomum subcuneatum,,0.8524,10.1092,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Cinnamomum,subcuneatum,Lauraceae,Laurales
Cistus albidus,,0.4331,6.9656777944999995,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Cistus,albidus,Cistaceae,Malvales
Cistus crispus,,0.43924375,12.42905362,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Cistus,crispus,Cistaceae,Malvales
Cistus ladanifer,,0.393275,9.270114972,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Cistus,ladanifer,Cistaceae,Malvales
Cistus libanotis,,0.4262125,10.36421952,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Cistus,libanotis,Cistaceae,Malvales
Cistus monspeliensis,,0.546541667,9.903725198,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Cistus,monspeliensis,Cistaceae,Malvales
Cistus salviifolius,,0.4488375,9.6589299615,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Cistus,salviifolius,Cistaceae,Malvales
Citrus aurantium,,0.63925,20.7,"<ArrowStringArray>
['Graham JH, Syvertsen JP. 1985. Host determinants of mycorrhizal dependency of citrus rootstock seedlings. New Phytologist 101: 667-676.']
Length: 1, dtype: str",Citrus,aurantium,Rutaceae,Sapindales
Citrus trifoliata,,0.485,32.6,"<ArrowStringArray>
['Graham JH, Syvertsen JP. 1985. Host determinants of mycorrhizal dependency of citrus rootstock seedlings. New Phytologist 101: 667-676.']
Length: 1, dtype: str",Citrus,trifoliata,Rutaceae,Sapindales
Cleistogenes squarrosa,,0.225,213.95,"<ArrowStringArray>
['Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.']
Length: 1, dtype: str",Cleistogenes,squarrosa,Poaceae,Poales
Clinopodium nepeta,,0.2695,129.1,"<ArrowStringArray>
['Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ', 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 2, dtype: str",Clinopodium,nepeta,Lamiaceae,Lamiales
Clitoria javitensis,,0.7245389264,12.4291588609,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Clitoria,javitensis,Fabaceae,Fabales
Coccoloba excelsa,,0.4118470268,18.485974099,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Coccoloba,excelsa,Polygonaceae,Caryophyllales
Coccoloba manzinellensis,,0.47985073610000006,12.1648002616,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Coccoloba,manzinellensis,Polygonaceae,Caryophyllales
Cocos nucifera,,0.55,20.900000000000002,"<ArrowStringArray>
['Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.']
Length: 1, dtype: str",Cocos,nucifera,Arecaceae,Arecales
Coffea arabica,,0.76,9.0825,"<ArrowStringArray>
['Prieto I, Roumet C, Cardinael R, Dupraz C, Jourdan C, Kim JH, Maeght JL, Mao Z, Pierret A, Portillo N, Roupsard O, Thammahacksa C, Stokes A. 2015. Root functional parameters along a land-use gradient: evidence of a community-level economics spectrum. Journal of Ecology 103: 361-363.']
Length: 1, dtype: str",Coffea,arabica,Rubiaceae,Gentianales
Comandra umbellata,,0.321385714,31.36179282,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Comandra,umbellata,Santalaceae,Santalales
Combretum collinum,,0.53,12.49,"<ArrowStringArray>
['Assefa D, Godbold DL, Belay B, Abiya A, Rewald B. 2018. Fine root morphology, biochemistry and litter quality indices of fast- and slow-growing woody species in Ethiopian highland forest. Ecosystems 21: 482-494.']
Length: 1, dtype: str",Combretum,collinum,Combretaceae,Myrtales
Combretum decandrum,,0.6236583272,10.577993364,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Combretum,decandrum,Combretaceae,Myrtales
Coprosma ciliata,,0.2,91.5,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Coprosma,ciliata,Rubiaceae,Gentianales
Coprosma foetidissima,,0.37,44.5,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Coprosma,foetidissima,Rubiaceae,Gentianales
Coprosma linariifolia,,0.5583428571428571,22.283399722857144,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Coprosma,linariifolia,Rubiaceae,Gentianales
Coprosma lucida,,0.45,26.0,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Coprosma,lucida,Rubiaceae,Gentianales
Coprosma rhamnoides,,0.2,158.3,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Coprosma,rhamnoides,Rubiaceae,Gentianales
Coreopsis palmata,,0.33,113.0,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Coreopsis,palmata,Asteraceae,Asterales
Coriaria arborea,,0.31,27.4,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Coriaria,arborea,Coriariaceae,Cucurbitales
Coronilla juncea,,0.3001,7.815522897,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Coronilla,juncea,Fabaceae,Fabales
Coronilla minima,,0.5372136606000001,40.442674992,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 3, dtype: str",Coronilla,minima,Fabaceae,Fabales
Corynocarpus laevigatus,,0.588,23.799507734,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Corynocarpus,laevigatus,Corynocarpaceae,Cucurbitales
Crataegus monogyna,,0.431175,10.08847613,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Crataegus,monogyna,Rosaceae,Rosales
Crepis foetida,,0.2835,296.13,"<ArrowStringArray>
['Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ', 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 2, dtype: str",Crepis,foetida,Asteraceae,Asterales
Crepis sancta,,0.29,326.0,"<ArrowStringArray>
['Roumet C, Lafont F, Sari M, Warembourg F, Garnier E. 2008. Root traits and taxonomic affiliation of nine herbaceous species grown in glasshouse conditions. Plant Soil 312:69-83. ']
Length: 1, dtype: str",Crepis,sancta,Asteraceae,Asterales
