binominal,F01286,F01287,F01289,F01290,F00056,F00004,F00679,F00727,state
Cinnamomum_tenuifolium,Cinnamomum,tenuifolium,Lauraceae,Laurales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.5539941191673694,2.9971382247412675,AM
Cistus_albidus,Cistus,albidus,Cistaceae,Malvales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.8367866307615561,1.940994916854536,EcM
Cistus_crispus,Cistus,crispus,Cistaceae,Malvales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.8227007808152502,2.52003676585818,EcM
Cistus_ladanifer,Cistus,ladanifer,Cistaceae,Malvales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.9332461662735686,2.226795782089849,EcM
Cistus_libanotis,Cistus,libanotis,Cistaceae,Malvales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.8528172307941627,2.3383594434867416,EcM
Cistus_monspeliensis,Cistus,monspeliensis,Cistaceae,Malvales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.6041447309050415,2.2929109689902534,EcM
Cistus_salviifolius,Cistus,salviifolius,Cistaceae,Malvales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.8010943721145385,2.2678828720579176,EcM
Citrus_aurantium,Citrus,aurantium,Rutaceae,Sapindales,,"Graham JH, Syvertsen JP. 1985. Host determinants of mycorrhizal dependency of citrus rootstock seedlings. New Phytologist 101: 667-676.",-0.4474596648108411,3.030133700271324,AM
Citrus_trifoliata,Citrus,trifoliata,Rutaceae,Sapindales,,"Graham JH, Syvertsen JP. 1985. Host determinants of mycorrhizal dependency of citrus rootstock seedlings. New Phytologist 101: 667-676.",-0.7236063880446539,3.484312288372662,AM
Cleistogenes_squarrosa,Cleistogenes,squarrosa,Poaceae,Poales,,"Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.",-1.491654876777717,5.365742342862826,AM
Clinopodium_nepeta,Clinopodium,nepeta,Lamiaceae,Lamiales,,"<StringArray>
['Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ', 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 2, dtype: str",-1.311186888633085,4.860587297852597,AM
Clitoria_javitensis,Clitoria,javitensis,Fabaceae,Fabales,,"Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.",-0.3222197900242901,2.520045233152446,AM
Coccoloba_excelsa,Coccoloba,excelsa,Polygonaceae,Caryophyllales,,"Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.",-0.8871032927541169,2.9170122877272475,EcM
Coccoloba_manzinellensis,Coccoloba,manzinellensis,Polygonaceae,Caryophyllales,,"Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.",-0.7342801898986285,2.498546556996704,EcM
Cocos_nucifera,Cocos,nucifera,Arecaceae,Arecales,,"Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.",-0.5978370007556204,3.039749158970765,AM
Coffea_arabica,Coffea,arabica,Rubiaceae,Gentianales,,"Prieto I, Roumet C, Cardinael R, Dupraz C, Jourdan C, Kim JH, Maeght JL, Mao Z, Pierret A, Portillo N, Roupsard O, Thammahacksa C, Stokes A. 2015. Root functional parameters along a land-use gradient: evidence of a community-level economics spectrum. Journal of Ecology 103: 361-363.",-0.2744368457017603,2.20634948511322,AM
Comandra_umbellata,Comandra,umbellata,Santalaceae,Santalales,,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-1.1351132759510043,3.445590362853224,AM
Combretum_collinum,Combretum,collinum,Combretaceae,Myrtales,,"Assefa D, Godbold DL, Belay B, Abiya A, Rewald B. 2018. Fine root morphology, biochemistry and litter quality indices of fast- and slow-growing woody species in Ethiopian highland forest. Ecosystems 21: 482-494.",-0.6348782724359695,2.5249283241374862,AM
Combretum_decandrum,Combretum,decandrum,Combretaceae,Myrtales,,"Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.",-0.4721526131384609,2.3587757453038294,AM
Convallaria_majalis,Convallaria,majalis,Asparagaceae,Asparagales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.8673815271712808,4.235455147957244,AM
Coprosma_ciliata,Coprosma,ciliata,Rubiaceae,Gentianales,,"Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.",-1.6094379124341005,4.516338972281476,AM
Coprosma_foetidissima,Coprosma,foetidissima,Rubiaceae,Gentianales,,"Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.",-0.9942522733438668,3.7954891891721942,AM
Coprosma_linariifolia,Coprosma,linariifolia,Rubiaceae,Gentianales,,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-0.5827820659672622,3.1038419942108035,AM
Coprosma_lucida,Coprosma,lucida,Rubiaceae,Gentianales,,"Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.",-0.7985076962177716,3.258096538021482,AM
Coprosma_rhamnoides,Coprosma,rhamnoides,Rubiaceae,Gentianales,,"Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.",-1.6094379124341005,5.064491966886966,AM
Coreopsis_palmata,Coreopsis,palmata,Asteraceae,Asterales,,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-1.1086626245216111,4.727387818712341,AM
Coriaria_arborea,Coriaria,arborea,Coriariaceae,Cucurbitales,,"Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.",-1.171182981502945,3.310543013394025,AM
Coriaria_nepalensis,Coriaria,nepalensis,Coriariaceae,Cucurbitales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.8209805520698302,3.4438022240442625,AM
Cornus_bretschneideri,Cornus,bretschneideri,Cornaceae,Cornales,1.0,"<StringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",-1.0965224683645178,4.016434478887856,AM
Cornus_controversa,Cornus,controversa,Cornaceae,Cornales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.4253362377505763,2.687684781908376,AM
Cornus_florida,Cornus,florida,Cornaceae,Cornales,1.0,"<StringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",-1.329626564279449,3.664754898023916,AM
Cornus_kousa,Cornus,kousa,Cornaceae,Cornales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.970351008724099,3.943419006364818,AM
Cornus_officinalis,Cornus,officinalis,Cornaceae,Cornales,1.0,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",-0.9043839670766712,3.379880541003345,AM
Cornus_ulotricha,Cornus,ulotricha,Cornaceae,Cornales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.492515122207834,2.5869264582422264,AM
Coronilla_juncea,Coronilla,juncea,Fabaceae,Fabales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-1.2036395265358155,2.056111871040096,AM
Coronilla_minima,Coronilla,minima,Fabaceae,Fabales,,"<StringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 3, dtype: str",-0.6213593853935282,3.6998855391456513,AM
Corylus_ferox,Corylus,ferox,Betulaceae,Fagales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.373575588712116,4.2238506926503625,EcM
Corylus_sieboldiana,Corylus,sieboldiana,Betulaceae,Fagales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.5768093122842055,4.889169309200653,EcM
Corynocarpus_laevigatus,Corynocarpus,laevigatus,Corynocarpaceae,Cucurbitales,,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-0.5310283310835102,3.1696648970181456,AM
Cotoneaster_acutifolius,Cotoneaster,acutifolius,Rosaceae,Rosales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.5925807953676774,4.631792642548199,AM
Cotoneaster_adpressus,Cotoneaster,adpressus,Rosaceae,Rosales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.4120225096926218,4.483807694240553,AM
Cotoneaster_multiflorus,Cotoneaster,multiflorus,Rosaceae,Rosales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.4711988682103343,4.984803505157494,AM
Crataegus_monogyna,Crataegus,monogyna,Rosaceae,Rosales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.8412412388046728,2.3113937952094306,AM
Crataegus_pinnatifida,Crataegus,pinnatifida,Rosaceae,Rosales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.540145085938151,4.65663128004649,AM
Cratoxylum_cochinchinense,Cratoxylum,cochinchinense,Hypericaceae,Malpighiales,1.0,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-2.11262610907088,3.48216274048526,AM
Crepis_foetida,Crepis,foetida,Asteraceae,Asterales,,"<StringArray>
['Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ', 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 2, dtype: str",-1.2605431558143303,5.690798547097907,AM
Crepis_sancta,Crepis,sancta,Asteraceae,Asterales,,"Roumet C, Lafont F, Sari M, Warembourg F, Garnier E. 2008. Root traits and taxonomic affiliation of nine herbaceous species grown in glasshouse conditions. Plant Soil 312:69-83. ",-1.2378743560016174,5.786897381366708,AM
Crepis_tectorum,Crepis,tectorum,Asteraceae,Asterales,,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-1.0788096613719298,4.77912349311153,AM
Cryptocarya_chinensis,Cryptocarya,chinensis,Lauraceae,Laurales,1.0,"<StringArray>
[                                                                                                'Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.',
                                                                                                                'Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.',
 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 3, dtype: str",-0.2666935255426466,2.375976312484794,AM
Cryptocarya_concinna,Cryptocarya,concinna,Lauraceae,Laurales,1.0,"<StringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 2, dtype: str",-0.7738150836274001,3.2437199559302883,AM
Cryptomeria_japonica,Cryptomeria,japonica,Cupressaceae,Pinales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.92260235834892,3.926471049161593,AM
Cunninghamia_lanceolata,Cunninghamia,lanceolata,Cupressaceae,Pinales,1.0,"<StringArray>
[                                                                                                                'Liu B, Li H, Zhu B, Koide RT, Eissenstat DM, Guo D. 2015. Complementarity between roots and AM fungi in nutrient foraging strategies. New Phytologist 208: 125-136.',
                                                                                                                'Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.',
                                                                             'Wang Z-H, Li R-X, Guan Z-W. 2013. Effects of thinning on fine-root morphology, biomass and N concentration of different branch orders of Chinese fir. Chinese Journal of Applied Ecology 24: 1487-1493.',
 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 4, dtype: str",-0.8286264774997983,3.175672175300385,AM
Cupressus_funebris,Cupressus,funebris,Cupressaceae,Pinales,1.0,"Su Y, Li X, Liu Y, Li J, Yin H, Wang Z. 2015. Fine root morphology and biomass characteristics at preliminary stage of gap border trees of reformed low beneficial Cupressus funebris forests. Acta Botanica Boreali-Occidentalia Sinica 35: 0587-0593.",-0.9717786574920972,3.0719339992840538,AM
Cyathea_dealbata,Cyathea,dealbata,Cyatheaceae,Cyatheales,,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-0.4642601546186699,2.774645527930081,AM
Cyathea_medullaris,Cyathea,medullaris,Cyatheaceae,Cyatheales,,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-0.588805183416047,3.2221471559730768,AM
Cyathea_smithii,Cyathea,smithii,Cyatheaceae,Cyatheales,,"<StringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",-0.5526153482906783,2.8366148034445104,AM
Cydonia_oblonga,Cydonia,oblonga,Rosaceae,Rosales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.9182927345448282,2.2425130299388965,AM
Cyperus_difformis,Cyperus,difformis,Cyperaceae,Poales,,"Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.",-0.6674794338113675,4.195245147157833,NMAM
Cystopteris_sudetica,Cystopteris,sudetica,Cystopteridaceae,Polypodiales,1.0,"Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.",-1.0793671726348102,5.527810143601664,AM
Cytisus_grandiflorus,Cytisus,grandiflorus,Fabaceae,Fabales,,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.2984060358147566,1.1790898931449365,AM
Dacrycarpus_dacrydioides,Dacrycarpus,dacrydioides,Podocarpaceae,Pinales,,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-0.5039101966079766,2.8782873307037025,AM
Dacrycarpus_imbricatus,Dacrycarpus,imbricatus,Podocarpaceae,Pinales,1.0,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",-0.7139503089104293,3.647729825198227,AM
Dacrydium_cupressinum,Dacrydium,cupressinum,Podocarpaceae,Pinales,,"<StringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",-0.672834879248067,3.2849865081609457,AM
Dacrydium_gracile,Dacrydium,gracile,Podocarpaceae,Pinales,,"Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.",-0.6022101855678432,2.8637767814029216,AM
Dacrydium_pectinatum,Dacrydium,pectinatum,Podocarpaceae,Pinales,,"Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.",-0.5807117512301572,2.705563779182268,AM
Dactylis_glomerata,Dactylis,glomerata,Poaceae,Poales,,"<StringArray>
[                                                                    'Ryser P, Lambers H. 1995. Root and leaf attributes accounting for the performance of fast and slow-growing grasses at different nutrient supply. Plant and Soil 170: 251-265, 1995.',
                                                                     'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
                                                               'Fort F, Jouany C, Cruz P. 2013.Root and leaf functional trait relations in Poaceae species: implications of differing resource-acquisition strategies. Journal of Plant Ecology 6:211-219',
    'Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                                                                                                                                                                                 'Comas - Pasture species']
Length: 6, dtype: str",-1.5883836306715444,5.8174593452660055,AM
Dalea_purpurea,Dalea,purpurea,Fabaceae,Fabales,,"<StringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 2, dtype: str",-0.978698192002772,3.924799106860037,AM
Danthonia_intermedia,Danthonia,intermedia,Poaceae,Poales,,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-0.9744496460476872,2.7450339821360643,AM
Daphniphyllum_pentandrum,Daphniphyllum,pentandrum,Daphniphyllaceae,Saxifragales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.299994470510012,4.145923991344203,AM
Daucus_carota,Daucus,carota,Apiaceae,Apiales,,"<StringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                    'Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 3, dtype: str",-1.6269474565705004,5.839516122535509,AM
Decaspermum_gracilentum,Decaspermum,gracilentum,Myrtaceae,Myrtales,1.0,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.8620746431430808,4.158726821151369,AM
Dendropanax_dentiger,Dendropanax,dentiger,Araliaceae,Apiales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-2.0612087734187763,5.4083710520356005,AM
Deschampsia_cespitosa,Deschampsia,cespitosa,Poaceae,Poales,,"Fort F, Jouany C, Cruz P. 2013.Root and leaf functional trait relations in Poaceae species: implications of differing resource-acquisition strategies. Journal of Plant Ecology 6:211-219",-1.7147984280919266,4.852030263919617,AM
Descurainia_sophia,Descurainia,sophia,Brassicaceae,Brassicales,,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-2.0722673379318355,5.127828682166888,NM
Desmodium_canadense,Desmodium,canadense,Fabaceae,Fabales,,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-1.0788096613719298,4.836281906951478,AM
Deutzia_glabrata,Deutzia,glabrata,Hydrangeaceae,Cornales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.6928195213731514,5.368792365008639,AM
Deutzia_grandiflora,Deutzia,grandiflora,Hydrangeaceae,Cornales,1.0,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.113599030976433,5.05188206654559,AM
