binominal,state,F00679,F00727,F01286,F01287,F01289,F01290
Cyathea_dealbata,AM,0.6285999999999999,16.032942757857143,Cyathea,dealbata,Cyatheaceae,Cyatheales
Cyathea_medullaris,AM,0.55499,25.0819171937,Cyathea,medullaris,Cyatheaceae,Cyatheales
Cyathea_smithii,AM,0.5754428571428571,17.05792326557143,Cyathea,smithii,Cyatheaceae,Cyatheales
Cydonia_oblonga,AM,0.3992,9.416966696,Cydonia,oblonga,Rosaceae,Rosales
Cyperus_difformis,NMAM,0.513,66.37,Cyperus,difformis,Cyperaceae,Poales
Cytisus_grandiflorus,AM,0.742,3.251413722,Cytisus,grandiflorus,Fabaceae,Fabales
Dacrycarpus_dacrydioides,AM,0.6041636363636363,17.783789332727274,Dacrycarpus,dacrydioides,Podocarpaceae,Pinales
Dacrydium_cupressinum,AM,0.51026,26.708623964,Dacrydium,cupressinum,Podocarpaceae,Pinales
Dacrydium_gracile,AM,0.5476,17.5276,Dacrydium,gracile,Podocarpaceae,Pinales
Dacrydium_pectinatum,AM,0.5595,14.96275,Dacrydium,pectinatum,Podocarpaceae,Pinales
Dactylis_glomerata,AM,0.204255497375,336.11701063125,Dactylis,glomerata,Poaceae,Poales
Dalea_purpurea,AM,0.3758,50.642903225,Dalea,purpurea,Fabaceae,Fabales
Danthonia_intermedia,AM,0.3774,15.56514286,Danthonia,intermedia,Poaceae,Poales
Daucus_carota,AM,0.1965285714285714,343.6130338285714,Daucus,carota,Apiaceae,Apiales
Deschampsia_cespitosa,AM,0.18,128.0,Deschampsia,cespitosa,Poaceae,Poales
Descurainia_sophia,NM,0.1259,168.6505263,Descurainia,sophia,Brassicaceae,Brassicales
Desmodium_canadense,AM,0.34,126.0,Desmodium,canadense,Fabaceae,Fabales
Dicksonia_squarrosa,AM,0.6593083333333333,16.507516646666666,Dicksonia,squarrosa,Dicksoniaceae,Cyatheales
Digitaria_setigera,AM,0.355,36.09,Digitaria,setigera,Poaceae,Poales
Doellingeria_umbellata,AM,0.3543,115.001075248,Doellingeria,umbellata,Asteraceae,Asterales
Dovyalis_abyssinica,AM,0.62,10.76,Dovyalis,abyssinica,Salicaceae,Malpighiales
Draba_nemorosa,NM,0.13435,271.560156,Draba,nemorosa,Brassicaceae,Brassicales
Dracophyllum_longifolium,ErM,0.2201999999999999,130.51387446,Dracophyllum,longifolium,Ericaceae,Ericales
Dysoxylum_spectabile,AM,0.9212333333333332,7.865177043666667,Dysoxylum,spectabile,Meliaceae,Sapindales
Echinacea_serotina,AM,0.41,35.0,Echinacea,serotina,Asteraceae,Asterales
Eclipta_prostrata,NMAM,0.487,30.6,Eclipta,prostrata,Asteraceae,Asterales
Ehrharta_stipoides,AM,0.1775874673333333,195.060886,Ehrharta,stipoides,Poaceae,Poales
Ekebergia_capensis,AM,0.74,7.31,Ekebergia,capensis,Meliaceae,Sapindales
Elaeagnus_commutata,AM,0.3984,18.49419118,Elaeagnus,commutata,Elaeagnaceae,Rosales
Elaeocarpus_dentatus,AM,0.5938571428571429,28.127922375714288,Elaeocarpus,dentatus,Elaeocarpaceae,Oxalidales
Elaeocarpus_hookerianus,AM,0.4239333333333333,33.42460321,Elaeocarpus,hookerianus,Elaeocarpaceae,Oxalidales
Elymus_canadensis,AM,0.17495,163.84180711666667,Elymus,canadensis,Poaceae,Poales
Elymus_lanceolatus,AM,0.221186667,94.78007133,Elymus,lanceolatus,Poaceae,Poales
Elymus_repens,AM,0.3038261232499999,105.9826634625,Elymus,repens,Poaceae,Poales
Elymus_riparius,AM,0.1613,200.14918644,Elymus,riparius,Poaceae,Poales
Elymus_virginicus,AM,0.1969047618333333,282.0682093333333,Elymus,virginicus,Poaceae,Poales
Ephedra_fragilis,AM,0.507133333,3.390764119,Ephedra,fragilis,Ephedraceae,Gnetales
Eragrostis_trichodes,NMAM,0.21,73.0,Eragrostis,trichodes,Poaceae,Poales
Erica_arborea,ErM,0.380475,14.15140327,Erica,arborea,Ericaceae,Ericales
Erica_scoparia,ErM,0.259025,20.20964705,Erica,scoparia,Ericaceae,Ericales
Erigeron_canadensis,AM,0.35,119.0,Erigeron,canadensis,Asteraceae,Asterales
Erigeron_glabellus,AM,0.305833333,53.57624225,Erigeron,glabellus,Asteraceae,Asterales
Erigeron_pumilus,AM,0.18365,84.55363636,Erigeron,pumilus,Asteraceae,Asterales
Erysimum_inconspicuum,NM,0.1219,359.7676816,Erysimum,inconspicuum,Brassicaceae,Brassicales
Eucalyptus_grandis,EcMAM,0.3865391022777777,26.108688108888888,Eucalyptus,grandis,Myrtaceae,Myrtales
Euphorbia_cyparissias,AM,0.699,6.34,Euphorbia,cyparissias,Euphorbiaceae,Malpighiales
Eurotia_lanata,AM,0.245475,79.60651137,Eurotia,lanata,Amaranthaceae,Caryophyllales
Fagus_grandifolia,EcM,0.5989848484848485,19.70607535369697,Fagus,grandifolia,Fagaceae,Fagales
Fagus_sylvatica,EcM,0.3988314913733333,25.34578279893333,Fagus,sylvatica,Fagaceae,Fagales
Fallopia_convolvulus,NMAM,0.25,201.0,Fallopia,convolvulus,Polygonaceae,Caryophyllales
Festuca_arundinacea,AM,0.2457375,205.318654925,Festuca,arundinacea,Poaceae,Poales
Festuca_christianii-bernardii,AM,0.24575,194.7475,Festuca,christianii-bernardii,Poaceae,Poales
Festuca_hallii,AM,0.20186,82.94415808,Festuca,hallii,Poaceae,Poales
Festuca_ovina,AM,0.215,92.685,Festuca,ovina,Poaceae,Poales
Festuca_rubra,AM,0.1916666666666666,179.40666666666667,Festuca,rubra,Poaceae,Poales
Ficus_carica,AM,0.367875,21.37773738,Ficus,carica,Moraceae,Rosales
Ficus_tikoua,AM,0.555,6.55,Ficus,tikoua,Moraceae,Rosales
Fragaria_virginiana,AM,0.1726,239.97410824,Fragaria,virginiana,Rosaceae,Rosales
Fraxinus_angustifolia,AM,0.4575375,18.86711932,Fraxinus,angustifolia,Oleaceae,Lamiales
Fraxinus_nigra,AM,0.5764222222222222,26.987222418703706,Fraxinus,nigra,Oleaceae,Lamiales
Fuchsia_excorticata,AM,0.3429857142857143,84.02831517571428,Fuchsia,excorticata,Onagraceae,Myrtales
Fumana_thymifolia,EcM,0.4134,5.515622559,Fumana,thymifolia,Cistaceae,Malvales
Gahnia_procera,NMAM,0.32,58.7,Gahnia,procera,Cyperaceae,Poales
Gahnia_xanthocarpa,NMAM,0.46,45.6,Gahnia,xanthocarpa,Cyperaceae,Poales
Galearia_maingayi,AM,0.5482,5.635617834,Galearia,maingayi,Pandaceae,Malpighiales
Galium_boreale,NMAM,0.1779,172.8382766,Galium,boreale,Rubiaceae,Gentianales
Genista_hirsuta,AM,0.4310375,11.19971247,Genista,hirsuta,Fabaceae,Fabales
Genista_triacanthos,AM,0.419825,12.85066838,Genista,triacanthos,Fabaceae,Fabales
Gentiana_andrewsii,AM,0.31,129.0,Gentiana,andrewsii,Gentianaceae,Gentianales
Geranium_rotundifolium,AM,0.259,227.825,Geranium,rotundifolium,Geraniaceae,Geraniales
Gleichenia_microphylla,AM,0.27,42.8,Gleichenia,microphylla,Gleicheniaceae,Gleicheniales
Gliricidia_sepium,AM,0.746,32.3,Gliricidia,sepium,Fabaceae,Fabales
Gnetum_gnemon,EcM,0.3,130.7,Gnetum,gnemon,Gnetaceae,Gnetales
Gutierrezia_sarothrae,AM,0.2661,84.66611111,Gutierrezia,sarothrae,Asteraceae,Asterales
Hakea_ceratophylla,NM,0.61,54.0,Hakea,ceratophylla,Proteaceae,Proteales
Hakea_cyclocarpa,NM,0.61,64.0,Hakea,cyclocarpa,Proteaceae,Proteales
Hakea_linearis,NM,0.59,45.0,Hakea,linearis,Proteaceae,Proteales
Hakea_lissocarpha,NM,0.61,58.0,Hakea,lissocarpha,Proteaceae,Proteales
Hakea_oldfieldii,NM,0.54,90.0,Hakea,oldfieldii,Proteaceae,Proteales
Hakea_tuberculata,NM,0.56,77.0,Hakea,tuberculata,Proteaceae,Proteales
Hakea_varia,NM,0.58,56.0,Hakea,varia,Proteaceae,Proteales
Halimium_commutatum,EcM,0.5166,6.565625576,Halimium,commutatum,Cistaceae,Malvales
Halimium_halimifolium,EcM,0.415325,9.3963384,Halimium,halimifolium,Cistaceae,Malvales
Halocarpus_biformis,AM,0.6397166666666666,10.961909699833331,Halocarpus,biformis,Podocarpaceae,Pinales
Halocarpus_kirkii,AM,0.6464,14.290339211333333,Halocarpus,kirkii,Podocarpaceae,Pinales
Handroanthus_guayacan,AM,0.8947754925,10.97961728525,Handroanthus,guayacan,Bignoniaceae,Lamiales
Haplopappus_spinulosus,AM,0.3163,115.7175,Haplopappus,spinulosus,Asteraceae,Asterales
Hedeoma_hispida,AM,0.22,166.0,Hedeoma,hispida,Lamiaceae,Lamiales
Hedera_helix,AM,0.5464,14.31832413,Hedera,helix,Araliaceae,Apiales
Hedycarya_arborea,AM,0.9456,13.55825088,Hedycarya,arborea,Monimiaceae,Laurales
Helianthemum_almeriense,EcM,0.589675,2.523571788,Helianthemum,almeriense,Cistaceae,Malvales
Helianthemum_apenninum,EcM,0.3177514963333334,71.90040145666667,Helianthemum,apenninum,Cistaceae,Malvales
Helianthemum_oelandicum,EcM,0.3880835883999999,48.609502988,Helianthemum,oelandicum,Cistaceae,Malvales
Helianthemum_syriacum,EcM,0.4746,3.88410646,Helianthemum,syriacum,Cistaceae,Malvales
Helianthus_agrestis,AM,0.52264299,224.33,Helianthus,agrestis,Asteraceae,Asterales
Helianthus_angustifolius,AM,0.5496979016666667,324.6033333333333,Helianthus,angustifolius,Asteraceae,Asterales
Helianthus_annuus,AM,0.58625687,243.29,Helianthus,annuus,Asteraceae,Asterales
Helianthus_argophyllus,AM,0.46591724,281.41,Helianthus,argophyllus,Asteraceae,Asterales
Helianthus_atrorubens,AM,0.52644428,271.2,Helianthus,atrorubens,Asteraceae,Asterales
Helianthus_carnosus,AM,0.6217306566666666,270.6433333333334,Helianthus,carnosus,Asteraceae,Asterales
Helianthus_cusickii,AM,0.59660319,177.69,Helianthus,cusickii,Asteraceae,Asterales
Helianthus_debilis,AM,0.44412818,321.9,Helianthus,debilis,Asteraceae,Asterales
Helianthus_floridanus,AM,0.6661931400000001,246.11,Helianthus,floridanus,Asteraceae,Asterales
Helianthus_giganteus,AM,0.4693123666666667,173.59,Helianthus,giganteus,Asteraceae,Asterales
Helianthus_grosseserratus,AM,0.508331195,212.425,Helianthus,grosseserratus,Asteraceae,Asterales
Helianthus_heterophyllus,AM,0.63180541,271.54,Helianthus,heterophyllus,Asteraceae,Asterales
Helianthus_longifolius,AM,0.4658363733333333,349.2333333333333,Helianthus,longifolius,Asteraceae,Asterales
Helianthus_maximiliani,AM,0.52663248,267.27,Helianthus,maximiliani,Asteraceae,Asterales
Helianthus_mollis,AM,0.45345791,286.625,Helianthus,mollis,Asteraceae,Asterales
Helianthus_neglectus,AM,0.39434327,269.555,Helianthus,neglectus,Asteraceae,Asterales
Helianthus_niveus,AM,0.5721356,257.07,Helianthus,niveus,Asteraceae,Asterales
Helianthus_occidentalis,AM,0.45788951,296.72,Helianthus,occidentalis,Asteraceae,Asterales
Helianthus_pauciflorus,AM,0.36,52.0,Helianthus,pauciflorus,Asteraceae,Asterales
Helianthus_petiolaris,AM,0.4498938249999999,297.295,Helianthus,petiolaris,Asteraceae,Asterales
Helianthus_porteri,AM,0.4628603466666667,393.41333333333336,Helianthus,porteri,Asteraceae,Asterales
Helianthus_praecox,AM,0.43635522,383.31,Helianthus,praecox,Asteraceae,Asterales
Helianthus_radula,AM,0.565490015,260.78,Helianthus,radula,Asteraceae,Asterales
Helianthus_salicifolius,AM,0.403187065,247.955,Helianthus,salicifolius,Asteraceae,Asterales
Helianthus_silphioides,AM,0.545295505,234.05,Helianthus,silphioides,Asteraceae,Asterales
Helianthus_verticillatus,AM,0.544997805,228.735,Helianthus,verticillatus,Asteraceae,Asterales
Helichrysum_italicum,EcMAM,0.31635,18.38787127,Helichrysum,italicum,Asteraceae,Asterales
Helichrysum_stoechas,EcMAM,0.49195,6.114890701,Helichrysum,stoechas,Asteraceae,Asterales
Heliopsis_helianthoides,NM,0.38,64.0,Heliopsis,helianthoides,Asteraceae,Asterales
Hesperis_matronalis,NM,0.1594,435.94737904,Hesperis,matronalis,Brassicaceae,Brassicales
Heterotheca_villosa,AM,0.2195,104.5839676,Heterotheca,villosa,Asteraceae,Asterales
Heuchera_richardsonii,NMAM,0.2062,91.23542858,Heuchera,richardsonii,Saxifragaceae,Saxifragales
Hoheria_lyallii,AM,0.5394285714285714,38.00261796857143,Hoheria,lyallii,Malvaceae,Malvales
Hoheria_sexstylosa,AM,0.7818166666666667,23.92056575166667,Hoheria,sexstylosa,Malvaceae,Malvales
Holcus_lanatus,AM,0.1644859120666666,341.28275298666665,Holcus,lanatus,Poaceae,Poales
Hordeum_murinum,AM,0.2175821515,204.9930273,Hordeum,murinum,Poaceae,Poales
Hymenoxys_richardsonii,NMAM,0.2824,69.08732057,Hymenoxys,richardsonii,Asteraceae,Asterales
Hypericum_perforatum,AM,0.17892,630.59363048,Hypericum,perforatum,Hypericaceae,Malpighiales
Hypobathrum_racemosum,AM,0.462325,11.41490368,Hypobathrum,racemosum,Rubiaceae,Gentianales
Hypochaeris_radicata,AM,0.3915,54.150000000000006,Hypochaeris,radicata,Asteraceae,Asterales
Ilex_macropoda,AM,0.31,82.06,Ilex,macropoda,Aquifoliaceae,Aquifoliales
Ilex_pedunculosa,AM,0.3,54.8,Ilex,pedunculosa,Aquifoliaceae,Aquifoliales
Ilex_verticillata,AM,0.6381,30.67680934,Ilex,verticillata,Aquifoliaceae,Aquifoliales
Inula_conyza,AM,0.414,165.49,Inula,conyza,Asteraceae,Asterales
Iris_versicolor,AM,0.28,119.0,Iris,versicolor,Iridaceae,Asparagales
Jasminum_fruticans,AM,0.44935,14.67621347,Jasminum,fruticans,Oleaceae,Lamiales
Juncus_effusus,NMAM,0.315,39.345,Juncus,effusus,Juncaceae,Poales
Juniperus_phoenicea,AM,0.5192,8.033595128,Juniperus,phoenicea,Cupressaceae,Pinales
Knightia_excelsa,NM,0.3832799999999999,45.401677602,Knightia,excelsa,Proteaceae,Proteales
Koeleria_macrantha,AM,0.170316667,124.6730738,Koeleria,macrantha,Poaceae,Poales
Koeleria_pyramidata,AM,0.333118904,61.03131779,Koeleria,pyramidata,Poaceae,Poales
Koeleria_vallesiana,AM,0.285590593,92.1333196,Koeleria,vallesiana,Poaceae,Poales
Kunzea_ericoides,EcMAM,0.5365833333333333,39.469858896666665,Kunzea,ericoides,Myrtaceae,Myrtales
Lactuca_tatarica,AM,0.336325,77.19169246,Lactuca,tatarica,Asteraceae,Asterales
Lansium_parasiticum,AM,0.5,20.9,Lansium,parasiticum,Meliaceae,Sapindales
Larix_decidua,EcM,0.5046666666666667,23.063333333333333,Larix,decidua,Pinaceae,Pinales
Larix_kaempferi,EcM,0.64,16.195,Larix,kaempferi,Pinaceae,Pinales
Lathyrus_venosus,AM,0.3725,46.82957143,Lathyrus,venosus,Fabaceae,Fabales
Launaea_arborescens,AM,0.376075,6.438488387,Launaea,arborescens,Asteraceae,Asterales
Laurelia_novae-zelandiae,AM,0.9521,10.7181288005,Laurelia,novae-zelandiae,Atherospermataceae,Laurales
Lavandula_multifida,AM,0.3599041666666667,16.464613897,Lavandula,multifida,Lamiaceae,Lamiales
Leiospermum_racemosum,AM,0.23,41.5,Leiospermum,racemosum,Cunoniaceae,Oxalidales
Leontopodium_nanum,AM,0.2,0.38008,Leontopodium,nanum,Asteraceae,Asterales
Lepidium_densiflorum,NM,0.16555,95.54231977,Lepidium,densiflorum,Brassicaceae,Brassicales
Lepidothamnus_intermedius,AM,0.29,21.5,Lepidothamnus,intermedius,Podocarpaceae,Pinales
Leptecophylla_juniperina,ErM,0.1,128.2,Leptecophylla,juniperina,Ericaceae,Ericales
Leptospermum_scoparium,EcMAM,0.36025,96.575456425,Leptospermum,scoparium,Myrtaceae,Myrtales
Lespedeza_capitata,AM,0.37,73.0,Lespedeza,capitata,Fabaceae,Fabales
Lespedeza_davidii,AM,0.47,183.0,Lespedeza,davidii,Fabaceae,Fabales
Lespedeza_davurica,AM,0.31,40.215,Lespedeza,davurica,Fabaceae,Fabales
Leucaena_Leucocephala,AM,0.5333333333333333,20.53333333333333,Leucaena,Leucocephala,Fabaceae,Fabales
Leucanthemum_vulgare,AM,0.26656,237.37302988,Leucanthemum,vulgare,Asteraceae,Asterales
Leymus_chinensis,AM,0.228,104.86100000000002,Leymus,chinensis,Poaceae,Poales
Liatris_aspera,AM,0.45,80.0,Liatris,aspera,Asteraceae,Asterales
Lindera_benzoin,AM,0.7198067127500001,12.76885078925,Lindera,benzoin,Lauraceae,Laurales
Linum_lewisii,AM,0.2686,59.97475,Linum,lewisii,Linaceae,Malpighiales
Lithocarpus_clementianus,EcM,0.42825,29.523,Lithocarpus,clementianus,Fagaceae,Fagales
Lithocarpus_confertus,EcM,0.514,20.4812,Lithocarpus,confertus,Fagaceae,Fagales
Lithocarpus_lampadarius,EcM,0.50325,19.805875,Lithocarpus,lampadarius,Fagaceae,Fagales
Lithocarpus_rigidus,EcM,0.55925,15.3695,Lithocarpus,rigidus,Fagaceae,Fagales
Lobelia_siphilitica,OM,0.18808,500.40452274,Lobelia,siphilitica,Campanulaceae,Asterales
Lolium_multiflorum,AM,0.35,283.0,Lolium,multiflorum,Poaceae,Poales
Lolium_perenne,AM,0.241888889,217.15329426666668,Lolium,perenne,Poaceae,Poales
Lolium_rigidum,AM,0.1936009709999999,254.9433487583333,Lolium,rigidum,Poaceae,Poales
Lomandra_filiformis,NMAM,0.515,23.700000000000003,Lomandra,filiformis,Asparagaceae,Asparagales
Lonicera_maackii,AM,0.2561940853333333,30.47835986333333,Lonicera,maackii,Caprifoliaceae,Dipsacales
Loropetalum_chinense,AM,0.57,91.0,Loropetalum,chinense,Hamamelidaceae,Saxifragales
Lotus_corniculatus,AM,0.4395404358571428,149.5424790542857,Lotus,corniculatus,Fabaceae,Fabales
Lotus_tenuis,AM,0.52,111.0,Lotus,tenuis,Fabaceae,Fabales
Lupinus_perennis,NM,0.34,117.0,Lupinus,perennis,Fabaceae,Fabales
Luzula_sylvatica,NMAM,0.387,72.3,Luzula,sylvatica,Juncaceae,Poales
Lycopodium_volubile,NMAM,0.44,55.5,Lycopodium,volubile,Lycopodiaceae,Lycopodiales
Lysimachia_nemorum,AM,0.466,86.16,Lysimachia,nemorum,Primulaceae,Ericales
Madhuca_endertii,AM,0.7965,9.01975,Madhuca,endertii,Sapotaceae,Ericales
Magnolia_carsonii,AM,0.8505,12.42875,Magnolia,carsonii,Magnoliaceae,Magnoliales
Manoao_colensoi,AM,0.47,18.9,Manoao,colensoi,Podocarpaceae,Pinales
Maytenus_arbutifolia,AM,0.52,15.88,Maytenus,arbutifolia,Celastraceae,Celastrales
Maytenus_schippii,AM,0.744263572,6.8167186932,Maytenus,schippii,Celastraceae,Celastrales
Medicago_minima,AM,0.301,211.48,Medicago,minima,Fabaceae,Fabales
Medicago_ruthenica,AM,0.26,65.97,Medicago,ruthenica,Fabaceae,Fabales
Medicago_sativa,AM,0.3300447516666667,246.1340709,Medicago,sativa,Fabaceae,Fabales
Melicytus_ramiflorus,AM,0.4738916666666666,56.73035220416667,Melicytus,ramiflorus,Violaceae,Malpighiales
Melilotus_officinalis,AM,0.29,100.0,Melilotus,officinalis,Fabaceae,Fabales
Merremia_umbellata,AM,0.522,31.68,Merremia,umbellata,Convolvulaceae,Solanales
Metrosideros_diffusa,AM,0.17,84.7,Metrosideros,diffusa,Myrtaceae,Myrtales
Metrosideros_excelsa,AM,0.4859833333333332,24.26634205,Metrosideros,excelsa,Myrtaceae,Myrtales
Metrosideros_fulgens,AM,0.19,76.5,Metrosideros,fulgens,Myrtaceae,Myrtales
Metrosideros_robusta,AM,0.4266999999999999,47.57425214785714,Metrosideros,robusta,Myrtaceae,Myrtales
Metrosideros_umbellata,AM,0.355,32.0,Metrosideros,umbellata,Myrtaceae,Myrtales
Molinia_caerulea,AM,0.29,27.995,Molinia,caerulea,Poaceae,Poales
Monarda_fistulosa,AM,0.31,121.0,Monarda,fistulosa,Lamiaceae,Lamiales
Musineon_divaricatum,AM,0.5138,35.51308466,Musineon,divaricatum,Apiaceae,Apiales
Myrsine_coriacea,AM,0.4786666666666666,29.26181205,Myrsine,coriacea,Primulaceae,Ericales
Myrtus_communis,AM,0.423125,10.13083205,Myrtus,communis,Myrtaceae,Myrtales
Mytilaria_laosensis,AM,0.4,42.625,Mytilaria,laosensis,Hamamelidaceae,Saxifragales
Nardus_stricta,AM,0.3156666666666667,37.53,Nardus,stricta,Poaceae,Poales
Nassella_viridula,AM,0.23675,54.89286067,Nassella,viridula,Poaceae,Poales
Neomyrtus_pedunculata,AM,0.21,42.3,Neomyrtus,pedunculata,Myrtaceae,Myrtales
Neopanax_arboreus,AM,0.7824142857142856,17.894399807142857,Neopanax,arboreus,Araliaceae,Apiales
Neopanax_colensoi,AM,0.44,22.3,Neopanax,colensoi,Araliaceae,Apiales
Nerium_oleander,AM,0.453441667,14.17862159,Nerium,oleander,Apocynaceae,Gentianales
Nestegis_lanceolata,AM,0.744709090909091,10.963528249,Nestegis,lanceolata,Oleaceae,Lamiales
Nothofagus_fusca,EcM,0.3066125,56.58853367375,Nothofagus,fusca,Nothofagaceae,Fagales
Nothofagus_menziesii,EcM,0.3060666666666666,44.27373175666667,Nothofagus,menziesii,Nothofagaceae,Fagales
Nothofagus_obliqua,EcM,0.36,35.4,Nothofagus,obliqua,Nothofagaceae,Fagales
Nothofagus_solandri,EcM,0.23675,99.640615149375,Nothofagus,solandri,Nothofagaceae,Fagales
Oenothera_biennis,AM,0.32,95.0,Oenothera,biennis,Onagraceae,Myrtales
Olea_europaea,AM,0.66,11.131428571428572,Olea,europaea,Oleaceae,Lamiales
Olearia_avicenniaefolia,AM,0.48,19.8,Olearia,avicenniaefolia,Asteraceae,Asterales
Olearia_rani,AM,0.5370333333333334,45.10161219666667,Olearia,rani,Asteraceae,Asterales
Ornithopus_compressus,AM,0.2756319975,265.39768085000003,Ornithopus,compressus,Fabaceae,Fabales
Ornithopus_sativus,AM,0.2647170355,300.1658757,Ornithopus,sativus,Fabaceae,Fabales
Orthocarpus_luteus,NM,0.2062,84.3705,Orthocarpus,luteus,Orobanchaceae,Lamiales
Osyris_alba,NMAM,0.630925,5.888691257,Osyris,alba,Santalaceae,Santalales
Oxytropis_sericea,AM,0.28185,96.65464706,Oxytropis,sericea,Fabaceae,Fabales
Panicum_capillare,AM,0.2,218.0,Panicum,capillare,Poaceae,Poales
Panicum_virgatum,AM,0.2389333333333333,222.7445048,Panicum,virgatum,Poaceae,Poales
Pappobolus_microphyllus,AM,0.47415871,281.05,Pappobolus,microphyllus,Asteraceae,Asterales
Payena_microphylla,AM,0.811,8.5155,Payena,microphylla,Sapotaceae,Ericales
Pennantia_corymbosa,AM,0.4980285714285714,34.41216451714286,Pennantia,corymbosa,Pennantiaceae,Apiales
Pennisetum_glaucum,AM,0.22,148.0,Pennisetum,glaucum,Poaceae,Poales
Penstemon_confertus,AM,0.2895,79.9436,Penstemon,confertus,Plantaginaceae,Lamiales
Penstemon_grandiflorus,AM,0.41,51.0,Penstemon,grandiflorus,Plantaginaceae,Lamiales
Penstemon_nitidus,AM,0.3264,25.85325301,Penstemon,nitidus,Plantaginaceae,Lamiales
Penstemon_procerus,AM,0.39055,47.66951299,Penstemon,procerus,Plantaginaceae,Lamiales
Pentaspadon_motleyi,AM,0.2985,39.10778931,Pentaspadon,motleyi,Anacardiaceae,Sapindales
Persea_americana,AM,0.4,40.75,Persea,americana,Lauraceae,Laurales
Phalaris_aquatica,AM,0.2863489470714285,162.20467529142857,Phalaris,aquatica,Poaceae,Poales
Phalaris_arundinacea,AM,0.30925,219.1752031,Phalaris,arundinacea,Poaceae,Poales
Phillyrea_angustifolia,AM,0.4132708335,12.49962319,Phillyrea,angustifolia,Oleaceae,Lamiales
Phillyrea_latifolia,AM,0.416925,12.7666406295,Phillyrea,latifolia,Oleaceae,Lamiales
Phleum_pratense,AM,0.190325,263.35396805,Phleum,pratense,Poaceae,Poales
Phlomis_purpurea,AM,0.4472125,7.931033139,Phlomis,purpurea,Lamiaceae,Lamiales
Phlox_hoodii,AM,0.2647,107.0545926,Phlox,hoodii,Polemoniaceae,Ericales
Phyllocladus_hypophyllus,AM,0.58625,19.716125,Phyllocladus,hypophyllus,Podocarpaceae,Pinales
Phyllocladus_trichomanoides,AM,0.6338176470588236,15.789246674058823,Phyllocladus,trichomanoides,Podocarpaceae,Pinales
Physalis_virginiana,AM,0.3,54.0,Physalis,virginiana,Solanaceae,Solanales
Picea_abies,EcM,0.477701336625,15.2625750884375,Picea,abies,Pinaceae,Pinales
Picea_rubens,EcM,0.45,18.4,Picea,rubens,Pinaceae,Pinales
Picris_hieracioides,AM,0.3326666666666666,190.2433333333333,Picris,hieracioides,Asteraceae,Asterales
Pilosella_officinarum,AM,0.4255297594,55.56915981,Pilosella,officinarum,Asteraceae,Asterales
Pilosella_peleteriana,AM,0.655,13.45,Pilosella,peleteriana,Asteraceae,Asterales
Pinus_nigra,EcM,0.45,33.4,Pinus,nigra,Pinaceae,Pinales
Pinus_pinaster,EcM,0.6233405819285714,7.826925138428571,Pinus,pinaster,Pinaceae,Pinales
Pinus_pinea,EcM,0.315825,18.76663726,Pinus,pinea,Pinaceae,Pinales
Pinus_pungens,EcM,0.48,31.4,Pinus,pungens,Pinaceae,Pinales
Pinus_taeda,EcM,0.716122774,21.5075,Pinus,taeda,Pinaceae,Pinales
Pistacia_lentiscus,AM,0.42883,11.51207263,Pistacia,lentiscus,Anacardiaceae,Sapindales
Pistacia_terebinthus,AM,0.4502,8.662208459,Pistacia,terebinthus,Anacardiaceae,Sapindales
Pittosporum_eugenioides,AM,0.4159555555555555,49.53222110555556,Pittosporum,eugenioides,Pittosporaceae,Apiales
Pittosporum_tenuifolium,AM,0.4263285714285714,51.19691831714285,Pittosporum,tenuifolium,Pittosporaceae,Apiales
Plagianthus_regius,AM,0.4364166666666667,58.31884577,Plagianthus,regius,Malvaceae,Malvales
Plantago_lanceolata,AM,0.1968638888333333,357.88849681666665,Plantago,lanceolata,Plantaginaceae,Lamiales
Plantago_patagonica,AM,0.173233333,171.778132,Plantago,patagonica,Plantaginaceae,Lamiales
Plantago_varia,AM,0.5489999999999999,25.15,Plantago,varia,Plantaginaceae,Lamiales
Platypodium_elegans,AM,0.8749304904999999,6.442828312,Platypodium,elegans,Fabaceae,Fabales
Poa_cusickii,AM,0.1684,134.2380045,Poa,cusickii,Poaceae,Poales
Poa_glauca,AM,0.35,0.91376,Poa,glauca,Poaceae,Poales
Poa_labillardierei,AM,0.2545,148.8,Poa,labillardierei,Poaceae,Poales
Poa_nemoralis,AM,0.25,169.0,Poa,nemoralis,Poaceae,Poales
Poa_pratensis,AM,0.20316,341.18064245,Poa,pratensis,Poaceae,Poales
Poa_trivialis,AM,0.186,433.45,Poa,trivialis,Poaceae,Poales
Podocarpus_cunninghamii,AM,0.8722666666666666,8.597170114416667,Podocarpus,cunninghamii,Podocarpaceae,Pinales
Podocarpus_gibbsii,AM,0.628,14.722,Podocarpus,gibbsii,Podocarpaceae,Pinales
Podocarpus_totara,AM,0.8768857142857144,11.012485930857142,Podocarpus,totara,Podocarpaceae,Pinales
Podophyllum_peltatum,AM,0.8389599999999999,16.683448329999997,Podophyllum,peltatum,Berberidaceae,Ranunculales
Polystichum_chilense,AM,0.3,43.7,Polystichum,chilense,Dryopteridaceae,Polypodiales
Populus_alba,EcMAM,0.52925,9.284089913,Populus,alba,Salicaceae,Malpighiales
Populus_grandidentata,EcMAM,0.52398,44.249223152,Populus,grandidentata,Salicaceae,Malpighiales
