binominal,RD,SRL,references,genus,species,family,order
Deutzia glabrata,0.184,214.6035484,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Deutzia,glabrata,Hydrangeaceae,Cornales
Deutzia grandiflora,0.32837500000000003,156.31638565,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Deutzia,grandiflora,Hydrangeaceae,Cornales
Dicranopteris linearis,0.1968,75.1,"<ArrowStringArray>
['Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.']
Length: 1, dtype: str",Dicranopteris,linearis,Gleicheniaceae,Gleicheniales
Dicranopteris pedata,0.20445,80.98027027,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Dicranopteris,pedata,Gleicheniaceae,Gleicheniales
Dioscorea nipponica,0.2018,264.2472414,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Dioscorea,nipponica,Dioscoreaceae,Dioscoreales
Diospyros strigosa,0.356122449,40.00319502,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Diospyros,strigosa,Ebenaceae,Ericales
Diospyros virginiana,0.37338619500000003,24.38063865,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Diospyros,virginiana,Ebenaceae,Ericales
Diplospora dubia,0.3013,83.34823529,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Diplospora,dubia,Rubiaceae,Gentianales
Doellingeria scabra,0.2113,219.2008,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Doellingeria,scabra,Asteraceae,Asterales
Dryopteris lepidopoda,0.1998667,122.6113953,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Dryopteris,lepidopoda,Dryopteridaceae,Polypodiales
Dryopteris sparsa,0.19875415000000002,189.91332060000002,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Dryopteris,sparsa,Dryopteridaceae,Polypodiales
Duchesnea indica,0.1938,204.2005085,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Duchesnea,indica,Rosaceae,Rosales
Dysoxylum excelsum,0.886523438,9.100844511,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Dysoxylum,excelsum,Meliaceae,Sapindales
Elaeocarpus dubius,0.29794,58.391206894999996,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Elaeocarpus,dubius,Elaeocarpaceae,Oxalidales
Elaeocarpus glabripetalus,0.28,76.7,"<ArrowStringArray>
['Liu B, Li H, Zhu B, Koide RT, Eissenstat DM, Guo D. 2015. Complementarity between roots and AM fungi in nutrient foraging strategies. New Phytologist 208: 125-136.']
Length: 1, dtype: str",Elaeocarpus,glabripetalus,Elaeocarpaceae,Oxalidales
Elaeocarpus sylvestris,0.2349721265,89.815946135,"<ArrowStringArray>
['Xu Y, Gu JC, Dong XY, Liu Y, Wang ZQ. 2011. Fine root morphology, anatomy and tissue nitrogen and carbon contents of the first five orders in four tropical hardwood species in Hainan Island, China. Chinese Journal of Plant Ecology 35:955-964.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Elaeocarpus,sylvestris,Elaeocarpaceae,Oxalidales
Eleutherococcus senticosus,0.2245,193.1835714,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Eleutherococcus,senticosus,Araliaceae,Apiales
Embelia vestita,0.20785,96.43036364,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Embelia,vestita,Primulaceae,Ericales
Endospermum chinense,0.750757826,20.754213293333333,"<ArrowStringArray>
['Xu Y, Gu JC, Dong XY, Liu Y, Wang ZQ. 2011. Fine root morphology, anatomy and tissue nitrogen and carbon contents of the first five orders in four tropical hardwood species in Hainan Island, China. Chinese Journal of Plant Ecology 35:955-964.',
                                                                'Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.',
                                                                               'Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.']
Length: 3, dtype: str",Endospermum,chinense,Euphorbiaceae,Malpighiales
Engelhardia roxburghiana,0.1765,106.58500000000001,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Engelhardia,roxburghiana,Juglandaceae,Fagales
Equisetum hyemale,0.478689502,85.98739783,"<ArrowStringArray>
['Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.']
Length: 1, dtype: str",Equisetum,hyemale,Equisetaceae,Equisetales
Equisetum pratense,0.243316685,254.7770675,"<ArrowStringArray>
['Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.']
Length: 1, dtype: str",Equisetum,pratense,Equisetaceae,Equisetales
Eriobotrya japonica,0.31884,46.15,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Eriobotrya,japonica,Rosaceae,Rosales
Eucalyptus urophylla,0.14444,106.21,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Eucalyptus,urophylla,Myrtaceae,Myrtales
Euonymus alatus,0.22473558333333332,107.19515355666665,"<ArrowStringArray>
[                                                                'Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.',
                                                                                 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.',
 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 3, dtype: str",Euonymus,alatus,Celastraceae,Celastrales
Euonymus verrucosus,0.233333604,185.4772787,"<ArrowStringArray>
['Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Euonymus,verrucosus,Celastraceae,Celastrales
Euptelea pleiosperma,0.3194083,60.28073226,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Euptelea,pleiosperma,Eupteleaceae,Ranunculales
Eurya japonica,0.175657895,126.8491646,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Eurya,japonica,Pentaphylacaceae,Ericales
Fagus engleriana,0.184175,93.53339118,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Fagus,engleriana,Fagaceae,Fagales
Ficus variolosa,0.13292,143.45,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Ficus,variolosa,Moraceae,Rosales
Filipendula palmata,0.183,220.6077778,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Filipendula,palmata,Rosaceae,Rosales
Fraxinus americana,1.7611435133333335,26.02132883333333,"<ArrowStringArray>
[                                                    'Pregitzer KS, Kubiske ME, Yu CK, Hendrick RL. 1997. Relationships among root branch order, carbon, and nitrogen in four temperate species. Oecologia 111: 301-308.',
 ' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.',
                                                                                                                                                                                           'Valverde et al (unpublished)']
Length: 3, dtype: str",Fraxinus,americana,Oleaceae,Lamiales
Fraxinus chinensis,0.3675190476666667,43.628958219999994,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",Fraxinus,chinensis,Oleaceae,Lamiales
Fraxinus excelsior,0.373682861,32.82298012,"<ArrowStringArray>
['Kubisch P, Hertel D, Leuschner C. 2015. Do ectomycorrhizal and arbuscular mycorrhizal temperate tree species systematically differ in root order-related fine root morphology and biomass? Frontiers in Plant Science 6(64): 1-12.']
Length: 1, dtype: str",Fraxinus,excelsior,Oleaceae,Lamiales
Fraxinus mandshurica,0.2748168275333333,103.60824795533334,"<ArrowStringArray>
[                                                                                                'Wang Z, Guo D, Wang X, Gu J, Mei L. 2006. Fine root architecture, morphology, and biomass of different branch orders of two Chinese temperate tree species. Plant Soil 288:155-171.',
                                                                 'Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.',
           'Jia SX, Zhao YL, Ding GQ, Sun Y, Xu Y, Wang ZQ. 2010. Relationship among fine-root morphology, anatomy, tissue nitrogen concentration and respiration in different branch root orders in Larix gmelinii and Fraxinus mandshurica. Chinese Bulletin of Botany 45: 174-181.',
                                                                       'Wang Y, Dong X, Wang H, Wang Z, Gu J. 2016. Root tip morphology, anatomy, chemistry and potential hydraulic conductivity vary with soil depth in three temperate hardwood species. Tree Physiology 36:99-108.',
                                                                                                     'Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.',
 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.',
                                                                           'Wang Y, Gao G, Wang N, Wang Z, Gu J. 2019. Effects of morphology and stand structure on root biomass and length differed between absorptive and transport roots in temperate trees. Plant Soil, in press.']
Length: 7, dtype: str",Fraxinus,mandshurica,Oleaceae,Lamiales
Galium aparine,0.1891,240.5986667,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Galium,aparine,Rubiaceae,Gentianales
Garcinia cowa,0.29289,87.27,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Garcinia,cowa,Clusiaceae,Malpighiales
Garcinia oblongifolia,0.19019,90.87,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Garcinia,oblongifolia,Clusiaceae,Malpighiales
Ginkgo biloba,0.677,19.926,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Ginkgo,biloba,Ginkgoaceae,Ginkgoales
Gironniera subaequalis,0.1249,67.58,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Gironniera,subaequalis,Cannabaceae,Rosales
Gleditsia triacanthos,0.379290275,20.16580475,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Gleditsia,triacanthos,Fabaceae,Fabales
Goniothalamus griffithii,0.614634146,16.58542002,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Goniothalamus,griffithii,Annonaceae,Magnoliales
Gordonia axillaris,0.54176,16.33,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.']
Length: 2, dtype: str",Gordonia,axillaris,Theaceae,Ericales
Halesia tetraptera,0.22442758000000002,50.525798734999995,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Halesia,tetraptera,Styracaceae,Ericales
Hamamelis virginiana,0.26510931,24.294909850000003,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Hamamelis,virginiana,Hamamelidaceae,Saxifragales
Helicia formosana,0.18426,97.81,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Helicia,formosana,Proteaceae,Proteales
Hosta ventricosa,0.40705,60.45922807,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Hosta,ventricosa,Asparagaceae,Asparagales
Hydrophyllum canadense,12.73,0.1,"<ArrowStringArray>
['Pregitzer KS, Kubiske ME, Yu CK, Hendrick RL. 1997. Relationships among root branch order, carbon, and nitrogen in four temperate species. Oecologia 111: 301-308.']
Length: 1, dtype: str",Hydrophyllum,canadense,Boraginaceae,Boraginales
Ilex opaca,0.22143414,44.46771745,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Ilex,opaca,Aquifoliaceae,Aquifoliales
Iris japonica,0.4238,68.55555556,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Iris,japonica,Iridaceae,Asparagales
Itea chinensis,0.11926,110.33,"<ArrowStringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.']
Length: 1, dtype: str",Itea,chinensis,Iteaceae,Saxifragales
Juglans mandshurica,0.2581569033846154,109.1548591223077,"<ArrowStringArray>
[                                                                'Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.',
                                                                       'Wang Y, Dong X, Wang H, Wang Z, Gu J. 2016. Root tip morphology, anatomy, chemistry and potential hydraulic conductivity vary with soil depth in three temperate hardwood species. Tree Physiology 36:99-108.',
                                                                                                     'Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.',
                                                                            'Salahuddin, Rewald B, Razaq M, Lixue Y, Li J, Khan F, Jie Z. 2018. Root order-based traits of Manchurian walnut & larch and their plasticity under interspecific competition. Scientific Reports 8: 9815',
 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.',
                                                                           'Wang Y, Gao G, Wang N, Wang Z, Gu J. 2019. Effects of morphology and stand structure on root biomass and length differed between absorptive and transport roots in temperate trees. Plant Soil, in press.']
Length: 6, dtype: str",Juglans,mandshurica,Juglandaceae,Fagales
Juglans nigra,0.26609704,24.60819736,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.',
                                                'McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.',
                                                                                                                                                                                           'Valverde et al (unpublished)']
Length: 3, dtype: str",Juglans,nigra,Juglandaceae,Fagales
Juniperus monosperma,0.4,21.0,"<ArrowStringArray>
['Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.']
Length: 1, dtype: str",Juniperus,monosperma,Cupressaceae,Pinales
Juniperus sabina,0.3998,38.21711538,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Juniperus,sabina,Cupressaceae,Pinales
Knema erratica,0.848165138,4.774158719,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Knema,erratica,Myristicaceae,Magnoliales
Koelreuteria paniculata,0.24690002,97.53809795000001,"<ArrowStringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",Koelreuteria,paniculata,Sapindaceae,Sapindales
Lamium album,0.1354,327.7189189,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Lamium,album,Lamiaceae,Lamiales
Larix gmelinii,0.3399907495555555,37.318871450555555,"<ArrowStringArray>
[                                                                                                'Wang Z, Guo D, Wang X, Gu J, Mei L. 2006. Fine root architecture, morphology, and biomass of different branch orders of two Chinese temperate tree species. Plant Soil 288:155-171.',
           'Jia SX, Zhao YL, Ding GQ, Sun Y, Xu Y, Wang ZQ. 2010. Relationship among fine-root morphology, anatomy, tissue nitrogen concentration and respiration in different branch root orders in Larix gmelinii and Fraxinus mandshurica. Chinese Bulletin of Botany 45: 174-181.',
                                                                                 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.',
                                                                                                     'Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.',
                                                                            'Salahuddin, Rewald B, Razaq M, Lixue Y, Li J, Khan F, Jie Z. 2018. Root order-based traits of Manchurian walnut & larch and their plasticity under interspecific competition. Scientific Reports 8: 9815',
 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.',
                                                                           'Wang Y, Gao G, Wang N, Wang Z, Gu J. 2019. Effects of morphology and stand structure on root biomass and length differed between absorptive and transport roots in temperate trees. Plant Soil, in press.']
Length: 7, dtype: str",Larix,gmelinii,Pinaceae,Pinales
Lespedeza bicolor,0.2449,138.6036364,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Lespedeza,bicolor,Fabaceae,Fabales
Lespedeza thunbergii,0.2289,116.4530579,"<ArrowStringArray>
['Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 1, dtype: str",Lespedeza,thunbergii,Fabaceae,Fabales
Lindera communis,0.395,38.76733436,"<ArrowStringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 1, dtype: str",Lindera,communis,Lauraceae,Laurales
