"binominal","F01286","F01287","F01289","F01290","F00056","F00004","F00679","F00727","state"
"Cornus_controversa","Cornus","controversa","Cornaceae","Cornales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.425336237750576,2.68768478190838,"AM"
"Cornus_kousa","Cornus","kousa","Cornaceae","Cornales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-0.970351008724099,3.94341900636482,"AM"
"Cornus_florida","Cornus","florida","Cornaceae","Cornales",1,"<StringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",-1.32962656427945,3.66475489802392,"AM"
"Cornus_officinalis","Cornus","officinalis","Cornaceae","Cornales",1,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",-0.904383967076671,3.37988054100334,"AM"
"Alangium_chinense","Alangium","chinense","Cornaceae","Cornales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-2.37354418193454,5.13526888509767,"AM"
"Nyssa_aquatica","Nyssa","aquatica","Cornaceae","Cornales",1,"Valverde et al (unpublished)",-1.71465443845893,2.60810708332858,"AM"
"Nyssa_sylvatica","Nyssa","sylvatica","Cornaceae","Cornales",1," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",-0.12972911046985,2.60806816582277,"AM"
"Silene_rupestris","Silene","rupestris","Caryophyllaceae","Caryophyllales",NA,"Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.",-0.551647618286246,2.87073578337931,"NMAM"
"Arenaria_serpyllifolia","Arenaria","serpyllifolia","Caryophyllaceae","Caryophyllales",NA,"<StringArray>
['Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ', 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 2, dtype: str",-1.42088580588951,6.44175163910168,"NMAM"
"Cerastium_fontanum","Cerastium","fontanum","Caryophyllaceae","Caryophyllales",NA,"Smith SW, Woodin SJ, Pakeman RJ, Johnson D, van der Wal R. 2014. Root traits predict decomposition across a landscape-scale grazing experiment. New Phytologist 203: 851-862.",-1.27296567581289,1.97408102602201,"NMAM"
"Cerastium_arvense","Cerastium","arvense","Caryophyllaceae","Caryophyllales",NA,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-1.66724359276464,4.51722983086823,"NMAM"
"Eurotia_lanata","Eurotia","lanata","Amaranthaceae","Caryophyllales",NA,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-1.40456016992678,4.37709589063546,"AM"
"Chenopodium_serotinum","Chenopodium","serotinum","Amaranthaceae","Caryophyllales",1,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",-2.05274233486641,4.59339000390386,"NMAM"
"Chenopodium_album","Chenopodium","album","Amaranthaceae","Caryophyllales",NA,"<StringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 2, dtype: str",-1.58085045558219,4.95549932960853,"NMAM"
"Alternanthera_sessilis","Alternanthera","sessilis","Amaranthaceae","Caryophyllales",NA,"Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.",-1.23100147671386,3.82929335782915,"NMAM"
"Rumex_acetosa","Rumex","acetosa","Polygonaceae","Caryophyllales",NA,"Smith SW, Woodin SJ, Pakeman RJ, Johnson D, van der Wal R. 2014. Root traits predict decomposition across a landscape-scale grazing experiment. New Phytologist 203: 851-862.",-1.17118298150295,1.5810384379124,"NMAM"
"Rumex_acetosella","Rumex","acetosella","Polygonaceae","Caryophyllales",NA,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-1.07880966137193,4.84418708645859,"NMAM"
"Fallopia_convolvulus","Fallopia","convolvulus","Polygonaceae","Caryophyllales",NA,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-1.38629436111989,5.30330490805908,"NMAM"
"Coccoloba_manzinellensis","Coccoloba","manzinellensis","Polygonaceae","Caryophyllales",NA,"Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.",-0.734280189898629,2.4985465569967,"EcM"
"Coccoloba_excelsa","Coccoloba","excelsa","Polygonaceae","Caryophyllales",NA,"Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.",-0.887103292754117,2.91701228772725,"EcM"
"Armeria_velutina","Armeria","velutina","Plumbaginaceae","Caryophyllales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.676437566996998,2.35189640324803,"NMAM"
"Schoepfia_jasminodora","Schoepfia","jasminodora","Schoepfiaceae","Santalales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.65574366531061,4.40038976266241,"AM"
"Osyris_alba","Osyris","alba","Santalaceae","Santalales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.46056828245925,1.77303377552067,"NMAM"
"Comandra_umbellata","Comandra","umbellata","Santalaceae","Santalales",NA,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-1.135113275951,3.44559036285322,"AM"
"Stauracanthus_genistoides","Stauracanthus","genistoides","Fabaceae","Fabales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.816445396904439,2.57584543440597,"AM"
"Trifolium_spumosum","Trifolium","spumosum","Fabaceae","Fabales",NA,"Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article",-1.16792682241853,5.50409363977042,"AM"
"Trifolium_repens","Trifolium","repens","Fabaceae","Fabales",NA,"Comas - Pasture species",-1.11881499496522,6.21838303437743,"AM"
"Trifolium_pratense","Trifolium","pratense","Fabaceae","Fabales",NA,"<StringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285',
                 'Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090',
                                                                                                                                                                                              'Comas - Pasture species']
Length: 3, dtype: str",-1.31922333519564,5.01851485071133,"AM"
"Trifolium_incarnatum","Trifolium","incarnatum","Fabaceae","Fabales",NA,"Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article",-1.29003211104197,5.57245732173217,"AM"
"Trifolium_hirtum","Trifolium","hirtum","Fabaceae","Fabales",NA,"Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article",-1.24355921873977,5.6028284054119,"AM"
"Trifolium_angustifolium","Trifolium","angustifolium","Fabaceae","Fabales",NA,"<StringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
                                                                      'Roumet C, Lafont F, Sari M, Warembourg F, Garnier E. 2008. Root traits and taxonomic affiliation of nine herbaceous species grown in glasshouse conditions. Plant Soil 312:69-83. ',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 3, dtype: str",-0.896488104577976,4.85249890409066,"AM"
"Trifolium_purpureum","Trifolium","purpureum","Fabaceae","Fabales",NA,"<StringArray>
['Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article', 'Comas - Pasture species']
Length: 2, dtype: str",-1.08228217652108,5.300096768473,"AM"
"Trifolium_subterraneum","Trifolium","subterraneum","Fabaceae","Fabales",NA,"<StringArray>
[                                                                                'Hill JO, Simpson RJ, Moore AD, Chapman DF. 2006. Morphology and response of roots of pasture species to phosphorus and nitrogen nutrition. Plant and Soil 286: 7-19.',
                                                                                            'Mokany K, Ash J. 2008. Are traits measured on pot grown plants representative of those in natural communities? Journal of Vegetation Science 19: 119-126.',
 'Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article',
                                                                     'Jeffery RP, Simpson RJ, Lambers H, Kidd DR, Ryan MH. 2017. Root morphology acclimation to phosphorus supply by six cultivars of Trifolium subterraneum L. Plant Soil 412: 21-34.']
Length: 4, dtype: str",-0.908044070824855,4.93211526116142,"AM"
"Trifolium_dubium","Trifolium","dubium","Fabaceae","Fabales",NA,"Mokany K, Ash J. 2008. Are traits measured on pot grown plants representative of those in natural communities? Journal of Vegetation Science 19: 119-126.",-1.24827306322252,5.24174701505964,"AM"
"Medicago_sativa","Medicago","sativa","Fabaceae","Fabales",NA,"<StringArray>
['Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article', 'Comas - Pasture species']
Length: 2, dtype: str",-1.10852702260486,5.50587639113034,"AM"
"Medicago_ruthenica","Medicago","ruthenica","Fabaceae","Fabales",NA,"Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.",-1.34707364796661,4.18920009323478,"AM"
"Medicago_minima","Medicago","minima","Fabaceae","Fabales",NA,"<StringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
                                                                      'Roumet C, Lafont F, Sari M, Warembourg F, Garnier E. 2008. Root traits and taxonomic affiliation of nine herbaceous species grown in glasshouse conditions. Plant Soil 312:69-83. ',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 3, dtype: str",-1.20064501423326,5.35413043136725,"AM"
"Melilotus_officinalis","Melilotus","officinalis","Fabaceae","Fabales",NA,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-1.23787435600162,4.60517018598809,"AM"
"Vicia_americana","Vicia","americana","Fabaceae","Fabales",NA,"<StringArray>
['Comas - Pasture species', 'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 2, dtype: str",-1.01286128849475,5.10888612866133,"AM"
"Vicia_villosa","Vicia","villosa","Fabaceae","Fabales",NA,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-0.843970070294529,4.0943445622221,"AM"
"Lathyrus_venosus","Lathyrus","venosus","Fabaceae","Fabales",NA,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-0.987518241162523,3.84651487154136,"AM"
"Astragalus_bisulcatus","Astragalus","bisulcatus","Fabaceae","Fabales",NA,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-1.03676488534203,4.50527618313061,"AM"
"Astragalus_agrestis","Astragalus","agrestis","Fabaceae","Fabales",NA,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-0.945076083305908,3.03616830415976,"AM"
"Astragalus_scaberrimus","Astragalus","scaberrimus","Fabaceae","Fabales",NA,"Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.",-1.25526609871349,4.09175788632533,"AM"
"Astragalus_canadensis","Astragalus","canadensis","Fabaceae","Fabales",NA,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-0.867500567704723,3.52636052461616,"AM"
"Astragalus_aboriginum","Astragalus","aboriginum","Fabaceae","Fabales",NA,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-1.53293994146138,3.76078261645986,"AM"
"Astragalus_pelecinus","Astragalus","pelecinus","Fabaceae","Fabales",NA,"Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article",-1.27618708756394,5.57685299413496,"AM"
"Oxytropis_sericea","Oxytropis","sericea","Fabaceae","Fabales",NA,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-1.26638026445455,4.57114428582284,"AM"
"Caragana_microphylla","Caragana","microphylla","Fabaceae","Fabales",1,"Huang G, Zhao  X-Y, Zhao H-L, Huang Y-X, Zuo X-A. 2010. Linking root morphology, longevity and function to root branch order: a case study in three shrubs. Plant Soil 336: 197-208.",-0.891598119283784,3.2204745462319,"AM"
"Lotus_tenuis","Lotus","tenuis","Fabaceae","Fabales",NA,"Roumet C, Lafont F, Sari M, Warembourg F, Garnier E. 2008. Root traits and taxonomic affiliation of nine herbaceous species grown in glasshouse conditions. Plant Soil 312:69-83. ",-0.653926467406664,4.70953020131233,"AM"
"Lotus_corniculatus","Lotus","corniculatus","Fabaceae","Fabales",NA,"<StringArray>
[   'Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                                                                                                                                                                                                 'Comas - Pasture species']
Length: 4, dtype: str",-0.822025561863454,5.00758049330172,"AM"
"Ornithopus_sativus","Ornithopus","sativus","Fabaceae","Fabales",NA,"Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article",-1.32909381405645,5.70433524085281,"AM"
"Ornithopus_compressus","Ornithopus","compressus","Fabaceae","Fabales",NA,"Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article",-1.28868864534819,5.58122938354041,"AM"
"Anthyllis_cytisoides","Anthyllis","cytisoides","Fabaceae","Fabales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-1.25062774969836,2.24081145590607,"AM"
"Anthyllis_terniflora","Anthyllis","terniflora","Fabaceae","Fabales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-1.01094487691635,1.79622508882357,"AM"
"Coronilla_juncea","Coronilla","juncea","Fabaceae","Fabales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-1.20363952653582,2.0561118710401,"AM"
"Coronilla_minima","Coronilla","minima","Fabaceae","Fabales",NA,"<StringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 3, dtype: str",-0.621359385393528,3.69988553914565,"AM"
"Gliricidia_sepium","Gliricidia","sepium","Fabaceae","Fabales",NA,"Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.",-0.293029678778376,3.47506723022861,"AM"
"Pueraria_stricta","Pueraria","stricta","Fabaceae","Fabales",NA,"Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.",-0.41703174447963,1.60140574073684,"AM"
"Bituminaria_bituminosa","Bituminaria","bituminosa","Fabaceae","Fabales",NA,"<StringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
    'Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 3, dtype: str",-0.886382553171675,4.72397292574726,"AM"
"Desmodium_canadense","Desmodium","canadense","Fabaceae","Fabales",NA,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-1.07880966137193,4.83628190695148,"AM"
"Lespedeza_bicolor","Lespedeza","bicolor","Fabaceae","Fabales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.40690531502401,4.93161832306386,"AM"
"Lespedeza_davurica","Lespedeza","davurica","Fabaceae","Fabales",NA,"Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.",-1.17118298150295,3.69424006035603,"AM"
"Lespedeza_davidii","Lespedeza","davidii","Fabaceae","Fabales",NA,"Fu X, Wang J, Wang H, Dai X, Yang F, Zhao M. 2016. Response of the fine root production, phenology, and turnover rate of six shrub species from a subtropical forest to a soil moisture gradient and shading. Plant Soil 399: 135-146. ",-0.755022584278033,5.20948615284142,"AM"
"Lespedeza_thunbergii","Lespedeza","thunbergii","Fabaceae","Fabales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.47447005202362,4.75748825532435,"AM"
"Lespedeza_capitata","Lespedeza","capitata","Fabaceae","Fabales",NA,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-0.994252273343867,4.29045944114839,"AM"
"Millettia_leptobotrya","Millettia","leptobotrya","Fabaceae","Fabales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.07417336679109,3.24337329646859,"AM"
"Clitoria_javitensis","Clitoria","javitensis","Fabaceae","Fabales",NA,"Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.",-0.32221979002429,2.52004523315245,"AM"
"Dalea_purpurea","Dalea","purpurea","Fabaceae","Fabales",NA,"<StringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 2, dtype: str",-0.978698192002772,3.92479910686004,"AM"
"Lupinus_perennis","Lupinus","perennis","Fabaceae","Fabales",NA,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-1.07880966137193,4.76217393479776,"NM"
"Cytisus_grandiflorus","Cytisus","grandiflorus","Fabaceae","Fabales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.298406035814757,1.17908989314494,"AM"
"Genista_triacanthos","Genista","triacanthos","Fabaceae","Fabales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.867917321201065,2.55339582399633,"AM"
"Genista_hirsuta","Genista","hirsuta","Fabaceae","Fabales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.841560185702718,2.41588810565008,"AM"
"Ulex_parviflorus","Ulex","parviflorus","Fabaceae","Fabales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.985696635522147,2.21802321411472,"AM"
"Calpurnia_aurea","Calpurnia","aurea","Fabaceae","Fabales",NA,"Assefa D, Godbold DL, Belay B, Abiya A, Rewald B. 2018. Fine root morphology, biochemistry and litter quality indices of fast- and slow-growing woody species in Ethiopian highland forest. Ecosystems 21: 482-494.",-0.63487827243597,2.83026783382646,"AM"
"Thermopsis_rhombifolia","Thermopsis","rhombifolia","Fabaceae","Fabales",NA,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-1.39382262754068,4.64345258021167,"AM"
"Baptisia_alba","Baptisia","alba","Fabaceae","Fabales",NA,"Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285",-1.42711635564015,5.76519110278484,"AM"
"Pterocarpus_indicus","Pterocarpus","indicus","Fabaceae","Fabales",NA,"Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.",0,1.52605630349505,"AM"
"Platypodium_elegans","Platypodium","elegans","Fabaceae","Fabales",NA,"Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.",-0.133610835208573,1.86296762258743,"AM"
"Sophora_microphylla","Sophora","microphylla","Fabaceae","Fabales",NA,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-0.664365379134493,3.26791944491498,"AM"
"Styphnolobium_japonicum","Styphnolobium","japonicum","Fabaceae","Fabales",1,"<StringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",-1.25792137522804,3.6059748835479,"AM"
"Leucaena_Leucocephala","Leucaena","Leucocephala","Fabaceae","Fabales",NA,"Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.",-0.628608659422374,3.02204958187136,"AM"
