"binominal","F01286","F01287","F01289","F01290","F00056","F00004","F00679","F00727","state"
"Quercus_suber","Quercus","suber","Fagaceae","Fagales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-1.06326927639611,2.94512711234849,"EcM"
"Quercus_variabilis","Quercus","variabilis","Fagaceae","Fagales",1,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",-1.9687889338763,4.38407332701946,"EcM"
"Quercus_asymmetrica","Quercus","asymmetrica","Fagaceae","Fagales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.05831523190357,3.81065451103986,"EcM"
"Quercus_glauca","Quercus","glauca","Fagaceae","Fagales",NA,"Sun L, Kominami Y, Yoshimura K, Kitayama K. 2017. Root-exudate flux variations among four co-existing canopy species in a temperate forest, Japan. Ecological Research 32: 331-339.",-1.51412773262978,4.17914516391457,"EcM"
"Quercus_oxyodon","Quercus","oxyodon","Fagaceae","Fagales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.7080159257952,5.15833414959346,"EcM"
"Quercus_multinervis","Quercus","multinervis","Fagaceae","Fagales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.46285148384205,4.34556314783617,"EcM"
"Quercus_coccifera","Quercus","coccifera","Fagaceae","Fagales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.748774415018289,2.29885417115269,"EcM"
"Quercus_palustris","Quercus","palustris","Fagaceae","Fagales",NA,"Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.",-0.686469525806705,3.62987745451656,"EcM"
"Quercus_rubra","Quercus","rubra","Fagaceae","Fagales",1,"McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.",-1.79175946922805,4.16195128826801,"EcM"
"Castanopsis_carlesii","Castanopsis","carlesii","Fagaceae","Fagales",1,"<StringArray>
['Xiong D, Huang J, Yang Z, Lu Z, Chen G, Yang Y. 2012. Fine root architecture and morphology among different branch orders of six subtropical tree species. Acta Ecologica Sinica 32: 1888-1897.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",-1.29760094754728,4.31277910721574,"EcM"
"Castanopsis_faberi","Castanopsis","faberi","Fagaceae","Fagales",1,"<StringArray>
['Xiong D, Huang J, Yang Z, Lu Z, Chen G, Yang Y. 2012. Fine root architecture and morphology among different branch orders of six subtropical tree species. Acta Ecologica Sinica 32: 1888-1897.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",-1.3810052173342,4.55254874417853,"EcM"
"Castanopsis_fargesii","Castanopsis","fargesii","Fagaceae","Fagales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.59602822552418,4.74305492665254,"EcM"
"Castanopsis_echinocarpa","Castanopsis","echinocarpa","Fagaceae","Fagales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.81137051487717,4.40280917385641,"EcM"
"Castanopsis_fissa","Castanopsis","fissa","Fagaceae","Fagales",1,"<StringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",-1.58310031211482,4.5373281962683,"EcM"
"Castanopsis_wattii","Castanopsis","wattii","Fagaceae","Fagales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.82504741609423,4.52526080275979,"EcM"
"Castanopsis_eyrei","Castanopsis","eyrei","Fagaceae","Fagales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.63663800362297,4.62790728879052,"EcM"
"Castanopsis_hystrix","Castanopsis","hystrix","Fagaceae","Fagales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.78683163099176,4.25717177752826,"EcM"
"Castanea_henryi","Castanea","henryi","Fagaceae","Fagales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.78361274409229,3.71259598073125,"EcM"
"Lithocarpus_rigidus","Lithocarpus","rigidus","Fagaceae","Fagales",NA,"Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.",-0.581158678611898,2.732385026117,"EcM"
"Lithocarpus_lampadarius","Lithocarpus","lampadarius","Fagaceae","Fagales",NA,"Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.",-0.686668214462236,2.98597861086037,"EcM"
"Lithocarpus_confertus","Lithocarpus","confertus","Fagaceae","Fagales",NA,"Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.",-0.665532013526972,3.01950739220476,"EcM"
"Lithocarpus_clementianus","Lithocarpus","clementianus","Fagaceae","Fagales",NA,"Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.",-0.848048141777908,3.38516962058496,"EcM"
"Lithocarpus_chiungchungensis","Lithocarpus","chiungchungensis","Fagaceae","Fagales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.51622083072297,4.32691025211521,"EcM"
"Lithocarpus_fenestratus","Lithocarpus","fenestratus","Fagaceae","Fagales",1,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",-0.518144004573671,2.62720161323889,"EcM"
"Lithocarpus_cleistocarpus","Lithocarpus","cleistocarpus","Fagaceae","Fagales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.29417107224408,4.23122734829446,"EcM"
"Fagus_sylvatica","Fagus","sylvatica","Fagaceae","Fagales",NA,"<StringArray>
[                                 'Kubisch P, Hertel D, Leuschner C. 2015. Do ectomycorrhizal and arbuscular mycorrhizal temperate tree species systematically differ in root order-related fine root morphology and biomass? Frontiers in Plant Science 6(64): 1-12.',
 'Hertel D, Strecker T, Muller-Haubold H, Leuschner C. 2013. Fine root biomass and dynamics in beech forests across a precipitation gradient â is optimal resource partitioning theory applicable to water-limited mature trees? Journal of Ecology 101: 1183-1200.',
                                                                                       'Withington JM, Reich PB, Oleksyn J, Eissenstat DM. 2006. Comparisons of structure and life span in roots and leaves among temperate trees. Ecological Monographs 76: 381-397.',
                                                                                                     'Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.',
                                               'Weemstra M, Sterck FJ, Visser EJW, Kuyper TW, Goudzwaard L, Mommer L. 2017. Fine-root trait plasticity of beech (Fagus sylvatica) and spruce (Picea abies) forests on two contrasting soils. Plant Soil 415: 175-188.',
                                                                                                  'Liese R, Lubbe T, Albers NW, Meier IC. 2018. The mycorrhizal type governs root exudation and nitrogen uptake of temperate tree species. Tree Physiology 38: 83-95.',
                          'Klingenberg E, Leuschner C. 2018. A belowground perspective of temperate old-growth forests: Fine root system structure in beech primeval and production forests. Forest Ecology and Management. Forest Ecology and Management 425: 68-74.']
Length: 7, dtype: str",-0.91921627868273,3.23261235718156,"EcM"
"Fagus_grandifolia","Fagus","grandifolia","Fagaceae","Fagales",NA,"<StringArray>
[                                                                                                                                                   'Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.',
 'Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.',
                                                                                                                                            'Fahey TJ, Yavitt JB. 2005. An in situ approach for measuring root-associated respiration and nitrate uptake of forest trees. Plant and Soil 272: 125-131.']
Length: 3, dtype: str",-0.512518975869661,2.98092698178909,"EcM"
"Fagus_engleriana","Fagus","engleriana","Fagaceae","Fagales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.69186888641326,4.5383184974605,"EcM"
"Nothofagus_solandri","Nothofagus","solandri","Nothofagaceae","Fagales",NA,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-1.44075054691595,4.60156986409406,"EcM"
"Nothofagus_menziesii","Nothofagus","menziesii","Nothofagaceae","Fagales",NA,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-1.18395233583513,3.79039153857578,"EcM"
"Nothofagus_fusca","Nothofagus","fusca","Nothofagaceae","Fagales",NA,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-1.18217054364294,4.03580637941653,"EcM"
"Nothofagus_obliqua","Nothofagus","obliqua","Nothofagaceae","Fagales",NA,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-1.02165124753198,3.56671182013973,"EcM"
"Hypericum_perforatum","Hypericum","perforatum","Hypericaceae","Malpighiales",NA,"Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090",-1.72081650041749,6.44666164633048,"AM"
"Cratoxylum_cochinchinense","Cratoxylum","cochinchinense","Hypericaceae","Malpighiales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-2.11262610907088,3.48216274048526,"AM"
"Garcinia_cowa","Garcinia","cowa","Clusiaceae","Malpighiales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.22795816707645,4.46900676117522,"AM"
"Garcinia_oblongifolia","Garcinia","oblongifolia","Clusiaceae","Malpighiales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.65973170648857,4.50942991370726,"AM"
"Salix_gordejevii","Salix","gordejevii","Salicaceae","Malpighiales",1,"Huang G, Zhao  X-Y, Zhao H-L, Huang Y-X, Zuo X-A. 2010. Linking root morphology, longevity and function to root branch order: a case study in three shrubs. Plant Soil 336: 197-208.",-1.96611285637283,5.25587948385007,"EcMAM"
"Salix_atrocinerea","Salix","atrocinerea","Salicaceae","Malpighiales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.968044658652307,3.16392959082381,"EcMAM"
"Salix_pierotii","Salix","pierotii","Salicaceae","Malpighiales",1,"Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.",-1.49754787308926,5.14041448609564,"EcMAM"
"Salix_viminalis","Salix","viminalis","Salicaceae","Malpighiales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.96088866909063,5.76424085896967,"EcMAM"
"Salix_caprea","Salix","caprea","Salicaceae","Malpighiales",1,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",-2.16475261954309,4.84060630594397,"EcMAM"
"Salix_raddeana","Salix","raddeana","Salicaceae","Malpighiales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-2.11279152136139,5.80226126637612,"EcMAM"
"Populus_grandidentata","Populus","grandidentata","Salicaceae","Malpighiales",NA,"<StringArray>
['Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.', 'Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.']
Length: 2, dtype: str",-0.64630176332844,3.78983781541283,"EcMAM"
"Populus_alba","Populus","alba","Salicaceae","Malpighiales",NA,"de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.",-0.636294368967163,2.22830217309171,"EcMAM"
"Populus_tremula","Populus","tremula","Salicaceae","Malpighiales",1,"Hajek P, Hertel D, Leuschner C. 2014. Root order- and root age-dependent response of two poplar species to belowground competition. Plant Soil 337:337-355.",-1.73600911112236,5.79668713938625,"EcMAM"
"Populus_tremuloides","Populus","tremuloides","Salicaceae","Malpighiales",1,"<StringArray>
['Zadworny M, Eissenstat DM. 2011. Contrasting the morphology, anatomy and fungal colonization of new pioneer and fibrous roots. New Phytologist 190:213-221.', 'McCormack ML, Adams TS, Smithwick EAH, Eissenstat DM. 2012. Predicting fine root lifespan from plant functional traits in temperate trees. New Phytologist 195:823-831.']
Length: 2, dtype: str",-1.6094379124341,3.90434359408428,"EcMAM"
"Populus_cathayana","Populus","cathayana","Salicaceae","Malpighiales",1,"<StringArray>
['Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",-1.50418362741855,5.04950052687302,"EcMAM"
"Populus_koreana","Populus","koreana","Salicaceae","Malpighiales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.53734983603985,5.25149457333461,"EcMAM"
"Populus_balsamifera","Populus","balsamifera","Salicaceae","Malpighiales",1,"Pregitzer KS, DeForest JL, Burton AJ, Allen MF, Ruess RW, Hendrick RL. 2002. Fine root architecture of nine North American trees. Ecological Monographs 72: 293-309.",-1.83258146374831,4.49980967033027,"EcMAM"
"Populus_trichocarpa","Populus","trichocarpa","Salicaceae","Malpighiales",1,"Hajek P, Hertel D, Leuschner C. 2014. Root order- and root age-dependent response of two poplar species to belowground competition. Plant Soil 337:337-355.",-1.91629962161432,5.79136831956124,"EcMAM"
"Populus_deltoides","Populus","deltoides","Salicaceae","Malpighiales",1,"<StringArray>
[' Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.', 'Valverde et al (unpublished)']
Length: 2, dtype: str",-1.37418552982266,4.4688365450163,"EcMAM"
"Dovyalis_abyssinica","Dovyalis","abyssinica","Salicaceae","Malpighiales",NA,"Assefa D, Godbold DL, Belay B, Abiya A, Rewald B. 2018. Fine root morphology, biochemistry and litter quality indices of fast- and slow-growing woody species in Ethiopian highland forest. Ecosystems 21: 482-494.",-0.478035800943,2.37583555473364,"AM"
"Viola_adunca","Viola","adunca","Violaceae","Malpighiales",NA,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-1.42233613246716,4.42148690566935,"AM"
"Viola_thomasiana","Viola","thomasiana","Violaceae","Malpighiales",NA,"Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.",-0.896488104577975,3.43398720448515,"AM"
"Melicytus_ramiflorus","Melicytus","ramiflorus","Violaceae","Malpighiales",NA,"<StringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",-0.746776534745044,4.03830937974802,"AM"
"Antidesma_maclurei","Antidesma","maclurei","Phyllanthaceae","Malpighiales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-0.909985650739561,2.99523214851231,"AM"
"Aporosa_subcaudata","Aporosa","subcaudata","Phyllanthaceae","Malpighiales",NA,"Makita N, Kosugi Y, Dannoura M, Takanashi S, Niiyama K, Kassim AR, Nik AR. 2012. Patterns of root respiration rates and morphological traits in 13 tree species in a tropical forest. Tree Physiology 32: 303-312.",-0.699567748362868,2.42200893113083,"AM"
"Aporosa_octandra","Aporosa","octandra","Phyllanthaceae","Malpighiales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.00342938969092,3.3724549127965,"AM"
"Aporosa_yunnanensis","Aporosa","yunnanensis","Phyllanthaceae","Malpighiales",1,"<StringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",-1.34195216976915,4.18122373798048,"AM"
"Carallia_brachiata","Carallia","brachiata","Rhizophoraceae","Malpighiales",1,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",-1.54056504814772,4.6935472966055,"AM"
"Galearia_maingayi","Galearia","maingayi","Pandaceae","Malpighiales",NA,"Makita N, Kosugi Y, Dannoura M, Takanashi S, Niiyama K, Kassim AR, Nik AR. 2012. Patterns of root respiration rates and morphological traits in 13 tree species in a tropical forest. Tree Physiology 32: 303-312.",-0.601115095113452,1.72910678371749,"AM"
"Euphorbia_cyparissias","Euphorbia","cyparissias","Euphorbiaceae","Malpighiales",NA,"Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.",-0.358104536748327,1.84687876844913,"AM"
"Aleurites_moluccana","Aleurites","moluccana","Euphorbiaceae","Malpighiales",NA,"Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.",-0.0512932943875505,2.09801792725277,"AM"
"Endospermum_chinense","Endospermum","chinense","Euphorbiaceae","Malpighiales",1,"<StringArray>
['Xu Y, Gu JC, Dong XY, Liu Y, Wang ZQ. 2011. Fine root morphology, anatomy and tissue nitrogen and carbon contents of the first five orders in four tropical hardwood species in Hainan Island, China. Chinese Journal of Plant Ecology 35:955-964.', 'Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.']
Length: 2, dtype: str",-0.475906232986543,3.34801880036033,"AM"
"Macaranga_sampsonii","Macaranga","sampsonii","Euphorbiaceae","Malpighiales",1,"<StringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.']
Length: 2, dtype: str",-1.97366620407253,4.72974804048834,"AM"
"Mallotus_paniculatus","Mallotus","paniculatus","Euphorbiaceae","Malpighiales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.44477129087887,4.57595902781934,"AM"
"Blumeodendron_tokbrai","Blumeodendron","tokbrai","Euphorbiaceae","Malpighiales",NA,"Makita N, Kosugi Y, Dannoura M, Takanashi S, Niiyama K, Kassim AR, Nik AR. 2012. Patterns of root respiration rates and morphological traits in 13 tree species in a tropical forest. Tree Physiology 32: 303-312.",-0.790760009426946,3.21107720250907,"AM"
"Alchornea_tiliifolia","Alchornea","tiliifolia","Euphorbiaceae","Malpighiales",1,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",-1.89711998488588,5.63645607098297,"AM"
"Alchornea_trewioides","Alchornea","trewioides","Euphorbiaceae","Malpighiales",1,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",-1.36924060655406,4.5277725277766,"AM"
"Linum_lewisii","Linum","lewisii","Linaceae","Malpighiales",NA,"Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.",-1.314531994893,4.09392364031357,"AM"
"Elaeocarpus_dentatus","Elaeocarpus","dentatus","Elaeocarpaceae","Oxalidales",NA,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-0.521116488784813,3.33676276181872,"AM"
"Elaeocarpus_hookerianus","Elaeocarpus","hookerianus","Elaeocarpaceae","Oxalidales",NA,"Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.",-0.858179068816939,3.50929225186295,"AM"
"Elaeocarpus_dubius","Elaeocarpus","dubius","Elaeocarpaceae","Oxalidales",1,"<StringArray>
['Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",-1.21086315503069,4.06716531163141,"AM"
"Elaeocarpus_sylvestris","Elaeocarpus","sylvestris","Elaeocarpaceae","Oxalidales",1,"<StringArray>
['Xu Y, Gu JC, Dong XY, Liu Y, Wang ZQ. 2011. Fine root morphology, anatomy and tissue nitrogen and carbon contents of the first five orders in four tropical hardwood species in Hainan Island, China. Chinese Journal of Plant Ecology 35:955-964.', 'Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.']
Length: 2, dtype: str",-1.44828838251107,4.49776253343019,"AM"
