binominal,F01286,F01289,F00679,F00727,F00709,state,state_source,synonym
Penstemon_procerus,Penstemon,Plantaginaceae,-0.940199277,3.86429205288597,-1.723134482,AM,"(Soudzilovskaia et al., 2020)","('Penstemon confertus var. procerus',)"
Penstemon_confertus,Penstemon,Plantaginaceae,-1.239599982,4.38132138604452,-1.648658627,AM,"(Soudzilovskaia et al., 2020)",
Tetrapilus_roseus,Tetrapilus,Oleaceae,-0.930491081,3.36418755602825,-1.237874356,AM,FRED4,"('Olea rosea',)"
Chrysojasminum_fruticans,Chrysojasminum,Oleaceae,-0.799953185,2.68622805190374,-0.818020415,AM,FRED4,"('Jasminum fruticans',)"
Noronhia_mildbraedii,Noronhia,Oleaceae,-0.527632742,2.24707238306379,-0.84397007,AM,"(Brundrett and Tedersoo, 2018)","('Chionanthus mildbraedii', 'Olea mildbraedii', 'Campanolea mildbraedii')"
Olea_europaea,Olea,Oleaceae,-0.415515444,2.40977251027897,-0.870907726,AM,Maherali et. al. 2016,
Chionanthus_virginicus,Chionanthus,Oleaceae,-0.57169296,2.4875884563613,-1.778843244,AM,FRED4,
Phillyrea_angustifolia,Phillyrea,Oleaceae,-0.88365213,2.52569849905389,-0.391808366,AM,FRED4,"('Phillyrea media var. angustifolia', 'Olea angustifolia', 'Phillyrea variabilis var. angustifolia', 'Phillyrea vulgaris var. angustifolia', 'Phillyrea mucronata var. linearis')"
Phillyrea_latifolia,Phillyrea,Oleaceae,-0.874848929,2.54683556805166,-0.403912017,AM,FRED4,"('Olea latifolia', 'Phillyrea angustifolia subsp. latifolia', 'Phillyrea vulgaris var. latifolia', 'Phillyrea variabilis var. latifolia')"
Osmanthus_didymopetalus,Osmanthus,Oleaceae,-0.329212651,1.48613969608961,-0.916290732,AM,FRED4,
Nestegis_lanceolata,Nestegis,Oleaceae,-0.294761619,2.39457415024377,-1.503769391,AM,FRED4,"('Notelaea neolanceolata',)"
Fraxinus_mandshurica,Fraxinus,Oleaceae,-0.827300541,4.01152190735614,-1.391937391,AM,FRED4,"('Fraxinus nigra var. mandshurica', 'Fraxinus nigra subsp. mandshurica')"
Fraxinus_angustifolia,Fraxinus,Oleaceae,-0.78189643,2.93742068847937,-1.034592087,AM,FRED4,"('Fraxinus oxyphylla subsp. angustifolia', 'Fraxinus excelsior proles angustifolia', 'Fraxinus oxycarpa var. angustifolia', 'Fraxinus excelsior subsp. angustifolia', 'Fraxinus excelsior var. angustifolia')"
Fraxinus_excelsior,Fraxinus,Oleaceae,-0.671730615,2.81794207097642,-1.116257502,AM,FRED4,
Fraxinus_chinensis,Fraxinus,Oleaceae,-0.698723482,3.33894783742588,-1.389189062,AM,FRED4,
Fraxinus_nigra,Fraxinus,Oleaceae,-0.550914862,3.29536351023745,-1.583741566,AM,FRED4,"('Leptalix nigra', 'Fraxinus americana var. nigra', 'Fraxinoides nigra', 'Calycomelia nigra')"
Fraxinus_americana,Fraxinus,Oleaceae,-0.4295281,3.02641088950613,-1.650644669,AM,FRED4,"('Ornus americana', 'Ornanthes americana', 'Calycomelia americana')"
Syringa_reticulata,Syringa,Oleaceae,-0.930138243,4.415373396,-2.004338866,AM,"(Soudzilovskaia et al., 2020)","('Ligustrum reticulatum', 'Ligustrina reticulata')"
Stachyarrhena_acuminata,Stachyarrhena,Rubiaceae,-0.978166136,3.03927057556847,-0.877070019,AM,FRED4,
Eumachia_astrellantha,Eumachia,Rubiaceae,-1.161552088,3.21567069391925,-0.972861083,AM,FRED4,"('Chytropsia astrellantha', 'Margaritopsis astrellantha', 'Psychotria astrellantha')"
Eumachia_podocephala,Eumachia,Rubiaceae,-0.396009949,1.66013102674962,-0.901402119,AM,FRED4,"('Psychotria podocephala', 'Uragoga podocephala', 'Mapouria podocephala', 'Margaritopsis podocephala')"
Galium_boreale,Galium,Rubiaceae,-1.726533684,5.15235634,-1.152062089,NMAM,"(Soudzilovskaia et al., 2020)","('Aparine borealis', 'Trichogalium boreale', 'Rubia borealis')"
Galium_aparine,Galium,Rubiaceae,-1.665479303,5.48313026196246,-1.897119985,NMAM,FRED4,"('Asterophyllum aparine', 'Aparine vulgaris', 'Rubia aparine', 'Galion aparinum')"
Rubia_peregrina,Rubia,Rubiaceae,-1.096614286,4.66343909411207,-1.944910649,AM,"(Soudzilovskaia et al., 2020)","('Galium peregrinum',)"
Saprosma_ternatum,Saprosma,Rubiaceae,-1.930607829,4.76174649303019,-1.078809661,AM,FRED4,
Coprosma_lucida,Coprosma,Rubiaceae,-0.798507696,3.25809653802148,-1.46967597,AM,FRED4,
Coprosma_linariifolia,Coprosma,Rubiaceae,-0.582782066,3.1038419942108,-1.627891969,AM,FRED4,"('Coprosma propinqua var. linariifolia',)"
Coprosma_rhamnoides,Coprosma,Rubiaceae,-1.609437912,5.06449196688697,-1.609437912,AM,FRED4,
Coprosma_ciliata,Coprosma,Rubiaceae,-1.609437912,4.51633897228148,-1.078809661,AM,FRED4,
Coprosma_foetidissima,Coprosma,Rubiaceae,-0.994252273,3.79548918917219,-1.560647748,AM,FRED4,
Psychotria_rhombibractea,Psychotria,Rubiaceae,-0.901402119,2.51203531717625,-0.727738625,AM,FRED4,
Psychotria_asiatica,Psychotria,Rubiaceae,-1.567097072,4.47493506895872,-1.462834438,AM,FRED4,"('Psychotrophum asiaticum',)"
Chassalia_subnuda,Chassalia,Rubiaceae,-1.114741671,3.38506799973227,-1.002393431,AM,FRED4,"('Uragoga subnuda', 'Psychotria subnuda')"
Rudgea_lanceifolia,Rudgea,Rubiaceae,-0.610645959,3.68812917272323,-2.103734234,AM,FRED4,"('Uragoga lanceifolia',)"
Rudgea_cornifolia,Rudgea,Rubiaceae,-1.052683357,3.30358455279515,-1.090644119,AM,FRED4,"('Uragoga cornifolia', 'Psychotria cornifolia')"
Palicourea_virens,Palicourea,Rubiaceae,-0.659712404,2.197224577,-0.923818998,AM,FRED4,"('Uragoga virens', 'Psychotria virens')"
Palicourea_tinctoria,Palicourea,Rubiaceae,-0.518018094,3.29366816978545,-2.015896366,AM,"(Brundrett and Tedersoo, 2018)","('Uragoga tinctoria',)"
Palicourea_thyrsiflora,Palicourea,Rubiaceae,-0.755661086,2.87328504682506,-1.119160958,AM,"(Brundrett and Tedersoo, 2018)","('Uragoga thyrsiflora', 'Psychotria thyrsiflora')"
Palicourea_stenosepala,Palicourea,Rubiaceae,-0.902881045,3.14518227132353,-1.097806161,AM,"(Brundrett and Tedersoo, 2018)",
Palicourea_spicata,Palicourea,Rubiaceae,-0.636766847,1.99333884262642,-0.590590592,AM,FRED4,"('Psychotria spiciflora', 'Uragoga spicata')"
Palicourea_hoffmannseggiana,Palicourea,Rubiaceae,-0.709276562,2.7408400239252,-0.778705069,AM,FRED4,"('Psychotria hoffmannseggiana', 'Uragoga hoffmannseggiana', 'Uragoga hoffmannseggiana', 'Cephaelis hoffmannseggiana')"
Palicourea_dichotoma,Palicourea,Rubiaceae,-0.820980552,2.98112612116463,-1.10262031,AM,FRED4,"('Cephaelis dichotoma',)"
Palicourea_corymbifera,Palicourea,Rubiaceae,-0.975510092,3.551626861,-1.145703896,AM,FRED4,"('Uragoga urbaniana', 'Psychotria corymbifera')"
Palicourea_amplectens,Palicourea,Rubiaceae,-1.500583508,4.03264644775189,-0.811930717,AM,FRED4,"('Uragoga amplectens', 'Psychotria amplectens')"
Carapichea_pacimonica,Carapichea,Rubiaceae,-0.778705069,3.25809653802148,-1.456716825,AM,FRED4,"('Uragoga pacimonica', 'Psychotria pacimonica')"
Pagamea_macrophylla,Pagamea,Rubiaceae,-0.68319685,3.08739946207981,-1.474033275,AM,FRED4,
Faramea_platyneura,Faramea,Rubiaceae,-0.736054682,3.27676730328398,-0.93140437,AM,FRED4,
Faramea_capillipes,Faramea,Rubiaceae,-1.044124103,3.172203417,-0.772190388,AM,FRED4,
Faramea_bangii,Faramea,Rubiaceae,-0.256312613,2.00082703004447,-1.247003413,AM,"(Brundrett and Tedersoo, 2018)",
Faramea_torquata,Faramea,Rubiaceae,-1.57987911,4.17300169504538,-0.918793862,AM,FRED4,
Catunaregam_spinosa,Catunaregam,Rubiaceae,-1.358718105,4.385022144,-0.967584026,AM,FRED4,"('Xeromphis spinosa', 'Randia spinosa', 'Canthium spinosum', 'Gardenia spinosa')"
Aidia_oxyodonta,Aidia,Rubiaceae,-1.163475419,4.07597690486392,-0.22374665,AM,FRED4,"('Randia oxyodonta',)"
Amaioua_glomerulata,Amaioua,Rubiaceae,-0.677273831,2.24601474150565,-0.701179352,AM,FRED4,"('Rondeletia glomerulata', 'Mussaenda glomerulata')"
Amaioua_guianensis,Amaioua,Rubiaceae,-0.783071888,2.81480973767374,-0.798507696,AM,FRED4,
Kutchubaea_sericantha,Kutchubaea,Rubiaceae,-0.858021824,3.13809951484091,-1.002393431,AM,FRED4,"('Einsteinia sericantha',)"
Kutchubaea_semisericea,Kutchubaea,Rubiaceae,-0.767870727,2.894806355,-1.10262031,AM,FRED4,
Kutchubaea_oocarpa,Kutchubaea,Rubiaceae,-0.675307262,3.22087382753087,-1.46967597,AM,FRED4,"('Amaioua oocarpa', 'Duroia oocarpa')"
Alibertia_edulis,Alibertia,Rubiaceae,-0.332679438,1.876406943,-1.018877321,AM,FRED4,"('Genipa edulis', 'Cordiera edulis', 'Gardenia edulis', 'Amaioua edulis')"
Alibertia_claviflora,Alibertia,Rubiaceae,-0.466808738,1.88858365386359,-0.794073099,AM,FRED4,"('Borojoa claviflora', 'Cordiera claviflora')"
Cordiera_myrciifolia,Cordiera,Rubiaceae,-0.608806032,2.60343015197211,-0.765717873,AM,FRED4,"('Alibertia myrciifolia',)"
Agouticarpa_curviflora,Agouticarpa,Rubiaceae,-0.287682072,1.20597080698861,-0.744440475,AM,FRED4,"('Genipa curviflora',)"
Diplospora_dubia,Diplospora,Rubiaceae,-1.199648833,4.42302743668712,-1.796649452,AM,FRED4,"('Canthium dubium', 'Discospermum dubium', 'Tricalysia dubia')"
Hypobathrum_racemosum,Hypobathrum,Rubiaceae,-0.771487172,2.43491984192601,-0.621108868,AM,"(Brundrett and Tedersoo, 2018)","('Randia racemosa', 'Petunga racemosa')"
Wendlandia_uvariifolia,Wendlandia,Rubiaceae,-1.495350586,3.81264456144787,-0.84397007,AM,FRED4,
Ixora_panurensis,Ixora,Rubiaceae,-0.621757184,2.65815943148875,-1.167962367,AM,FRED4,
Ixora_intensa,Ixora,Rubiaceae,-0.659712404,2.797890905,-0.936493439,AM,FRED4,
Alseis_blackiana,Alseis,Rubiaceae,-0.426667882,2.54935017262431,-1.419679724,AM,FRED4,
Adina_metcalfii,Adina,Rubiaceae,-1.867949608,4.60477010596675,-1.237874356,AM,FRED4,"('Pertusadina metcalfii',)"
Adina_pilulifera,Adina,Rubiaceae,-1.983404353,6.3634967437115,-2.169053703,AM,FRED4,"('Cephalanthus pilulifer', 'Nauclea pilulifera')"
Ladenbergia_riveroana,Ladenbergia,Rubiaceae,-1.083378908,3.4060498507014,-1.042060118,AM,"(Brundrett and Tedersoo, 2018)","('Remijia riveroana', 'Cascarilla riveroana')"
Chomelia_psilocarpa,Chomelia,Rubiaceae,-0.614845779,2.94251170442817,-1.448339268,AM,FRED4,
Chomelia_tenuiflora,Chomelia,Rubiaceae,-0.746547957,2.37211115564266,-0.605136303,AM,FRED4,"('Caruelina tenuiflora', 'Anisomeris tenuiflora')"
Bathysa_australis,Bathysa,Rubiaceae,-1.112914073,2.72450435372486,-0.112694521,AM,"(Brundrett and Tedersoo, 2018)","('Voigtia australis', 'Cinchona australis', 'Exostema australe')"
Ferdinandusa_rudgeoides,Ferdinandusa,Rubiaceae,-1.111697528,3.80577320558544,-1.443923474,AM,FRED4,"('Aspidanthera rudgeoides',)"
Ferdinandusa_hirsuta,Ferdinandusa,Rubiaceae,-0.689155159,3.23710859312926,-1.431291727,AM,FRED4,
Simira_rubescens,Simira,Rubiaceae,-1.177655496,3.10234200861225,-0.594207233,AM,FRED4,"('Sprucea rubescens',)"
Asclepias_tuberosa,Asclepias,Apocynaceae,-0.693147181,3.13549421592915,-1.514127733,AM,Maherali et. al. 2016,
Asclepias_syriaca,Asclepias,Apocynaceae,-0.84397007,3.87120101090789,-1.966112856,AM,Maherali et. al. 2016,
Asclepias_incarnata,Asclepias,Apocynaceae,-1.021651248,4.24849524204936,-1.966112856,AM,Maherali et. al. 2016,"('Acerates incarnata',)"
Nerium_oleander,Nerium,Apocynaceae,-0.790888646,2.65173530833948,-0.614882441,AM,"(Soudzilovskaia et al., 2020)",
Trachelospermum_axillare,Trachelospermum,Apocynaceae,-1.233058385,4.35051664122187,-1.609437912,AM,FRED4,
Alstonia_scholaris,Alstonia,Apocynaceae,-0.646836278,3.24882290123615,-1.771956842,AM,FRED4,"('Echites scholaris', 'Pala scholaris')"
Gentiana_andrewsii,Gentiana,Gentianaceae,-1.171182982,4.85981240436167,-2.207274913,AM,"(Soudzilovskaia et al., 2020)","('Pneumonanthe andrewsii', 'Dasystephana andrewsii')"
Physalis_virginiana,Physalis,Solanaceae,-1.203972804,3.98898404656427,-1.30933332,AM,"(Brundrett and Tedersoo, 2018)",
Withania_frutescens,Withania,Solanaceae,-0.937003773,1.76334231742391,-0.773638444,AM,"(Brundrett and Tedersoo, 2018)","('Physalis frutescens', 'Hypnoticum frutescens', 'Atropa frutescens')"
Cestrum_schlechtendalii,Cestrum,Solanaceae,-0.542488304,2.4064748671416,-1.079710782,AM,"(Brundrett and Tedersoo, 2018)",
Apodytes_dimidiata,Apodytes,Metteniusaceae,-0.597837001,2.55722731136763,-1.078809661,AM,"(Soudzilovskaia et al., 2020)",
Arbutus_unedo,Arbutus,Ericaceae,-0.693380542,2.49459795864902,-0.583085342,EcM,Maherali et. al. 2016,
Clethra_revoluta,Clethra,Clethraceae,-0.882869928,3.38577853634316,-1.34129998,AM,"(Brundrett and Tedersoo, 2018)","('Cuellaria revoluta',)"
Actinidia_kolomikta,Actinidia,Actinidiaceae,-1.46967597,5.41398157284783,-2.227361672,AM,FRED4,"('Prunus kolomikta', 'Trochostigma kolomikta')"
Saurauia_herthae,Saurauia,Actinidiaceae,-0.691448624,3.55772327643172,-1.911707125,AM,"(Brundrett and Tedersoo, 2018)",
Symplocos_cochinchinensis,Symplocos,Symplocaceae,-0.507848578,2.62191650717549,-0.851031298,AM,"(Soudzilovskaia et al., 2020)","('Dicalix cochinchinensis',)"
Styrax_suberifolius,Styrax,Styracaceae,-1.274216458,3.99735766880215,-1.203972804,AM,FRED4,
Halesia_tetraptera,Halesia,Styracaceae,-1.337053302,3.779902084,-2.267647041,AM,"(Brundrett and Tedersoo, 2018)",
Alniphyllum_fortunei,Alniphyllum,Styracaceae,-1.170163788,4.3285157579382,-1.649516136,AM,FRED4,"('Halesia fortunei',)"
Geissanthus_vanderwerffii,Geissanthus,Primulaceae,-0.490206337,1.98834830883094,-0.766319786,AM,"(Brundrett and Tedersoo, 2018)",
Androsace_occidentalis,Androsace,Primulaceae,-2.163941785,5.3349184133891,-0.898677158,AM,"(Brundrett and Tedersoo, 2018)","('Primula occidentalis', 'Aretia occidentalis', 'Amadea occidentalis')"
Ardisia_depressa,Ardisia,Primulaceae,-1.034027543,3.77089350667889,-1.277247673,AM,FRED4,
Ardisia_quinquegona,Ardisia,Primulaceae,-0.57388376,2.79320800944252,-1.297063227,AM,"(Soudzilovskaia et al., 2020)","('Bladhia quinquegona',)"
Ardisia_japonica,Ardisia,Primulaceae,-1.469241282,4.62005723493382,-1.417546906,AM,FRED4,"('Tinus japonica', 'Bladhia japonica')"
Embelia_vestita,Embelia,Primulaceae,-1.570938613,4.5688211275408,-1.185623664,AM,FRED4,"('Ribesiodes vestitum', 'Samara vestita')"
Myrsine_divaricata,Myrsine,Primulaceae,-0.968066599,3.65049805578074,-1.406994658,AM,FRED4,"('Rapanea divaricata',)"
Myrsine_coriacea,Myrsine,Primulaceae,-0.475052914,2.74439996502261,-1.136839163,AM,FRED4,"('Rapanea coriacea', 'Samara coriacea', 'Anguillaria coriacea', 'Tinus coriacea', 'Ardisia coriacea')"
Myrsine_australis,Myrsine,Primulaceae,-0.902079689,3.64315293721849,-1.520788789,AM,FRED4,"('Rapanea australis', 'Suttonia australis')"
Myrsine_andina,Myrsine,Primulaceae,-0.625987099,2.26728631962411,-0.770840398,AM,"(Brundrett and Tedersoo, 2018)","('Rapanea andina',)"
Myrsine_seguinii,Myrsine,Primulaceae,-0.506097447,3.30582248440503,-1.420800041,AM,FRED4,"('Athruphyllum seguinii',)"
Diospyros_strigosa,Diospyros,Ebenaceae,-0.713436852,3.18292611883494,-1.039967225,AM,FRED4,
Diospyros_virginiana,Diospyros,Ebenaceae,-0.728413532,3.08929380566774,-2.042788224,AM,FRED4,"('Persimon virginiana',)"
Eschweilera_tenuifolia,Eschweilera,Lecythidaceae,-0.553385238,1.83258146374831,-0.723606388,AM,FRED4,"('Lecythis tenuifolia',)"
Eschweilera_bracteosa,Eschweilera,Lecythidaceae,-0.371063681,1.7732559976635,-0.742337425,AM,FRED4,"('Lecythis bracteosa',)"
Eschweilera_decolorans,Eschweilera,Lecythidaceae,-0.160168752,1.09192330051731,-0.869884359,AM,FRED4,"('Chytroma decolorans',)"
Eschweilera_pedicellata,Eschweilera,Lecythidaceae,-0.418550348,1.84687876844913,-0.721546655,AM,FRED4,"('Lecythis pedicellata',)"
Eschweilera_wachenheimii,Eschweilera,Lecythidaceae,-0.827822084,2.77508560243837,-0.719491156,AM,FRED4,"('Lecythis wachenheimii',)"
Eschweilera_ovata,Eschweilera,Lecythidaceae,-0.677273831,2.57642175862377,-0.894040123,AM,FRED4,"('Lecythis ovata',)"
Eschweilera_coriacea,Eschweilera,Lecythidaceae,-0.363223122,1.67842529541266,-0.553613603,AM,FRED4,"('Lecythis coriacea', 'Jugastrum coriaceum')"
Eschweilera_parviflora,Eschweilera,Lecythidaceae,-0.2269006,1.36353737399727,-0.85566611,AM,FRED4,"('Lecythis parviflora',)"
Eschweilera_truncata,Eschweilera,Lecythidaceae,-0.484508315,2.35327820730956,-0.908818717,AM,FRED4,
Eschweilera_albiflora,Eschweilera,Lecythidaceae,-0.867500568,2.49732916978656,-0.717439873,AM,FRED4,"('Lecythis albiflora',)"
Eschweilera_atropetiolata,Eschweilera,Lecythidaceae,-0.258770729,1.41827740697294,-0.590590592,AM,FRED4,
Eschweilera_grandiflora,Eschweilera,Lecythidaceae,-0.450985623,2.07568449280212,-0.755022584,AM,FRED4,"('Lecythis grandiflora',)"
Corythophora_alta,Corythophora,Lecythidaceae,-0.798507696,2.49155119250667,-0.524248644,NMAM,"(Soudzilovskaia et al., 2020)",
Allantoma_lineata,Allantoma,Lecythidaceae,-0.923818998,2.84141491316963,-0.865122445,AM,FRED4,"('Couratari lineata',)"
Grias_peruviana,Grias,Lecythidaceae,-0.131932671,1.63884938544135,-1.112597145,AM,"(Brundrett and Tedersoo, 2018)",
Barringtonia_fusicarpa,Barringtonia,Lecythidaceae,-0.217555029,1.8397037753636,-1.033827922,AM,"(Brundrett and Tedersoo, 2018)",
Barringtonia_racemosa,Barringtonia,Lecythidaceae,-0.498122155,2.592826279,-1.01301978,AM,FRED4,"('Caryophyllus racemosus', 'Butonica racemosa', 'Butonica alba', 'Eugenia racemosa', 'Michelia racemosa', 'Stravadium racemosum', 'Huttum racemosum')"
Pouteria_austin-smithii,Pouteria,Sapotaceae,-0.502692124,2.13344565077437,-0.886606042,AM,"(Brundrett and Tedersoo, 2018)","('Lucuma austin-smithii',)"
Pouteria_cuspidata,Pouteria,Sapotaceae,-0.789658081,2.77196352684586,-0.964955904,AM,FRED4,"('Sideroxylon cuspidatum',)"
Pouteria_caimito,Pouteria,Sapotaceae,-0.709276562,2.90087199253003,-1.320506621,AM,FRED4,"('Guapeba caimito', 'Labatia caimito', 'Lucuma caimito', 'Achras caimito')"
Chromolucuma_rubriflora,Chromolucuma,Sapotaceae,-0.761426021,3.15572300986293,-1.709258248,AM,FRED4,"('Pouteria rubriflora',)"
Chrysophyllum_sanguinolentum,Chrysophyllum,Sapotaceae,-0.56563386,2.23751309625033,-0.926341068,AM,FRED4,"('Ragala sanguinolenta',)"
Micropholis_trunciflora,Micropholis,Sapotaceae,-0.360969868,1.68268837417369,-0.669430654,AM,FRED4,
Micropholis_mensalis,Micropholis,Sapotaceae,-0.970219074,3.37073817417745,-0.867500568,AM,FRED4,"('Pouteria mensalis',)"
Micropholis_cylindrocarpa,Micropholis,Sapotaceae,-0.634878272,2.65324196460721,-0.874669057,AM,FRED4,"('Sideroxylon cylindrocarpon', 'Mastichodendron cylindrocarpon', 'Pouteria cylindrocarpa')"
Micropholis_venulosa,Micropholis,Sapotaceae,-0.381882868,2.17583624380217,-0.620606471,AM,FRED4,"('Pouteria venulosa', 'Sideroxylon venulosum', 'Xantolis venulosa')"
Micropholis_egensis,Micropholis,Sapotaceae,-0.304438345,1.72519235717946,-0.707051872,AM,FRED4,"('Sideroxylon egense', 'Pouteria egensis', 'Sideroxylon rugosum var. egense', 'Bumelia egensis')"
Micropholis_casiquiarensis,Micropholis,Sapotaceae,-0.324346057,1.98513086220859,-0.894040123,AM,FRED4,
Micropholis_guyanensis,Micropholis,Sapotaceae,-0.554187492,2.13949845394178,-0.655580726,AM,FRED4,"('Sideroxylon guyanense',)"
Planchonella_grandifolia,Planchonella,Sapotaceae,-0.2572822,1.83789772925355,-1.018942869,AM,"(Brundrett and Tedersoo, 2018)","('Lucuma grandifolia', 'Sideroxylon grandifolium', 'Pouteria grandifolia')"
Madhuca_endertii,Madhuca,Sapotaceae,-0.22752815,2.19941661750418,-1.372391456,AM,FRED4,
Payena_microphylla,Payena,Sapotaceae,-0.209487225,2.14188803229675,-1.426075231,AM,FRED4,"('Isonandra microphylla',)"
Polyspora_axillaris,Polyspora,Theaceae,-0.490526388,2.389313097,-0.848632083,AM,FRED4,"('Camellia axillaris', 'Gordonia axillaris', 'Lasianthus axillaris')"
Gordonia_fruticosa,Gordonia,Theaceae,-0.589766846,3.06898693251732,-1.129186616,AM,"(Brundrett and Tedersoo, 2018)","('Laplacea fruticosa', 'Wikstroemia fruticosa')"
Schima_superba,Schima,Theaceae,-1.464010888,4.7656705907749,-1.46117186,AM,FRED4,"('Schima wallichii var. superba',)"
Schima_wallichii,Schima,Theaceae,-1.427699859,4.589345636,-0.994252273,AM,FRED4,"('Gordonia wallichii',)"
Phlox_hoodii,Phlox,Polemoniaceae,-1.32915817,4.67333891556337,-1.712276361,AM,"(Soudzilovskaia et al., 2020)","('Fonna hoodii', 'Armeria hoodii')"
Eurya_japonica,Eurya,Pentaphylacaceae,-0.972036568,4.153507324,-1.370960159,AM,FRED4,
Ternstroemia_coriacea,Ternstroemia,Pentaphylacaceae,-0.275753502,2.19112266514475,-1.292804018,AM,FRED4,"('Taonabo coriacea',)"
Pentaphylax_euryoides,Pentaphylax,Pentaphylacaceae,-2.114778606,4.58333349137892,-0.634878272,AM,FRED4,
Deutzia_glabrata,Deutzia,Hydrangeaceae,-1.692819521,5.36879236500864,-1.73079877,AM,FRED4,
Deutzia_grandiflora,Deutzia,Hydrangeaceae,-1.113599031,5.051882067,-2.03701715,AM,FRED4,
Philadelphus_incanus,Philadelphus,Hydrangeaceae,-1.659679129,5.17486845955163,-1.494594203,AM,"(Soudzilovskaia et al., 2020)",
Cornus_bretschneideri,Cornus,Cornaceae,-0.78985066,3.41260271509167,-1.05538734,AM,FRED4,"('Swida bretschneideri',)"
Cornus_ulotricha,Cornus,Cornaceae,-0.492515122,2.58692645824223,-1.358953329,AM,FRED4,"('Swida ulotricha',)"
Cornus_controversa,Cornus,Cornaceae,-0.425336238,2.68768478190838,-1.596161579,AM,FRED4,"('Bothrocaryum controversum', 'Swida controversa')"
Cornus_kousa,Cornus,Cornaceae,-0.970351009,3.94341900636482,-1.764360497,AM,FRED4,"('Benthamia kousa', 'Benthamia japonica', 'Dendrobenthamia japonica', 'Benthamidia japonica', 'Cynoxylon japonicum', 'Cynoxylon kousa')"
Cornus_florida,Cornus,Cornaceae,-0.594152129,3.14827875847123,-1.597936621,AM,FRED4,"('Benthamia florida', 'Benthamidia florida', 'Cynoxylon floridum')"
Cornus_officinalis,Cornus,Cornaceae,-0.594792924,2.66623691124438,-0.76697174,AM,"(Soudzilovskaia et al., 2020)","('Macrocarpium officinale',)"
Alangium_chinense,Alangium,Cornaceae,-2.373544182,5.13526888509767,-1.139434283,AM,FRED4,"('Karangolum chinense', 'Stylis chinensis', 'Stylidium chinense', 'Marlea chinensis')"
Nyssa_aquatica,Nyssa,Nyssaceae,-1.714654438,2.60810708332858,-1.832581464,AM,"(Soudzilovskaia et al., 2020)",
Nyssa_sylvatica,Nyssa,Nyssaceae,-0.213506802,2.71781560990786,-1.965424573,AM,FRED4,"('Nyssa multiflora var. sylvatica',)"
Arenaria_serpyllifolia,Arenaria,Caryophyllaceae,-1.565421027,6.48157712927643,-2.70306266,NMAM,FRED4,"('Stellaria serpyllifolia', 'Alsinanthus serpyllifolius')"
Cerastium_arvense,Cerastium,Caryophyllaceae,-1.667243593,4.51722983086823,-0.72087479,NMAM,FRED4,"('Alsine arvensis', 'Leucodonium arvense', 'Centunculus arvensis')"
Chenopodium_album,Chenopodium,Amaranthaceae,-1.142444135,4.31812773479597,-0.762956829,NMAM,FRED4,"('Chenopodium viride var. album', 'Botrys albus', 'Atriplex alba')"
Krascheninnikovia_ceratoides,Krascheninnikovia,Amaranthaceae,-1.40456017,4.377095891,-1.078197102,AM,FRED4,"('Axyris ceratoides', 'Ceratoides papposa', 'Diotis ceratoides', 'Eurotia ceratoides')"
Rumex_acetosella,Rumex,Polygonaceae,-1.078809661,4.84418708645859,-2.407945609,NMAM,FRED4,"('Acetosa acetosella', 'Lapathum acetosella', 'Pauladolfia acetosella')"
Fallopia_convolvulus,Fallopia,Polygonaceae,-1.386294361,5.30330490805908,-2.302585093,NMAM,FRED4,"('Tiniaria convolvulus', 'Polygonum convolvulus', 'Reynoutria convolvulus', 'Bilderdykia convolvulus', 'Helxine convolvulus', 'Fagopyrum convolvulus')"
Coccoloba_manzinellensis,Coccoloba,Polygonaceae,-0.73428019,2.4985465569967,-0.664828613,EcM,"(Soudzilovskaia et al., 2020)","('Uvifera manzinellensis',)"
Coccoloba_excelsa,Coccoloba,Polygonaceae,-0.887103293,2.91701228772725,-0.809254229,EcM,"(Soudzilovskaia et al., 2020)",
Armeria_velutina,Armeria,Plumbaginaceae,-0.676437567,2.35189640324803,-0.493554474,NMAM,Maherali et. al. 2016,"('Statice velutina', 'Armeria maritima subsp. velutina')"
Schoepfia_jasminodora,Schoepfia,Schoepfiaceae,-1.655743665,4.40038976266241,-0.88673193,AM,"(Soudzilovskaia et al., 2020)","('Schoepfiopsis jasminodora',)"
Osyris_alba,Osyris,Santalaceae,-0.460568282,1.77303377552067,-0.046196244,NMAM,"(Soudzilovskaia et al., 2020)",
Comandra_umbellata,Comandra,Santalaceae,-1.135113276,3.44559036285322,-1.094157925,AM,"(Soudzilovskaia et al., 2020)","('Thesium umbellatum',)"
Stauracanthus_genistoides,Stauracanthus,Fabaceae,-0.816445397,2.57584543440597,-0.290968229,AM,"(Soudzilovskaia et al., 2020)","('Ulex genistoides',)"
Imbralyx_leptobotrys,Imbralyx,Fabaceae,-0.753392707,3.00301059916468,-1.14396468,AM,"(Soudzilovskaia et al., 2020)","('Fordia leptobotrys', 'Millettia leptobotrys')"
Trifolium_repens,Trifolium,Fabaceae,-1.118814995,6.21838303437743,-3.973715979,AM,"(Soudzilovskaia et al., 2020)","('Amoria repens',)"
Trifolium_pratense,Trifolium,Fabaceae,-1.162031437,5.44776053878503,-2.49341155,AM,FRED4,"('Lagopus pratensis',)"
