binominal,F01286,F01287,F00679_mean,F00679_sem,F00727_mean,F00727_sem,F00709_mean,F00709_sem
Eugenia_protenta,Eugenia,protenta,-0.7874578600311866,,2.961140828784372,,-0.8255363686056909,
Eugenia_pseudopsidium,Eugenia,pseudopsidium,-0.818710403535291,,2.0068708488450007,,-0.2836900511822435,
Eugenia_pusilliflora,Eugenia,pusilliflora,-0.5041810810473222,,1.430311246536665,,-0.5361434317502807,
Eugenia_sinemariensis,Eugenia,sinemariensis,-0.677848379689253,0.06556296912907494,1.8696185363414408,0.21964738307976903,-0.2731746736089482,0.12347320016246134
Eugenia_spruceana,Eugenia,spruceana,-0.8509712657535126,,2.7638002162067017,,-0.9063404010209869,
Eumachia_astrellantha,Eumachia,astrellantha,-1.1615520884419839,,3.2156706939192525,,-0.9728610833625494,
Eumachia_podocephala,Eumachia,podocephala,-0.3960099493374092,,1.6601310267496185,,-0.9014021193804044,
Euonymus_alatus,Euonymus,alatus,-1.572187176527505,0.1989536703201786,3.6065074922226628,0.5244897709586556,-0.219948463588992,0.3506756365481849
Euonymus_verrucosus,Euonymus,verrucosus,-1.4727240891182782,,5.099906711159155,,-1.9033090644547506,
Euptelea_pleiosperma,Euptelea,pleiosperma,-1.1412849539986583,,4.099012521328839,,-1.5705438487788042,
Eurya_japonica,Eurya,japonica,-1.1001901166493875,0.29022162885523545,3.803655075832447,0.5326356763595099,-1.3793428869855955,0.07437061203344804
Fagus_engleriana,Fagus,engleriana,-1.6918688864132598,,4.5383184974605015,,-0.8766815941674587,
Fagus_grandifolia,Fagus,grandifolia,-0.5242114209273835,0.024988960756288904,2.69229333594006,0.0866792371954793,-1.400928772236805,0.06414082457288833
Fagus_sylvatica,Fagus,sylvatica,-0.9519526612823022,0.028771364851280946,3.0437615476493614,0.06348506721998419,-0.673432486689766,0.04446902346418011
Fallopia_convolvulus,Fallopia,convolvulus,-1.3862943611198906,,5.303304908059076,,-2.3025850929940455,
Faramea_bangii,Faramea,bangii,-0.2563126127057236,,2.000827030044472,,-1.2470034131234333,
Faramea_capillipes,Faramea,capillipes,-1.04412410338404,,3.17220341666977,,-0.7721903879003982,
Faramea_platyneura,Faramea,platyneura,-0.7360546815712219,,3.2767673032839784,,-0.9314043696842031,
Faramea_torquata,Faramea,torquata,-1.579879110192556,,4.173001695045377,,-0.9187938620922735,
Ferdinandusa_hirsuta,Ferdinandusa,hirsuta,-0.6891551592904078,,3.2371085931292605,,-1.4312917270506265,
Ferdinandusa_rudgeoides,Ferdinandusa,rudgeoides,-1.1116975282167652,,3.8057732055854356,,-1.443923473956527,
Festuca_christianii-bernardii,Festuca,christianii-bernardii,-1.3862943611198906,,4.887337077751762,,-1.8140050781753747,
Festuca_hallii,Festuca,hallii,-1.6001808911714235,,4.418167587152136,,-0.6936128109489512,
Festuca_ovina,Festuca,ovina,-1.6094379124341003,,5.135798437050262,,-1.7147984280919266,
Festuca_rubra,Festuca,rubra,-1.7401202945013041,0.2259925618715286,5.146851824940777,0.08425679191380997,-1.4879648231289058,0.28399201880296954
Ficus_apollinaris,Ficus,apollinaris,-1.214359897212423,,3.2690336894992824,,-0.6310489607871986,
Ficus_carica,Ficus,carica,-1.0000120724285002,,3.0623500711846616,,-0.5861222058828951,
Ficus_citrifolia,Ficus,citrifolia,-0.50170071598899,,2.142145134467161,,-0.8981774694771245,
Ficus_fistulosa,Ficus,fistulosa,-0.5457275438730688,0.07316079831639014,2.3413295631417723,0.3572092665191027,-0.8832057196822837,0.2012646452242022
Ficus_langkokensis,Ficus,langkokensis,-0.5173063943857938,0.06749986577266377,2.4560676465908,0.19499769213446566,-1.0566779583976484,0.09711120784199755
Ficus_maclellandii,Ficus,maclellandii,-0.4272772566282232,0.08309374510795277,2.441698999774927,0.4060921068976814,-1.1619002731268238,0.23834375796467971
Ficus_pertusa,Ficus,pertusa,-0.6301723813985569,,2.1397827427481695,,-0.6376249543229666,
Ficus_simplicissima,Ficus,simplicissima,-0.6264836214697671,0.12559692116892518,2.6379392882705925,0.32325826810515873,-0.9453634619718608,0.09777040249138298
Ficus_sodiroi,Ficus,sodiroi,-0.5525160508201997,,1.949192143842161,,-0.6017836476218645,
Ficus_tonduzii,Ficus,tonduzii,-1.2193601655355657,0.10064720516045311,3.629241555910632,0.7030071645543239,-0.9524952410873577,0.5055430235690603
Ficus_variolosa,Ficus,variolosa,-2.0180078354957436,,4.965986542427374,,-1.1394342831883648,
Ficus_vasculosa,Ficus,vasculosa,-0.5745569217430195,0.11526981449383474,2.369816039552435,0.2561460795839204,-0.9365782075100855,0.12344954536954428
Filipendula_digitata,Filipendula,digitata,-1.6982691261407161,,5.396386363677473,,-1.7635885947613588,
Fraxinus_americana,Fraxinus,americana,-0.46707648855504663,0.04245618705174793,2.851600953335199,0.08547706115580081,-1.7460557026505197,0.06147305537792543
Fraxinus_angustifolia,Fraxinus,angustifolia,-0.7818964304125747,,2.937420688479367,,-1.034592086834784,
Fraxinus_chinensis,Fraxinus,chinensis,-0.7488237088156637,0.11473705211921795,3.144944410827939,0.25887294572115793,-1.4060009774044497,0.06783924285929738
Fraxinus_excelsior,Fraxinus,excelsior,-0.6859891320265389,0.05918798344537823,2.6952084118437565,0.17595855461239754,-1.129913815954582,0.06110073225327269
Fraxinus_mandshurica,Fraxinus,mandshurica,-0.9155294918996921,0.06854526850673878,3.603481150629376,0.1756522353768598,-1.449446744080214,0.05894040435344314
Fraxinus_nigra,Fraxinus,nigra,-0.5685665816638258,0.038464812927461636,3.150253093289187,0.1093242129300365,-1.7710254831134284,0.11816828289216337
Fuchsia_excorticata,Fuchsia,excorticata,-1.076431158032614,0.04549919778966272,4.412182158958513,0.08186288314235571,-2.018935778805567,0.019576702178243907
Fumana_thymifolia,Fumana,thymifolia,-0.8833396317344692,,1.7075845310126203,,-0.1929879963397587,
Gahnia_procera,Gahnia,procera,-1.1394342831883648,,4.072439726834051,,-1.6607312068216509,
Gahnia_xanthocarpa,Gahnia,xanthocarpa,-0.7765287894989963,,3.8199077165203406,,-2.3025850929940455,
Galearia_maingayi,Galearia,maingayi,-0.6011150951134516,,1.7291067837174938,,-0.28129227476065327,
Galium_aparine,Galium,aparine,-1.6654793033177253,,5.483130261962464,,-1.8971199848858813,
Galium_boreale,Galium,boreale,-1.7265336843103476,,5.15235633994251,,-1.1520620887487485,
Garcinia_cowa,Garcinia,cowa,-0.5449680001476402,0.10857177845705054,2.5593702053872116,0.3073087924222079,-1.0129185857612613,0.06702731630091026
Garcinia_oblongifolia,Garcinia,oblongifolia,-1.6597317064885675,,4.5094299137072555,,-1.2729656758128873,
Garcinia_xanthochymus,Garcinia,xanthochymus,-0.281125834294097,,1.7291020442081653,,-0.8145896199242211,
Garuga_floribunda,Garuga,floribunda,-0.21531033838272792,0.08569515619305915,2.111569609275655,0.19462442134830796,-1.3209610366852875,0.21623988453350243
Geissanthus_vanderwerffii,Geissanthus,vanderwerffii,-0.4902063365632549,,1.9883483088309355,,-0.7663197856904425,
Genista_hirsuta,Genista,hirsuta,-0.8415601857027184,,2.4158881056500805,,-0.38198241498011165,
Genista_triacanthos,Genista,triacanthos,-0.8679173212010655,,2.5533958239963295,,-0.33808601085468387,
Gentiana_andrewsii,Gentiana,andrewsii,-1.171182981502945,,4.859812404361672,,-2.2072749131897207,
Geranium_rotundifolium,Geranium,rotundifolium,-1.4653375684603434,,5.459585514144159,,-2.0874737133771,
Ginkgo_biloba,Ginkgo,biloba,-0.24446362132571398,0.03368708582318001,2.7827696360984935,0.08016129434350096,-2.0552729556014397,0.06182737895069603
Gironniera_subaequalis,Gironniera,subaequalis,-0.6973328430741486,0.253248363599278,2.6754374929244196,0.3117813784014391,-1.072005769398105,0.09709921654120338
Gleditsia_triacanthos,Gleditsia,triacanthos,-0.706522068343392,0.3528399563718022,2.6295830303261853,0.3237405731645591,-1.746102931627902,0.20632739023369404
Glochidion_eriocarpum,Glochidion,eriocarpum,-0.46698733758359656,0.04233941005865826,2.6427141952417843,0.006524357239468425,-1.4025895929299501,0.10401865023800583
Glochidion_lanceolarium,Glochidion,lanceolarium,-0.5162096677836638,0.05197338642914678,2.429964760978339,0.11325864256634541,-1.0326017973009687,0.09083666209465319
Gnetum_gnemon,Gnetum,gnemon,-1.198395536894713,0.24229240027442545,3.2129869170956837,0.38208567711969804,-1.0261635854268525,0.11843955338983671
Goniothalamus_griffithii,Goniothalamus,griffithii,-0.2248117101730133,0.07477208893460063,1.888253887568567,0.16705086527382815,-1.1596611103253331,0.14647473532120198
Gordonia_fruticosa,Gordonia,fruticosa,-0.6347438307091431,0.10157543422121527,2.7477950081610385,0.3202328335923434,-1.2371950800144516,0.15536932038630272
Graffenrieda_emarginata,Graffenrieda,emarginata,-0.41237139265855943,0.1394009633129715,1.8004892994391073,0.34367208446812564,-0.7341133486188177,0.13805881376271198
Graffenrieda_harlingii,Graffenrieda,harlingii,-0.7878904103181502,0.3823252972096524,2.7774076029844172,0.548708791811519,-0.9593490272454327,0.21680909039388563
Graffenrieda_uribei,Graffenrieda,uribei,-0.6790087966571426,0.037663078535366074,2.700541557032912,0.061753338466689074,-1.1089383397714754,0.0525381797631955
Grias_peruviana,Grias,peruviana,-0.13405657513966973,0.046098849515299085,1.6236273599081283,0.1233675917154285,-1.1135533481452988,0.0309841262014987
Guarea_kunthiana,Guarea,kunthiana,-0.072055292013093,0.04447852424285851,1.7981348700981443,0.10382981266427416,-1.412318672847928,0.014701012464944485
Guarea_macrophylla,Guarea,macrophylla,-0.3825057039732539,,2.264324845022376,,-1.2600006363379714,
Guarea_subandina,Guarea,subandina,-1.0247114808285755,,3.149781911562411,,-0.8598910437104175,
Gutierrezia_sarothrae,Gutierrezia,sarothrae,-1.3238831009984935,,4.4387154166359855,,-1.491654876777717,
Gymnosporia_arbutifolia,Gymnosporia,arbutifolia,-0.6539264674066639,,2.7650604558189897,,-1.1086626245216111,
Hakea_ceratophylla,Hakea,ceratophylla,-0.4942963218147801,,3.9889840465642745,,-2.7488721956224653,
Hakea_cyclocarpa,Hakea,cyclocarpa,-0.4942963218147801,,4.1588830833596715,,-2.8824035882469876,
Hakea_linearis,Hakea,linearis,-0.527632742082372,,3.8066624897703196,,-2.4651040224918206,
Hakea_lissocarpha,Hakea,lissocarpha,-0.4942963218147801,,4.060443010546419,,-2.8134107167600364,
Hakea_oldfieldii,Hakea,oldfieldii,-0.616186139423817,,4.499809670330265,,-3.036554268074246,
Hakea_tuberculata,Hakea,tuberculata,-0.579818495252942,,4.343805421853684,,-2.8134107167600364,
Hakea_varia,Hakea,varia,-0.5447271754416722,,4.02535169073515,,-2.659260036932778,
Halesia_tetraptera,Halesia,tetraptera,-1.4953381793033127,0.43732212840528467,3.7529576750258955,0.1695263969899577,-2.273736891377892,0.07716041128692426
Halocarpus_biformis,Halocarpus,biformis,-0.45480004265699114,0.0551775072837887,2.3600655849786847,0.12544429730667733,-1.1988178651848214,0.041236381937249905
Halocarpus_kirkii,Halocarpus,kirkii,-0.43785478121909094,0.02466778962835685,2.6410158645175286,0.09028032040579981,-1.5164502457097415,0.055794722122237315
Hamamelis_virginiana,Hamamelis,virginiana,-0.8248613852850278,0.343534348735814,2.9810816268580664,0.2642138471164682,-1.7497018980419812,0.1924492465959445
Handroanthus_guayacan,Handroanthus,guayacan,-0.11919683185784244,0.07489408579407893,2.3329201249957823,0.22032877216351227,-1.852454899531835,0.21448056083636977
Handroanthus_ochraceus,Handroanthus,ochraceus,-0.40657591994303344,0.015175363014046492,2.435524142290977,0.03304495007425187,-1.5601973972053866,0.016024222404678542
Harpullia_cupanioides,Harpullia,cupanioides,-0.3233461556471623,0.05643282421992375,1.8988386743762316,0.11455147835901033,-0.9216478834336717,0.07513934786810847
Hedeoma_hispida,Hedeoma,hispida,-1.5141277326297755,,5.111987788356544,,-1.8971199848858813,
Hedera_helix,Hedera,helix,-0.6044039707255567,,2.6615401246560184,,-1.1775213653940861,
Hedycarya_arborea,Hedycarya,arborea,-0.058849264364437846,0.05448956438862992,2.570652415107995,0.18802878457060188,-2.234450268696016,0.06697620592616362
Hedyosmum_goudotianum,Hedyosmum,goudotianum,-0.39573097454001854,0.04287100660252848,2.7487776135534143,0.09749719016594874,-1.7188685317182772,0.04088387069996718
Hedyosmum_purpurascens,Hedyosmum,purpurascens,-0.2346998591688706,0.028948270670240493,2.753229401087992,0.059818334161559135,-2.048217445489229,0.048792199409954676
Helianthemum_almeriense,Helianthemum,almeriense,-0.528183741312198,,0.925675274184316,,-0.2713439389360259,
Helianthemum_apenninum,Helianthemum,apenninum,-1.292434459307209,0.013703057883704517,4.489558558105716,0.41543814611810687,-1.970438482189698,0.3974172398675386
Helianthemum_oelandicum,Helianthemum,oelandicum,-1.1665552708267555,0.21840763622200915,3.8438849382101883,0.7817564778833054,-1.5010130392159817,0.4973992594056685
Helianthemum_syriacum,Helianthemum,syriacum,-0.7452829349804738,,1.3568929599401491,,-0.3220562723597662,
Helianthus_agrestis,Helianthus,agrestis,-0.6501474458599333,0.050819953054521465,5.403097107649836,0.14180686193887657,-3.278901440402116,0.13234627711354086
Helianthus_angustifolius,Helianthus,angustifolius,-0.6007426275873193,0.048208963137649656,5.781591207515599,0.031676209583718515,-3.484698015437988,0.010929940940996937
Helianthus_annuus,Helianthus,annuus,-0.5475737571289294,0.1165974193936883,5.492767660306339,0.03837097260464832,-3.3939510527835197,0.05180250904657099
Helianthus_argophyllus,Helianthus,argophyllus,-0.7744180287996316,0.14634739961302887,5.63729343575875,0.07101212762503595,-3.4420193761824103,0.0
Helianthus_atrorubens,Helianthus,atrorubens,-0.6416097839677622,,5.60285655606624,,-3.4112477175156566,
Helianthus_carnosus,Helianthus,carnosus,-0.4779021355927883,0.051979801101332025,5.597296511531763,0.05947392026202947,-3.4433240092894564,0.03613737510846281
Helianthus_cusickii,Helianthus,cusickii,-0.5165668059034869,0.011291351413498574,5.175903242000809,0.09102665130559595,-3.3669009859293495,0.014493768436626198
Helianthus_debilis,Helianthus,debilis,-0.8116420645202245,,5.774240938304763,,-3.3813947543659757,
Helianthus_floridanus,Helianthus,floridanus,-0.4070379063476246,0.04153320890291731,5.503783693448909,0.06318581964410219,-3.375375765086236,0.13118213223374564
Helianthus_giganteus,Helianthus,giganteus,-0.764041473633314,0.08706417720005341,4.995279683942873,0.44227571598843946,-2.8962311698595364,0.42800517066649096
Helianthus_grosseserratus,Helianthus,grosseserratus,-0.6790390789074756,0.06955489409360027,5.358368033045015,0.02102227952950031,-3.3242363405260273,0.0
Helianthus_heterophyllus,Helianthus,heterophyllus,-0.46144587811026505,0.06743547366933475,5.603127121889424,0.044331884380488074,-3.559238155148895,0.05268025782891316
Helianthus_longifolius,Helianthus,longifolius,-0.7642078679640821,0.016947680919257344,5.852359377355771,0.05874506867605331,-3.485415633225022,0.029007821945766166
Helianthus_maximiliani,Helianthus,maximiliani,-0.6423728722023581,0.04734840347699676,5.581991871223789,0.11207691124477302,-3.3383217790093753,0.014085438483347978
Helianthus_mollis,Helianthus,mollis,-0.7925662754768769,0.058556453737278795,5.657903495889153,0.02329248009425156,-3.367742029020842,0.043505688494814614
Helianthus_neglectus,Helianthus,neglectus,-0.9347623859929949,0.09203092040388372,5.596671234986593,0.014228112189552444,-3.507113761746327,0.033345687249336065
Helianthus_niveus,Helianthus,niveus,-0.5583792527602542,,5.549348421349137,,-3.079113882493042,
Helianthus_occidentalis,Helianthus,occidentalis,-0.7811273685135821,,5.692788933181335,,-3.3242363405260273,
Helianthus_pauciflorus,Helianthus,pauciflorus,-1.0216512475319814,,3.9512437185814275,,-1.6607312068216509,
Helianthus_petiolaris,Helianthus,petiolaris,-0.7987823084586414,0.008790956130081462,5.694240116794681,0.03114075741401523,-3.458902807417819,0.047655089902162606
Helianthus_porteri,Helianthus,porteri,-0.7784527277380601,0.09148521826266161,5.972186262271161,0.052086694816525864,-3.3997339322283913,0.09092310738314993
Helianthus_praecox,Helianthus,praecox,-0.8292986425705315,,5.948844061271341,,-3.3813947543659757,
Helianthus_radula,Helianthus,radula,-0.5710093581232245,0.043520487046855176,5.561176297482502,0.07075207340571454,-3.221696264813244,0.0751411015246688
Helianthus_salicifolius,Helianthus,salicifolius,-0.908364709328631,0.004486818393845459,5.50986303131536,0.0823172667595382,-3.285641521180462,0.06676569631226137
Helianthus_silphioides,Helianthus,silphioides,-0.6128145822527924,0.11314391002769512,5.453752810769638,0.0597162571630565,-3.256170253363737,0.15507746415191967
Helianthus_verticillatus,Helianthus,verticillatus,-0.6078488755827982,0.041847800019201686,5.422546512694935,0.14178230539448752,-3.1821344364882993,0.012048775789530229
Helichrysum_italicum,Helichrysum,italicum,-1.1509060833892437,,2.91169127715811,,-0.021636704387783364,
Helichrysum_stoechas,Helichrysum,stoechas,-0.7093781936703626,,1.8107268950627968,,-0.42663581031221204,
Helicia_formosana,Helicia,formosana,-1.691407475301351,,4.5830268213024015,,-0.3285040669720361,
Helicostylis_scabra,Helicostylis,scabra,-1.0328245481301066,,3.8726582819058692,,-1.4567168254164364,
Helicostylis_tomentosa,Helicostylis,tomentosa,-1.672910335389674,,4.7632638952758155,,-1.2046055144447754,
Helicostylis_tovarensis,Helicostylis,tovarensis,-1.2649519883378122,0.04815785319362754,3.664468581372738,0.036189956436569574,-0.9015482335724464,0.05338878579404246
Heliocarpus_americanus,Heliocarpus,americanus,-0.6409145991616011,0.047367621377189445,3.171797989401669,0.15145555043387132,-1.6487525512287111,0.1066962728438537
Heliopsis_helianthoides,Heliopsis,helianthoides,-0.9675840262617056,,4.1588830833596715,,-1.9661128563728327,
Heptapleurum_heptaphyllum,Heptapleurum,heptaphyllum,-1.3072983548933927,,5.059335988231617,,-2.2072749131897207,
Heptapleurum_minutistellatum,Heptapleurum,minutistellatum,-1.1007245178543839,,3.635214929528243,,-1.0498221244986778,
Hesperostipa_comata,Hesperostipa,comata,-1.5216232860523249,,4.70389731137906,,-1.104521694865857,
Hesperostipa_spartea,Hesperostipa,spartea,-1.3878956424868645,,4.016647616554643,,-0.9335801435939486,
Heuchera_richardsonii,Heuchera,richardsonii,-1.5789087073992776,,4.5134432929167865,,-1.0498221244986778,
Hieronyma_asperifolia,Hieronyma,asperifolia,-0.27303794676420834,0.09364436946357771,1.9053178887131315,0.22690444511145222,-1.1175501751324792,0.07113753486485777
Hieronyma_fendleri,Hieronyma,fendleri,-0.1233470829107149,0.022923581133209157,1.6739649119208457,0.06084188399166169,-1.1865372468554969,0.029157283745092362
Hieronyma_macrocarpa,Hieronyma,macrocarpa,-0.616186139423817,,2.6405642935744855,,-1.1672232605879849,
Hieronyma_oblonga,Hieronyma,oblonga,-0.2928322750905935,0.07939149923776892,2.121281036413194,0.09573475617151739,-1.2974507115302925,0.06669688565528585
Hoheria_lyallii,Hoheria,lyallii,-0.6215501050923742,0.03783797477386052,3.6009546564692636,0.11244452201176168,-2.109533477375314,0.04224262235723269
Hoheria_sexstylosa,Hoheria,sexstylosa,-0.252863135581175,0.05214257242631936,3.1480644370353326,0.10767697807172515,-2.396306235993294,0.05476590846965301
Holcus_lanatus,Holcus,lanatus,-2.0402208285265546,,5.616771097666572,,-1.5141277326297755,
Horsfieldia_amygdalina,Horsfieldia,amygdalina,-0.16165655674218962,,1.2818418658645108,,-0.6767830483140733,
Hosta_ventricosa,Hosta,ventricosa,-0.8988192509621502,,4.101969221654853,,-2.0661963122982363,
Hymenopus_adolphoduckei,Hymenopus,adolphoduckei,-0.7635696448564911,,2.8419981736119486,,-0.8393296907380268,
Hymenopus_caudatus,Hymenopus,caudatus,-0.7985076962177716,,2.7880929087757464,,-0.8580218237501793,
Hymenopus_macrophyllus,Hymenopus,macrophyllus,-0.8301130356331028,,2.825536896557877,,-0.7444404749474959,
Hymenopus_reticulatus,Hymenopus,reticulatus,-0.6772738314036552,,2.703372611551099,,-0.6443570163905132,
Hymenopus_sothersiae,Hymenopus,sothersiae,-0.8627499649461253,,2.644044871126298,,-0.6143360001356555,
Hymenoxys_richardsonii,Hymenoxys,richardsonii,-1.26443077336305,,4.235371220014702,,-1.4600605123164376,
Hypobathrum_racemosum,Hypobathrum,racemosum,-0.7714871720111968,,2.4349198419260096,,-0.6211088676741696,
Ilex_laurina,Ilex,laurina,-0.7454127324834287,0.018354990964488036,2.8553153670028966,0.06185936736039224,-1.1237293284057477,0.04054929619468984
Ilex_macropoda,Ilex,macropoda,-1.171182981502945,,4.40745068701404,,-1.4271163556401458,
Ilex_opaca,Ilex,opaca,-1.0834744804120482,0.4790397284592051,3.174468376594456,0.47498765596698256,-1.908819134158355,0.22622252090642372
Ilex_pedunculosa,Ilex,pedunculosa,-1.2039728043259361,,4.00369019395397,,-1.2378743560016174,
Ilex_teratopis,Ilex,teratopis,-0.5346082061598136,0.09144123086763772,1.9686102710721158,0.16892025641457076,-0.658144416338945,0.013654747340939744
Ilex_verticillata,Ilex,verticillata,-0.44926026810783587,,3.423506973046555,,-2.282938095454607,
Imbralyx_leptobotrys,Imbralyx,leptobotrys,-0.7533927068671636,,3.0030105991646803,,-1.1439646799559864,
Inga_alba,Inga,alba,-0.527632742082372,,2.540814281726296,,-0.9187938620922735,
Inga_auristellae,Inga,auristellae,-0.770028224895903,,2.966303462863179,,-1.152013065395225,
Inga_bicoloriflora,Inga,bicoloriflora,-0.5191938734365074,,2.5718485799218085,,-1.0244328904938582,
Inga_brevipes,Inga,brevipes,-0.8989420935395421,,3.1432898379116057,,-1.0244328904938582,
Inga_cayennensis,Inga,cayennensis,-0.6871651088823978,,2.854168709232204,,-1.2378743560016174,
Inga_cordatoalata,Inga,cordatoalata,-0.2930296787783762,,2.0241930674493576,,-0.8347107448817322,
Inga_extra-nodis,Inga,extra-nodis,-0.6769431315190206,0.06631163354334149,2.6069743010549895,0.2595985636657213,-1.0186205724660695,0.17989788983406108
Inga_gracilifolia,Inga,gracilifolia,-0.5960204698292225,,2.5217206229107165,,-0.8603830999358592,
Inga_huberi,Inga,huberi,-0.7507762933965817,,2.9882040071331994,,-1.2378743560016174,
Inga_lateriflora,Inga,lateriflora,-0.33547273628812946,,2.3608540011180215,,-1.2517634681622845,
Inga_loubryana,Inga,loubryana,-0.8221581515653347,0.3194660276960661,2.929979363592337,0.5081657628069622,-1.045105351381894,0.13153843904092904
Inga_macrophylla,Inga,macrophylla,-0.8556661100577202,,3.2375012889913655,,-1.2344320118106447,
Inga_marginata,Inga,marginata,-0.6369595235645934,0.05595615494923902,2.4654012049457403,0.11432569925170867,-0.9376319471174847,0.08603189280842097
Inga_nobilis,Inga,nobilis,-0.6937473606319777,,2.4098537866217455,,-0.7814397874287006,
Inga_obidensis,Inga,obidensis,-0.5208759596194922,,2.2905125117597764,,-0.9238189982949466,
Inga_paraensis,Inga,paraensis,-0.6891551592904078,,2.702702594775615,,-0.991553216374702,
Inga_rubiginosa,Inga,rubiginosa,-0.4307877830993103,0.18591049672657797,1.9818544642554838,0.26810192295064456,-0.8779543966619593,0.1327995165805412
Inga_ruiziana,Inga,ruiziana,-0.6597124044737079,,2.9090844668283187,,-1.2378743560016174,
Inga_splendens,Inga,splendens,-0.6635883783184009,,2.545531271604435,,-0.941608539858445,
Inga_stipularis,Inga,stipularis,-0.3892509380786389,0.0740935554947882,1.8081903720976455,0.2524939205821668,-0.7810325870441482,0.13296827019972093
Inga_suberosa,Inga,suberosa,-0.8542259715165312,0.06456789057574225,3.318545850141577,0.27354733528466757,-1.3506142608776397,0.14996924664437838
Inga_thibaudiana,Inga,thibaudiana,-0.5727010274840783,,2.6837575085331657,,-1.0244328904938582,
Inga_umbellifera,Inga,umbellifera,-0.842606868108942,0.14142751585173247,2.6563218059715243,0.2334942419909176,-0.639693750589644,0.42741987101909473
Inga_umbratica,Inga,umbratica,-0.7571525105358577,,2.7750856024383683,,-0.9493305859523552,
Inula_conyza,Inula,conyza,-1.0966142860054366,,5.288267030694535,,-2.6036901857779675,
Iris_japonica,Iris,japonica,-0.8584936331479384,,4.227644446633998,,-2.268683539985031,
Iris_versicolor,Iris,versicolor,-1.2729656758128873,,4.77912349311153,,-1.9661128563728327,
Itea_chinensis,Itea,chinensis,-2.126449295287177,,4.703475874772215,,-0.616186139423817,
Ixora_intensa,Ixora,intensa,-0.6597124044737079,,2.7978909051019993,,-0.9364934391916745,
Ixora_panurensis,Ixora,panurensis,-0.6217571844732723,,2.658159431488745,,-1.1679623668029029,
Juglans_mandshurica,Juglans,mandshurica,-1.2063621025950646,0.11696820382988841,4.207669534358408,0.2768519647739578,-1.571021922455302,0.13318203030677028
Juglans_nigra,Juglans,nigra,-1.101235111363239,0.15866742485886498,3.0139300970916953,0.16425618152269092,-0.8485379889768611,0.19297826193589823
Juniperus_chinensis,Juniperus,chinensis,-0.6738511980617344,0.10446874867450878,2.880481314128699,0.15467247623217076,-1.4868522733020395,0.12296238621840455
Juniperus_communis,Juniperus,communis,-0.4933525915135608,0.07585427082394305,3.263647421320025,0.3187502673665166,-1.6897184495590178,0.2108315919090006
Juniperus_phoenicea,Juniperus,phoenicea,-0.6554661135922568,,2.083632139845222,,-0.4698095296842743,
Juniperus_sabina,Juniperus,sabina,-0.9167908569158374,,3.6432834618664827,,-1.5702171992808192,
Knema_erratica,Knema,erratica,-0.10152696850334966,0.06315295543836051,1.5462315212308946,0.016986252676868596,-1.1016130928329515,0.10931965916878972
Knightia_excelsa,Knightia,excelsa,-0.9619060976937611,0.025132116774839782,3.805786217792528,0.0462577062421498,-1.6365248086139688,0.053126183723305624
Koeleria_macrantha,Koeleria,macrantha,-1.77009582763489,,4.825694901543437,,-0.8456196976236802,
Koeleria_pyramidata,Koeleria,pyramidata,-1.1239451024160318,0.22312854555057743,4.108062150107434,0.08159259191899125,-1.4963137088058067,0.25843935280418917
Koeleria_vallesiana,Koeleria,vallesiana,-1.3541863002274601,0.10874282810172473,4.666069576399909,0.32394318757168633,-1.9407374864383378,0.22991137689448063
Koelreuteria_paniculata,Koelreuteria,paniculata,-0.9986524991144299,0.35987526625696475,3.794770160461458,0.5687514064824027,-2.2870950429633528,0.3428541271726782
Krascheninnikovia_ceratoides,Krascheninnikovia,ceratoides,-1.4045601699267831,,4.37709589063546,,-1.0781971019659335,
Kubitzkia_mezii,Kubitzkia,mezii,-0.4780358009429998,,2.355177543113216,,-1.0847093834991182,
Kunzea_ericoides,Kunzea,ericoides,-0.6403076872978927,0.08478329924962129,3.633906523820702,0.1286592753995875,-2.084991384189245,0.07129643761020922
Kutchubaea_oocarpa,Kutchubaea,oocarpa,-0.6753072624316143,,3.2208738275308737,,-1.4696759700589417,
Kutchubaea_semisericea,Kutchubaea,semisericea,-0.7678707267558817,,2.89480635496403,,-1.1026203100656484,
Kutchubaea_sericantha,Kutchubaea,sericantha,-0.8580218237501793,,3.138099514840913,,-1.0023934309275668,
Lactuca_tatarica,Lactuca,tatarica,-1.0896773246105305,,4.34629184061853,,-1.5453958707720703,
Ladenbergia_riveroana,Ladenbergia,riveroana,-1.0833789080275205,,3.4060498507014016,,-1.0420601183899925,
Lamium_album,Lamium,album,-1.9995219185039625,,5.792156286415493,,-1.5248805235952265,
Larix_decidua,Larix,decidua,-0.7647171659029437,0.055927983949604874,3.094243839526306,0.10862243394432226,-1.3368660395513292,0.08522449190225789
Larix_gmelinii,Larix,gmelinii,-0.7758429085991727,0.05421326853770794,3.0170496980406756,0.11056181201361043,-1.1364231930786037,0.028666151539759935
Larix_kaempferi,Larix,kaempferi,-0.47855636319720507,0.2554128118829953,2.648630904821906,0.533580935674703,-1.3478138405518263,0.03848052056806416
Lathyrus_venosus,Lathyrus,venosus,-0.9875182411625228,,3.84651487154136,,-1.637608791686511,
Launaea_arborescens,Launaea,arborescens,-0.9779666873982497,,1.8622937900490932,,-0.781773763838675,
