"binominal","F01286","F01287","F01289","F00679","F00727","F00709","state","taxa"
"Chamaecyparis_pisifera","Chamaecyparis","pisifera","Cupressaceae",0.543000821,14.89030299,0.234947274,"AM","Chamaecyparis_pisifera"
"Chamaecyparis_pisifera","Chamaecyparis","pisifera","Cupressaceae",0.44496427,29.44899883,0.156021109,"AM","Chamaecyparis_pisifera"
"Chamaecyparis_pisifera","Chamaecyparis","pisifera","Cupressaceae",0.455447782,25.05035591,0.184384418,"AM","Chamaecyparis_pisifera"
"Chamaerhodos_erecta","Chamaerhodos","erecta","Rosaceae",0.24,108.1,0.21,"AM","Chamaerhodos_erecta"
"Chamaerhodos_erecta","Chamaerhodos","erecta","Rosaceae",0.23,102.9,0.23,"AM","Chamaerhodos_erecta"
"Chassalia_subnuda","Chassalia","subnuda","Rubiaceae",0.328,29.52,0.367,"AM","Chassalia_subnuda"
"Chenopodium_album","Chenopodium","album","Amaranthaceae",0.264,53.81258278,0.339483316,"NMAM","Chenopodium_album"
"Chenopodium_album","Chenopodium","album","Amaranthaceae",0.404285714,17.73504274,0.439239204,"NMAM","Chenopodium_album"
"Chenopodium_album","Chenopodium","album","Amaranthaceae",0.18125,67.21538462,0.576614298,"NMAM","Chenopodium_album"
"Chenopodium_album","Chenopodium","album","Amaranthaceae",0.128382353,98.82889326,0.781655759,"NMAM","Chenopodium_album"
"Chenopodium_album","Chenopodium","album","Amaranthaceae",0.25,144,0.14,"NMAM","Chenopodium_album"
"Chenopodium_album","Chenopodium","album","Amaranthaceae",0.84375,3.837064677,0.466104649,"NMAM","Chenopodium_album"
"Chenopodium_album","Chenopodium","album","Amaranthaceae",0.1616,139.9069405,0.520902391,"NMAM","Chenopodium_album"
"Chionanthus_virginicus","Chionanthus","virginicus","Oleaceae",0.88025,8.33126731,0.18,"AM","Chionanthus_virginicus"
"Chionanthus_virginicus","Chionanthus","virginicus","Oleaceae",0.10320651,13.8825,0.1625,"AM","Chionanthus_virginicus"
"Chionanthus_virginicus","Chionanthus","virginicus","Oleaceae",0.71025,13.8829073,0.164,"AM","Chionanthus_virginicus"
"Chloranthus_henryi","Chloranthus","henryi","Chloranthaceae",0.462,37.27738562,0.161052632,"AM","Chloranthus_henryi"
"Choerospondias_axillaris","Choerospondias","axillaris","Anacardiaceae",0.27,77.2,0.24,"AM","Choerospondias_axillaris"
"Choerospondias_axillaris","Choerospondias","axillaris","Anacardiaceae",0.716166667,7.33460761,0.446965213,"AM","Choerospondias_axillaris"
"Choerospondias_axillaris","Choerospondias","axillaris","Anacardiaceae",0.29845,54.41443396,0.265,"AM","Choerospondias_axillaris"
"Choerospondias_axillaris","Choerospondias","axillaris","Anacardiaceae",0.522933333,13.24916623,0.389273957,"AM","Choerospondias_axillaris"
"Choerospondias_axillaris","Choerospondias","axillaris","Anacardiaceae",0.32,62.3,0.21,"AM","Choerospondias_axillaris"
"Choerospondias_axillaris","Choerospondias","axillaris","Anacardiaceae",0.23,97.3,0.25,"AM","Choerospondias_axillaris"
"Chomelia_psilocarpa","Chomelia","psilocarpa","Rubiaceae",0.544902452,17.42708461,0.246188679,"AM","Chomelia_psilocarpa"
"Chomelia_psilocarpa","Chomelia","psilocarpa","Rubiaceae",0.58917026,17.46653391,0.210107705,"AM","Chomelia_psilocarpa"
"Chomelia_psilocarpa","Chomelia","psilocarpa","Rubiaceae",0.609119512,14.50570698,0.236693548,"AM","Chomelia_psilocarpa"
"Chomelia_psilocarpa","Chomelia","psilocarpa","Rubiaceae",0.528037372,22.38324152,0.204116466,"AM","Chomelia_psilocarpa"
"Chomelia_psilocarpa","Chomelia","psilocarpa","Rubiaceae",0.539602148,18.45929429,0.237010676,"AM","Chomelia_psilocarpa"
"Chomelia_psilocarpa","Chomelia","psilocarpa","Rubiaceae",0.525283885,18.71096211,0.246743697,"AM","Chomelia_psilocarpa"
"Chomelia_psilocarpa","Chomelia","psilocarpa","Rubiaceae",0.587280451,16.30645279,0.226506024,"AM","Chomelia_psilocarpa"
"Chomelia_psilocarpa","Chomelia","psilocarpa","Rubiaceae",0.482086712,24.14174352,0.227044711,"AM","Chomelia_psilocarpa"
"Chomelia_psilocarpa","Chomelia","psilocarpa","Rubiaceae",0.523698779,16.66940285,0.278642384,"AM","Chomelia_psilocarpa"
"Chomelia_psilocarpa","Chomelia","psilocarpa","Rubiaceae",0.478061226,23.56374786,0.236547812,"AM","Chomelia_psilocarpa"
"Chomelia_tenuiflora","Chomelia","tenuiflora","Rubiaceae",0.474,10.72,0.546,"AM","Chomelia_tenuiflora"
"Chromolucuma_rubriflora","Chromolucuma","rubriflora","Sapotaceae",0.467,23.47,0.181,"AM","Chromolucuma_rubriflora"
"Chrysojasminum_fruticans","Chrysojasminum","fruticans","Oleaceae",0.44935,14.67621347,0.44130439,"AM","Chrysojasminum_fruticans"
"Chrysophyllum_sanguinolentum","Chrysophyllum","sanguinolentum","Sapotaceae",0.568,9.37,0.396,"AM","Chrysophyllum_sanguinolentum"
"Chrysopsis_villosa","Chrysopsis","villosa","Asteraceae",0.2195,104.5839676,0.252040816,"AM","Chrysopsis_villosa"
"Cibotium_barometz","Cibotium","barometz","Cibotiaceae",0.24825,83.95513514,0.246666667,"AM","Cibotium_barometz"
"Cichorium_intybus","Cichorium","intybus","Asteraceae",0.354266667,378.8856063,0.020558963,"AM","Cichorium_intybus"
"Cinnamomum_austro-sinensis","Cinnamomum","austro-sinensis","Lauraceae",0.46,31.4,0.21,"AM","Cinnamomum_austro-sinensis"
"Cinnamomum_austro-sinensis","Cinnamomum","austro-sinensis","Lauraceae",0.37,45.8,0.21,"AM","Cinnamomum_austro-sinensis"
"Cinnamomum_austro-sinensis","Cinnamomum","austro-sinensis","Lauraceae",0.45255,28.12288557,0.220879121,"AM","Cinnamomum_austro-sinensis"
"Cinnamomum_austro-sinensis","Cinnamomum","austro-sinensis","Lauraceae",0.6,18.8,0.21,"AM","Cinnamomum_austro-sinensis"
"Cinnamomum_camphora","Cinnamomum","camphora","Lauraceae",0.490125,50.88942892,0.104152294,"AM","Cinnamomum_camphora"
"Cinnamomum_camphora","Cinnamomum","camphora","Lauraceae",0.91375,4.596500746,0.331763047,"AM","Cinnamomum_camphora"
"Cinnamomum_camphora","Cinnamomum","camphora","Lauraceae",0.4109375,72.38667315,0.104159757,"AM","Cinnamomum_camphora"
"Cinnamomum_camphora","Cinnamomum","camphora","Lauraceae",0.41574,35.41,0.27,"AM","Cinnamomum_camphora"
"Cinnamomum_camphora","Cinnamomum","camphora","Lauraceae",0.596153846,13.73293173,0.26087362,"AM","Cinnamomum_camphora"
"Cinnamomum_chekiangense","Cinnamomum","chekiangense","Lauraceae",0.499444455,23.18048968,0.2145286,"AM","Cinnamomum_chekiangense"
"Cinnamomum_chekiangense","Cinnamomum","chekiangense","Lauraceae",0.937053946,0.78245377,2.165823557,"AM","Cinnamomum_chekiangense"
"Cinnamomum_chekiangense","Cinnamomum","chekiangense","Lauraceae",0.680424198,5.241100353,0.539023487,"AM","Cinnamomum_chekiangense"
"Cinnamomum_chekiangense","Cinnamomum","chekiangense","Lauraceae",0.881846988,1.53031632,1.073358183,"AM","Cinnamomum_chekiangense"
"Cinnamomum_chekiangense","Cinnamomum","chekiangense","Lauraceae",0.589923741,13.84070458,0.26049876,"AM","Cinnamomum_chekiangense"
"Cinnamomum_contractum","Cinnamomum","contractum","Lauraceae",0.852466667,6.959469037,0.26196924,"AM","Cinnamomum_contractum"
"Cinnamomum_contractum","Cinnamomum","contractum","Lauraceae",0.688433333,12.70593201,0.317269249,"AM","Cinnamomum_contractum"
"Cinnamomum_contractum","Cinnamomum","contractum","Lauraceae",0.692133333,7.947831396,0.374781829,"AM","Cinnamomum_contractum"
"Cinnamomum_glanduliferum","Cinnamomum","glanduliferum","Lauraceae",0.855633333,4.032834025,0.474132744,"AM","Cinnamomum_glanduliferum"
"Cinnamomum_iners","Cinnamomum","iners","Lauraceae",0.758,13.735,0.163,"AM","Cinnamomum_iners"
"Cinnamomum_iners","Cinnamomum","iners","Lauraceae",0.83,8.262,0.23,"AM","Cinnamomum_iners"
"Cinnamomum_iners","Cinnamomum","iners","Lauraceae",0.861,9.311,0.195,"AM","Cinnamomum_iners"
"Cinnamomum_iners","Cinnamomum","iners","Lauraceae",0.931,9.863,0.154,"AM","Cinnamomum_iners"
"Cinnamomum_iners","Cinnamomum","iners","Lauraceae",0.882,9.375,0.183,"AM","Cinnamomum_iners"
"Cinnamomum_micranthum","Cinnamomum","micranthum","Lauraceae",0.502558049,24.15001231,0.209434432,"AM","Cinnamomum_micranthum"
"Cinnamomum_micranthum","Cinnamomum","micranthum","Lauraceae",0.622759498,2.056493367,1.800766592,"AM","Cinnamomum_micranthum"
"Cinnamomum_micranthum","Cinnamomum","micranthum","Lauraceae",0.3063,18.17,0.32,"AM","Cinnamomum_micranthum"
"Cinnamomum_micranthum","Cinnamomum","micranthum","Lauraceae",0.562552877,7.692079464,0.533884493,"AM","Cinnamomum_micranthum"
"Cinnamomum_micranthum","Cinnamomum","micranthum","Lauraceae",0.703197355,1.901216367,1.800225869,"AM","Cinnamomum_micranthum"
"Cinnamomum_micranthum","Cinnamomum","micranthum","Lauraceae",0.562764665,11.99489896,0.348336379,"AM","Cinnamomum_micranthum"
"Cinnamomum_parthenoxylon","Cinnamomum","parthenoxylon","Lauraceae",0.57465,20.0281388,0.192121212,"AM","Cinnamomum_parthenoxylon"
"Cinnamomum_parthenoxylon","Cinnamomum","parthenoxylon","Lauraceae",0.44185,14.68,0.28,"AM","Cinnamomum_parthenoxylon"
"Cinnamomum_parthenoxylon","Cinnamomum","parthenoxylon","Lauraceae",0.36,58.4,0.18,"AM","Cinnamomum_parthenoxylon"
"Cinnamomum_parthenoxylon","Cinnamomum","parthenoxylon","Lauraceae",0.31,74.9,0.2,"AM","Cinnamomum_parthenoxylon"
"Cinnamomum_parthenoxylon","Cinnamomum","parthenoxylon","Lauraceae",0.40055,48.09963415,0.164,"AM","Cinnamomum_parthenoxylon"
"Cinnamomum_parthenoxylon","Cinnamomum","parthenoxylon","Lauraceae",0.5,34,0.18,"AM","Cinnamomum_parthenoxylon"
"Cistus_albidus","Cistus","albidus","Cistaceae",0.4749,3.664004099,0.686538192,"EcM","Cistus_albidus"
"Cistus_albidus","Cistus","albidus","Cistaceae",0.3913,10.26735149,0.863509913,"EcM","Cistus_albidus"
"Cistus_calycinus","Cistus","calycinus","Cistaceae",0.5166,6.565625576,0.812703922,"EcM","Cistus_calycinus"
"Cistus_crispus","Cistus","crispus","Cistaceae",0.43924375,12.42905362,0.615401581,"EcM","Cistus_crispus"
"Cistus_halimifolius","Cistus","halimifolius","Cistaceae",0.415325,9.3963384,0.861854952,"EcM","Cistus_halimifolius"
"Cistus_ladanifer","Cistus","ladanifer","Cistaceae",0.393275,9.270114972,0.906095206,"EcM","Cistus_ladanifer"
"Cistus_libanotis","Cistus","libanotis","Cistaceae",0.4262125,10.36421952,0.813983443,"EcM","Cistus_libanotis"
"Cistus_monspeliensis","Cistus","monspeliensis","Cistaceae",0.546541667,9.903725198,0.622950977,"EcM","Cistus_monspeliensis"
"Cistus_salviifolius","Cistus","salviifolius","Cistaceae",0.3925,10.89013154,0.824140611,"EcM","Cistus_salviifolius"
"Cistus_salviifolius","Cistus","salviifolius","Cistaceae",0.505175,8.427728383,0.746873236,"EcM","Cistus_salviifolius"
"Clarisia_biflora","Clarisia","biflora","Moraceae",0.3709,18.44253285,0.501831502,"AM","Clarisia_biflora"
"Clarisia_biflora","Clarisia","biflora","Moraceae",0.194,61.82968571,0.546875,"AM","Clarisia_biflora"
"Clarisia_racemosa","Clarisia","racemosa","Moraceae",0.5431,10.42937415,0.414084507,"AM","Clarisia_racemosa"
"Clarisia_racemosa","Clarisia","racemosa","Moraceae",0.439,14.77949695,0.447176685,"AM","Clarisia_racemosa"
"Cleidion_brevipetiolatum","Cleidion","brevipetiolatum","Euphorbiaceae",0.71,9.544630677,0.266254154,"AM","Cleidion_brevipetiolatum"
"Cleidion_brevipetiolatum","Cleidion","brevipetiolatum","Euphorbiaceae",0.840466667,7.635492309,0.239178004,"AM","Cleidion_brevipetiolatum"
"Cleidion_brevipetiolatum","Cleidion","brevipetiolatum","Euphorbiaceae",0.899533333,6.613655956,0.244338445,"AM","Cleidion_brevipetiolatum"
"Cleistogenes_squarrosa","Cleistogenes","squarrosa","Poaceae",0.22,229,0.11,"AM","Cleistogenes_squarrosa"
"Cleistogenes_squarrosa","Cleistogenes","squarrosa","Poaceae",0.23,198.9,0.12,"AM","Cleistogenes_squarrosa"
"Clethra_revoluta","Clethra","revoluta","Clethraceae",0.4395,19.50283934,0.337383178,"AM","Clethra_revoluta"
"Clethra_revoluta","Clethra","revoluta","Clethraceae",0.386522077,36.42464047,0.23359375,"AM","Clethra_revoluta"
"Clethra_revoluta","Clethra","revoluta","Clethraceae",0.4163,34.07922027,0.215546218,"AM","Clethra_revoluta"
"Clethra_revoluta","Clethra","revoluta","Clethraceae",0.414526859,34.1268356,0.216808371,"AM","Clethra_revoluta"
"Clethra_revoluta","Clethra","revoluta","Clethraceae",0.392,25.87543353,0.32037037,"AM","Clethra_revoluta"
"Clethra_revoluta","Clethra","revoluta","Clethraceae",0.3901,31.3636645,0.266956522,"AM","Clethra_revoluta"
"Clethra_revoluta","Clethra","revoluta","Clethraceae",0.456210613,25.41424375,0.23988006,"AM","Clethra_revoluta"
"Clinopodium_nepeta","Clinopodium","nepeta","Lamiaceae",0.268,130,0.139,"AM","Clinopodium_nepeta"
"Clitoria_javitensis","Clitoria","javitensis","Fabaceae",0.80922152,10.3639246,0.187703016,"AM","Clitoria_javitensis"
"Clitoria_javitensis","Clitoria","javitensis","Fabaceae",0.558342514,15.56147945,0.262589928,"AM","Clitoria_javitensis"
"Clitoria_javitensis","Clitoria","javitensis","Fabaceae",0.640636316,24.34534493,0.127494457,"AM","Clitoria_javitensis"
"Clitoria_javitensis","Clitoria","javitensis","Fabaceae",0.59363481,16.19425977,0.223218673,"AM","Clitoria_javitensis"
"Clitoria_javitensis","Clitoria","javitensis","Fabaceae",0.753455012,10.81474989,0.207490975,"AM","Clitoria_javitensis"
"Clitoria_javitensis","Clitoria","javitensis","Fabaceae",0.710194533,10.92587031,0.231163708,"AM","Clitoria_javitensis"
"Clitoria_javitensis","Clitoria","javitensis","Fabaceae",0.82705913,8.168125,0.228,"AM","Clitoria_javitensis"
"Clitoria_javitensis","Clitoria","javitensis","Fabaceae",0.73744249,9.931003802,0.235874439,"AM","Clitoria_javitensis"
"Clitoria_javitensis","Clitoria","javitensis","Fabaceae",0.898738471,6.199576837,0.254390935,"AM","Clitoria_javitensis"
"Clitoria_javitensis","Clitoria","javitensis","Fabaceae",0.716664468,11.78725402,0.210419486,"AM","Clitoria_javitensis"
"Clusia_alata","Clusia","alata","Clusiaceae",0.8945,4.87193908,0.329348986,"AM","Clusia_alata"
"Clusia_alata","Clusia","alata","Clusiaceae",0.9352,4.755188172,0.305992949,"AM","Clusia_alata"
"Clusia_alata","Clusia","alata","Clusiaceae",0.97015,4.796750831,0.284499055,"AM","Clusia_alata"
"Clusia_alata","Clusia","alata","Clusiaceae",0.3469,14.73595215,0.718213058,"AM","Clusia_alata"
"Clusia_alata","Clusia","alata","Clusiaceae",0.925166667,5.093068647,0.29196377,"AM","Clusia_alata"
"Clusia_ducuoides","Clusia","ducuoides","Clusiaceae",0.704201876,7.712701333,0.327653997,"AM","Clusia_ducuoides"
"Clusia_ducuoides","Clusia","ducuoides","Clusiaceae",0.841284232,6.433796875,0.279040797,"AM","Clusia_ducuoides"
"Clusia_ducuoides","Clusia","ducuoides","Clusiaceae",0.5595,10.23286293,0.397583893,"AM","Clusia_ducuoides"
"Clusia_ducuoides","Clusia","ducuoides","Clusiaceae",0.8942,8.235597793,0.193475682,"AM","Clusia_ducuoides"
"Clusia_ducuoides","Clusia","ducuoides","Clusiaceae",0.2842,21.22793258,0.741666667,"AM","Clusia_ducuoides"
"Clusia_ducuoides","Clusia","ducuoides","Clusiaceae",0.81770933,6.047612113,0.314679643,"AM","Clusia_ducuoides"
"Clusia_ducuoides","Clusia","ducuoides","Clusiaceae",0.6488,7.64871466,0.395504323,"AM","Clusia_ducuoides"
"Clusia_ducuoides","Clusia","ducuoides","Clusiaceae",0.9426,3.04619981,0.470684524,"AM","Clusia_ducuoides"
"Clusia_ducuoides","Clusia","ducuoides","Clusiaceae",0.629219078,11.71710579,0.274550484,"AM","Clusia_ducuoides"
"Clusia_elliptica","Clusia","elliptica","Clusiaceae",0.6231,11.83809306,0.26088632,"AM","Clusia_elliptica"
"Clusia_elliptica","Clusia","elliptica","Clusiaceae",0.71445,12.98443141,0.191911484,"AM","Clusia_elliptica"
"Clusia_elliptica","Clusia","elliptica","Clusiaceae",0.7503,8.313458333,0.27221172,"AM","Clusia_elliptica"
"Clusia_elliptica","Clusia","elliptica","Clusiaceae",0.90471562,5.95246281,0.261245052,"AM","Clusia_elliptica"
"Clusia_elliptica","Clusia","elliptica","Clusiaceae",0.922241314,6.89274499,0.217125749,"AM","Clusia_elliptica"
"Clusia_elliptica","Clusia","elliptica","Clusiaceae",0.9403,3.720479042,0.387470998,"AM","Clusia_elliptica"
"Clusia_elliptica","Clusia","elliptica","Clusiaceae",0.948940004,6.622468606,0.213120104,"AM","Clusia_elliptica"
"Clusia_elliptica","Clusia","elliptica","Clusiaceae",0.8211,8.081800654,0.233587786,"AM","Clusia_elliptica"
"Clusia_elliptica","Clusia","elliptica","Clusiaceae",0.777,7.092068085,0.297468354,"AM","Clusia_elliptica"
"Clusia_elliptica","Clusia","elliptica","Clusiaceae",0.8322,5.030456464,0.365477338,"AM","Clusia_elliptica"
"Clusia_elliptica","Clusia","elliptica","Clusiaceae",0.857859468,7.59106981,0.227266484,"AM","Clusia_elliptica"
"Clusia_elliptica","Clusia","elliptica","Clusiaceae",0.752277724,8.852932893,0.254070829,"AM","Clusia_elliptica"
"Coccoloba_excelsa","Coccoloba","excelsa","Polygonaceae",0.469098105,16.71593574,0.346315789,"EcM","Coccoloba_excelsa"
"Coccoloba_excelsa","Coccoloba","excelsa","Polygonaceae",0.449223248,11.77037736,0.536309524,"EcM","Coccoloba_excelsa"
"Coccoloba_excelsa","Coccoloba","excelsa","Polygonaceae",0.356300286,17.4159799,0.576169265,"EcM","Coccoloba_excelsa"
"Coccoloba_excelsa","Coccoloba","excelsa","Polygonaceae",0.395938792,22.10849092,0.367548907,"EcM","Coccoloba_excelsa"
"Coccoloba_excelsa","Coccoloba","excelsa","Polygonaceae",0.399408985,27.74802235,0.28778135,"EcM","Coccoloba_excelsa"
"Coccoloba_excelsa","Coccoloba","excelsa","Polygonaceae",0.375401873,18.84323383,0.479713604,"EcM","Coccoloba_excelsa"
"Coccoloba_excelsa","Coccoloba","excelsa","Polygonaceae",0.422983419,15.97997656,0.445561358,"EcM","Coccoloba_excelsa"
"Coccoloba_excelsa","Coccoloba","excelsa","Polygonaceae",0.467513424,10.04804787,0.580043384,"EcM","Coccoloba_excelsa"
"Coccoloba_excelsa","Coccoloba","excelsa","Polygonaceae",0.453356593,13.94683466,0.444400786,"EcM","Coccoloba_excelsa"
"Coccoloba_excelsa","Coccoloba","excelsa","Polygonaceae",0.329245543,30.2828418,0.388055556,"EcM","Coccoloba_excelsa"
"Coccoloba_manzinellensis","Coccoloba","manzinellensis","Polygonaceae",0.500706569,13.12231842,0.387215909,"EcM","Coccoloba_manzinellensis"
"Coccoloba_manzinellensis","Coccoloba","manzinellensis","Polygonaceae",0.462766159,17.40186238,0.341830986,"EcM","Coccoloba_manzinellensis"
"Coccoloba_manzinellensis","Coccoloba","manzinellensis","Polygonaceae",0.484873055,8.821815801,0.614209115,"EcM","Coccoloba_manzinellensis"
"Coccoloba_manzinellensis","Coccoloba","manzinellensis","Polygonaceae",0.475382702,10.80076753,0.521902017,"EcM","Coccoloba_manzinellensis"
"Coccoloba_manzinellensis","Coccoloba","manzinellensis","Polygonaceae",0.561424185,6.886772152,0.586857143,"EcM","Coccoloba_manzinellensis"
"Coccoloba_manzinellensis","Coccoloba","manzinellensis","Polygonaceae",0.396485139,20.94657093,0.386868687,"EcM","Coccoloba_manzinellensis"
"Coccoloba_manzinellensis","Coccoloba","manzinellensis","Polygonaceae",0.364379904,14.92862906,0.642690058,"EcM","Coccoloba_manzinellensis"
"Coccoloba_manzinellensis","Coccoloba","manzinellensis","Polygonaceae",0.421896782,13.34746596,0.536190476,"EcM","Coccoloba_manzinellensis"
"Coccoloba_manzinellensis","Coccoloba","manzinellensis","Polygonaceae",0.468250929,10.13926316,0.573015873,"EcM","Coccoloba_manzinellensis"
"Coccoloba_manzinellensis","Coccoloba","manzinellensis","Polygonaceae",0.662341937,5.252537223,0.552836485,"EcM","Coccoloba_manzinellensis"
"Comandra_umbellata","Comandra","umbellata","Santalaceae",0.321385714,31.36179282,0.334821433,"AM","Comandra_umbellata"
"Combretum_collinum","Combretum","collinum","Combretaceae",0.53,12.49,0.39,"AM","Combretum_collinum"
"Combretum_decandrum","Combretum","decandrum","Combretaceae",0.613090709,13.99485534,0.242165605,"AM","Combretum_decandrum"
"Combretum_decandrum","Combretum","decandrum","Combretaceae",0.701104703,8.922653772,0.290449438,"AM","Combretum_decandrum"
"Combretum_decandrum","Combretum","decandrum","Combretaceae",0.701331917,9.726087809,0.266283925,"AM","Combretum_decandrum"
"Combretum_decandrum","Combretum","decandrum","Combretaceae",0.671285228,8.697243816,0.325038285,"AM","Combretum_decandrum"
"Combretum_decandrum","Combretum","decandrum","Combretaceae",0.653913494,10.1001647,0.294958753,"AM","Combretum_decandrum"
"Combretum_decandrum","Combretum","decandrum","Combretaceae",0.720259428,9.750810811,0.251832461,"AM","Combretum_decandrum"
"Combretum_decandrum","Combretum","decandrum","Combretaceae",0.551227345,11.60315057,0.361320755,"AM","Combretum_decandrum"
"Combretum_decandrum","Combretum","decandrum","Combretaceae",0.558716892,10.93111444,0.373320896,"AM","Combretum_decandrum"
"Combretum_decandrum","Combretum","decandrum","Combretaceae",0.492094325,12.12115207,0.434,"AM","Combretum_decandrum"
"Combretum_decandrum","Combretum","decandrum","Combretaceae",0.573559231,9.932700312,0.389858012,"AM","Combretum_decandrum"
"Convallaria_majalis","Convallaria","majalis","Asparagaceae",0.4035,55.08335277,0.141735537,"AM","Convallaria_majalis"
"Convallaria_majalis","Convallaria","majalis","Asparagaceae",0.4366,83.10288557,0.089981984,"AM","Convallaria_majalis"
"Coprosma_ciliata","Coprosma","ciliata","Rubiaceae",0.2,91.5,0.34,"AM","Coprosma_ciliata"
"Coprosma_foetidissima","Coprosma","foetidissima","Rubiaceae",0.37,44.5,0.21,"AM","Coprosma_foetidissima"
"Coprosma_linariifolia","Coprosma","linariifolia","Rubiaceae",0.56,22.3,0.2,"AM","Coprosma_linariifolia"
"Coprosma_linariifolia","Coprosma","linariifolia","Rubiaceae",0.5043,18.42147679,0.271633238,"AM","Coprosma_linariifolia"
"Coprosma_linariifolia","Coprosma","linariifolia","Rubiaceae",0.486,23.91750831,0.225468165,"AM","Coprosma_linariifolia"
"Coprosma_linariifolia","Coprosma","linariifolia","Rubiaceae",0.6203,27.05634848,0.122222222,"AM","Coprosma_linariifolia"
"Coprosma_linariifolia","Coprosma","linariifolia","Rubiaceae",0.5366,25.54769363,0.172916667,"AM","Coprosma_linariifolia"
"Coprosma_linariifolia","Coprosma","linariifolia","Rubiaceae",0.6495,21.45006289,0.140707965,"AM","Coprosma_linariifolia"
"Coprosma_linariifolia","Coprosma","linariifolia","Rubiaceae",0.5517,17.29070796,0.241452991,"AM","Coprosma_linariifolia"
"Coprosma_lucida","Coprosma","lucida","Rubiaceae",0.45,26,0.23,"AM","Coprosma_lucida"
"Coprosma_rhamnoides","Coprosma","rhamnoides","Rubiaceae",0.2,158.3,0.2,"AM","Coprosma_rhamnoides"
"Cordiera_myrciifolia","Cordiera","myrciifolia","Rubiaceae",0.544,13.51,0.465,"AM","Cordiera_myrciifolia"
"Coreopsis_palmata","Coreopsis","palmata","Asteraceae",0.33,113,0.1,"AM","Coreopsis_palmata"
"Coriaria_arborea","Coriaria","arborea","Coriariaceae",0.31,27.4,0.46,"AM","Coriaria_arborea"
"Coriaria_nepalensis","Coriaria","nepalensis","Coriariaceae",0.44,31.30576369,0.209036145,"AM","Coriaria_nepalensis"
"Cornus_bretschneideri","Cornus","bretschneideri","Cornaceae",0.7875,3.5009,0.586447702,"AM","Cornus_bretschneideri"
"Cornus_bretschneideri","Cornus","bretschneideri","Cornaceae",0.334533333,54.856512,0.210684479,"AM","Cornus_bretschneideri"
"Cornus_bretschneideri","Cornus","bretschneideri","Cornaceae",0.372524752,34.5401,0.265629472,"AM","Cornus_bretschneideri"
"Cornus_bretschneideri","Cornus","bretschneideri","Cornaceae",0.333528037,56.1492,0.203845839,"AM","Cornus_bretschneideri"
"Cornus_bretschneideri","Cornus","bretschneideri","Cornaceae",0.401639344,21.5527,0.366214838,"AM","Cornus_bretschneideri"
"Cornus_bretschneideri","Cornus","bretschneideri","Cornaceae",0.49375,11.4653,0.455523177,"AM","Cornus_bretschneideri"
"Cornus_controversa","Cornus","controversa","Cornaceae",0.65355,14.69760833,0.202672971,"AM","Cornus_controversa"
"Cornus_florida","Cornus","florida","Cornaceae",0.92205,5.04244393,0.33,"AM","Cornus_florida"
"Cornus_florida","Cornus","florida","Cornaceae",0.7482,8.108521401,0.280567686,"AM","Cornus_florida"
"Cornus_florida","Cornus","florida","Cornaceae",0.49175,39.0481292,0.121,"AM","Cornus_florida"
"Cornus_florida","Cornus","florida","Cornaceae",0.03740209,39.045,0.12,"AM","Cornus_florida"
"Cornus_florida","Cornus","florida","Cornaceae",0.56075,25.2355661,0.16,"AM","Cornus_florida"
"Cornus_kousa","Cornus","kousa","Cornaceae",0.37895,51.5947027,0.171296296,"AM","Cornus_kousa"
"Cornus_officinalis","Cornus","officinalis","Cornaceae",0.399496644,16.98278997,0.469758683,"AM","Cornus_officinalis"
"Cornus_officinalis","Cornus","officinalis","Cornaceae",0.404791173,29.36726272,0.264596802,"AM","Cornus_officinalis"
"Cornus_officinalis","Cornus","officinalis","Cornaceae",0.525,8.26125977,0.559171774,"AM","Cornus_officinalis"
"Cornus_officinalis","Cornus","officinalis","Cornaceae",0.877419355,2.93161722,0.56414201,"AM","Cornus_officinalis"
"Cornus_ulotricha","Cornus","ulotricha","Cornaceae",0.6110875,13.28886489,0.256929557,"AM","Cornus_ulotricha"
"Coronilla_juncea","Coronilla","juncea","Fabaceae",0.3001,7.815522897,0.589211904,"AM","Coronilla_juncea"
"Coronilla_minima","Coronilla","minima","Fabaceae",0.385487263,66.88058186,0.115109931,"AM","Coronilla_minima"
"Coronilla_minima","Coronilla","minima","Fabaceae",0.28758104,106.5127931,0.134890147,"AM","Coronilla_minima"
"Coronilla_minima","Coronilla","minima","Fabaceae",0.67,9.6,0.308,"AM","Coronilla_minima"
"Corylus_ferox","Corylus","ferox","Betulaceae",0.2532,68.29596537,0.291356746,"EcM","Corylus_ferox"
"Corylus_sieboldiana","Corylus","sieboldiana","Betulaceae",0.2259,104.507722,0.24076087,"EcM","Corylus_sieboldiana"
"Corylus_sieboldiana","Corylus","sieboldiana","Betulaceae",0.187366667,161.1786312,0.227316017,"EcM","Corylus_sieboldiana"
"Corynocarpus_laevigatus","Corynocarpus","laevigatus","Corynocarpaceae",0.6882,18.06998612,0.14871001,"AM","Corynocarpus_laevigatus"
"Corynocarpus_laevigatus","Corynocarpus","laevigatus","Corynocarpaceae",0.608,20.21230287,0.170381679,"AM","Corynocarpus_laevigatus"
"Corynocarpus_laevigatus","Corynocarpus","laevigatus","Corynocarpaceae",0.59,23.8,0.16,"AM","Corynocarpus_laevigatus"
