"binominal","F01286","F01287","F01289","F00679","F00727","F00709","state","taxa"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.47256,19.85314631,0.219993879,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.547592,17.58274679,0.193361306,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.500682,17.71493683,0.215191062,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.678806,15.40533969,0.158646949,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.413364,29.89393787,0.211149701,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.546387,16.26527331,0.214752284,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.794231,7.333845469,0.237447182,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.804263,8.251822003,0.204772886,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.731986,10.97219194,0.192787473,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.626269,9.886539471,0.264332444,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.656214,11.04652039,0.223074123,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.644086,10.59656017,0.222408746,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.709264,7.903709439,0.272114894,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.705179,11.07095857,0.198138108,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.735794,8.361414779,0.2397101,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.67068,8.888446048,0.266784188,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.704753,13.1910741,0.167989544,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.64255,8.913159406,0.291416312,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.768613,9.186964138,0.199057214,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.608471,14.81705537,0.1867783,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.816926,7.468825709,0.204941287,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.586026,13.89735352,0.220402276,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.68872,9.734680777,0.220561053,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.698693,12.11565478,0.192638637,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.760364,9.333876443,0.209476388,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.678541,9.885150114,0.227207348,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.592966,9.512751066,0.31286363,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.702249,10.27351316,0.214036471,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.628602,14.26651726,0.190216695,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.544114,24.0291451,0.154221729,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.707943,9.203546164,0.224754845,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.666322,15.29373405,0.166128455,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.717129,7.926504471,0.249689073,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.639956,12.44164183,0.216979994,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.713491,6.955624272,0.282049995,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.610028,10.24126256,0.277684385,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.597345,15.25512803,0.181294241,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.618015,10.11488265,0.273283954,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.599409,13.92154772,0.207504241,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.686993,11.65656436,0.180515637,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.6093,14.37108404,0.201263622,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.69488,9.747347873,0.22007087,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.717104,10.01984611,0.207003137,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.901111,6.420507571,0.184080497,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.746196,7.518326226,0.239149248,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.647419,13.86966411,0.187390096,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.652479,12.05946629,0.220727267,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.704414,9.609298282,0.229980074,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.631103,13.41659389,0.216098515,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.740062,8.685169792,0.224091483,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.739066,8.855820348,0.228154747,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.666566,9.584048234,0.228378671,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.63982,10.36266677,0.265331421,"AM","Handroanthus_ochraceus"
"Handroanthus_ochraceus","Handroanthus","ochraceus","Bignoniaceae",0.743855,8.333673023,0.230190424,"AM","Handroanthus_ochraceus"
"Harpullia_cupanioides","Harpullia","cupanioides","Sapindaceae",0.732366667,9.254290471,0.276296606,"AM","Harpullia_cupanioides"
"Harpullia_cupanioides","Harpullia","cupanioides","Sapindaceae",0.742733333,6.064522669,0.477222323,"AM","Harpullia_cupanioides"
"Harpullia_cupanioides","Harpullia","cupanioides","Sapindaceae",0.973766667,4.244053759,0.340121364,"AM","Harpullia_cupanioides"
"Harpullia_cupanioides","Harpullia","cupanioides","Sapindaceae",0.724066667,7.842097575,0.346680309,"AM","Harpullia_cupanioides"
"Harpullia_cupanioides","Harpullia","cupanioides","Sapindaceae",0.6747,7.869377292,0.408967809,"AM","Harpullia_cupanioides"
"Harpullia_cupanioides","Harpullia","cupanioides","Sapindaceae",0.808866667,4.210347594,0.468405891,"AM","Harpullia_cupanioides"
"Harpullia_cupanioides","Harpullia","cupanioides","Sapindaceae",0.5838,9.804772749,0.399920772,"AM","Harpullia_cupanioides"
"Harpullia_cupanioides","Harpullia","cupanioides","Sapindaceae",0.615933333,6.519173603,0.527135733,"AM","Harpullia_cupanioides"
"Hedeoma_hispida","Hedeoma","hispida","Lamiaceae",0.22,166,0.15,"AM","Hedeoma_hispida"
"Hedera_helix","Hedera","helix","Araliaceae",0.5464,14.31832413,0.308041315,"AM","Hedera_helix"
"Hedycarya_arborea","Hedycarya","arborea","Monimiaceae",0.8456,18.70741212,0.095160142,"AM","Hedycarya_arborea"
"Hedycarya_arborea","Hedycarya","arborea","Monimiaceae",1,9.9,0.12,"AM","Hedycarya_arborea"
"Hedycarya_arborea","Hedycarya","arborea","Monimiaceae",0.9912,12.06734052,0.107432432,"AM","Hedycarya_arborea"
"Hedyosmum_goudotianum","Hedyosmum","goudotianum","Chloranthaceae",0.587520058,22.60656115,0.162636505,"AM","Hedyosmum_goudotianum"
"Hedyosmum_goudotianum","Hedyosmum","goudotianum","Chloranthaceae",0.6165,18.4592913,0.181543922,"AM","Hedyosmum_goudotianum"
"Hedyosmum_goudotianum","Hedyosmum","goudotianum","Chloranthaceae",0.7252,13.75997718,0.175983936,"AM","Hedyosmum_goudotianum"
"Hedyosmum_goudotianum","Hedyosmum","goudotianum","Chloranthaceae",0.737590496,14.57203889,0.157106491,"AM","Hedyosmum_goudotianum"
"Hedyosmum_goudotianum","Hedyosmum","goudotianum","Chloranthaceae",0.5796,18.24290822,0.207760532,"AM","Hedyosmum_goudotianum"
"Hedyosmum_goudotianum","Hedyosmum","goudotianum","Chloranthaceae",0.687794794,16.94292775,0.158741537,"AM","Hedyosmum_goudotianum"
"Hedyosmum_goudotianum","Hedyosmum","goudotianum","Chloranthaceae",0.8217,8.903354362,0.211836579,"AM","Hedyosmum_goudotianum"
"Hedyosmum_goudotianum","Hedyosmum","goudotianum","Chloranthaceae",0.6646,15.41728295,0.18703271,"AM","Hedyosmum_goudotianum"
"Hedyosmum_purpurascens","Hedyosmum","purpurascens","Chloranthaceae",0.777295953,15.04122001,0.140034169,"AM","Hedyosmum_purpurascens"
"Hedyosmum_purpurascens","Hedyosmum","purpurascens","Chloranthaceae",0.793850448,14.46224436,0.139573679,"AM","Hedyosmum_purpurascens"
"Hedyosmum_purpurascens","Hedyosmum","purpurascens","Chloranthaceae",0.813268977,15.00370042,0.127478377,"AM","Hedyosmum_purpurascens"
"Hedyosmum_purpurascens","Hedyosmum","purpurascens","Chloranthaceae",0.84313453,18.88440669,0.094716619,"AM","Hedyosmum_purpurascens"
"Hedyosmum_purpurascens","Hedyosmum","purpurascens","Chloranthaceae",0.6643,19.5765694,0.141847552,"AM","Hedyosmum_purpurascens"
"Hedyosmum_purpurascens","Hedyosmum","purpurascens","Chloranthaceae",0.7817,16.17530547,0.128831814,"AM","Hedyosmum_purpurascens"
"Hedyosmum_purpurascens","Hedyosmum","purpurascens","Chloranthaceae",0.7919,16.55512173,0.122609176,"AM","Hedyosmum_purpurascens"
"Hedyosmum_purpurascens","Hedyosmum","purpurascens","Chloranthaceae",0.8791,11.38562157,0.144708995,"AM","Hedyosmum_purpurascens"
"Helianthemum_almeriense","Helianthemum","almeriense","Cistaceae",0.589675,2.523571788,0.762354248,"EcM","Helianthemum_almeriense"
"Helianthemum_apenninum","Helianthemum","apenninum","Cistaceae",0.270864247,134.9624652,0.09368139,"EcM","Helianthemum_apenninum"
"Helianthemum_apenninum","Helianthemum","apenninum","Cistaceae",0.278390242,58.79873917,0.207417576,"EcM","Helianthemum_apenninum"
"Helianthemum_oelandicum","Helianthemum","oelandicum","Cistaceae",0.264388652,67.97189964,0.184340673,"EcM","Helianthemum_oelandicum"
"Helianthemum_oelandicum","Helianthemum","oelandicum","Cistaceae",0.23802929,144.1356153,0.105219851,"EcM","Helianthemum_oelandicum"
"Helianthemum_oelandicum","Helianthemum","oelandicum","Cistaceae",0.48,10.4,0.571,"EcM","Helianthemum_oelandicum"
"Helianthemum_syriacum","Helianthemum","syriacum","Cistaceae",0.4746,3.88410646,0.724657411,"EcM","Helianthemum_syriacum"
"Helianthus_agrestis","Helianthus","agrestis","Asteraceae",0.54918084,255.93,0.033,"AM","Helianthus_agrestis"
"Helianthus_agrestis","Helianthus","agrestis","Asteraceae",0.49610514,192.73,0.043,"AM","Helianthus_agrestis"
"Helianthus_angustifolius","Helianthus","angustifolius","Asteraceae",0.516297715,345.25,0.03,"AM","Helianthus_angustifolius"
"Helianthus_angustifolius","Helianthus","angustifolius","Asteraceae",0.52955755,311.77,0.031,"AM","Helianthus_angustifolius"
"Helianthus_angustifolius","Helianthus","angustifolius","Asteraceae",0.60323844,316.79,0.031,"AM","Helianthus_angustifolius"
"Helianthus_annuus","Helianthus","annuus","Asteraceae",0.47357189,230.57,0.037,"AM","Helianthus_annuus"
"Helianthus_annuus","Helianthus","annuus","Asteraceae",0.57599205,237.5,0.033,"AM","Helianthus_annuus"
"Helianthus_annuus","Helianthus","annuus","Asteraceae",0.70920667,261.8,0.031,"AM","Helianthus_annuus"
"Helianthus_argophyllus","Helianthus","argophyllus","Asteraceae",0.53362036,301.36,0.032,"AM","Helianthus_argophyllus"
"Helianthus_argophyllus","Helianthus","argophyllus","Asteraceae",0.39821412,261.46,0.032,"AM","Helianthus_argophyllus"
"Helianthus_atrorubens","Helianthus","atrorubens","Asteraceae",0.52644428,271.2,0.033,"AM","Helianthus_atrorubens"
"Helianthus_carnosus","Helianthus","carnosus","Asteraceae",0.6559221,296.17,0.032,"AM","Helianthus_carnosus"
"Helianthus_carnosus","Helianthus","carnosus","Asteraceae",0.55892226,274.24,0.034,"AM","Helianthus_carnosus"
"Helianthus_carnosus","Helianthus","carnosus","Asteraceae",0.65034761,241.52,0.03,"AM","Helianthus_carnosus"
"Helianthus_cusickii","Helianthus","cusickii","Asteraceae",0.60333936,193.82,0.034,"AM","Helianthus_cusickii"
"Helianthus_cusickii","Helianthus","cusickii","Asteraceae",0.58986702,161.56,0.035,"AM","Helianthus_cusickii"
"Helianthus_debilis","Helianthus","debilis","Asteraceae",0.44412818,321.9,0.034,"AM","Helianthus_debilis"
"Helianthus_floridanus","Helianthus","floridanus","Asteraceae",0.69384638,230.58,0.039,"AM","Helianthus_floridanus"
"Helianthus_floridanus","Helianthus","floridanus","Asteraceae",0.6385399,261.64,0.03,"AM","Helianthus_floridanus"
"Helianthus_giganteus","Helianthus","giganteus","Asteraceae",0.54078438,233.08,0.036,"AM","Helianthus_giganteus"
"Helianthus_giganteus","Helianthus","giganteus","Asteraceae",0.4,61,0.13,"AM","Helianthus_giganteus"
"Helianthus_giganteus","Helianthus","giganteus","Asteraceae",0.46715272,226.69,0.036,"AM","Helianthus_giganteus"
"Helianthus_grosseserratus","Helianthus","grosseserratus","Asteraceae",0.54363121,207.96,0.036,"AM","Helianthus_grosseserratus"
"Helianthus_grosseserratus","Helianthus","grosseserratus","Asteraceae",0.47303118,216.89,0.036,"AM","Helianthus_grosseserratus"
"Helianthus_heterophyllus","Helianthus","heterophyllus","Asteraceae",0.58926378,259.51,0.03,"AM","Helianthus_heterophyllus"
"Helianthus_heterophyllus","Helianthus","heterophyllus","Asteraceae",0.67434704,283.57,0.027,"AM","Helianthus_heterophyllus"
"Helianthus_longifolius","Helianthus","longifolius","Asteraceae",0.45196809,370.27,0.029,"AM","Helianthus_longifolius"
"Helianthus_longifolius","Helianthus","longifolius","Asteraceae",0.46626185,367.94,0.031,"AM","Helianthus_longifolius"
"Helianthus_longifolius","Helianthus","longifolius","Asteraceae",0.47927918,309.49,0.032,"AM","Helianthus_longifolius"
"Helianthus_maximiliani","Helianthus","maximiliani","Asteraceae",0.55154907,237.44,0.036,"AM","Helianthus_maximiliani"
"Helianthus_maximiliani","Helianthus","maximiliani","Asteraceae",0.50171589,297.1,0.035,"AM","Helianthus_maximiliani"
"Helianthus_mollis","Helianthus","mollis","Asteraceae",0.47998049,293.3,0.036,"AM","Helianthus_mollis"
"Helianthus_mollis","Helianthus","mollis","Asteraceae",0.42693533,279.95,0.033,"AM","Helianthus_mollis"
"Helianthus_neglectus","Helianthus","neglectus","Asteraceae",0.43053293,273.39,0.029,"AM","Helianthus_neglectus"
"Helianthus_neglectus","Helianthus","neglectus","Asteraceae",0.35815361,265.72,0.031,"AM","Helianthus_neglectus"
"Helianthus_niveus","Helianthus","niveus","Asteraceae",0.5721356,257.07,0.046,"AM","Helianthus_niveus"
"Helianthus_occidentalis","Helianthus","occidentalis","Asteraceae",0.45788951,296.72,0.036,"AM","Helianthus_occidentalis"
"Helianthus_pauciflorus","Helianthus","pauciflorus","Asteraceae",0.36,52,0.19,"AM","Helianthus_pauciflorus"
"Helianthus_petiolaris","Helianthus","petiolaris","Asteraceae",0.45384872,288.04,0.03,"AM","Helianthus_petiolaris"
"Helianthus_petiolaris","Helianthus","petiolaris","Asteraceae",0.44593893,306.55,0.033,"AM","Helianthus_petiolaris"
"Helianthus_porteri","Helianthus","porteri","Asteraceae",0.49103951,404.55,0.031,"AM","Helianthus_porteri"
"Helianthus_porteri","Helianthus","porteri","Asteraceae",0.38310766,421.21,0.03,"AM","Helianthus_porteri"
"Helianthus_porteri","Helianthus","porteri","Asteraceae",0.51443387,354.48,0.04,"AM","Helianthus_porteri"
"Helianthus_praecox","Helianthus","praecox","Asteraceae",0.43635522,383.31,0.034,"AM","Helianthus_praecox"
"Helianthus_radula","Helianthus","radula","Asteraceae",0.54089514,242.36,0.043,"AM","Helianthus_radula"
"Helianthus_radula","Helianthus","radula","Asteraceae",0.59008489,279.2,0.037,"AM","Helianthus_radula"
"Helianthus_salicifolius","Helianthus","salicifolius","Asteraceae",0.40137805,268.32,0.035,"AM","Helianthus_salicifolius"
"Helianthus_salicifolius","Helianthus","salicifolius","Asteraceae",0.40499608,227.59,0.04,"AM","Helianthus_salicifolius"
"Helianthus_silphioides","Helianthus","silphioides","Asteraceae",0.48386057,220.09,0.045,"AM","Helianthus_silphioides"
"Helianthus_silphioides","Helianthus","silphioides","Asteraceae",0.60673044,248.01,0.033,"AM","Helianthus_silphioides"
"Helianthus_verticillatus","Helianthus","verticillatus","Asteraceae",0.56779146,196.52,0.042,"AM","Helianthus_verticillatus"
"Helianthus_verticillatus","Helianthus","verticillatus","Asteraceae",0.52220415,260.95,0.041,"AM","Helianthus_verticillatus"
"Helichrysum_italicum","Helichrysum","italicum","Asteraceae",0.31635,18.38787127,0.97859569,"AM","Helichrysum_italicum"
"Helichrysum_stoechas","Helichrysum","stoechas","Asteraceae",0.49195,6.114890701,0.652701216,"AM","Helichrysum_stoechas"
"Helicia_formosana","Helicia","formosana","Proteaceae",0.18426,97.81,0.72,"NM","Helicia_formosana"
"Helicostylis_scabra","Helicostylis","scabra","Moraceae",0.356,48.07,0.233,"AM","Helicostylis_scabra"
"Helicostylis_tomentosa","Helicostylis","tomentosa","Moraceae",0.1877,117.1275949,0.299810247,"AM","Helicostylis_tomentosa"
"Helicostylis_tovarensis","Helicostylis","tovarensis","Moraceae",0.2735,41.12664444,0.416666667,"AM","Helicostylis_tovarensis"
"Helicostylis_tovarensis","Helicostylis","tovarensis","Moraceae",0.265,39.71815493,0.438271605,"AM","Helicostylis_tovarensis"
"Helicostylis_tovarensis","Helicostylis","tovarensis","Moraceae",0.31025,36.41355747,0.366315789,"AM","Helicostylis_tovarensis"
"Heliocarpus_americanus","Heliocarpus","americanus","Malvaceae",0.6029,23.02787119,0.152061856,"AM","Heliocarpus_americanus"
"Heliocarpus_americanus","Heliocarpus","americanus","Malvaceae",0.517093243,15.40616305,0.309046693,"AM","Heliocarpus_americanus"
"Heliocarpus_americanus","Heliocarpus","americanus","Malvaceae",0.526248102,33.48591261,0.136969697,"AM","Heliocarpus_americanus"
"Heliocarpus_americanus","Heliocarpus","americanus","Malvaceae",0.5256,33.59912533,0.137275986,"AM","Heliocarpus_americanus"
"Heliocarpus_americanus","Heliocarpus","americanus","Malvaceae",0.4579,29.33292335,0.20701107,"AM","Heliocarpus_americanus"
"Heliocarpus_americanus","Heliocarpus","americanus","Malvaceae",0.419136565,42.01377661,0.172486454,"AM","Heliocarpus_americanus"
"Heliocarpus_americanus","Heliocarpus","americanus","Malvaceae",0.57826477,15.824051,0.240655509,"AM","Heliocarpus_americanus"
"Heliocarpus_americanus","Heliocarpus","americanus","Malvaceae",0.6199,13.45091351,0.246172249,"AM","Heliocarpus_americanus"
"Heliopsis_helianthoides","Heliopsis","helianthoides","Asteraceae",0.38,64,0.14,"AM","Heliopsis_helianthoides"
"Heptapleurum_heptaphyllum","Heptapleurum","heptaphyllum","Araliaceae",0.27055,157.4859091,0.11,"AM","Heptapleurum_heptaphyllum"
"Heptapleurum_minutistellatum","Heptapleurum","minutistellatum","Araliaceae",0.33263,37.91,0.35,"AM","Heptapleurum_minutistellatum"
"Hesperostipa_comata","Hesperostipa","comata","Poaceae",0.218357143,110.3765069,0.33136934,"AM","Hesperostipa_comata"
"Hesperostipa_spartea","Hesperostipa","spartea","Poaceae",0.2496,55.51468701,0.393143677,"AM","Hesperostipa_spartea"
"Heuchera_richardsonii","Heuchera","richardsonii","Saxifragaceae",0.2062,91.23542858,0.35,"NMAM","Heuchera_richardsonii"
"Hieronyma_asperifolia","Hieronyma","asperifolia","Phyllanthaceae",0.9656,4.008933016,0.340577096,"AM","Hieronyma_asperifolia"
"Hieronyma_asperifolia","Hieronyma","asperifolia","Phyllanthaceae",0.6867,7.200853383,0.375176305,"AM","Hieronyma_asperifolia"
"Hieronyma_asperifolia","Hieronyma","asperifolia","Phyllanthaceae",0.8021,5.922606987,0.334306569,"AM","Hieronyma_asperifolia"
"Hieronyma_asperifolia","Hieronyma","asperifolia","Phyllanthaceae",0.6308,11.9385202,0.267929635,"AM","Hieronyma_asperifolia"
"Hieronyma_fendleri","Hieronyma","fendleri","Phyllanthaceae",0.835474273,6.012402302,0.303271934,"AM","Hieronyma_fendleri"
"Hieronyma_fendleri","Hieronyma","fendleri","Phyllanthaceae",0.956705597,4.608595931,0.300713306,"AM","Hieronyma_fendleri"
"Hieronyma_fendleri","Hieronyma","fendleri","Phyllanthaceae",0.939674704,4.753483732,0.303351955,"AM","Hieronyma_fendleri"
"Hieronyma_fendleri","Hieronyma","fendleri","Phyllanthaceae",0.8381,5.406256062,0.335393624,"AM","Hieronyma_fendleri"
"Hieronyma_fendleri","Hieronyma","fendleri","Phyllanthaceae",0.800536212,7.231233599,0.274730583,"AM","Hieronyma_fendleri"
"Hieronyma_fendleri","Hieronyma","fendleri","Phyllanthaceae",0.872069521,5.842148078,0.28622101,"AM","Hieronyma_fendleri"
"Hieronyma_fendleri","Hieronyma","fendleri","Phyllanthaceae",0.9172,5.171704905,0.292592593,"AM","Hieronyma_fendleri"
"Hieronyma_fendleri","Hieronyma","fendleri","Phyllanthaceae",0.924841761,4.207322635,0.353336951,"AM","Hieronyma_fendleri"
"Hieronyma_macrocarpa","Hieronyma","macrocarpa","Phyllanthaceae",0.54,14.0211134,0.311229947,"AM","Hieronyma_macrocarpa"
"Hieronyma_oblonga","Hieronyma","oblonga","Phyllanthaceae",0.6892,9.179895238,0.292072323,"AM","Hieronyma_oblonga"
"Hieronyma_oblonga","Hieronyma","oblonga","Phyllanthaceae",0.8078,7.580250755,0.255598456,"AM","Hieronyma_oblonga"
"Hoheria_lyallii","Hoheria","lyallii","Malvaceae",0.5005,44.67610294,0.113807531,"AM","Hoheria_lyallii"
"Hoheria_lyallii","Hoheria","lyallii","Malvaceae",0.4841,46.73872807,0.116326531,"AM","Hoheria_lyallii"
"Hoheria_lyallii","Hoheria","lyallii","Malvaceae",0.54,38,0.12,"AM","Hoheria_lyallii"
"Hoheria_lyallii","Hoheria","lyallii","Malvaceae",0.4781,52.86181481,0.10546875,"AM","Hoheria_lyallii"
"Hoheria_lyallii","Hoheria","lyallii","Malvaceae",0.5694,33.64926509,0.116871166,"AM","Hoheria_lyallii"
"Hoheria_lyallii","Hoheria","lyallii","Malvaceae",0.5851,25.18947115,0.147727273,"AM","Hoheria_lyallii"
"Hoheria_lyallii","Hoheria","lyallii","Malvaceae",0.6188,24.90294372,0.133526012,"AM","Hoheria_lyallii"
"Hoheria_sexstylosa","Hoheria","sexstylosa","Malvaceae",0.9124,14.36590845,0.106482412,"AM","Hoheria_sexstylosa"
"Hoheria_sexstylosa","Hoheria","sexstylosa","Malvaceae",0.6695,30.97071244,0.091686461,"AM","Hoheria_sexstylosa"
"Hoheria_sexstylosa","Hoheria","sexstylosa","Malvaceae",0.8385,24.27998556,0.07458266,"AM","Hoheria_sexstylosa"
"Hoheria_sexstylosa","Hoheria","sexstylosa","Malvaceae",0.8253,22.38026824,0.083512545,"AM","Hoheria_sexstylosa"
"Hoheria_sexstylosa","Hoheria","sexstylosa","Malvaceae",0.78,23.9,0.09,"AM","Hoheria_sexstylosa"
"Hoheria_sexstylosa","Hoheria","sexstylosa","Malvaceae",0.6652,27.62651982,0.10412844,"AM","Hoheria_sexstylosa"
"Holcus_lanatus","Holcus","lanatus","Poaceae",0.13,275,0.22,"AM","Holcus_lanatus"
"Horsfieldia_amygdalina","Horsfieldia","amygdalina","Myristicaceae",0.850733333,3.603270358,0.508249379,"AM","Horsfieldia_amygdalina"
"Hosta_ventricosa","Hosta","ventricosa","Asparagaceae",0.40705,60.45922807,0.126666667,"AM","Hosta_ventricosa"
"Hymenopus_adolphoduckei","Hymenopus","adolphoduckei","Chrysobalanaceae",0.466,17.15,0.432,"AM","Hymenopus_adolphoduckei"
"Hymenopus_caudatus","Hymenopus","caudatus","Chrysobalanaceae",0.45,16.25,0.424,"AM","Hymenopus_caudatus"
"Hymenopus_macrophyllus","Hymenopus","macrophyllus","Chrysobalanaceae",0.436,16.87,0.475,"AM","Hymenopus_macrophyllus"
"Hymenopus_reticulatus","Hymenopus","reticulatus","Chrysobalanaceae",0.508,14.93,0.525,"AM","Hymenopus_reticulatus"
"Hymenopus_sothersiae","Hymenopus","sothersiae","Chrysobalanaceae",0.422,14.07,0.541,"AM","Hymenopus_sothersiae"
"Hymenoxys_richardsonii","Hymenoxys","richardsonii","Asteraceae",0.2824,69.08732057,0.232222222,"AM","Hymenoxys_richardsonii"
"Hypobathrum_racemosum","Hypobathrum","racemosum","Rubiaceae",0.462325,11.41490368,0.537348259,"AM","Hypobathrum_racemosum"
"Ilex_laurina","Ilex","laurina","Aquifoliaceae",0.4625,18.89243381,0.31474359,"AM","Ilex_laurina"
"Ilex_laurina","Ilex","laurina","Aquifoliaceae",0.487729675,16.80611464,0.317821782,"AM","Ilex_laurina"
"Ilex_laurina","Ilex","laurina","Aquifoliaceae",0.499703136,16.96996809,0.300319489,"AM","Ilex_laurina"
"Ilex_laurina","Ilex","laurina","Aquifoliaceae",0.463242934,17.88653224,0.331435644,"AM","Ilex_laurina"
"Ilex_laurina","Ilex","laurina","Aquifoliaceae",0.429295214,21.53817254,0.320180383,"AM","Ilex_laurina"
"Ilex_laurina","Ilex","laurina","Aquifoliaceae",0.4874,17.55264706,0.30546875,"AM","Ilex_laurina"
"Ilex_laurina","Ilex","laurina","Aquifoliaceae",0.5025,11.83513298,0.426303855,"AM","Ilex_laurina"
