Dataset,SpeciesName,AccSpeciesName,TraitID,OrigValueStr
FRED - Fine Root Ecology Database,Fraxinus chinensis,Fraxinus chinensis,7.0,NM/AM
FRED - Fine Root Ecology Database,Syringa pekinensis,Syringa reticulata,7.0,AM/EcM
FRED - Fine Root Ecology Database,Machilus breviflora,Machilus breviflora,7.0,AM
FRED - Fine Root Ecology Database,Lindera communis,Lindera communis,7.0,AM
FRED - Fine Root Ecology Database,Goniothalamus griffithii,Goniothalamus griffithii,7.0,AM
FRED - Fine Root Ecology Database,Magnolia championii,Magnolia championii,7.0,AM
FRED - Fine Root Ecology Database,Tsoongiodendron odorum,Magnolia odora,7.0,AM
FRED - Fine Root Ecology Database,Populus cathayana,Populus cathayana,7.0,AM/EcM
FRED - Fine Root Ecology Database,Tilia mandshurica,Tilia mandshurica,7.0,AM
FRED - Fine Root Ecology Database,Tilia mongolica,Tilia mongolica,7.0,EM
FRED - Fine Root Ecology Database,Memecylon nigrescens,Memecylon nigrescens,7.0,AM
FRED - Fine Root Ecology Database,Syzygium levine,Syzygium levinei,7.0,AM
FRED - Fine Root Ecology Database,Picea meyeri,Picea meyeri,7.0,EM
FRED - Fine Root Ecology Database,Picea wilsonii,Picea wilsonii,7.0,EM
FRED - Fine Root Ecology Database,Podocarpus imbricatus,Dacrycarpus imbricatus,7.0,AM
FRED - Fine Root Ecology Database,Ulmus macrocarpa,Ulmus macrocarpa,7.0,AM
FRED - Fine Root Ecology Database,Ulmus propingqua,Ulmus davidiana,7.0,AM/EcM
FRED - Fine Root Ecology Database,Malus baccata,Malus baccata,7.0,AM
FRED - Fine Root Ecology Database,Malus baccata,Malus baccata,7.0,NM/AM
FRED - Fine Root Ecology Database,Pyrus betulifolia,Pyrus betulifolia,7.0,AM
FRED - Fine Root Ecology Database,Sorbus pohuashanensis,Sorbus aucuparia,7.0,AM
FRED - Fine Root Ecology Database,Sorbus pohuashanensis,Sorbus aucuparia,7.0,NM/AM
FRED - Fine Root Ecology Database,Aphanamixis grandifolia,Aphanamixis polystachya,7.0,AM
FRED - Fine Root Ecology Database,Acer truncatum,Acer truncatum,7.0,AM/EcM
FRED - Fine Root Ecology Database,Rhodoleia championii,Rhodoleia championii,7.0,AM
FRED - Fine Root Ecology Database,Gleditsia triacanthos,Gleditsia triacanthos,7.0,NM/AM
FRED - Fine Root Ecology Database,Quercus borealis,Quercus rubra,7.0,EM
FRED - Fine Root Ecology Database,Quercus rubra borealis,Quercus rubra,7.0,EM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Schefflera minutistellata,Schefflera minutistellata,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Olea rosea,Olea rosea,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Pentaphylax euryoides,Pentaphylax euryoides,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Catunaregam spinosa,Catunaregam spinosa,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Psychotria asiatica,Psychotria asiatica,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Alstonia scholaris,Alstonia scholaris,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Ilex opaca,Ilex opaca,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Macropanax undulatus,Macropanax undulatus,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Catalpa bignonioides,Catalpa bignonioides,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Alangium chinense,Alangium chinense,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Cornus florida,Cornus florida,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Cornus officinalis,Cornus officinalis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Nyssa sylvatica,Nyssa sylvatica,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Diospyros virginiana,Diospyros virginiana,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Barringtonia racemosa,Barringtonia racemosa,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Chionanthus virginicus,Chionanthus virginicus,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Fraxinus americana,Fraxinus americana,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Fraxinus chinensis,Fraxinus chinensis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Fraxinus mandshurica,Fraxinus mandshurica,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Osmanthus didymopetalus,Osmanthus didymopetalus,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Syringa reticulata,Syringa reticulata,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Wendlandia uvariifolia,Wendlandia uvariifolia,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Alniphyllum fortunei,Alniphyllum fortunei,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Halesia tetraptera,Halesia tetraptera,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Schima wallichii,Schima wallichii,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Vaccinium mandarinorum,Vaccinium mandarinorum,7.0,ER
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Platanus occidentalis,Platanus occidentalis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Helicia formosana,Helicia formosana,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Ginkgo biloba,Ginkgo biloba,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Larix gmelinii,Larix gmelinii,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Pinus strobus,Pinus strobus,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Pinus tabuliformis,Pinus tabuliformis,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Pinus virginiana,Pinus virginiana,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Orophea creaghii,Orophea creaghii,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Litsea cubeba,Litsea cubeba,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Litsea verticillata,Litsea verticillata,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Asimina triloba,Asimina triloba,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Cinnamomum camphora,Cinnamomum camphora,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Cinnamomum cassia,Cinnamomum cassia,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Cinnamomum micranthum,Cinnamomum micranthum,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Cryptocarya chinensis,Cryptocarya chinensis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Cryptocarya concinna,Cryptocarya concinna,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Litsea baviensis,Litsea baviensis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Machilus kwangtungensis,Machilus kwangtungensis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Machilus robusta,Machilus robusta,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Machilus velutina,Machilus velutina,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Sassafras albidum,Sassafras albidum,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Liriodendron chinense,Liriodendron chinense,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Liriodendron tulipifera,Liriodendron tulipifera,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Magnolia acuminata,Magnolia acuminata,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Magnolia denudata,Magnolia denudata,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Magnolia grandiflora,Magnolia grandiflora,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Magnolia kobus,Magnolia kobus,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Magnolia macrophylla,Magnolia macrophylla,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Magnolia stellata,Magnolia stellata,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Magnolia tripetala,Magnolia tripetala,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Magnolia virginiana,Magnolia virginiana,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Manglietia dandyi,Magnolia dandyi,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Manglietia paruicula,Manglietia paruicula,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Michelia balansae,Magnolia balansae,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Michelia cavaleriei,Magnolia cavaleriei,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Michelia champaca,Magnolia champaca,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Michelia chapensis,Magnolia chapensis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Michelia fulva,Magnolia fulva,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Michelia macclurei,Magnolia macclurei,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Michelia maudiae,Magnolia maudiae,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Michelia odora,Magnolia odora,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Michelia opipara,Magnolia opipara,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Michelia wilsonii,Magnolia ernestii,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Parakmeria lotungensis,Magnolia lotungensis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Parakmeria yunnanensis,Magnolia yunnanensis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Paramichelia baillonii,Magnolia baillonii,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Microtropis discolor,Microtropis discolor,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Microcos paniculata,Microcos paniculata,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Decaspermum gracilentum,Decaspermum gracilentum,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Carallia brachiata,Carallia brachiata,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Rhaphiolepis indica,Rhaphiolepis indica,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Acronychia pedunculata,Acronychia pedunculata,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Melicope pteleifolia,Melicope pteleifolia,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Acer fabri,Acer fabri,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Itea chinensis,Itea chinensis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Liquidambar styraciflua,Liquidambar styraciflua,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Pistacia chinensis,Pistacia chinensis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Cercidiphyllum japonicum,Cercidiphyllum japonicum,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Garcinia cowa,Garcinia cowa,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Garcinia oblongifolia,Garcinia oblongifolia,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Elaeocarpus dubius,Elaeocarpus dubius,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Antidesma maclurei,Antidesma maclurei,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Aporosa yunnanensis,Aporosa yunnanensis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Endospermum chinense,Endospermum chinense,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Macaranga sampsonii,Macaranga sampsonii,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Acacia auriculiformis,Acacia auriculiformis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Acacia crassicarpa,Acacia crassicarpa,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Acacia mangium,Acacia mangium,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Archidendron clypearia,Archidendron clypearia,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Archidendron lucidum,Archidendron lucidum,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Gleditsia triacanthos,Gleditsia triacanthos,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Millettia leptobotrya,Millettia leptobotrya,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Styphnolobium japonicum,Styphnolobium japonicum,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Hamamelis virginiana,Hamamelis virginiana,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Cratoxylum cochinchinense,Cratoxylum cochinchinense,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Juglans mandshurica,Juglans mandshurica,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Juglans nigra,Juglans nigra,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Pterospermum acerifolium,Pterospermum acerifolium,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Sterculia lanceolata,Sterculia lanceolata,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Artocarpus styracifolius,Artocarpus styracifolius,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Ficus variolosa,Ficus variolosa,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Syzygium globiflorum,Syzygium globiflorum,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Syzygium hancei,Syzygium hancei,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Syzygium levinei,Syzygium levinei,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Cerasus sachalinensis,Prunus sargentii,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Eriobotrya japonica,Eriobotrya japonica,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Phellodendron amurense,Phellodendron amurense,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Acer davidii,Acer davidii,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Acer negundo,Acer negundo,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Acer platanoides,Acer platanoides,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Acer pseudoplatanus,Acer pseudoplatanus,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Acer rubrum,Acer rubrum,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Acer saccharum,Acer saccharum,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Aesculus hippocastanum,Aesculus hippocastanum,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Aesculus parviflora,Aesculus parviflora,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Koelreuteria paniculata,Koelreuteria paniculata,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Nephelium lappaceum,Nephelium lappaceum,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Celtis sinensis,Celtis sinensis,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Ulmus americana,Ulmus americana,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Ulmus davidiana,Ulmus davidiana,7.0,AM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Carpinus betulus,Carpinus betulus,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Castanea henryi,Castanea henryi,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Castanopsis echidnocarpa,Castanopsis echinocarpa,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Castanopsis fissa,Castanopsis fissa,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Castanopsis hystrix,Castanopsis hystrix,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Castanopsis wattii,Castanopsis wattii,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Cyclobalanopsis patelliformis,Quercus asymmetrica,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Lithocarpus chiungchungensis,Lithocarpus chiungchungensis,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Quercus alba,Quercus alba,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Quercus rubra,Quercus rubra,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Carya glabra,Carya glabra,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Tilia cordata,Tilia cordata,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Tilia mandshurica,Tilia mandshurica,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Eucalyptus urophylla,Eucalyptus urophylla,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Populus deltoides,Populus deltoides,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Populus tremuloides,Populus tremuloides,7.0,EcM
Independent evolutionary changes in fine-root traits among main clades during the diversification of,Gironniera subaequalis,Gironniera subaequalis,7.0,NM
