,RD,SRL,RN,RTD,F00056,F00645,F01286,F01287,F01289,F01290
511,0.264039,66.492941,13.900000,0.274661,1.000000,EM,Picea,wilsonii,Pinaceae,Pinales
512,0.267500,47.656492,13.400000,0.373371,2.000000,EM,Picea,wilsonii,Pinaceae,Pinales
513,0.318182,27.500000,11.100000,0.457327,3.000000,EM,Picea,wilsonii,Pinaceae,Pinales
514,0.268060,43.014008,14.000000,0.411941,1.000000,EM,Pinus,armandii,Pinaceae,Pinales
515,0.321173,30.682353,12.000000,0.402293,2.000000,EM,Pinus,armandii,Pinaceae,Pinales
516,0.508333,8.685185,8.600000,0.567328,3.000000,EM,Pinus,armandii,Pinaceae,Pinales
517,0.314385,37.390549,16.400000,0.344528,1.000000,EM,Pinus,tabuliformis,Pinaceae,Pinales
518,0.336957,35.718791,14.400000,0.313954,2.000000,EM,Pinus,tabuliformis,Pinaceae,Pinales
519,0.375781,27.171053,12.200000,0.331844,3.000000,EM,Pinus,tabuliformis,Pinaceae,Pinales
520,0.489706,38.387421,17.200000,0.138309,1.000000,AM,Dacrycarpus,imbricatus,Podocarpaceae,Pinales
521,0.216477,68.141185,11.000000,0.398727,2.000000,AM,Dacrycarpus,imbricatus,Podocarpaceae,Pinales
522,0.285606,33.195438,9.900000,0.470215,3.000000,AM,Dacrycarpus,imbricatus,Podocarpaceae,Pinales
523,0.222441,65.217265,17.900000,0.394565,1.000000,AM,Ulmus,macrocarpa,Ulmaceae,Rosales
524,0.279545,54.508221,14.800000,0.298912,2.000000,AM,Ulmus,macrocarpa,Ulmaceae,Rosales
525,0.333491,31.142485,12.100000,0.367612,3.000000,AM,Ulmus,macrocarpa,Ulmaceae,Rosales
526,0.254745,61.113426,25.100000,0.321041,1.000000,AM + EM,Ulmus,davidiana,Ulmaceae,Rosales
527,0.248649,47.000000,21.200000,0.438167,2.000000,AM + EM,Ulmus,davidiana,Ulmaceae,Rosales
528,0.335417,27.767857,18.200000,0.407567,3.000000,AM + EM,Ulmus,davidiana,Ulmaceae,Rosales
529,0.235897,71.429697,19.000000,0.320321,1.000000,AM,Malus,baccata,Rosaceae,Rosales
530,0.290000,45.532020,18.700000,0.332504,2.000000,AM,Malus,baccata,Rosaceae,Rosales
531,0.476923,23.182418,16.800000,0.241465,3.000000,AM,Malus,baccata,Rosaceae,Rosales
532,0.476089,17.687246,12.000000,0.317595,1.000000,AM,Pyrus,betulifolia,Rosaceae,Rosales
533,0.563401,12.159472,10.400000,0.329883,2.000000,AM,Pyrus,betulifolia,Rosaceae,Rosales
534,0.644118,8.033898,8.700000,0.381991,3.000000,AM,Pyrus,betulifolia,Rosaceae,Rosales
535,0.198026,59.778895,18.400000,0.543146,1.000000,AM,Sorbus,aucuparia,Rosaceae,Rosales
536,0.227381,53.654101,16.200000,0.458986,2.000000,AM,Sorbus,aucuparia,Rosaceae,Rosales
537,0.272340,33.324327,13.700000,0.515139,3.000000,AM,Sorbus,aucuparia,Rosaceae,Rosales
538,0.173529,172.282166,24.900000,0.396770,1.000000,AM,Aphanamixis,polystachya,Meliaceae,Sapindales
539,0.228500,89.948337,23.700000,0.355251,2.000000,AM,Aphanamixis,polystachya,Meliaceae,Sapindales
540,0.331000,32.067836,15.500000,0.375355,3.000000,AM,Aphanamixis,polystachya,Meliaceae,Sapindales
541,0.886523,9.100845,22.300000,0.178011,1.000000,AM,Dysoxylum,excelsum,Meliaceae,Sapindales
542,1.001667,6.827040,21.400000,0.185879,2.000000,AM,Dysoxylum,excelsum,Meliaceae,Sapindales
543,1.102500,5.301325,21.200000,0.197592,3.000000,AM,Dysoxylum,excelsum,Meliaceae,Sapindales
544,0.294000,91.167000,22.000000,0.162000,1.000000,AM,Acronychia,pedunculata,Rutaceae,Sapindales
545,0.344863,52.070000,20.300000,0.206000,2.000000,AM,Acronychia,pedunculata,Rutaceae,Sapindales
546,0.458000,29.441000,17.700000,0.206000,3.000000,AM,Acronychia,pedunculata,Rutaceae,Sapindales
547,0.211538,77.804964,23.100000,0.365699,1.000000,AM,Canarium,album,Burseraceae,Sapindales
548,0.265625,75.473266,21.700000,0.239100,2.000000,AM,Canarium,album,Burseraceae,Sapindales
549,0.398438,56.573353,18.000000,0.141768,3.000000,AM,Canarium,album,Burseraceae,Sapindales
550,0.238795,108.303670,19.400000,0.206166,1.000000,AM,Acer,davidii,Sapindaceae,Sapindales
551,0.255288,68.377309,17.400000,0.285717,2.000000,AM,Acer,davidii,Sapindaceae,Sapindales
552,0.288274,32.080537,16.600000,0.477591,3.000000,AM,Acer,davidii,Sapindaceae,Sapindales
553,0.257219,59.247784,18.600000,0.324811,1.000000,AM + EM,Acer,truncatum,Sapindaceae,Sapindales
554,0.283178,55.472897,17.700000,0.286228,2.000000,AM + EM,Acer,truncatum,Sapindaceae,Sapindales
555,0.345455,48.454545,15.000000,0.220188,3.000000,AM + EM,Acer,truncatum,Sapindaceae,Sapindales
556,0.305000,46.556000,14.600000,0.294000,1.000000,AM,Rhodoleia,championii,Hamamelidaceae,Saxifragales
557,0.196800,75.100000,10.877195,0.600000,1.000000,NA,Dicranopteris,linearis,Gleicheniaceae,Gleicheniales
558,0.255590,30.180000,7.368425,0.470000,2.000000,NA,Dicranopteris,linearis,Gleicheniaceae,Gleicheniales
559,0.412340,13.310000,7.894742,0.500000,3.000000,NA,Dicranopteris,linearis,Gleicheniaceae,Gleicheniales
560,0.286470,60.960000,33.157900,0.220000,1.000000,NA,Acacia,auriculiformis,Fabaceae,Fabales
561,0.362030,38.780000,26.140359,0.270000,2.000000,NA,Acacia,auriculiformis,Fabaceae,Fabales
562,0.509850,21.930000,25.964921,0.340000,3.000000,NA,Acacia,auriculiformis,Fabaceae,Fabales
563,0.539900,17.680000,9.298261,0.360000,1.000000,NA,Gordonia,axillaris,Theaceae,Ericales
564,0.630630,11.310000,8.771946,0.370000,2.000000,NA,Gordonia,axillaris,Theaceae,Ericales
565,0.659870,6.860000,7.193000,0.430000,3.000000,NA,Gordonia,axillaris,Theaceae,Ericales
566,0.558090,48.680000,19.473699,0.210000,1.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
567,0.488530,30.430000,17.543876,0.250000,2.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
568,0.532010,15.080000,14.736860,0.240000,3.000000,NA,Cunninghamia,lanceolata,Cupressaceae,Pinales
569,0.574500,19.330000,25.263170,0.280000,1.000000,NA,Magnolia,baillonii,Magnoliaceae,Magnoliales
570,0.745190,8.710000,24.385977,0.240000,2.000000,NA,Magnolia,baillonii,Magnoliaceae,Magnoliales
571,0.866270,6.830000,20.701769,0.210000,3.000000,NA,Magnolia,baillonii,Magnoliaceae,Magnoliales
572,0.748890,6.570000,28.245624,0.280000,1.000000,NA,Endospermum,chinense,Euphorbiaceae,Malpighiales
573,1.133340,5.450000,25.964924,0.250000,2.000000,NA,Endospermum,chinense,Euphorbiaceae,Malpighiales
574,1.240000,3.770000,23.157908,0.270000,3.000000,NA,Endospermum,chinense,Euphorbiaceae,Malpighiales
575,0.982230,7.510000,25.087732,0.200000,1.000000,NA,Cryptocarya,chinensis,Lauraceae,Laurales
576,1.133750,7.570000,23.684224,0.250000,2.000000,NA,Cryptocarya,chinensis,Lauraceae,Laurales
577,1.170000,2.510000,22.105278,0.490000,3.000000,NA,Cryptocarya,chinensis,Lauraceae,Laurales
578,0.240000,39.300000,22.142484,0.550000,1.000000,NA,Acer,negundo,Sapindaceae,Sapindales
579,0.290000,26.270000,16.615318,0.560000,2.000000,NA,Acer,negundo,Sapindaceae,Sapindales
580,0.390000,14.270000,9.463841,0.590000,3.000000,NA,Acer,negundo,Sapindaceae,Sapindales
581,0.220000,45.800000,16.448025,0.560000,1.000000,NA,Acer,negundo,Sapindaceae,Sapindales
582,0.250000,39.310000,14.440863,0.500000,2.000000,NA,Acer,negundo,Sapindaceae,Sapindales
583,0.310000,18.030000,11.493144,0.740000,3.000000,NA,Acer,negundo,Sapindaceae,Sapindales
584,0.220000,48.470000,16.537323,0.540000,1.000000,NA,Acer,negundo,Sapindaceae,Sapindales
585,0.240000,40.840000,14.950191,0.540000,2.000000,NA,Acer,negundo,Sapindaceae,Sapindales
586,0.270000,26.210000,12.687929,0.670000,3.000000,NA,Acer,negundo,Sapindaceae,Sapindales
587,0.240000,42.250000,15.420367,0.530000,1.000000,NA,Acer,rubrum,Sapindaceae,Sapindales
588,0.290000,28.010000,9.087515,0.560000,2.000000,NA,Acer,rubrum,Sapindaceae,Sapindales
589,0.430000,12.530000,9.835100,0.560000,3.000000,NA,Acer,rubrum,Sapindaceae,Sapindales
590,0.270000,46.630000,12.432009,0.390000,1.000000,NA,Acer,rubrum,Sapindaceae,Sapindales
591,0.270000,35.820000,13.495426,0.480000,2.000000,NA,Acer,rubrum,Sapindaceae,Sapindales
592,0.320000,18.580000,11.822540,0.660000,3.000000,NA,Acer,rubrum,Sapindaceae,Sapindales
593,0.260000,49.710000,16.812671,0.390000,1.000000,NA,Acer,rubrum,Sapindaceae,Sapindales
594,0.280000,34.720000,14.054037,0.470000,2.000000,NA,Acer,rubrum,Sapindaceae,Sapindales
595,0.330000,23.280000,10.162121,0.510000,3.000000,NA,Acer,rubrum,Sapindaceae,Sapindales
596,0.230000,39.960000,14.413512,0.580000,1.000000,NA,Acer,saccharum,Sapindaceae,Sapindales
597,0.280000,23.390000,10.225325,0.680000,2.000000,NA,Acer,saccharum,Sapindaceae,Sapindales
598,0.360000,10.690000,7.940837,0.950000,3.000000,NA,Acer,saccharum,Sapindaceae,Sapindales
599,0.200000,50.140000,14.098279,0.630000,1.000000,NA,Acer,saccharum,Sapindaceae,Sapindales
600,0.240000,37.760000,11.745067,0.590000,2.000000,NA,Acer,saccharum,Sapindaceae,Sapindales
601,0.310000,26.030000,9.065092,0.510000,3.000000,NA,Acer,saccharum,Sapindaceae,Sapindales
602,0.240000,45.170000,14.581389,0.490000,1.000000,NA,Acer,saccharum,Sapindaceae,Sapindales
603,0.260000,36.700000,13.708748,0.510000,2.000000,NA,Acer,saccharum,Sapindaceae,Sapindales
604,0.320000,18.550000,8.141646,0.690000,3.000000,NA,Acer,saccharum,Sapindaceae,Sapindales
605,0.200000,38.470000,14.267335,0.830000,2.000000,NA,Carya,glabra,Juglandaceae,Fagales
606,0.270000,20.980000,15.871356,0.840000,3.000000,NA,Carya,glabra,Juglandaceae,Fagales
607,0.160000,81.280000,14.700037,0.580000,1.000000,NA,Carya,glabra,Juglandaceae,Fagales
608,0.190000,34.650000,9.442823,0.980000,3.000000,NA,Carya,glabra,Juglandaceae,Fagales
609,0.140000,92.640000,20.352814,0.740000,1.000000,NA,Carya,glabra,Juglandaceae,Fagales
610,0.150000,60.620000,10.074807,0.990000,2.000000,NA,Carya,glabra,Juglandaceae,Fagales
611,0.200000,30.330000,7.666249,1.050000,3.000000,NA,Carya,glabra,Juglandaceae,Fagales
612,0.320000,14.340000,20.671225,0.850000,1.000000,NA,Juglans,nigra,Juglandaceae,Fagales
613,0.300000,14.560000,17.828549,0.950000,2.000000,NA,Juglans,nigra,Juglandaceae,Fagales
614,0.450000,6.300000,14.477307,1.000000,3.000000,NA,Juglans,nigra,Juglandaceae,Fagales
615,0.250000,24.870000,21.433241,0.830000,1.000000,NA,Juglans,nigra,Juglandaceae,Fagales
616,0.220000,36.440000,15.352474,0.720000,2.000000,NA,Juglans,nigra,Juglandaceae,Fagales
617,0.270000,31.670000,13.993444,0.540000,3.000000,NA,Juglans,nigra,Juglandaceae,Fagales
618,0.270000,21.370000,19.098153,0.810000,1.000000,NA,Juglans,nigra,Juglandaceae,Fagales
619,0.240000,29.760000,15.325620,0.760000,2.000000,NA,Juglans,nigra,Juglandaceae,Fagales
620,0.330000,14.170000,10.246036,0.850000,3.000000,NA,Juglans,nigra,Juglandaceae,Fagales
621,0.660000,10.200000,26.078796,0.280000,1.000000,NA,Liriodendron,tulipifera,Magnoliaceae,Magnoliales
622,0.690000,12.880000,10.324562,0.210000,2.000000,NA,Liriodendron,tulipifera,Magnoliaceae,Magnoliales
623,1.100000,4.590000,20.782261,0.230000,3.000000,NA,Liriodendron,tulipifera,Magnoliaceae,Magnoliales
624,0.680000,7.550000,11.866350,0.360000,1.000000,NA,Liriodendron,tulipifera,Magnoliaceae,Magnoliales
625,0.760000,6.870000,15.406250,0.320000,2.000000,NA,Liriodendron,tulipifera,Magnoliaceae,Magnoliales
626,0.830000,4.800000,16.268497,0.380000,3.000000,NA,Liriodendron,tulipifera,Magnoliaceae,Magnoliales
627,0.190000,58.700000,17.900621,0.610000,1.000000,NA,Pinus,strobus,Pinaceae,Pinales
628,0.230000,37.770000,15.649107,0.640000,2.000000,NA,Pinus,strobus,Pinaceae,Pinales
629,0.340000,14.740000,12.422135,0.760000,3.000000,NA,Pinus,strobus,Pinaceae,Pinales
630,0.280000,23.600000,14.677929,0.670000,1.000000,NA,Pinus,strobus,Pinaceae,Pinales
631,0.320000,20.130000,12.387321,0.610000,2.000000,NA,Pinus,strobus,Pinaceae,Pinales
632,0.490000,9.030000,10.624837,0.590000,3.000000,NA,Pinus,strobus,Pinaceae,Pinales
633,0.310000,18.020000,12.262557,0.740000,1.000000,NA,Pinus,strobus,Pinaceae,Pinales
634,0.360000,14.420000,13.522910,0.690000,2.000000,NA,Pinus,strobus,Pinaceae,Pinales
635,0.470000,7.730000,11.039256,0.730000,3.000000,NA,Pinus,strobus,Pinaceae,Pinales
636,0.260000,24.440000,13.900338,0.790000,2.000000,NA,Pinus,virginiana,Pinaceae,Pinales
637,0.320000,17.620000,13.516411,0.710000,3.000000,NA,Pinus,virginiana,Pinaceae,Pinales
638,0.210000,34.310000,21.186228,0.840000,1.000000,NA,Pinus,virginiana,Pinaceae,Pinales
639,0.240000,29.180000,16.701288,0.740000,2.000000,NA,Pinus,virginiana,Pinaceae,Pinales
640,0.320000,16.470000,15.763885,0.750000,3.000000,NA,Pinus,virginiana,Pinaceae,Pinales
641,0.250000,29.620000,11.135874,0.690000,1.000000,NA,Pinus,virginiana,Pinaceae,Pinales
642,0.280000,27.240000,11.141253,0.600000,2.000000,NA,Pinus,virginiana,Pinaceae,Pinales
643,0.400000,12.340000,8.733606,0.650000,3.000000,NA,Pinus,virginiana,Pinaceae,Pinales
644,0.170000,61.610000,9.270367,0.680000,1.000000,NA,Populus,tremuloides,Salicaceae,Malpighiales
645,0.220000,72.130000,10.236903,0.360000,2.000000,NA,Populus,tremuloides,Salicaceae,Malpighiales
646,0.360000,16.890000,7.009326,0.590000,3.000000,NA,Populus,tremuloides,Salicaceae,Malpighiales
647,0.160000,64.890000,12.435890,0.730000,1.000000,NA,Populus,tremuloides,Salicaceae,Malpighiales
648,0.190000,42.350000,9.633629,0.810000,2.000000,NA,Populus,tremuloides,Salicaceae,Malpighiales
649,0.260000,20.740000,7.665268,0.910000,3.000000,NA,Populus,tremuloides,Salicaceae,Malpighiales
650,0.170000,68.970000,16.152517,0.610000,1.000000,NA,Populus,tremuloides,Salicaceae,Malpighiales
651,0.190000,50.190000,11.319965,0.680000,2.000000,NA,Populus,tremuloides,Salicaceae,Malpighiales
652,0.230000,33.700000,9.357616,0.740000,3.000000,NA,Populus,tremuloides,Salicaceae,Malpighiales
653,0.210000,37.930000,15.711980,0.740000,1.000000,NA,Quercus,alba,Fagaceae,Fagales
654,0.230000,30.650000,13.880147,0.770000,2.000000,NA,Quercus,alba,Fagaceae,Fagales
655,0.320000,14.370000,13.789302,0.880000,3.000000,NA,Quercus,alba,Fagaceae,Fagales
656,0.160000,81.120000,13.629181,0.610000,1.000000,NA,Quercus,alba,Fagaceae,Fagales
657,0.170000,55.970000,10.503110,0.830000,2.000000,NA,Quercus,alba,Fagaceae,Fagales
658,0.200000,37.800000,9.492177,0.870000,3.000000,NA,Quercus,alba,Fagaceae,Fagales
659,0.150000,70.280000,20.906579,0.860000,1.000000,NA,Quercus,rubra,Fagaceae,Fagales
660,0.170000,52.210000,10.625175,0.840000,2.000000,NA,Quercus,rubra,Fagaceae,Fagales
661,0.240000,22.640000,8.046221,0.940000,3.000000,NA,Quercus,rubra,Fagaceae,Fagales
662,0.150000,67.370000,14.022176,0.820000,1.000000,NA,Quercus,rubra,Fagaceae,Fagales
663,0.170000,64.190000,11.554824,0.660000,2.000000,NA,Quercus,rubra,Fagaceae,Fagales
664,0.210000,43.040000,8.088725,0.700000,3.000000,NA,Quercus,rubra,Fagaceae,Fagales
665,0.200000,54.940000,16.257050,0.570000,1.000000,NA,Quercus,rubra,Fagaceae,Fagales
666,0.200000,42.750000,11.678735,0.740000,2.000000,NA,Quercus,rubra,Fagaceae,Fagales
667,0.240000,27.280000,9.818303,0.790000,3.000000,NA,Quercus,rubra,Fagaceae,Fagales
668,0.440000,14.070000,22.488709,0.460000,1.000000,NA,Sassafras,albidum,Lauraceae,Laurales
669,0.550000,10.110000,18.916645,0.420000,2.000000,NA,Sassafras,albidum,Lauraceae,Laurales
670,0.760000,4.880000,14.096637,0.450000,3.000000,NA,Sassafras,albidum,Lauraceae,Laurales
671,0.560000,15.150000,18.457224,0.270000,1.000000,NA,Sassafras,albidum,Lauraceae,Laurales
672,0.570000,12.680000,20.014234,0.300000,2.000000,NA,Sassafras,albidum,Lauraceae,Laurales
673,0.650000,8.060000,18.146375,0.380000,3.000000,NA,Sassafras,albidum,Lauraceae,Laurales
674,0.620000,12.170000,16.328784,0.270000,1.000000,NA,Sassafras,albidum,Lauraceae,Laurales
675,0.630000,10.370000,15.674903,0.310000,2.000000,NA,Sassafras,albidum,Lauraceae,Laurales
676,0.720000,6.240000,14.466249,0.400000,3.000000,NA,Sassafras,albidum,Lauraceae,Laurales
677,0.630000,14.000000,13.000000,0.240000,NA,AM,Agathis,australis,Araucariaceae,Pinales
678,0.510000,27.800000,14.200000,0.210000,NA,AM,Dacrydium,cupressinum,Podocarpaceae,Pinales
679,0.600000,17.800000,14.100000,0.210000,NA,AM,Dacrycarpus,dacrydioides,Podocarpaceae,Pinales
680,0.640000,11.000000,12.100000,0.300000,NA,AM,Halocarpus,biformis,Podocarpaceae,Pinales
681,0.650000,14.300000,18.100000,0.220000,NA,AM,Halocarpus,kirkii,Podocarpaceae,Pinales
682,0.600000,12.400000,14.200000,0.270000,NA,AM,Phyllocladus,trichomanoides,Podocarpaceae,Pinales
683,0.760000,16.500000,14.500000,0.150000,NA,AM,Phyllocladus,trichomanoides,Podocarpaceae,Pinales
684,0.900000,8.400000,17.900000,0.190000,NA,AM,Podocarpus,cunninghamii,Podocarpaceae,Pinales
685,0.930000,6.700000,11.300000,0.230000,NA,AM,Prumnopitys,ferruginea,Podocarpaceae,Pinales
686,0.750000,11.000000,13.800000,0.210000,NA,AM,Prumnopitys,taxifolia,Podocarpaceae,Pinales
687,0.360000,52.000000,14.900000,0.200000,NA,AM,Caldcluvia,rosifolia,Cunoniaceae,Oxalidales
688,0.430000,44.700000,21.700000,0.170000,NA,AM,Alectryon,excelsus,Sapindaceae,Sapindales
689,0.370000,82.300000,12.400000,0.120000,NA,AM,Aristotelia,serrata,Elaeocarpaceae,Oxalidales
690,0.530000,30.800000,14.700000,0.150000,NA,AM,Carpodetus,serratus,Rousseaceae,Asterales
691,0.560000,22.300000,13.900000,0.200000,NA,AM,Coprosma,linariifolia,Rubiaceae,Gentianales
692,0.590000,23.800000,34.200000,0.160000,NA,AM,Corynocarpus,laevigatus,Corynocarpaceae,Cucurbitales
693,0.220000,130.500000,9.700000,0.230000,NA,ErM,Dracophyllum,longifolium,Ericaceae,Ericales
694,0.990000,7.100000,20.600000,0.190000,NA,AM,Dysoxylum,spectabile,Meliaceae,Sapindales
695,0.420000,33.400000,15.300000,0.210000,NA,AM,Elaeocarpus,hookerianus,Elaeocarpaceae,Oxalidales
696,0.340000,84.000000,13.600000,0.130000,NA,AM,Fuchsia,excorticata,Onagraceae,Myrtales
697,0.290000,78.000000,17.300000,0.240000,NA,EM,Nothofagus,solandri,Nothofagaceae,Fagales
698,0.310000,55.300000,17.600000,0.270000,NA,EM,Nothofagus,fusca,Nothofagaceae,Fagales
699,0.240000,103.800000,14.500000,0.240000,NA,EM,Nothofagus,solandri,Nothofagaceae,Fagales
700,0.280000,65.800000,11.000000,0.300000,NA,EM,Nothofagus,fusca,Nothofagaceae,Fagales
701,0.540000,38.000000,25.100000,0.120000,NA,AM,Hoheria,lyallii,Malvaceae,Malvales
702,0.780000,23.900000,25.400000,0.090000,NA,AM,Hoheria,sexstylosa,Malvaceae,Malvales
703,0.400000,43.700000,16.100000,0.190000,NA,NM,Knightia,excelsa,Proteaceae,Proteales
704,0.370000,97.100000,16.500000,0.130000,NA,AM + EM,Leptospermum,scoparium,Myrtaceae,Myrtales
705,0.360000,35.400000,17.100000,0.310000,NA,EM,Nothofagus,obliqua,Nothofagaceae,Fagales
706,0.540000,48.900000,18.200000,0.100000,NA,AM,Melicytus,ramiflorus,Violaceae,Malpighiales
707,0.490000,24.300000,11.500000,0.240000,NA,AM,Metrosideros,excelsa,Myrtaceae,Myrtales
708,0.430000,47.600000,12.400000,0.160000,NA,AM,Metrosideros,robusta,Myrtaceae,Myrtales
709,0.400000,42.500000,15.300000,0.210000,NA,AM,Metrosideros,umbellata,Myrtaceae,Myrtales
710,0.410000,40.300000,12.200000,0.200000,NA,AM,Rapanea,australis,Primulaceae,Ericales
711,0.360000,41.600000,16.100000,0.250000,NA,AM,Rapanea,divaricata,Primulaceae,Ericales
712,0.480000,29.300000,12.000000,0.200000,NA,AM,Myrsine,coriacea,Primulaceae,Ericales
713,0.750000,11.000000,14.600000,0.220000,NA,AM,Nestegis,lanceolata,Oleaceae,Lamiales
714,0.470000,59.600000,22.400000,0.110000,NA,AM,Olearia,rani,Asteraceae,Asterales
715,0.500000,34.400000,20.600000,0.150000,NA,AM,Pennantia,corymbosa,Pennantiaceae,Apiales
716,0.420000,49.500000,13.900000,0.150000,NA,AM,Pittosporum,eugenioides,Pittosporaceae,Apiales
717,0.440000,58.300000,23.200000,0.120000,NA,AM,Plagianthus,regius,Malvaceae,Malvales
718,0.780000,17.900000,12.600000,0.130000,NA,AM,Neopanax,arboreus,Araliaceae,Apiales
719,0.930000,10.700000,28.500000,0.150000,NA,AM,Pseudopanax,crassifolius,Araliaceae,Apiales
720,0.410000,38.000000,16.200000,0.200000,NA,AM,Quintinia,serrata,Paracryphiaceae,Paracryphiales
721,0.630000,44.600000,20.400000,0.070000,NA,AM,Schefflera,digitata,Araliaceae,Apiales
722,0.490000,31.500000,32.700000,0.180000,NA,AM,Sophora,microphylla,Fabaceae,Fabales
723,0.310000,79.300000,16.100000,0.180000,NA,AM,Syzygium,maire,Myrtaceae,Myrtales
724,0.560000,35.000000,22.500000,0.130000,NA,AM,Vitex,lucens,Lamiaceae,Lamiales
725,0.370000,44.700000,14.300000,0.240000,NA,AM,Weinmannia,racemosa,Cunoniaceae,Oxalidales
726,0.380000,39.400000,9.800000,0.240000,NA,AM,Weinmannia,silvicola,Cunoniaceae,Oxalidales
727,0.910000,8.000000,14.400000,0.210000,NA,AM,Beilschmiedia,tarairi,Lauraceae,Laurales
728,0.740000,9.100000,17.600000,0.270000,NA,AM,Beilschmiedia,tawa,Lauraceae,Laurales
729,0.630000,28.000000,13.900000,0.120000,NA,AM,Pseudowintera,colorata,Winteraceae,Canellales
730,0.510000,22.300000,15.100000,0.260000,NA,AM,Rhopalostylis,sapida,Arecaceae,Arecales
731,0.580000,19.900000,9.500000,0.210000,NA,AM,Cyathea,dealbata,Cyatheaceae,Cyatheales
732,0.470000,28.300000,10.000000,0.210000,NA,AM,Cyathea,medullaris,Cyatheaceae,Cyatheales
733,0.690000,15.700000,13.200000,0.190000,NA,AM,Dicksonia,squarrosa,Dicksoniaceae,Cyatheales
734,0.549181,255.930000,34.300000,0.033000,NA,NA,Helianthus,agrestis,Asteraceae,Asterales
735,0.496105,192.730000,36.000000,0.043000,NA,NA,Helianthus,agrestis,Asteraceae,Asterales
736,0.516298,345.250000,41.500000,0.030000,NA,NA,Helianthus,angustifolius,Asteraceae,Asterales
737,0.529558,311.770000,43.100000,0.031000,NA,NA,Helianthus,angustifolius,Asteraceae,Asterales
738,0.603238,316.790000,35.500000,0.031000,NA,NA,Helianthus,angustifolius,Asteraceae,Asterales
739,0.575992,237.500000,26.700000,0.033000,NA,NA,Helianthus,annuus,Asteraceae,Asterales
740,0.473572,230.570000,27.100000,0.037000,NA,NA,Helianthus,annuus,Asteraceae,Asterales
741,0.709207,261.800000,28.100000,0.031000,NA,NA,Helianthus,annuus,Asteraceae,Asterales
742,0.533620,301.360000,31.000000,0.032000,NA,NA,Helianthus,argophyllus,Asteraceae,Asterales
743,0.398214,261.460000,26.300000,0.032000,NA,NA,Helianthus,argophyllus,Asteraceae,Asterales
744,0.526444,271.200000,37.100000,0.033000,NA,NA,Helianthus,atrorubens,Asteraceae,Asterales
745,0.655922,296.170000,39.800000,0.032000,NA,NA,Helianthus,carnosus,Asteraceae,Asterales
746,0.558922,274.240000,46.500000,0.034000,NA,NA,Helianthus,carnosus,Asteraceae,Asterales
747,0.603339,193.820000,40.500000,0.034000,NA,NA,Helianthus,cusickii,Asteraceae,Asterales
748,0.589867,161.560000,42.700000,0.035000,NA,NA,Helianthus,cusickii,Asteraceae,Asterales
749,0.444128,321.900000,31.000000,0.034000,NA,NA,Helianthus,debilis,Asteraceae,Asterales
750,0.638540,261.640000,34.400000,0.030000,NA,NA,Helianthus,floridanus,Asteraceae,Asterales
751,0.693846,230.580000,37.800000,0.039000,NA,NA,Helianthus,floridanus,Asteraceae,Asterales
752,0.540784,233.080000,39.600000,0.036000,NA,NA,Helianthus,giganteus,Asteraceae,Asterales
753,0.467153,226.690000,31.500000,0.036000,NA,NA,Helianthus,giganteus,Asteraceae,Asterales
754,0.543631,207.960000,35.500000,0.036000,NA,NA,Helianthus,grosseserratus,Asteraceae,Asterales
755,0.473031,216.890000,24.700000,0.036000,NA,NA,Helianthus,grosseserratus,Asteraceae,Asterales
756,0.451968,370.270000,40.100000,0.029000,NA,NA,Helianthus,longifolius,Asteraceae,Asterales
757,0.466262,367.940000,37.800000,0.031000,NA,NA,Helianthus,longifolius,Asteraceae,Asterales
758,0.479279,309.490000,39.400000,0.032000,NA,NA,Helianthus,longifolius,Asteraceae,Asterales
759,0.551549,237.440000,35.700000,0.036000,NA,NA,Helianthus,maximiliani,Asteraceae,Asterales
760,0.501716,297.100000,32.100000,0.035000,NA,NA,Helianthus,maximiliani,Asteraceae,Asterales
761,0.434136,273.670000,37.700000,0.036000,NA,NA,Pappobolus,microphyllus,Asteraceae,Asterales
762,0.514181,288.430000,33.800000,0.035000,NA,NA,Pappobolus,microphyllus,Asteraceae,Asterales
763,0.426935,279.950000,38.400000,0.033000,NA,NA,Helianthus,mollis,Asteraceae,Asterales
764,0.479980,293.300000,29.500000,0.036000,NA,NA,Helianthus,mollis,Asteraceae,Asterales
765,0.358154,265.720000,26.400000,0.031000,NA,NA,Helianthus,neglectus,Asteraceae,Asterales
766,0.430533,273.390000,26.400000,0.029000,NA,NA,Helianthus,neglectus,Asteraceae,Asterales
767,0.457890,296.720000,38.100000,0.036000,NA,NA,Helianthus,occidentalis,Asteraceae,Asterales
768,0.445939,306.550000,31.500000,0.033000,NA,NA,Helianthus,petiolaris,Asteraceae,Asterales
769,0.453849,288.040000,27.000000,0.030000,NA,NA,Helianthus,petiolaris,Asteraceae,Asterales
770,0.491040,404.550000,24.800000,0.031000,NA,NA,Helianthus,porteri,Asteraceae,Asterales
771,0.383108,421.210000,29.500000,0.030000,NA,NA,Helianthus,porteri,Asteraceae,Asterales
772,0.514434,354.480000,22.000000,0.040000,NA,NA,Helianthus,porteri,Asteraceae,Asterales
