Dataset,SpeciesName,AccSpeciesName,TraitID,OrigValueStr
TRY Categorical Traits Dataset (update 2018),Adiantum pedatum,Adiantum pedatum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Equisetum hiemale,Equisetum hyemale,22.0,C3
TRY Categorical Traits Dataset (update 2018),Chenopodium serotinum,Chenopodium serotinum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Cornus officinalis,Cornus officinalis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Ardisia quinquegona,Ardisia quinquegona,22.0,C3
TRY Categorical Traits Dataset (update 2018),Rhaphiolepis indica,Rhaphiolepis indica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Cratoxylon ligustrinum,Cratoxylum cochinchinense,22.0,C4
TRY Categorical Traits Dataset (update 2018),Vaccinium laetum,Vaccinium mandarinorum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Rhaphiolepis umbellata,Rhaphiolepis indica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Psychotria rubra,Psychotria asiatica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Ilex opaca,Ilex opaca,22.0,C3
TRY Categorical Traits Dataset (update 2018),Cornus florida,Cornus florida,22.0,C3
TRY Categorical Traits Dataset (update 2018),Sassafras albidum,Sassafras albidum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Magnolia virginiana,Magnolia virginiana,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia baillonii,Magnolia baillonii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia baviensis,Magnolia balansae,22.0,C3
TRY Categorical Traits Dataset (update 2018),Microcos paniculata,Microcos paniculata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Chionanthus virginicus,Chionanthus virginicus,22.0,C3
TRY Categorical Traits Dataset (update 2018),Sorbus aucuparia,Sorbus aucuparia,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acronychia laurifolia,Acronychia pedunculata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Schima wallichii,Schima wallichii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Magnolia stellata,Magnolia stellata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acronychia pedunculata,Acronychia pedunculata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Lindera communis,Lindera communis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Ficus variolosa,Ficus variolosa,22.0,C3
TRY Categorical Traits Dataset (update 2018),Syzygium hancei,Syzygium hancei,22.0,C3
TRY Categorical Traits Dataset (update 2018),Sorbus pohuashanensis,Sorbus aucuparia,22.0,C3
TRY Categorical Traits Dataset (update 2018),Cornus bretschneideri,Cornus bretschneideri,22.0,C3
TRY Categorical Traits Dataset (update 2018),Magnolia heptapeta,Magnolia denudata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Magnolia ashei,Magnolia macrophylla,22.0,C3
TRY Categorical Traits Dataset (update 2018),Decaspermum gracilentum,Decaspermum gracilentum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Aporosa yunnanensis,Aporosa yunnanensis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Malus sibirica,Malus baccata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Rhaphiolepis ovata,Rhaphiolepis indica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Sorbus amurensis,Sorbus aucuparia,22.0,C3
TRY Categorical Traits Dataset (update 2018),Evodia lepta,Melicope pteleifolia,22.0,C3
TRY Categorical Traits Dataset (update 2018),Vaccinium mandarinorum,Vaccinium mandarinorum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Malus baccata,Malus baccata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Liquidambar styraciflua,Liquidambar styraciflua,22.0,C3
TRY Categorical Traits Dataset (update 2018),Pistacia chinensis,Pistacia chinensis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Pistacia integerrima,Pistacia chinensis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Alstonia scholaris,Alstonia scholaris,22.0,C3
TRY Categorical Traits Dataset (update 2018),Betula albosinensis,Betula albosinensis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Carpinus betulus,Carpinus betulus,22.0,C3
TRY Categorical Traits Dataset (update 2018),Carpinus cordata,Carpinus cordata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Catalpa bignonioides,Catalpa bignonioides,22.0,C3
TRY Categorical Traits Dataset (update 2018),Canarium album,Canarium album,22.0,C3
TRY Categorical Traits Dataset (update 2018),Celtis sinensis,Celtis sinensis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Gironniera subaequalis,Gironniera subaequalis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Cercidiphyllum japonicum,Cercidiphyllum japonicum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Garcinia cowa,Garcinia cowa,22.0,C3
TRY Categorical Traits Dataset (update 2018),Garcinia oblongifolia,Garcinia oblongifolia,22.0,C3
TRY Categorical Traits Dataset (update 2018),Alangium chinense,Alangium chinense,22.0,C3
TRY Categorical Traits Dataset (update 2018),Nyssa aquatica,Nyssa aquatica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Nyssa sylvatica,Nyssa sylvatica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Nyssa biflora,Nyssa sylvatica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Diospyros virginiana,Diospyros virginiana,22.0,C3
TRY Categorical Traits Dataset (update 2018),Diospyros lucida,Diospyros virginiana,22.0,C3
TRY Categorical Traits Dataset (update 2018),Elaeocarpus dubius,Elaeocarpus dubius,22.0,C3
TRY Categorical Traits Dataset (update 2018),Elaeocarpus sylvestris,Elaeocarpus sylvestris,22.0,C3
TRY Categorical Traits Dataset (update 2018),Endospermum chinense,Endospermum chinense,22.0,C3
TRY Categorical Traits Dataset (update 2018),Macaranga sampsoni,Macaranga sampsonii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acacia auriculiformis,Acacia auriculiformis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acacia crassicarpa,Acacia crassicarpa,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acacia mangium,Acacia mangium,22.0,C3
TRY Categorical Traits Dataset (update 2018),Archidendron clypearia,Archidendron clypearia,22.0,C3
TRY Categorical Traits Dataset (update 2018),Gleditsia triacanthos,Gleditsia triacanthos,22.0,C3
TRY Categorical Traits Dataset (update 2018),Pithecellobium clypearia,Archidendron clypearia,22.0,C3
TRY Categorical Traits Dataset (update 2018),Sophora japonica,Styphnolobium japonicum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Castanea henryi,Castanea henryi,22.0,C3
TRY Categorical Traits Dataset (update 2018),Castanopsis echinocarpa,Castanopsis echinocarpa,22.0,C3
TRY Categorical Traits Dataset (update 2018),Castanopsis fissa,Castanopsis fissa,22.0,C3
TRY Categorical Traits Dataset (update 2018),Castanopsis hystrix,Castanopsis hystrix,22.0,C3
TRY Categorical Traits Dataset (update 2018),Quercus alba,Quercus alba,22.0,C3
TRY Categorical Traits Dataset (update 2018),Quercus aliena,Quercus aliena,22.0,C3
TRY Categorical Traits Dataset (update 2018),Quercus rubra,Quercus rubra,22.0,C3
TRY Categorical Traits Dataset (update 2018),Quercus variabilis,Quercus variabilis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Quercus borealis,Quercus rubra,22.0,C3
TRY Categorical Traits Dataset (update 2018),Quercus liaotungensis,Quercus wutaishanica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Quercus patelliformis,Quercus asymmetrica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Ginkgo biloba,Ginkgo biloba,22.0,C3
TRY Categorical Traits Dataset (update 2018),Cratoxylum cochinchinense,Cratoxylum cochinchinense,22.0,C3
TRY Categorical Traits Dataset (update 2018),Carya glabra,Carya glabra,22.0,C3
TRY Categorical Traits Dataset (update 2018),Juglans mandshurica,Juglans mandshurica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Juglans nigra,Juglans nigra,22.0,C3
TRY Categorical Traits Dataset (update 2018),Juglans sieboldiana,Juglans mandshurica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Cinnamomum camphora,Cinnamomum camphora,22.0,C3
TRY Categorical Traits Dataset (update 2018),Cryptocarya chinensis,Cryptocarya chinensis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Cryptocarya concinna,Cryptocarya concinna,22.0,C3
TRY Categorical Traits Dataset (update 2018),Litsea cubeba,Litsea cubeba,22.0,C3
TRY Categorical Traits Dataset (update 2018),Machilus breviflora,Machilus breviflora,22.0,C3
TRY Categorical Traits Dataset (update 2018),Liriodendron chinense,Liriodendron chinense,22.0,C3
TRY Categorical Traits Dataset (update 2018),Liriodendron tulipifera,Liriodendron tulipifera,22.0,C3
TRY Categorical Traits Dataset (update 2018),Magnolia acuminata,Magnolia acuminata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Magnolia grandiflora,Magnolia grandiflora,22.0,C3
TRY Categorical Traits Dataset (update 2018),Magnolia macrophylla,Magnolia macrophylla,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia balansae,Magnolia balansae,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia champaca,Magnolia champaca,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia macclurei,Magnolia macclurei,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia tonkinensis,Magnolia balansae,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia platypetala,Magnolia cavaleriei,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia velutina,Magnolia champaca,22.0,C3
TRY Categorical Traits Dataset (update 2018),Pterospermum acerifolium,Pterospermum acerifolium,22.0,C3
TRY Categorical Traits Dataset (update 2018),Sterculia lanceolata,Sterculia lanceolata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Tilia cordata,Tilia cordata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Tilia mandshurica,Tilia mandshurica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Tilia mongolica,Tilia mongolica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Sterculia coccinea,Sterculia lanceolata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Tilia parvifolia,Tilia cordata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Aphanamixis polystachya,Aphanamixis polystachya,22.0,C3
TRY Categorical Traits Dataset (update 2018),Amoora rohituka,Aphanamixis polystachya,22.0,C3
TRY Categorical Traits Dataset (update 2018),Aphanamixis cumingiana,Aphanamixis polystachya,22.0,C3
TRY Categorical Traits Dataset (update 2018),Aphanamixis perrottetiana,Aphanamixis polystachya,22.0,C3
TRY Categorical Traits Dataset (update 2018),Artocarpus styracifolius,Artocarpus styracifolius,22.0,C3
TRY Categorical Traits Dataset (update 2018),Eucalyptus urophylla,Eucalyptus urophylla,22.0,C3
TRY Categorical Traits Dataset (update 2018),Fraxinus americana,Fraxinus americana,22.0,C3
TRY Categorical Traits Dataset (update 2018),Fraxinus chinensis,Fraxinus chinensis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Fraxinus excelsior,Fraxinus excelsior,22.0,C3
TRY Categorical Traits Dataset (update 2018),Fraxinus mandshurica,Fraxinus mandshurica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Fraxinus viridis,Fraxinus americana,22.0,C3
TRY Categorical Traits Dataset (update 2018),Pentaphylax euryoides,Pentaphylax euryoides,22.0,C3
TRY Categorical Traits Dataset (update 2018),Aporosa dioica,Aporosa octandra,22.0,C3
TRY Categorical Traits Dataset (update 2018),Aporosa chinensis,Aporosa octandra,22.0,C3
TRY Categorical Traits Dataset (update 2018),Aporosa microcalyx,Aporosa octandra,22.0,C3
TRY Categorical Traits Dataset (update 2018),Platanus acerifolia,Platanus acerifolia,22.0,C3
TRY Categorical Traits Dataset (update 2018),Platanus occidentalis,Platanus occidentalis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Platanus hybridus,Platanus acerifolia,22.0,C3
TRY Categorical Traits Dataset (update 2018),Dacrycarpus imbricatus,Dacrycarpus imbricatus,22.0,C3
TRY Categorical Traits Dataset (update 2018),Dacrycarpus steupii,Dacrycarpus imbricatus,22.0,C3
TRY Categorical Traits Dataset (update 2018),Podocarpus imbricatus,Dacrycarpus imbricatus,22.0,C3
TRY Categorical Traits Dataset (update 2018),Myrsine seguinii,Myrsine seguinii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Helicia formosana,Helicia formosana,22.0,C3
TRY Categorical Traits Dataset (update 2018),Carallia brachiata,Carallia brachiata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Carallia integerrima,Carallia brachiata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Carallia lucida,Carallia brachiata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Eriobotrya japonica,Eriobotrya japonica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Prunus sargentii,Prunus sargentii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Phellodendron amurense,Phellodendron amurense,22.0,C3
TRY Categorical Traits Dataset (update 2018),Euodia lepta,Melicope pteleifolia,22.0,C3
TRY Categorical Traits Dataset (update 2018),Populus cathayana,Populus cathayana,22.0,C3
TRY Categorical Traits Dataset (update 2018),Populus deltoides,Populus deltoides,22.0,C3
TRY Categorical Traits Dataset (update 2018),Populus tremula,Populus tremula,22.0,C3
TRY Categorical Traits Dataset (update 2018),Populus tremuloides,Populus tremuloides,22.0,C3
TRY Categorical Traits Dataset (update 2018),Populus sieboldii,Populus tremula,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acer davidii,Acer davidii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acer negundo,Acer negundo,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acer platanoides,Acer platanoides,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acer pseudoplatanus,Acer pseudoplatanus,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acer rubrum,Acer rubrum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acer saccharum,Acer saccharum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acer truncatum,Acer truncatum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Aesculus hippocastanum,Aesculus hippocastanum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Koelreuteria paniculata,Koelreuteria paniculata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Nephelium lappaceum,Nephelium lappaceum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acer fraxinifolium,Acer negundo,22.0,C3
TRY Categorical Traits Dataset (update 2018),Allophylus occidentalis,Allophylus cobbe,22.0,C3
TRY Categorical Traits Dataset (update 2018),Alniphyllum fortunei,Alniphyllum fortunei,22.0,C3
TRY Categorical Traits Dataset (update 2018),Ulmus americana,Ulmus americana,22.0,C3
TRY Categorical Traits Dataset (update 2018),Ulmus davidiana,Ulmus davidiana,22.0,C3
TRY Categorical Traits Dataset (update 2018),Ulmus macrocarpa,Ulmus macrocarpa,22.0,C3
TRY Categorical Traits Dataset (update 2018),Ulmus propinqua,Ulmus davidiana,22.0,C3
TRY Categorical Traits Dataset (update 2018),Aporusa chinensis,Aporosa octandra,22.0,C3
TRY Categorical Traits Dataset (update 2018),Aporusa dioica,Aporosa octandra,22.0,C3
TRY Categorical Traits Dataset (update 2018),Aporusa yunnanensis,Aporosa yunnanensis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Lithocarpus fissus,Castanopsis fissa,22.0,C3
TRY Categorical Traits Dataset (update 2018),Magnolia denudata,Magnolia denudata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Magnolia kobus,Magnolia kobus,22.0,C3
TRY Categorical Traits Dataset (update 2018),Magnolia tripetala,Magnolia tripetala,22.0,C3
TRY Categorical Traits Dataset (update 2018),Syzygium levinei,Syzygium levinei,22.0,C3
TRY Categorical Traits Dataset (update 2018),Larix gmelini,Larix gmelinii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Larix gmelinii,Larix gmelinii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Picea meyeri,Picea meyeri,22.0,C3
TRY Categorical Traits Dataset (update 2018),Picea wilsonii,Picea wilsonii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Pinus armandii,Pinus armandii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Pinus strobus,Pinus strobus,22.0,C3
TRY Categorical Traits Dataset (update 2018),Pinus virginiana,Pinus virginiana,22.0,C3
TRY Categorical Traits Dataset (update 2018),Larix dahurica,Larix gmelinii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Larix olgensis,Larix gmelinii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Podocarpus imbricata,Dacrycarpus imbricatus,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acacia auriculaeformis,Acacia auriculiformis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Archidendron lucidum,Archidendron lucidum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Carya leiodermis,Carya glabra,22.0,C3
TRY Categorical Traits Dataset (update 2018),Machilus velutina,Machilus velutina,22.0,C3
TRY Categorical Traits Dataset (update 2018),Magnolia championii,Magnolia championii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Manglietia dandyi,Magnolia dandyi,22.0,C3
TRY Categorical Traits Dataset (update 2018),Manglietia megaphylla,Magnolia dandyi,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia cavaleriei,Magnolia cavaleriei,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia chapensis,Magnolia chapensis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia fulva,Magnolia fulva,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia maudiae,Magnolia maudiae,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia odora,Magnolia odora,22.0,C3
TRY Categorical Traits Dataset (update 2018),Michelia wilsonii,Magnolia ernestii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Tsoongiodendron odorum,Magnolia odora,22.0,C3
TRY Categorical Traits Dataset (update 2018),Tilia mandschurica,Tilia mandshurica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Tilia argentea,Tilia mandshurica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Artocarpus styracifolia,Artocarpus styracifolius,22.0,C3
TRY Categorical Traits Dataset (update 2018),Fraxinus mandschurica,Fraxinus mandshurica,22.0,C3
TRY Categorical Traits Dataset (update 2018),Syringa reticulata,Syringa reticulata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Fraxinus rhynchophylla,Fraxinus chinensis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Osmanthus didymopetalus,Osmanthus didymopetalus,22.0,C3
TRY Categorical Traits Dataset (update 2018),Syringa amurensis,Syringa reticulata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Pyrus betulifolia,Pyrus betulifolia,22.0,C3
TRY Categorical Traits Dataset (update 2018),Pyrus aucuparia,Sorbus aucuparia,22.0,C3
TRY Categorical Traits Dataset (update 2018),Pyrus prunifolia,Malus baccata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Populus monilifera,Populus deltoides,22.0,C3
TRY Categorical Traits Dataset (update 2018),Populus sargentii,Populus deltoides,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acer pseudo-platanus,Acer pseudoplatanus,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acer saccharophorum,Acer saccharum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acer grosseri,Acer davidii,22.0,C3
TRY Categorical Traits Dataset (update 2018),Acer floridanum,Acer saccharum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Ulmus dentata,Ulmus americana,22.0,C3
TRY Categorical Traits Dataset (update 2018),Ulmus wilsoniana,Ulmus davidiana,22.0,C3
TRY Categorical Traits Dataset (update 2018),Cunninghamia lanceolata,Cunninghamia lanceolata,22.0,C3
TRY Categorical Traits Dataset (update 2018),Pinus tabuliformis,Pinus tabuliformis,22.0,C3
TRY Categorical Traits Dataset (update 2018),Styphnolobium japonicum,Styphnolobium japonicum,22.0,C3
TRY Categorical Traits Dataset (update 2018),Pithecellobium angulatum,Archidendron clypearia,22.0,C3
TRY Categorical Traits Dataset (update 2018),Millettia leptobotrys,Millettia leptobotrya,22.0,C3
TRY Categorical Traits Dataset (update 2018),Aesculus parviflora,Aesculus parviflora,22.0,C3
