binominal,SRL
Koeleria_macrantha,4.825694901543437
Koeleria_pyramidata,4.111387138818783
Koeleria_vallesiana,4.52323665416606
Kunzea_ericoides,3.6755373147169257
Lactuca_tatarica,4.34629184061853
Lansium_parasiticum,3.039749158970765
Larix_decidua,3.13824405484261
Larix_kaempferi,2.7847025526232927
Lathyrus_venosus,3.84651487154136
Launaea_arborescens,1.8622937900490932
Laurelia_novae-zelandiae,2.371936588214485
Lavandula_multifida,2.8012134656292926
Leiospermum_racemosum,3.7256934272366524
Leontopodium_nanum,-0.9673735221034713
Lepidium_densiflorum,4.559569288282495
Lepidothamnus_intermedius,3.068052935133617
Leptospermum_scoparium,4.570324634660773
Lespedeza_capitata,4.290459441148391
Lespedeza_davidii,5.209486152841421
Lespedeza_davurica,3.6942400603560324
Leucaena_Leucocephala,3.0220495818713644
Leucanthemum_vulgare,5.469632869487687
