binominal,SRL
Leymus_chinensis,4.652635663623805
Liatris_aspera,4.382026634673881
Lindera_benzoin,2.547008672983871
Linum_lewisii,4.093923640313569
Lithocarpus_clementianus,3.385169620584958
Lithocarpus_confertus,3.01950739220476
Lithocarpus_lampadarius,2.9859786108603728
Lithocarpus_rigidus,2.732385026117004
Lolium_multiflorum,5.645446897643238
Lolium_perenne,5.380603529331644
Lolium_rigidum,5.541041358744827
Lomandra_filiformis,3.1654750481410856
Lonicera_maackii,3.417016919112529
Loropetalum_chinense,4.51085950651685
Lotus_corniculatus,5.007580493301723
Lotus_tenuis,4.709530201312334
Lupinus_perennis,4.762173934797756
Luzula_sylvatica,4.280824129164719
Lycopodium_volubile,4.0163830207523885
Lysimachia_nemorum,4.456206032848133
Madhuca_endertii,2.199416617504179
Magnolia_carsonii,2.520012337312146
Manoao_colensoi,2.9391619220655967
Maytenus_arbutifolia,2.7650604558189897
Maytenus_schippii,1.9193782260458543
Medicago_minima,5.354130431367249
Medicago_ruthenica,4.1892000932347795
Medicago_sativa,5.505876391130344
Melicytus_ramiflorus,4.038309379748019
Melilotus_officinalis,4.605170185988092
Merremia_umbellata,3.455685566946225
Metrosideros_diffusa,4.439115601658009
Metrosideros_excelsa,3.1890902893846174
Metrosideros_fulgens,4.33729074083249
Metrosideros_robusta,3.8622916936231837
Metrosideros_umbellata,3.4657359027997265
Molinia_caerulea,3.332025922800857
Monarda_fistulosa,4.795790545596741
Musineon_divaricatum,3.5699012105435526
Myrsine_coriacea,3.3762833229293965
Myrtus_communis,2.3155834521037053
Mytilaria_laosensis,3.7524409356036807
Nardus_stricta,3.6251406131469297
Nassella_viridula,4.005383297618432
Neomyrtus_pedunculata,3.744787086052232
Neopanax_arboreus,2.884487803959676
Neopanax_colensoi,3.104586678466073
Nerium_oleander,2.6517353083394815
Nestegis_lanceolata,2.3945741502437707
Nothofagus_fusca,4.035806379416535
Nothofagus_menziesii,3.7903915385757774
Nothofagus_obliqua,3.5667118201397288
Nothofagus_solandri,4.601569864094061
Oenothera_biennis,4.553876891600541
Olea_europaea,2.4097725102789664
Olearia_avicenniaefolia,2.9856819377004897
Olearia_rani,3.80891799302419
Ornithopus_compressus,5.5812293835404105
Ornithopus_sativus,5.704335240852814
Orthocarpus_luteus,4.435217814437088
Osyris_alba,1.773033775520673
Oxytropis_sericea,4.571144285822836
Panicum_capillare,5.384495062789089
Panicum_virgatum,5.4060253962374105
Pappobolus_microphyllus,5.638532589448084
Payena_microphylla,2.1418880322967535
Pennantia_corymbosa,3.5384101215550334
Pennisetum_glaucum,4.997212273764115
Penstemon_confertus,4.381321386044519
Penstemon_grandiflorus,3.9318256327243257
Penstemon_nitidus,3.2524364348165227
Penstemon_procerus,3.8642920528859657
Pentaspadon_motleyi,3.666321662240143
Persea_americana,3.7074558396868715
Phalaris_aquatica,5.088858965504056
Phalaris_arundinacea,5.389871424131001
Phillyrea_angustifolia,2.5256984990538918
Phillyrea_latifolia,2.546835568051659
Phleum_pratense,5.5734990134065425
Phlomis_purpurea,2.070783309506272
Phlox_hoodii,4.673338915563373
Phyllocladus_hypophyllus,2.981436828851437
Phyllocladus_trichomanoides,2.7593291180767983
Physalis_virginiana,3.9889840465642745
Picea_abies,2.725403759224066
Picea_rubens,2.91235066461494
Picris_hieracioides,5.248303954515909
Pilosella_officinarum,4.017628367688596
Pilosella_peleteriana,2.598979106047848
Pinus_nigra,3.5085558999826545
Pinus_pinaster,2.057569730247584
Pinus_pinea,2.9320806795136076
Pinus_pungens,3.4468078929142076
Pinus_taeda,3.068401711513366
Pistacia_lentiscus,2.4433962786339625
Pistacia_terebinthus,2.158969708422966
Pittosporum_eugenioides,3.90262338923604
Pittosporum_tenuifolium,3.935679341115721
Plagianthus_regius,4.065925296180821
Plantago_lanceolata,5.880221476480564
Plantago_patagonica,5.146203713904753
Plantago_varia,3.224857896545748
Platypodium_elegans,1.8629676225874312
Poa_cusickii,4.899614377441543
Poa_glauca,-0.09018732406558425
Poa_labillardierei,5.002603122398992
Poa_nemoralis,5.1298987149230735
Poa_pratensis,5.832412080274224
Poa_trivialis,6.071776449314649
Podocarpus_cunninghamii,2.1514330926453265
Podocarpus_gibbsii,2.689342973636514
Podocarpus_totara,2.3990297137002687
Podophyllum_peltatum,2.8144171099764566
Polystichum_chilense,3.7773481021015445
Populus_alba,2.228302173091705
Populus_grandidentata,3.7898378154128265
Potentilla_acaulis,4.434559785122148
Potentilla_arguta,3.876772620209502
Potentilla_neumanniana,4.122104655280028
Potentilla_tanacetifolia,4.235771783916321
Prionostemma_aspera,2.5234223284853243
Prumnopitys_ferruginea,1.9429713186126407
Prumnopitys_taxifolia,2.3979538000726293
Prunella_vulgaris,5.566303758415884
Prunus_serotina,3.0232165875237538
Prunus_virginiana,3.979612123671706
Pseudopanax_crassifolius,3.1820720849325004
Pseudosclerochloa_rupestris,4.960266555333299
Pseudotsuga_menziesii,3.2068032436339315
Pseudowintera_colorata,2.608424832700646
Pterocarpus_indicus,1.5260563034950494
Pueraria_stricta,1.601405740736836
Pycnanthemum_virginianum,4.430816798843313
Pyrus_bourgaeana,2.2300474258504153
Quercus_bicolor,3.4530200829815474
Quercus_canariensis,2.552651901209491
Quercus_coccifera,2.2988541711526858
Quercus_faginea,2.1051146846126847
Quercus_glauca,4.179145163914566
Quercus_ilex,1.9956557032249547
Quercus_lowii,3.4331481428939825
Quercus_macrocarpa,3.863577169390978
Quercus_palustris,3.6298774545165577
Quercus_suber,2.9451271123484846
Quintinia_serrata,3.6095164482813833
Ranunculus_acris,1.9358598132018119
Rapanea_australis,3.6431529372184897
Rapanea_divaricata,3.6504980557807416
Ratibida_pinnata,4.02535169073515
Raukaua_simplex,3.459466289786131
Rhamnus_alaternus,2.7821448194524847
Rhamnus_lycioides,3.222429909620088
Rhopalostylis_sapida,3.1034160946192193
Rhus_chinensis,1.6789639750827108
Rhus_typhina,4.3294166844015844
Rosa_arkansana,3.726321455046138
Rosa_canina,2.540897280645857
Rosmarinus_officinalis,2.4673639631261866
Rubia_peregrina,4.645351975620923
Rubus_allegheniensis,3.2664288641140624
Rubus_corchorifolius,6.100094711633431
Rubus_phoenicolasius,3.195567292117267
Rubus_ulmifolius,2.9745224117776665
Rudbeckia_hirta,5.694267568902431
Rumex_acetosa,1.5810384379124025
Rumex_acetosella,4.844187086458591
Rungia_pectinata,2.9161477942111484
Rytidosperma_caespitosum,5.128121989551922
Rytidosperma_carphoides,4.672361435528415
Rytidosperma_pallidum,3.728100167267218
Rytidosperma_richardsonii,5.204880305864415
Salix_atrocinerea,3.163929590823813
Sambucus_canadensis,5.167856335421548
Sanguisorba_minor,4.409100289823117
Schefflera_digitata,3.8132561635075457
Schizachyrium_scoparium,3.986735115817894
Serissa_japonica,6.228905403123016
Shorea_acuminata,3.313569615107139
Shorea_leprosula,3.218846728444904
Shorea_multiflora,0.6628897455013167
Sibbaldianthe_bifurca,3.9446837876676946
Sida_acuta,2.949164637737656
Sideritis_pusilla,1.9670460126870186
Silene_rupestris,2.8707357833793057
Smilax_aspera,2.3310310236994383
Solanum_americanum,3.7395725684294545
Solidago_canadensis,6.046421490121615
Solidago_missouriensis,4.607294958060293
Solidago_nemoralis,5.764657181120432
Solidago_ptarmicoides,3.5263605246161616
Solidago_rigida,3.586696471228973
Solidago_speciosa,3.828641396489095
Sophora_microphylla,3.267919444914978
Sorghastrum_nutans,4.672828834461906
Sphaeralcea_coccinea,4.1833313048084735
Sporobolus_heterolepis,3.9512437185814275
Stauracanthus_genistoides,2.5758454344059665
Sticherus_cunninghamii,2.8213788864092133
Stipa_comata,4.70389731137906
Stipa_krylovii,4.746669748261791
Stipa_pennata,3.9280901425386214
Stipa_purpurea,0.03683325004534898
Stipa_spartea,4.016647616554643
Symphoricarpos_occidentalis,3.893871976060932
Symphyotrichum_ciliolatum,4.71076309414069
Symphyotrichum_ericoides,4.491497441499515
Symphyotrichum_falcatum,4.13519143659285
Symphyotrichum_laeve,4.48863636973214
Symphyotrichum_novae-angliae,3.9512437185814275
Symphyotrichum_oolentangiense,4.465908118654584
Symphyotrichum_puniceum,4.955827057601261
Syzygium_castaneum,3.295399059743442
Syzygium_kunstleri,3.0724849596523827
Syzygium_maire,4.267999807329096
Syzygium_malaccense,5.0795392727434665
Syzygium_napiforme,3.2558199100079093
Syzygium_pachysepalum,2.9680612716289456
Syzygium_subdecussatum,2.452792293230743
Tanaecium_pyramidatum,2.966051958452808
Taraxacum_campylodes,5.2339855443800944
Terminalia_amazonia,2.5408591540055725
Ternstroemia_coriacea,2.191122665144751
Tetractomia_tetrandra,3.6368951315477167
Teucrium_chamaedrys,4.885109863301713
Teucrium_charidemi,1.2958499515570632
Teucrium_fruticans,2.7007519797555455
Themeda_triandra,4.1198498526304625
Theobroma_cacao,3.4671238280745746
Thermopsis_rhombifolia,4.643452580211669
Thuja_occidentalis,4.691342262708767
Thymelaea_hirsuta,1.6748172628506357
Thymus_dolomiticus,4.168172739022467
Thymus_hyemalis,1.5996100623338587
Thymus_mastichina,3.057933054461179
Tilia_americana,4.613627495710977
Tordylium_maximum,5.590464455958976
Toxicoscordion_venenosum,4.410553351099985
Tragopogon_dubius,4.741745898589571
Trichophorum_cespitosum,3.5686872687855304
Trifolium_angustifolium,4.852498904090656
Trifolium_dubium,5.241747015059643
Trifolium_hirtum,5.602828405411903
Trifolium_incarnatum,5.572457321732169
Trifolium_pratense,5.018514850711326
Trifolium_purpureum,5.300096768473002
Trifolium_repens,6.218383034377429
Trifolium_spumosum,5.5040936397704145
Trifolium_subterraneum,4.9321152611614165
Trisetum_flavescens,5.764469839602284
Tristaniopsis_clementis,3.688795075554166
Tristaniopsis_elliptica,3.7239147378724575
Triticum_durum,3.6222053208459437
Tsuga_canadensis,2.9601050959108397
Ulex_parviflorus,2.2180232141147225
Ulmus_minor,2.9924656414161306
Ulmus_rubra,4.370712874773608
Vepris_nobilis,1.8484548129046001
Verbascum_thapsus,4.0943445622221
Verbena_hastata,4.5217885770490405
Vernonia_fasciculata,4.812184355372417
Veronica_persica,6.207130208566233
Veronicastrum_virginicum,4.875197323201151
Viburnum_dentatum,2.153714757644333
Viburnum_tinus,2.4221381878376254
Vicia_americana,5.1088861286613305
Vicia_villosa,4.0943445622221
Viola_adunca,4.4214869056693535
Viola_thomasiana,3.4339872044851463
Vitex_lucens,3.7222136089629787
Vitis_vulpina,3.05337155526361
Vulpia_bromoides,6.0348831674755035
Weinmannia_blumei,4.369488990861333
Weinmannia_racemosa,4.006441160457682
Weinmannia_silvicola,3.7858402033877927
Withania_frutescens,1.7633423174239145
Xanthophyllum_tenue,3.2280040356950725
Zizia_aurea,4.605170185988092
