"binominal","state","SRL"
"Helianthemum_apenninum","EcM",4.27528184825337
"Helianthemum_almeriense","EcM",0.925675274184316
"Helianthemum_oelandicum","EcM",3.88381904652453
"Thymelaea_hirsuta","AM",1.67481726285064
"Tetractomia_tetrandra","AM",3.63689513154772
"Melicope_pteleifolia","AM",4.57666782551538
"Vepris_nobilis","AM",1.8484548129046
"Phellodendron_amurense","AM",3.5956337928667
"Acronychia_pedunculata","AM",4.43844831886184
"Citrus_trifoliata","AM",3.48431228837266
"Citrus_aurantium","AM",3.03013370027132
"Aglaia_exstipulata","AM",0.698353803046119
"Aglaia_odoratissima","AM",1.65222780252908
"Aphanamixis_polystachya","AM",5.14913363092185
"Lansium_parasiticum","AM",3.03974915897077
"Dysoxylum_spectabile","AM",2.06244504657687
"Dysoxylum_excelsum","AM",2.20836721262343
"Ekebergia_capensis","AM",1.98924327376169
"Acer_fabri","AM",4.92638374164866
"Acer_caudatum","AM",4.45239591942767
"Acer_negundo","AM",3.7960133963209
"Acer_barbinerve","AM",4.96758145600384
"Acer_campbellii","AM",4.37036411080197
"Acer_tegmentosum","AM",4.4500332562429
"Acer_davidii","AM",4.51454324858461
"Acer_pictum","AM",4.46140407911577
"Acer_truncatum","AM",4.08172838353541
"Acer_campestre","AM",3.43301899398511
"Acer_platanoides","AM",3.39479782511192
"Acer_saccharum","AM",3.95963061033245
"Acer_triflorum","AM",4.70622041830678
"Acer_coriaceifolium","AM",4.87060664949255
"Acer_tataricum","AM",4.87659389635552
"Acer_rubrum","AM",3.8329076454126
"Acer_pseudoplatanus","AM",4.13726969767022
"Aesculus_hippocastanum","AM",2.96817299123944
"Aesculus_parviflora","AM",3.76581815356531
"Nephelium_lappaceum","AM",4.06817168791808
"Allophylus_cobbe","AM",4.31842101158491
"Allophylus_abyssinicus","AM",2.35612585992208
"Alectryon_excelsus","AM",3.60639196299543
"Koelreuteria_paniculata","AM",4.58024304988673
"Canarium_album","AM",4.64767858622255
"Rhus_chinensis","AM",1.67896397508271
"Rhus_typhina","AM",4.32941668440158
"Pistacia_terebinthus","AM",2.15896970842297
"Pistacia_chinensis","AM",4.50512883180787
"Pistacia_lentiscus","AM",2.44339627863396
"Choerospondias_axillaris","AM",4.32885284932362
"Pentaspadon_motleyi","AM",3.66632166224014
"Blastus_cochinchinesis","AM",5.32488948298348
"Blastus_pauciflorus","AM",5.49074638830109
"Memecylon_nigrescens","AM",4.47790623516838
"Eucalyptus_grandis","EcMAM",3.26226813667235
"Eucalyptus_urophylla","EcMAM",4.66541826633345
"Leptospermum_scoparium","EcMAM",4.57032463466077
"Kunzea_ericoides","EcMAM",3.67553731471693
"Neomyrtus_pedunculata","AM",3.74478708605223
"Myrtus_communis","AM",2.31558345210371
"Decaspermum_gracilentum","AM",4.15872682115137
"Syzygium_subdecussatum","AM",2.45279229323074
"Syzygium_pachysepalum","AM",2.96806127162895
"Syzygium_napiforme","AM",3.25581991000791
"Syzygium_kunstleri","AM",3.07248495965238
"Syzygium_castaneum","AM",3.29539905974344
"Syzygium_szemaoense","AM",4.08380647241914
"Syzygium_hancei","AM",4.54860569416507
"Syzygium_levinei","AM",4.80951005089849
"Syzygium_jambos","AM",4.97144620801617
"Syzygium_globiflorum","AM",3.71064094589545
"Syzygium_malaccense","AM",5.07953927274347
"Syzygium_maire","AM",4.2679998073291
"Syzygium_acuminatissimum","AM",3.85280190635022
"Tristaniopsis_elliptica","EcMAM",3.72391473787246
"Tristaniopsis_clementis","EcMAM",3.68879507555417
"Metrosideros_umbellata","AM",3.46573590279973
"Metrosideros_robusta","AM",3.86229169362318
"Metrosideros_excelsa","AM",3.18909028938462
"Metrosideros_diffusa","AM",4.43911560165801
"Metrosideros_fulgens","AM",4.33729074083249
"Oenothera_biennis","AM",4.55387689160054
"Fuchsia_excorticata","AM",4.43115382746796
"Combretum_decandrum","AM",2.35877574530383
"Combretum_collinum","AM",2.52492832413749
"Terminalia_amazonia","AM",2.54085915400557
"Geranium_rotundifolium","AM",5.42857779038219
"Vitis_amurensis","AM",4.64449990204649
"Vitis_vulpina","AM",3.05337155526361
"Vitis_vinifera","AM",-3.00983119793349
"Parthenocissus_quinquefolia","AM",5.02789096037773
"Heuchera_richardsonii","NMAM",4.51344329291679
"Astilbe_rivularis","NMAM",3.60470368534821
"Astilbe_rubra","NMAM",5.37744252032079
"Itea_chinensis","AM",4.70347587477221
"Hamamelis_virginiana","AM",3.19026685721093
"Loropetalum_chinense","AM",4.51085950651685
"Mytilaria_laosensis","AM",3.75244093560368
"Rhodoleia_championii","AM",3.84065588907973
"Altingia_obovata","AM",3.91845441291856
"Altingia_gracilipes","AM",2.56689793006793
"Liquidambar_formosana","AM",4.26907849490024
"Liquidambar_styraciflua","AM",3.4570150883595
"Daphniphyllum_pentandrum","AM",4.1459239913442
"Cercidiphyllum_japonicum","AM",3.30879516928581
"Knightia_excelsa","NM",3.81554905595051
"Helicia_formosana","NM",4.5830268213024
"Hakea_varia","NM",4.02535169073515
"Hakea_tuberculata","NM",4.34380542185368
"Hakea_oldfieldii","NM",4.49980967033027
"Hakea_cyclocarpa","NM",4.15888308335967
"Hakea_lissocarpha","NM",4.06044301054642
"Hakea_linearis","NM",3.80666248977032
"Hakea_ceratophylla","NM",3.98898404656427
"Platanus_acerifolia","AM",3.17513290192028
"Platanus_occidentalis","AM",2.48302073924277
"Ranunculus_acris","AM",1.93585981320181
"Anemone_cylindrica","AM",3.95124371858143
"Anemone_patens","AM",3.50125631734703
"Caltha_palustris","NMAM",5.84841055554281
"Actaea_cimicifuga","AM",4.7631398077222
"Thalictrum_simplex","AM",5.55702712489673
"Aquilegia_vulgaris","AM",6.12697388649296
"Berberis_thunbergii","AM",3.35078801824688
"Caulophyllum_robustum","AM",4.51859289117116
"Podophyllum_peltatum","AM",2.81441710997646
"Euptelea_pleiosperma","AM",4.09901252132884
"Convallaria_majalis","AM",4.23545514795724
"Asparagus_schoberioides","AM",4.78553148940686
"Lomandra_filiformis","NMAM",3.16547504814109
"Hosta_ventricosa","AM",4.10196922165485
"Allium_tenuissimum","AM",3.88793520989906
"Allium_bidentatum","AM",3.3626297885129
"Allium_textile","AM",5.23566960080539
"Iris_japonica","AM",4.227644446634
"Iris_versicolor","AM",4.77912349311153
"Astelia_fragrans","AM",2.55722731136763
"Astelia_nervosa","AM",2.67414864942653
"Calamovilfa_longifolia","NMAM",3.49650756146648
"Panicum_virgatum","AM",5.40602539623741
"Panicum_capillare","AM",5.38449506278909
"Pennisetum_glaucum","AM",4.99721227376411
"Digitaria_setigera","AM",3.5860158186547
"Andropogon_gerardii","AM",4.02535169073515
"Schizachyrium_scoparium","AM",3.98673511581789
"Bothriochloa_macra","AM",4.5976419195673
"Themeda_triandra","AM",4.11984985263046
"Sorghastrum_nutans","AM",4.67282883446191
"Arthraxon_hispidus","AM",2.56955412384829
"Chloris_anomala","AM",2.99473177322041
"Bouteloua_curtipendula","AM",4.17438726989564
"Chondrosum_gracile","AM",4.48137767691284
"Cleistogenes_squarrosa","AM",5.36574234286283
"Sporobolus_heterolepis","AM",3.95124371858143
"Eragrostis_trichodes","NMAM",4.29045944114839
"Rytidosperma_richardsonii","AM",5.20488030586441
"Rytidosperma_carphoides","AM",4.67236143552841
"Rytidosperma_caespitosum","AM",5.12812198955192
"Rytidosperma_pallidum","AM",3.72810016726722
"Danthonia_intermedia","AM",2.74503398213606
"Molinia_caerulea","AM",3.33202592280086
"Aristida_ramosa","AM",4.38389987905556
"Festuca_rubra","AM",5.18965510984097
"Festuca_ovina","AM",4.52920664718105
"Festuca_hallii","AM",4.41816758715214
"Festuca_christianii-bernardii","AM",5.27170384769799
"Festuca_arundinacea","AM",5.32456318655531
"Vulpia_bromoides","AM",6.0348831674755
"Lolium_rigidum","AM",5.54104135874483
"Lolium_multiflorum","AM",5.64544689764324
"Lolium_perenne","AM",5.38060352933164
"Dactylis_glomerata","AM",5.81745934526601
"Aira_elegantissima","NMAM",6.63443622936612
"Holcus_lanatus","AM",5.83271132134154
"Deschampsia_cespitosa","AM",4.85203026391962
"Poa_trivialis","AM",6.07177644931465
"Poa_pratensis","AM",5.83241208027422
"Poa_nemoralis","AM",5.12989871492307
"Poa_labillardierei","AM",5.00260312239899
"Poa_glauca","AM",-0.0901873240655842
"Poa_cusickii","AM",4.89961437744154
"Alopecurus_pratensis","AM",5.47855341685097
"Phleum_pratense","AM",5.57349901340654
"Pseudosclerochloa_rupestris","NMAM",4.9602665553333
"Agrostis_scabra","AM",4.9416424226093
"Agrostis_capillaris","AM",4.92812287252179
"Calamagrostis_canadensis","AM",5.51745289646471
"Anthoxanthum_odoratum","AM",5.2982423637354
"Phalaris_aquatica","AM",5.08885896550406
"Phalaris_arundinacea","AM",5.389871424131
"Koeleria_macrantha","AM",4.82569490154344
"Koeleria_pyramidata","AM",4.11138713881878
"Koeleria_vallesiana","AM",4.52323665416606
"Trisetum_flavescens","AM",5.76446983960228
"Arrhenatherum_elatius","AM",5.19312350366953
"Leymus_chinensis","AM",4.6526356636238
"Hordeum_murinum","AM",5.32297596538922
"Agropyron_cristatum","AM",5.20345708552408
"Elymus_riparius","AM",5.29906302067888
"Elymus_virginicus","AM",5.64214891875913
"Elymus_canadensis","AM",5.09890137155513
"Elymus_lanceolatus","AM",4.55155916912409
"Elymus_repens","AM",4.66327552849538
"Triticum_durum","AM",3.62220532084594
"Bromus_hordeaceus","AM",5.74207650421721
"Bromus_madritensis","AM",5.83204864138561
"Bromus_inermis","AM",5.12554646252596
"Bromus_erectus","AM",4.63299378043697
"Bromus_catharticus","AM",5.34222487134182
"Brachypodium_phoenicoides","AM",4.89029900165216
"Brachypodium_sylvaticum","AM",5.08140436498446
"Brachypodium_pinnatum","AM",5.46594820793199
"Stipa_spartea","AM",4.01664761655464
"Stipa_purpurea","AM",0.036833250045349
"Stipa_krylovii","AM",4.74666974826179
"Nassella_viridula","AM",4.00538329761843
"Stipa_pennata","AM",3.92809014253862
"Stipa_comata","AM",4.70389731137906
"Nardus_stricta","AM",3.62514061314693
"Ehrharta_stipoides","AM",5.2733117457257
"Carex_korshinskyi","NMAM",5.53160924891406
"Carex_humilis","NMAM",4.45134861866404
"Carex_filifolia","NMAM",4.67802502115067
"Carex_doisutepensis","NMAM",3.13766576944266
"Carex_lasiocarpa","NMAM",5.52942908751142
"Carex_nigra","NMAM",2.21266038546606
"Carex_moorcroftii","NMAM",-1.13078430237446
"Carex_flacca","NMAM",4.10699915833418
"Carex_obtusata","NMAM",4.61921642900995
"Trichophorum_cespitosum","NMAM",3.56868726878553
"Cyperus_difformis","NMAM",4.19524514715783
"Gahnia_xanthocarpa","NMAM",3.81990771652034
"Gahnia_procera","NMAM",4.07243972683405
"Juncus_effusus","NMAM",3.67236890198695
"Luzula_sylvatica","NMAM",4.28082412916472
"Alpinia_japonica","AM",5.50562620795945
"Rhopalostylis_sapida","AM",3.10341609461922
"Cocos_nucifera","AM",3.03974915897077
"Caryota_maxima","AM",4.05301196636022
"Calamus_rhabdocladus","AM",4.63710826327559
"Smilax_trinervula","AM",4.6978943121089
"Smilax_aspera","AM",2.33103102369944
"Veratrum_nigrum","AM",4.83876717250794
"Toxicoscordion_venenosum","AM",4.41055335109998
"Dioscorea_nipponica","AM",5.57688518533919
"Goniothalamus_griffithii","AM",2.80852399737228
"Asimina_triloba","AM",2.60625277343373
"Orophea_creaghii","AM",3.81352775867905
"Anaxagorea_javanica","AM",1.87031297474414
"Magnolia_carsonii","AM",2.52001233731215
"Magnolia_yuyuanensis","AM",3.57794789340665
"Magnolia_yunnanensis","AM",2.84723226523555
"Magnolia_virginiana","AM",3.0022112396517
"Magnolia_tripetala","AM",2.89020444945644
"Magnolia_stellata","AM",3.43926529437833
"Magnolia_opipara","AM",2.53923699433305
"Magnolia_macrophylla","AM",2.55722731136763
"Magnolia_lotungensis","AM",2.48573963609189
"Magnolia_kobus","AM",3.30770622343448
"Magnolia_grandiflora","AM",2.24230416210912
"Magnolia_denudata","AM",3.0397837995191
"Magnolia_championii","AM",3.44690342975169
"Magnolia_cavaleriei","AM",2.73436750941958
"Magnolia_acuminata","AM",2.5162880457595
"Magnolia_fulva","AM",2.96475746925456
"Magnolia_champaca","AM",2.99071973173045
"Magnolia_macclurei","AM",3.10943539321599
"Magnolia_baillonii","AM",2.96165829322024
"Magnolia_balansae","AM",3.00370044320317
"Magnolia_ernestii","AM",2.76625621416657
"Magnolia_chapensis","AM",3.14618403588432
"Magnolia_odora","AM",3.01317911382339
"Magnolia_maudiae","AM",3.02793216078629
"Magnolia_dandyi","AM",2.87299950817169
"Manglietia_paruicula","AM",3.08282698040492
"Liriodendron_chinense","AM",3.05362375196977
"Liriodendron_tulipifera","AM",2.47022603157861
"Knema_erratica","AM",1.56321777390776
"Ocotea_lancifolia","AM",3.52542448828846
"Cinnamomum_subcuneatum","AM",2.31344590032679
"Cinnamomum_austrosinense","AM",3.60987528240228
"Cinnamomum_chekiangense","AM",3.14331096279633
"Cinnamomum_tenuifolium","AM",2.99713822474127
"Cinnamomum_camphora","AM",3.98709961612148
"Cinnamomum_porrectum","AM",3.82631720598295
"Cinnamomum_micranthum","AM",3.05211289786907
"Sassafras_albidum","NMAM",2.80236453163745
"Litsea_baviensis","AM",2.56648663678042
"Litsea_elongata","AM",3.87589419877776
"Litsea_verticillata","AM",2.74662968306969
"Litsea_cubeba","AM",3.68862942285873
"Litsea_ichangensis","AM",4.11851587326737
"Neolitsea_phanerophlebia","AM",3.60549784517489
"Cinnamomum_cassia","AM",3.12456514539696
"Lindera_communis","AM",3.65757799409598
"Lindera_obtusiloba","AM",4.52732553509182
"Lindera_benzoin","AM",2.54700867298387
"Machilus_kwangtungensis","AM",3.47506723022861
"Machilus_breviflora","AM",2.97497235617684
"Machilus_robusta","AM",2.89037175789616
"Machilus_shweliensis","AM",3.61547508053052
"Machilus_oculodracontis","AM",3.32143241319329
"Machilus_velutina","AM",3.08099211750481
"Machilus_nanmu","AM",3.34426474568541
"Persea_americana","AM",3.70745583968687
"Beilschmiedia_tarairi","AM",2.18438865048432
"Beilschmiedia_tawa","AM",2.08890530519316
"Cryptocarya_concinna","AM",3.24371995593029
"Cryptocarya_chinensis","AM",2.37597631248479
"Hedycarya_arborea","AM",2.60699528304173
"Laurelia_novae-zelandiae","AM",2.37193658821448
"Pseudowintera_colorata","AM",2.60842483270065
"Chloranthus_henryi","AM",3.61838685913941
"Sarcandra_glabra","AM",3.41733728961264
"Ascarina_lucida","AM",3.10009228887823
"Podocarpus_gibbsii","AM",2.68934297363651
"Podocarpus_chinensis","AM",2.73436750941958
"Podocarpus_neriifolius","AM",4.67192172128997
"Podocarpus_totara","AM",2.39902971370027
"Podocarpus_cunninghamii","AM",2.15143309264533
"Afrocarpus_falcatus","AM",2.44755086324423
"Dacrydium_pectinatum","AM",2.70556377918227
"Dacrydium_gracile","AM",2.86377678140292
"Dacrydium_cupressinum","AM",3.28498650816095
"Dacrycarpus_imbricatus","AM",3.64772982519823
"Dacrycarpus_dacrydioides","AM",2.8782873307037
"Phyllocladus_hypophyllus","AM",2.98143682885144
"Phyllocladus_trichomanoides","AM",2.7593291180768
"Lepidothamnus_intermedius","AM",3.06805293513362
"Halocarpus_kirkii","AM",2.65958372933207
"Halocarpus_biformis","AM",2.3944265090269
"Prumnopitys_ferruginea","AM",1.94297131861264
"Prumnopitys_taxifolia","AM",2.39795380007263
"Manoao_colensoi","AM",2.9391619220656
"Agathis_kinabaluensis","AM",2.42723339755916
"Agathis_australis","AM",2.63828293717939
"Juniperus_sabina","AM",3.64328346186648
"Juniperus_monosperma","AM",3.04452243772342
"Juniperus_phoenicea","AM",2.08363213984522
"Cupressus_funebris","AM",3.07193399928405
"Platycladus_orientalis","AM",2.87394121650007
"Chamaecyparis_obtusa","AM",3.37726733234649
"Thuja_occidentalis","AM",4.69134226270877
"Cryptomeria_japonica","AM",3.92647104916159
"Cunninghamia_lanceolata","AM",3.17567217530038
"Pinus_taeda","EcM",3.06840171151337
"Pinus_pungens","EcM",3.44680789291421
"Pinus_palustris","EcM",3.49347265777133
"Pinus_elliottii","EcM",3.81126914677691
"Pinus_virginiana","EcM",3.50094215853435
"Pinus_sylvestris","EcM",3.46902398879103
"Pinus_nigra","EcM",3.50855589998265
"Pinus_resinosa","EcM",3.46573590279973
"Pinus_massoniana","EcM",4.09187998915538
"Pinus_tabuliformis","EcM",4.43701641102248
"Pinus_pinea","EcM",2.93208067951361
"Pinus_pinaster","EcM",2.05756973024758
"Pinus_armandii","EcM",3.81100768040792
"Pinus_koraiensis","EcM",3.17067042026956
"Pinus_pumila","EcM",3.97293082855107
"Pinus_strobus","EcM",3.5097527882165
"Pinus_edulis","EcM",2.99573227355399
"Picea_koraiensis","EcM",3.99575280369826
"Picea_meyeri","EcM",3.8814466826321
"Picea_abies","EcM",2.72540375922407
"Picea_wilsonii","EcM",4.19709578473349
"Picea_rubens","EcM",2.91235066461494
"Picea_glauca","EcM",3.66356164612965
"Larix_gmelinii","EcM",3.61949913571901
"Larix_decidua","EcM",3.13824405484261
"Larix_kaempferi","EcM",2.78470255262329
"Pseudotsuga_menziesii","EcM",3.20680324363393
"Abies_fargesii","EcM",3.42280147831145
"Abies_nephrolepis","EcM",3.29753383792526
"Abies_alba","EcM",3.46656888910362
"Tsuga_canadensis","EcM",2.96010509591084
"Ephedra_fragilis","AM",1.22105529982754
"Gnetum_gnemon","EcM",4.87290462063018
"Ginkgo_biloba","AM",2.99202541162266
"Dryopteris_sparsa","AM",5.24656776069782
"Dryopteris_lepidopoda","AM",4.80901996616486
"Polystichum_chilense","AM",3.77734810210154
"Blechnum_procerum","AM",3.43720781918519
"Blechnum_novae-zelandiae","AM",3.3322045101752
"Blechnum_fluviatile","AM",3.75887182593397
"Blechnum_discolor","AM",3.26956893918372
"Blechnum_chambersii","AM",3.47815842279828
"Blechnum_orientale","AM",5.22222075150799
"Onoclea_sensibilis","AM",4.99781519804981
"Matteuccia_struthiopteris","AM",5.18433765007022
"Athyrium_spinulosum","AM",5.46242744734292
"Athyrium_sinense","AM",4.7556754834756
"Athyrium_multidentatum","AM",4.91956303633469
"Cystopteris_sudetica","AM",5.52781014360166
"Asplenium_bulbiferum","NMAM",3.45946628978613
"Pteridium_aquilinum","AM",4.69353904318441
"Adiantum_pedatum","AM",5.09598588262878
"Cyathea_smithii","AM",2.83661480344451
"Cyathea_medullaris","AM",3.22214715597308
"Cyathea_dealbata","AM",2.77464552793008
"Dicksonia_squarrosa","AM",2.80381583151659
"Cibotium_barometz","AM",4.43028255068199
"Sticherus_cunninghamii","AM",2.82137888640921
"Gleichenia_microphylla","AM",3.75653810258775
"Dicranopteris_pedata","AM",4.39420554808918
"Dicranopteris_linearis","AM",4.31882055877009
"Osmunda_japonica","AM",3.15794354690547
"Equisetum_hyemale","NMAM",4.45420074865547
"Equisetum_pratense","NMAM",5.54038891768526
"Lycopodium_volubile","NMAM",4.01638302075239
